Date,Target,Log_Return,Volatility_20,ATR_14,RSI_14,MACD,MACD_Signal
2024-05-08,1,0.003901863,0.012676087,39.1207101,66.51627714,7.122687758,-3.641950576
2024-05-09,0,-0.012061356,0.012983855,38.8664202,65.32748609,8.553921432,-1.202776174
2024-05-10,1,0.005695106,0.013000058,36.97999791,62.15120136,10.81344651,1.200468362
2024-05-13,0,-0.000153963,0.013000514,32.93071638,69.90614836,12.42700148,3.445774987
2024-05-14,1,0.001147081,0.012798464,31.18073382,66.51284031,13.79926122,5.516472233
2024-05-16,1,0.00826505,0.012839328,32.68500628,70.19826546,16.52476527,7.718130841
2024-05-17,0,-0.010362214,0.011837628,30.79570661,58.21594625,16.207893,9.416083274
2024-05-20,1,0.006409586,0.011526772,29.69998605,71.19487578,17.17251484,10.96736959
2024-05-21,0,-0.006571158,0.0110335,28.9085519,63.14664613,16.29987108,12.03386989
2024-05-22,0,-0.000264324,0.010201836,28.48641532,57.91091865,15.37298875,12.70169366
2024-05-23,0,-0.000605995,0.009823884,29.00999233,56.62023405,14.33999199,13.02935333
2024-05-24,0,-0.012648483,0.010305078,30.93929618,50.78849441,10.63824561,12.55113178
2024-05-27,1,0.013081899,0.00975207,31.57142857,58.31244545,10.43990872,12.12888717
2024-05-28,0,-5.14E-05,0.00871916,28.57498605,47.39909458,10.15438373,11.73398648
2024-05-29,0,-0.016870319,0.009397716,30.62212263,36.77426304,6.181340216,10.62345723
2024-05-30,0,-0.015758713,0.009664891,30.83428083,35.53264288,-0.341153617,8.430535059
2024-05-31,1,0.000409744,0.009650112,30.6628418,31.82669064,-5.361321714,5.672163705
2024-06-03,1,0.017296785,0.010464169,32.7878418,42.45738142,-5.563888494,3.424953265
2024-06-04,0,-0.007641337,0.010589306,33.50284249,39.1177934,-7.288128161,1.28233698
2024-06-05,1,0.010239981,0.009645944,32.94641113,40.02448469,-6.370225398,-0.248175496
2024-06-07,1,0.012257685,0.010034672,33.78569685,49.69817697,-2.932441996,-0.785028796
2024-06-10,0,-0.007928004,0.009822382,33.90642439,43.7364278,-1.920703525,-1.012163742
2024-06-11,1,0.001535246,0.009734572,33.57142857,46.98954818,-0.775076758,-0.964746345
2024-06-12,1,0.008410796,0.009932828,33.55571638,50.70220445,1.954107192,-0.380975638
2024-06-13,1,0.009746449,0.010167641,34.86143276,54.58881669,6.201595332,0.935538556
2024-06-14,1,0.001280548,0.010003629,33.26569475,60.73809355,9.740323758,2.696495597
2024-06-17,0,-0.005204836,0.009783848,31.93355887,53.41930871,11.25950878,4.409098234
2024-06-18,1,0.007196746,0.009811026,32.82427107,56.25359665,13.90250857,6.307780301
2024-06-19,1,0.012015485,0.009994953,32.08285086,68.97829576,18.4799994,8.742224121
2024-06-20,1,0.003675251,0.010000802,30.25355748,80.24384094,22.67739118,11.52925753
2024-06-21,0,-0.008358537,0.010235117,30.34354074,74.06508365,23.8432508,13.99205619
2024-06-24,0,-0.007039158,0.009909226,28.3406808,64.65474321,22.92700457,15.77904586
2024-06-25,1,0.003487891,0.00954004,27.81209891,70.81527972,22.71846271,17.16692923
2024-06-26,1,0.006345246,0.009612182,27.36640276,69.72195955,23.70496274,18.47453593
2024-06-27,0,-0.002865796,0.008687978,26.67855399,63.07232423,23.57034147,19.49369704
2024-06-28,1,0.004930252,0.007635823,25.38856724,71.28205514,24.29392568,20.45374277
2024-07-01,1,0.002316973,0.007613787,25.69285366,71.57496161,25.10170254,21.38333472
2024-07-02,0,-0.008397269,0.007248513,25.96569824,61.453914,23.5778655,21.82224088
2024-07-03,1,0.004717572,0.006920639,24.28283691,59.03719646,23.1642775,22.0906482
2024-07-04,1,0.011009261,0.006968373,25.18498884,63.64013192,25.04360593,22.68123975
2024-07-05,1,0.01311393,0.007034078,27.19855608,72.1374898,29.205321,23.986056
2024-07-08,0,-0.00156293,0.006672145,26.14212472,68.65906975,31.77652094,25.54414899
2024-07-09,1,0.003360575,0.006666162,25.13070243,65.38410396,34.19626551,27.27457229
2024-07-10,1,0.000212753,0.006561269,24.87641253,63.8453483,35.7510453,28.96986689
2024-07-11,1,0.008112122,0.006475878,24.74356515,74.56533062,38.42524264,30.86094204
2024-07-12,0,-0.011951432,0.007230116,26.19358608,69.81829203,37.34233826,32.15722129
2024-07-15,1,0.001371101,0.007044048,26.78501674,69.05527652,36.38105551,33.00198813
2024-07-16,1,0.001805538,0.006940511,25.78857422,67.25391938,35.62574973,33.52674045
2024-07-17,0,-0.007986916,0.0068336,25.55643136,62.91144226,32.80918718,33.3832298
