Date,Target,S&P500,Nikkei225,TaiwanWeighted,USD_KRW,Dollar_Index,VIX
2023-02-16,1,4090.409912,27696.43945,15550.5,1283.719971,103.8600006,20.17000008
2023-02-17,0,4079.090088,27513.13086,15479.7002,1288.959961,103.8600006,20.02000046
2023-02-20,1,4079.090088,27531.93945,15551.23047,1293.920044,103.8600006,20.02000046
2023-02-21,1,3997.340088,27473.09961,15563,1296.109985,104.1800003,22.87000084
2023-02-22,0,3991.050049,27104.32031,15418.76953,1305.829956,104.5899963,22.29000092
2023-02-23,1,4012.320068,27104.32031,15615.41016,1302.829956,104.5999985,21.13999939
2023-02-24,0,3970.040039,27453.48047,15503.79004,1298.079956,105.2099991,21.67000008
2023-02-27,0,3982.23999,27423.96094,15503.79004,1313.699951,104.6699982,20.95000076
2023-02-28,1,3970.149902,27445.56055,15503.79004,1318.349976,104.8700027,20.70000076
2023-03-02,1,3981.350098,27498.86914,15598.71973,1305.72998,105.0299988,19.59000015
2023-03-03,1,4045.639893,27927.4707,15608.41992,1311.060059,104.5199966,18.48999977
2023-03-06,1,4048.419922,28237.7793,15763.50977,1294.780029,104.3499985,18.61000061
2023-03-07,1,3986.370117,28309.16016,15857.88965,1299,105.6200027,19.59000015
2023-03-08,0,3992.01001,28444.18945,15818.2002,1317.900024,105.6600037,19.11000061
2023-03-09,0,3918.320068,28623.15039,15770.66016,1316.449951,105.3099976,22.61000061
2023-03-10,0,3861.590088,28143.9707,15526.2002,1325.550049,104.5800018,24.79999924
2023-03-13,1,3855.76001,27832.96094,15560.49023,1319.540039,103.5999985,26.52000046
2023-03-14,0,3919.290039,27222.03906,15360.41992,1296.380005,103.5999985,23.72999954
2023-03-15,1,3891.929932,27229.48047,15387.58984,1304.579956,104.6500015,26.13999939
2023-03-16,0,3960.280029,27010.60938,15221.12012,1311.73999,104.4199982,22.98999977
2023-03-17,1,3916.639893,27333.78906,15452.95996,1301.619995,103.7099991,25.51000023
2023-03-20,0,3951.570068,26945.66992,15419.96973,1307.650024,103.2799988,24.14999962
2023-03-21,1,4002.870117,26945.66992,15513.4502,1304.939941,103.2600021,21.37999916
2023-03-22,1,3936.969971,27466.60938,15760.45996,1303.439941,102.3499985,22.26000023
2023-03-23,1,3948.719971,27419.60938,15863.9502,1298.25,102.5299988,22.61000061
2023-03-24,0,3970.98999,27385.25,15914.7002,1286.290039,103.1200027,21.73999977
2023-03-27,0,3977.530029,27476.86914,15830.30957,1294.829956,102.8600006,20.60000038
2023-03-28,1,3971.27002,27518.25,15701.48047,1297.800049,102.4300003,19.96999931
2023-03-29,1,4027.810059,27883.7793,15769.75977,1296.97998,102.6399994,19.12000084
2023-03-30,1,4050.830078,27782.92969,15849.42969,1307.130005,102.1399994,19.02000046
2023-03-31,1,4109.310059,28041.48047,15868.05957,1296.5,102.5100021,18.70000076
2023-04-03,0,4124.509766,28188.15039,15868.05957,1305.47998,102.0899963,18.54999924
2023-04-04,1,4100.600098,28287.41992,15868.05957,1308.050049,101.5899963,19
2023-04-05,1,4090.379883,27813.25977,15868.05957,1312.410034,101.8499985,19.07999992
2023-04-06,0,4105.02002,27472.63086,15810.76953,1316.209961,101.8199997,18.39999962
2023-04-07,1,4105.02002,27518.31055,15836.5,1317.939941,101.8199997,18.39999962
2023-04-10,1,4109.109863,27633.66016,15876.16992,1315.449951,102.5800018,18.96999931
2023-04-11,1,4108.939941,27923.36914,15913.87988,1320.880005,102.1999969,19.10000038
2023-04-12,1,4091.949951,28082.69922,15932.96973,1322.089966,101.5,19.09000015
2023-04-13,1,4146.220215,28156.9707,15804.75977,1322.829956,101.0100021,17.79999924
2023-04-14,1,4137.640137,28493.4707,15929.42969,1301.430054,101.5500031,17.06999969
2023-04-17,1,4151.319824,28514.7793,15963.5498,1303.380005,102.0999985,16.95000076
2023-04-18,0,4154.870117,28658.83008,15869.44043,1316.069946,101.75,16.82999992
2023-04-19,1,4154.52002,28606.75977,15770.46973,1315.900024,101.9700012,16.45999908
2023-04-20,0,4129.790039,28657.57031,15707.51953,1326.76001,101.8399963,17.17000008
2023-04-21,0,4133.52002,28564.36914,15602.99023,1323.599976,101.8199997,16.77000046
2023-04-24,0,4137.040039,28593.51953,15626.87012,1329.380005,101.3499985,16.88999939
2023-04-25,0,4071.629883,28620.07031,15370.73047,1332.800049,101.8600006,18.76000023
2023-04-26,0,4055.98999,28416.4707,15374.62988,1341,101.4700012,18.84000015
2023-04-27,1,4135.350098,28457.67969,15411.49023,1337.829956,101.5,17.03000069
2023-04-28,1,4169.47998,28856.43945,15579.17969,1339.390015,101.6699982,15.77999973
2023-05-02,1,4119.580078,29157.94922,15636.48047,1342.790039,101.9599991,17.78000069
2023-05-03,0,4090.75,29157.94922,15553.41016,1342.300049,101.3399963,18.34000015
2023-05-04,0,4061.219971,29157.94922,15609.03027,1335.22998,101.4000015,20.09000015
2023-05-08,1,4138.120117,28949.88086,15699.57031,1316.959961,101.3700027,16.97999954
2023-05-09,0,4119.169922,29242.82031,15727.7002,1322.410034,101.6399994,17.70999908
2023-05-10,0,4137.640137,29122.17969,15641.75977,1326.050049,101.4800034,16.94000053
2023-05-11,0,4130.620117,29126.7207,15514.63965,1318.050049,102.0599976,16.93000031
2023-05-12,0,4124.080078,29388.30078,15502.36035,1329.880005,102.6800003,17.03000069
2023-05-15,1,4136.279785,29626.33984,15475.0498,1341.52002,102.4300003,17.12000084
2023-05-16,1,4109.899902,29842.99023,15673.90039,1335.400024,102.5599976,17.98999977
2023-05-17,1,4158.77002,30093.58984,15925.29004,1342.430054,102.8799973,16.87000084
2023-05-18,1,4198.049805,30573.92969,16101.87988,1334.150024,103.5800018,16.04999924
2023-05-19,1,4191.97998,30808.34961,16174.91992,1334.73999,103.1999969,16.80999947
2023-05-22,1,4192.629883,31086.82031,16180.88965,1324.209961,103.1999969,17.20999908
2023-05-23,1,4145.580078,30957.76953,16188.03027,1313.829956,103.4899979,18.53000069
2023-05-24,0,4115.240234,30682.67969,16159.32031,1319.839966,103.8899994,20.03000069
2023-05-25,0,4151.279785,30801.13086,16292,1318.52002,104.2099991,19.13999939
2023-05-26,1,4205.450195,30916.31055,16505.05078,1330.890015,104.2099991,17.95000076
2023-05-30,1,4205.52002,31328.16016,16622.74023,1324.589966,104.1699982,17.45999908
2023-05-31,0,4179.830078,30887.88086,16578.96094,1319.790039,104.3199997,17.94000053
2023-06-01,0,4221.02002,31148.00977,16512.65039,1321.73999,103.5599976,15.64999962
2023-06-02,1,4282.370117,31524.2207,16706.91016,1312.849976,104.0199966,14.60000038
2023-06-05,1,4273.790039,32217.42969,16714.42969,1305.140015,104,14.72999954
2023-06-07,1,4267.52002,31913.74023,16922.48047,1299.199951,104.0999985,13.93999958
2023-06-08,0,4293.930176,31641.26953,16733.68945,1308.339966,103.3399963,13.64999962
2023-06-09,1,4298.859863,32265.16992,16886.40039,1296.329956,103.5599976,13.82999992
2023-06-12,0,4338.930176,32434,16955.36914,1286.689941,103.6299973,15.01000023
2023-06-13,1,4369.009766,33018.64844,17216.59961,1284.579956,103.3399963,14.60999966
2023-06-14,0,4372.589844,33502.42188,17238.14063,1267.619995,103.0100021,13.88000011
2023-06-15,0,4425.839844,33485.48828,17334.98047,1273.98999,102.1200027,14.5
2023-06-16,1,4409.589844,33706.07813,17288.91016,1270.050049,102.3000031,13.53999996
2023-06-19,0,4409.589844,33370.42188,17274.56055,1276.310059,102.3000031,13.53999996
2023-06-20,0,4388.709961,33388.91016,17184.91016,1283.23999,102.5400009,13.88000011
2023-06-21,0,4365.689941,33575.14063,17202.40039,1287.540039,102.0699997,13.19999981
2023-06-22,1,4381.890137,33264.87891,17202.40039,1288.380005,102.3899994,12.90999985
2023-06-23,0,4348.330078,32781.53906,17202.40039,1298.209961,102.9000015,13.43999958
2023-06-26,1,4328.819824,32698.81055,17059.24023,1307.670044,102.6900024,14.25
2023-06-27,0,4378.410156,32538.33008,16887.90039,1302.660034,102.4899979,13.73999977
2023-06-28,0,4376.859863,33193.98828,16935.63086,1296.599976,102.9100037,13.43000031
2023-06-29,0,4396.439941,33234.14063,16942.30078,1309.01001,103.3399963,13.53999996
2023-06-30,1,4450.379883,33189.03906,16915.53906,1323.069946,102.9100037,13.59000015
2023-07-03,1,4455.589844,33753.32813,17084.19922,1315.300049,102.9899979,13.56999969
2023-07-04,0,4455.589844,33422.51953,17140.76953,1306.099976,102.9899979,13.56999969
2023-07-05,0,4446.819824,33338.69922,17056.42969,1295.5,103.3700027,14.18000031
2023-07-06,0,4411.589844,32773.01953,16762.16992,1302.969971,103.1699982,15.43999958
2023-07-07,0,4398.950195,32388.41992,16664.21094,1309.219971,102.2699966,14.82999992
2023-07-10,0,4409.529785,32189.73047,16652.80078,1297.369995,101.9700012,15.06999969
2023-07-11,1,4439.259766,32203.57031,16898.91016,1299.540039,101.7300034,14.84000015
2023-07-12,1,4472.160156,31943.92969,16962.0293,1291.51001,100.5199966,13.53999996
2023-07-13,1,4510.040039,32419.33008,17061.40039,1274.699951,99.76999664,13.60999966
2023-07-14,1,4505.419922,32391.25977,17283.71094,1266.829956,99.91000366,13.34000015
2023-07-17,0,4522.790039,32391.25977,17334.28906,1268.339966,99.83999634,13.47999954
2023-07-18,0,4554.97998,32493.89063,17227.91016,1265.449951,99.94000244,13.30000019
2023-07-19,1,4565.720215,32896.03125,17116.43945,1264.939941,100.2799988,13.76000023
2023-07-20,0,4534.870117,32490.51953,17164.89063,1265.089966,100.8799973,13.98999977
2023-07-21,1,4536.339844,32304.25,17030.69922,1278.400024,101.0699997,13.60000038
2023-07-24,1,4554.640137,32700.93945,17033.60938,1285.650024,101.3499985,13.90999985
2023-07-25,1,4567.459961,32682.50977,17198.89063,1280.530029,101.3499985,13.85999966
2023-07-26,0,4566.75,32668.33984,17162.55078,1274.119995,100.8899994,13.18999958
2023-07-27,1,4537.410156,32891.16016,17241.82031,1275.170044,101.7699966,14.40999985
2023-07-28,1,4582.22998,32759.23047,17292.92969,1283.880005,101.6200027,13.32999992
2023-07-31,1,4588.959961,33172.21875,17145.42969,1272.390015,101.8600006,13.63000011
2023-08-01,1,4576.72998,33476.57813,17212.86914,1277.930054,102.3000031,13.93000031
2023-08-02,0,4513.390137,32707.68945,16893.73047,1289.050049,102.5899963,16.09000015
2023-08-03,0,4501.890137,32159.2793,16893.73047,1295.369995,102.5400009,15.92000008
2023-08-04,0,4478.029785,32192.75,16843.67969,1296.400024,102.0199966,17.10000038
2023-08-07,0,4518.439941,32254.56055,16996,1303.050049,102.0500031,15.77000046
2023-08-08,0,4499.379883,32377.28906,16877.07031,1307.75,102.5299988,15.98999977
2023-08-09,1,4467.709961,32204.33008,16870.93945,1316.670044,102.4899979,15.96000004
2023-08-10,0,4468.830078,32473.65039,16634.69922,1313.640015,102.5199966,15.85000038
2023-08-11,0,4464.049805,32473.65039,16601.25,1318.329956,102.8399963,14.84000015
2023-08-14,0,4489.720215,32059.91016,16393.66016,1329.609985,103.1900024,14.81999969
2023-08-16,0,4404.330078,31766.82031,16446.7793,1338.73999,103.4199982,16.78000069
2023-08-17,0,4370.359863,31626,16516.66016,1343.329956,103.4400024,17.88999939
2023-08-18,0,4369.709961,31450.75977,16381.30957,1339.079956,103.3799973,17.29999924
2023-08-21,1,4399.77002,31565.64063,16381.49023,1339.170044,103.3300018,17.12999916
2023-08-22,1,4387.549805,31856.71094,16437.60938,1339.73999,103.5599976,16.96999931
2023-08-23,0,4436.009766,32010.25977,16576.90039,1339.689941,103.3600006,15.97999954
2023-08-24,1,4376.310059,32287.21094,16770.86914,1327.780029,103.9800034,17.20000076
2023-08-25,0,4405.709961,31624.2793,16481.58008,1326.619995,104.0800018,15.68000031
2023-08-28,1,4433.310059,32169.99023,16509.25977,1323.609985,104.0599976,15.07999992
2023-08-29,1,4497.629883,32226.9707,16623.65039,1322.819946,103.5500031,14.44999981
2023-08-30,1,4514.870117,32333.46094,16719.82031,1321.069946,103.1600037,13.88000011
2023-08-31,0,4507.660156,32619.33984,16634.50977,1323.030029,103.6200027,13.56999969
2023-09-01,1,4515.77002,32710.61914,16644.93945,1324.640015,104.2399979,13.09000015
2023-09-04,1,4515.77002,32939.17969,16789.68945,1317.459961,104.2399979,13.09000015
2023-09-05,0,4496.830078,33036.76172,16791.60938,1317.949951,104.8099976,14.01000023
2023-09-06,0,4465.47998,33241.01953,16738.16016,1331.72998,104.8600006,14.44999981
2023-09-07,0,4451.140137,32991.07813,16619.14063,1333.459961,105.0599976,14.39999962
2023-09-08,0,4457.490234,32606.83984,16576.01953,1334.02002,105.0899963,13.84000015
2023-09-11,1,4487.459961,32467.75977,16432.94922,1335.319946,104.5699997,13.80000019
2023-09-12,0,4461.899902,32776.37109,16572.71094,1320.439941,104.7099991,14.22999954
2023-09-13,0,4467.439941,32706.51953,16581.50977,1324.099976,104.7699966,13.47999954
2023-09-14,1,4505.100098,33168.10156,16807.56055,1329.77002,105.4100037,12.81999969
2023-09-15,1,4450.319824,33533.08984,16920.91992,1327.060059,105.3199997,13.78999996
2023-09-18,0,4453.529785,33533.08984,16698.24023,1328.420044,105.1999969,14
2023-09-19,0,4443.950195,33242.58984,16636.32031,1329.660034,105.1999969,14.10999966
2023-09-20,1,4402.200195,33023.78125,16534.75,1328.530029,105.1600037,15.14000034
2023-09-21,0,4330,32571.0293,16316.66992,1332.339966,105.3600006,17.54000092
2023-09-22,0,4320.060059,32402.41016,16344.48047,1341.170044,105.5800018,17.20000076
2023-09-25,0,4337.439941,32678.61914,16452.23047,1334.660034,106,16.89999962
2023-09-26,0,4273.529785,32315.05078,16276.07031,1338.449951,106.2300034,18.94000053
2023-09-27,1,4274.509766,32371.90039,16310.36035,1353.75,106.6699982,18.21999931
2023-10-04,0,4263.75,30526.88086,16273.37988,1359.219971,106.8000031,18.57999992
2023-10-05,0,4258.189941,31075.35938,16453.51953,1351.160034,106.3300018,18.48999977
2023-10-06,1,4308.5,30994.66992,16520.57031,1346.060059,106.0400009,17.45000076
2023-10-10,0,4358.240234,31746.5293,16520.57031,1346.890015,105.8300018,17.03000069
2023-10-11,1,4376.950195,31936.50977,16672.0293,1341.890015,105.8199997,16.09000015
2023-10-12,1,4349.609863,32494.66016,16825.91016,1338.26001,106.5699997,16.69000053
2023-10-13,0,4327.779785,32315.99023,16782.57031,1348.339966,106.6500015,19.31999969
2023-10-16,0,4373.629883,31659.0293,16652.24023,1352.069946,106.2399979,17.20999908
2023-10-17,1,4373.200195,32040.28906,16642.55078,1347.76001,106.25,17.87999916
2023-10-18,1,4314.600098,32042.25,16440.91016,1352.98999,106.5699997,19.21999931
2023-10-19,0,4278,31430.61914,16452.73047,1354.560059,106.25,21.39999962
2023-10-20,0,4224.160156,31259.35938,16440.7207,1356.22998,106.1600037,21.70999908
2023-10-23,0,4217.040039,30999.55078,16251.36035,1349.339966,105.5400009,20.37000084
2023-10-24,1,4247.680176,31062.34961,16309.75977,1334.439941,106.2699966,18.96999931
2023-10-25,0,4186.77002,31269.91992,16358.88965,1343.640015,106.5299988,20.19000053
2023-10-26,0,4137.22998,30601.7793,16073.74023,1352.680054,106.5999985,20.68000031
2023-10-27,1,4117.370117,30991.68945,16134.61035,1350.339966,106.5599976,21.27000046
2023-10-30,1,4166.819824,30696.96094,16149.67969,1355.219971,106.1200027,19.75
2023-10-31,0,4193.799805,30858.84961,16001.26953,1348.069946,106.6600037,18.13999939
2023-11-01,1,4237.859863,31601.65039,16038.55957,1350.160034,106.8799973,16.87000084
2023-11-02,1,4317.779785,31949.89063,16396.94922,1347.839966,106.1200027,15.65999985
2023-11-03,1,4358.339844,31949.89063,16507.65039,1333.680054,105.0199966,14.90999985
2023-11-06,1,4365.97998,32708.48047,16649.35938,1307.839966,105.2200012,14.89000034
2023-11-07,0,4378.379883,32271.82031,16684.94922,1297.109985,105.5400009,14.81000042
2023-11-08,0,4382.779785,32166.48047,16740.83008,1304.550049,105.5899963,14.44999981
2023-11-09,1,4347.350098,32646.46094,16745.65039,1308.119995,105.9100037,15.28999996
2023-11-10,0,4415.240234,32568.10938,16682.66992,1315.199951,105.8600006,14.17000008
2023-11-13,0,4411.549805,32585.10938,16839.28906,1319.619995,105.6600037,14.76000023
2023-11-14,1,4495.700195,32695.92969,16915.71094,1319.069946,104.1100006,14.15999985
2023-11-15,1,4502.879883,33519.69922,17128.7793,1304.23999,104.3899994,14.18000031
2023-11-16,1,4508.240234,33424.41016,17171.17969,1301.859985,104.3700027,14.31999969
2023-11-17,0,4514.02002,33585.19922,17208.94922,1292.449951,103.8199997,13.80000019
2023-11-20,1,4547.379883,33388.03125,17210.4707,1294.5,103.4700012,13.40999985
2023-11-21,1,4538.189941,33354.14063,17416.69922,1288.150024,103.5899963,13.35000038
2023-11-22,1,4556.620117,33451.82813,17310.25977,1295.189941,103.9199982,12.85000038
2023-11-23,1,4556.620117,33451.82813,17294.55078,1298.790039,103.9199982,12.85000038
2023-11-24,0,4559.339844,33625.53125,17287.41992,1300.180054,103.4000015,12.46000004
2023-11-27,0,4550.430176,33447.67188,17137.41992,1289.790039,103.1999969,12.68999958
2023-11-28,1,4554.890137,33408.39063,17341.25,1302.530029,102.75,12.68999958
2023-11-29,0,4550.580078,33321.21875,17370.56055,1287.530029,102.7699966,12.97999954
2023-11-30,1,4567.799805,33486.89063,17433.84961,1288.359985,103.5,12.92000008
2023-12-01,0,4594.629883,33431.51172,17438.34961,1296.660034,103.2699966,12.63000011
2023-12-04,1,4569.779785,33231.26953,17421.48047,1299.189941,103.6399994,13.07999992
2023-12-05,0,4567.180176,32775.82031,17328.00977,1307.800049,104.0500031,12.85000038
2023-12-06,1,4549.339844,33445.89844,17360.7207,1313.369995,104.1500015,12.97000027
2023-12-07,0,4585.589844,32858.30859,17278.74023,1313.719971,103.5400009,13.06000042
2023-12-08,1,4604.370117,32307.85938,17383.99023,1312.76001,104.0100021,12.35000038
2023-12-11,1,4622.439941,32791.80078,17418.33984,1316.51001,104.0999985,12.63000011
2023-12-12,1,4643.700195,32843.69922,17450.63086,1313.619995,103.8700027,12.06999969
2023-12-13,0,4707.089844,32926.35156,17468.92969,1310.140015,102.8700027,12.18999958
2023-12-14,1,4719.549805,32686.25,17653.10938,1292.01001,101.9599991,12.47999954
2023-12-15,1,4719.189941,32970.55078,17673.86914,1291.920044,102.5500031,12.27999973
2023-12-18,1,4740.560059,32758.98047,17652.0293,1276.469971,102.5100021,12.56000042
2023-12-19,1,4768.370117,33219.39063,17576.55078,1302.930054,102.1699982,12.52999973
2023-12-20,1,4698.350098,33675.94141,17635.19922,1297.76001,102.4100037,13.67000008
2023-12-21,0,4746.75,33140.46875,17543.74023,1296.97998,101.8399963,13.64999962
2023-12-22,0,4754.629883,33169.05078,17596.63086,1291.709961,101.6999969,13.02999973
2023-12-26,1,4774.75,33305.85156,17751.73047,1294.579956,101.4700012,12.98999977
2023-12-27,1,4781.580078,33681.23828,17891.5,1293.920044,100.9899979,12.43000031
2023-12-28,1,4783.350098,33539.62109,17910.36914,1294.76001,101.2300034,12.47000027
2024-01-02,1,4742.830078,33464.17188,17853.75977,1293.540039,102.1999969,13.19999981
2024-01-03,0,4704.810059,33464.17188,17559.31055,1307.619995,102.4599991,14.03999996
2024-01-04,0,4688.680176,33288.28906,17549.65039,1309.530029,102.4199982,14.13000011
2024-01-05,0,4697.240234,33377.42188,17519.14063,1311.25,102.4100037,13.35000038
2024-01-08,0,4763.540039,33377.42188,17572.66016,1313.130005,102.2099991,13.07999992
2024-01-09,0,4756.5,33763.17969,17535.49023,1311.800049,102.5699997,12.76000023
2024-01-10,0,4783.450195,34441.71875,17465.63086,1319.790039,102.3600006,12.68999958
2024-01-11,0,4780.240234,35049.85938,17545.32031,1317.5,102.2900009,12.43999958
2024-01-12,0,4783.830078,35577.10938,17512.83008,1311.98999,102.4000015,12.69999981
2024-01-15,1,4783.830078,35901.78906,17546.82031,1312.849976,102.4000015,12.69999981
2024-01-16,0,4765.97998,35619.17969,17346.86914,1319.709961,103.3600006,13.84000015
2024-01-17,0,4739.209961,35477.75,17161.78906,1337.790039,103.4499969,14.78999996
2024-01-18,1,4780.939941,35466.17188,17227.78906,1344.050049,103.5400009,14.13000011
2024-01-19,1,4839.810059,35963.26953,17681.51953,1337.660034,103.2900009,13.30000019
2024-01-22,0,4850.430176,36546.94922,17815.09961,1333.209961,103.3300018,13.18999958
2024-01-23,1,4864.600098,36517.57031,17874.58984,1338.73999,103.6200027,12.55000019
2024-01-24,0,4868.549805,36226.48047,17875.83008,1336.780029,103.2399979,13.14000034
2024-01-25,1,4894.160156,36236.46875,18002.61914,1329.890015,103.5699997,13.44999981
2024-01-26,1,4890.970215,35751.07031,17995.0293,1336.030029,103.4700012,13.26000023
2024-01-29,1,4927.930176,36026.94141,18119.63086,1336.76001,103.6100006,13.60000038
2024-01-30,0,4924.970215,36065.85938,18034.63086,1333.209961,103.4000015,13.31000042
2024-01-31,0,4845.649902,36286.71094,17889.56055,1326.619995,103.2699966,14.35000038
2024-02-01,1,4906.189941,36011.46094,17968.10938,1333.910034,103.0500031,13.88000011
2024-02-02,1,4958.609863,36158.01953,18059.92969,1328.949951,103.9199982,13.85000038
2024-02-05,0,4942.810059,36354.16016,18096.07031,1337.72998,104.4499969,13.67000008
2024-02-06,0,4954.22998,36160.66016,18096.07031,1333.390015,104.1800003,13.06000042
2024-02-07,1,4995.060059,36119.92188,18096.07031,1326.790039,104.0400009,12.82999992
2024-02-08,1,4997.910156,36863.28125,18096.07031,1327.619995,104.1500015,12.78999996
2024-02-13,1,4953.169922,37963.96875,18096.07031,1328.5,104.9599991,15.85000038
2024-02-14,0,5000.620117,37703.32031,18096.07031,1340.790039,104.7200012,14.38000011
2024-02-15,0,5029.72998,38157.94141,18644.57031,1326,104.3000031,14.01000023
2024-02-16,1,5005.569824,38487.23828,18607.25,1327.660034,104.2799988,14.23999977
2024-02-19,1,5005.569824,38470.37891,18635.80078,1331.579956,104.2799988,14.23999977
2024-02-20,0,4975.509766,38363.60938,18753.16016,1333.339966,104.0800018,15.42000008
2024-02-21,0,4981.799805,38262.16016,18676.31055,1333.75,104.0100021,15.34000015
2024-02-22,1,5087.029785,39098.67969,18852.7793,1332.869995,103.9599991,14.53999996
2024-02-23,1,5088.799805,39098.67969,18889.18945,1327.170044,103.9400024,13.75
2024-02-26,0,5069.529785,39233.71094,18948.05078,1330,103.8300018,13.73999977
2024-02-27,0,5078.180176,39239.51953,18854.41016,1331.719971,103.8300018,13.43000031
2024-02-28,1,5069.759766,39208.03125,18854.41016,1331.790039,103.9800034,13.84000015
2024-02-29,0,5096.27002,39166.19141,18966.76953,1333.380005,104.1600037,13.39999962
2024-03-04,1,5130.950195,40109.23047,19305.31055,1330.900024,103.8300018,13.48999977
2024-03-05,0,5078.649902,40097.62891,19386.91992,1328.939941,103.8000031,14.46000004
2024-03-06,0,5104.759766,40090.78125,19499.44922,1333.430054,103.3700027,14.5
2024-03-07,1,5157.359863,39598.71094,19693.51953,1327.089966,102.8199997,14.43999958
2024-03-08,1,5123.689941,39688.94141,19785.32031,1321.180054,102.7399979,14.73999977
2024-03-11,0,5117.939941,38820.48828,19726.08008,1315.97998,102.8700027,15.22000027
2024-03-12,1,5175.27002,38797.51172,19914.55078,1310.540039,102.9599991,13.84000015
2024-03-13,1,5165.310059,38695.96875,19928.50977,1311.150024,102.7900009,13.75
2024-03-14,1,5150.47998,38807.37891,19937.91992,1313.650024,103.3600006,14.39999962
2024-03-15,0,5117.089844,38707.64063,19682.5,1321.920044,103.4300003,14.40999985
2024-03-18,1,5149.419922,39740.44141,19879.84961,1329.339966,103.5800018,14.32999992
2024-03-19,0,5178.509766,40003.60156,19857.19922,1336.089966,103.8099976,13.81999969
2024-03-20,1,5224.620117,40003.60156,19784.44922,1337.02002,103.4100037,13.03999996
2024-03-21,1,5241.529785,40815.66016,20199.08984,1330.109985,104,12.92000008
2024-03-22,0,5234.180176,40888.42969,20228.42969,1334.680054,104.4300003,13.06000042
2024-03-25,0,5218.189941,40414.12109,20192.25,1343.599976,104.2300034,13.18999958
2024-03-26,1,5203.580078,40398.03125,20126.49023,1339.130005,104.2900009,13.23999977
2024-03-27,0,5248.490234,40762.73047,20200.11914,1343.060059,104.3499985,12.77999973
2024-03-28,0,5254.350098,40168.07031,20146.55078,1349.800049,104.5500031,13.01000023
2024-03-29,1,5254.350098,40369.44141,20294.44922,1349.800049,104.5500031,13.01000023
2024-04-01,1,5243.77002,39803.08984,20222.33008,1345.310059,105.0199966,13.64999962
2024-04-02,1,5205.810059,39838.91016,20466.57031,1355.530029,104.8199997,14.60999966
2024-04-03,0,5211.490234,39451.85156,20337.59961,1350.72998,104.25,14.32999992
2024-04-04,1,5147.209961,39773.14063,20337.59961,1344.839966,104.1200027,16.35000038
2024-04-05,0,5204.339844,38992.07813,20337.59961,1351.359985,104.3000031,16.03000069
2024-04-08,1,5202.390137,39347.03906,20417.69922,1350.27002,104.1399994,15.18999958
2024-04-09,0,5209.910156,39773.12891,20796.19922,1354.219971,104.1500015,14.97999954
2024-04-11,1,5199.060059,39442.62891,20753.2207,1363.76001,105.2799988,14.90999985
2024-04-12,0,5123.410156,39523.55078,20736.57031,1367.839966,106.0400009,17.30999947
2024-04-15,0,5061.819824,39232.80078,20449.76953,1379.609985,106.2099991,19.22999954
2024-04-16,0,5051.410156,38471.19922,19901.96094,1387.670044,106.2600021,18.39999962
2024-04-17,0,5022.209961,37961.80078,20213.33008,1387.339966,105.9499969,18.20999908
2024-04-18,1,5011.120117,38079.69922,20301.19922,1379.540039,106.1500015,18
2024-04-19,0,4967.22998,37068.35156,19527.11914,1379.400024,106.1500015,18.70999908
2024-04-22,1,5010.600098,37438.60938,19411.2207,1373.930054,106.0800018,16.94000053
2024-04-23,0,5070.549805,37552.16016,19599.2793,1378.839966,105.6900024,15.68999958
2024-04-24,1,5071.629883,38460.07813,20131.74023,1370.47998,105.8600006,15.97000027
2024-04-25,0,5048.419922,37628.48047,19857.41992,1376.969971,105.5999985,15.36999989
2024-04-26,1,5099.959961,37934.76172,20120.50977,1371.699951,105.9400024,15.02999973
2024-04-29,1,5116.169922,37934.76172,20495.51953,1377.089966,105.5800018,14.67000008
2024-04-30,1,5035.689941,38405.66016,20396.59961,1374.640015,106.2200012,15.64999962
2024-05-02,0,5064.200195,38236.07031,20222.43945,1375,105.3000031,14.68000031
2024-05-03,0,5127.790039,38236.07031,20330.32031,1364.640015,105.0299988,13.48999977
2024-05-07,1,5187.700195,38835.10156,20653.5293,1352.170044,105.4100037,13.22999954
2024-05-08,1,5187.669922,38202.37109,20700.50977,1357.72998,105.5500031,13
2024-05-09,0,5214.080078,38073.98047,20560.76953,1361.939941,105.2300034,12.68999958
2024-05-10,1,5222.680176,38229.10938,20708.83984,1365.400024,105.3099976,12.55000019
2024-05-13,0,5221.419922,38179.46094,20857.71094,1370.109985,105.2200012,13.60000038
2024-05-14,1,5246.680176,38356.05859,20985.84961,1363.790039,105.0100021,13.42000008
2024-05-16,1,5297.100098,38920.26172,21304.25977,1353.599976,104.4599991,12.42000008
2024-05-17,0,5303.27002,38787.37891,21258.4707,1346.040039,104.4499969,11.98999977
2024-05-20,1,5308.129883,39069.67969,21271.63086,1353.390015,104.5699997,12.14999962
2024-05-21,0,5321.410156,38946.92969,21236.75,1360.160034,104.6600037,11.85999966
2024-05-22,0,5307.009766,38617.10156,21551.83008,1363.420044,104.9400024,12.28999996
2024-05-23,0,5267.839844,39103.21875,21607.42969,1365.810059,105.1100006,12.77000046
2024-05-24,0,5304.720215,38646.10938,21565.33984,1367.619995,104.7200012,11.93000031
2024-05-27,1,5304.720215,38900.01953,21803.76953,1365.709961,104.7200012,11.93000031
