Date,Target,Volume,Transaction_Value,Volume_ROC,Net_Purchase_Foreigner,Net_Purchase_Financial_Investment,Net_Purchase_Investment_Trust,Net_Purchase_Pension_Fund
2021-09-02,0,757859615,1.53784E+13,0.014938141,5.48159E+11,-3.55194E+11,-25417988015,-1.04834E+12
2021-09-03,1,641510055,1.3111E+13,-0.153523895,5.88157E+11,-28768295060,20238800760,-80952479587
2021-09-06,1,726190124,1.23135E+13,0.132001156,62039912412,29843332688,-12326798015,-261075373
2021-09-07,0,760159709,1.19433E+13,0.046777812,-3.11137E+11,-1.45059E+11,4953283945,26043735404
2021-09-08,0,859889326,1.73027E+13,0.13119561,-2.2323E+11,-9102197852,-71674530917,-1.04172E+11
2021-09-09,0,927368577,1.77871E+13,0.078474344,-3.19569E+11,-9.55117E+11,1.58599E+11,-1.68843E+11
2021-09-10,1,723085303,1.35665E+13,-0.220282722,-5.17844E+11,3.01389E+11,50311008258,-1.30915E+11
2021-09-13,1,732269520,1.35054E+13,0.01270143,1.424E+11,1.78254E+11,42618707307,-30544190017
2021-09-14,1,713227276,1.57873E+13,-0.02600442,2.98439E+11,5.84085E+11,78284220493,-6916378985
2021-09-15,1,616557070,1.21627E+13,-0.135539132,2.98111E+11,-1.23721E+11,-18717144264,31425591976
2021-09-16,0,612873472,1.22595E+13,-0.005974464,20681036843,-3.7905E+11,-72822902700,-16414893080
2021-09-17,1,589244026,1.49377E+13,-0.038555178,53895512419,-4.0439E+11,1.41022E+11,-14266881529
2021-09-23,0,623841308,1.40091E+13,0.058714693,5.76942E+11,-582943636,-97357955322,19956033895
2021-09-24,0,753222478,1.25582E+13,0.207394362,82639153047,-2.06723E+11,-30186532511,-26700145631
2021-09-27,1,883229339,1.2267E+13,0.172600878,3.42728E+11,97079727898,-16762460345,-8407702634
2021-09-28,0,894913170,1.46587E+13,0.013228536,4030086557,-5.1126E+11,14213860306,-28267688072
2021-09-29,0,821557926,1.5137E+13,-0.081969119,-6.62496E+11,-3.00557E+11,63653517726,-38252372222
2021-09-30,1,885818713,1.49429E+13,0.078218206,37247595174,-2.22765E+11,28136886966,-60578288848
2021-10-01,0,855481955,1.2944E+13,-0.034247141,-3.03462E+11,-3.60991E+11,-35937079966,-27710225559
2021-10-05,0,840557005,1.53155E+13,-0.017446248,-6.20628E+11,3.06744E+11,16756778410,-36023313105
2021-10-06,0,901721943,1.56686E+13,0.07276715,-2.76929E+11,88922961599,42401466027,-38165381241
2021-10-07,1,595381702,1.19067E+13,-0.339728054,-1.04998E+11,5.82338E+11,61558116275,-19874548407
2021-10-08,0,668946781,1.26341E+13,0.123559523,-48546564724,-3.56362E+11,38771882239,-87271234347
2021-10-12,0,660180934,1.27676E+13,-0.013103953,-8.2422E+11,-1.99897E+11,-1468021793,48741145718
2021-10-13,1,752132429,1.22945E+13,0.139282264,-2.71076E+11,5.88371E+11,82521400617,78568834834
2021-10-14,1,617170079,1.20646E+13,-0.17943961,-3.84533E+11,4.62366E+11,89975694541,3857709457
2021-10-15,1,857797842,1.2541E+13,0.3898889,86866571209,1.25465E+11,33015446198,33745489001
2021-10-18,0,926369474,1.06499E+13,0.079939152,35920884303,-3.27654E+11,-24634701113,-34005832987
2021-10-19,1,845703531,1.0112E+13,-0.087077506,1.48731E+11,3.83117E+11,-16019561980,-1.26029E+11
2021-10-20,0,680326898,1.11782E+13,-0.195549181,-69538320207,14730515317,-54094209890,-1.01425E+11
2021-10-21,0,887369794,1.05724E+13,0.304328546,53787925576,1.81133E+11,-6690641841,-29574434689
2021-10-22,0,695272936,9.04726E+12,-0.216478924,-1.08833E+11,2.46453E+11,-18636676340,-46496006349
2021-10-25,1,791795966,1.04893E+13,0.138827538,38373541830,3.38729E+11,-32447907640,-34207963034
2021-10-26,1,564559805,9.51268E+12,-0.286988278,1.07287E+11,2.87428E+11,-906225057,32517267949
2021-10-27,0,607875370,1.02207E+13,0.076724493,-2.88524E+11,-1.84117E+11,-34139622746,-64910464172
2021-10-28,0,617256798,1.23676E+13,0.015433144,-2.48123E+11,-1.1243E+11,24630433875,-14277164595
2021-10-29,0,545833755,1.10357E+13,-0.115710419,-8.05789E+11,-3.47874E+11,-14504823365,-78611439267
2021-11-01,1,475382111,9.4108E+12,-0.129071614,-3.56245E+11,7.64309E+11,-33152492975,-65239650602
2021-11-02,1,525853038,9.66297E+12,0.106169176,3.22429E+11,8.56589E+11,-6684518287,-31894286581
2021-11-03,0,658648364,1.24383E+13,0.252533154,-4.46964E+11,-5.52546E+11,-8104683222,1.48479E+11
2021-11-04,1,772023904,1.46585E+13,0.172133639,3.54163E+11,4.63859E+11,-42173723227,-1.22924E+11
2021-11-05,0,688027918,1.26697E+13,-0.108799722,1.16546E+11,-1.65635E+11,-29358873393,-2.02498E+11
2021-11-08,0,560205356,1.03881E+13,-0.185781069,-1.16793E+11,1238972509,-61968718074,-92859140207
2021-11-09,1,708773471,9.68498E+12,0.265202954,-1.35503E+11,4.02128E+11,-19973581817,-1.08999E+11
2021-11-10,0,570931752,9.66322E+12,-0.19447923,-20829351340,-74099919833,-43718722130,-91145253523
2021-11-11,0,572859058,1.34684E+13,0.00337572,86251525234,1630896679,-62549569930,-1.40987E+11
2021-11-12,1,665733196,1.2473E+13,0.162123888,4.32432E+11,4.28036E+11,41068917722,1.04467E+11
2021-11-15,1,639395683,1.14021E+13,-0.039561664,3.99675E+11,4.12012E+11,-27218753923,46850207009
2021-11-16,0,579646335,1.11012E+13,-0.093446593,6.47757E+11,80778392240,-30896179005,-64277193849
2021-11-17,0,541489534,1.06617E+13,-0.065827728,1.03201E+11,-6.267E+11,-53528001362,-1.00067E+11
2021-11-18,0,541652823,1.01193E+13,0.000301555,-47192524618,-30463646272,-59264681396,-55339209177
2021-11-19,1,657093788,1.10022E+13,0.213127229,2.32313E+11,1.24434E+11,-13598996846,-12703046628
2021-11-22,1,530959176,1.29455E+13,-0.191958308,7.9695E+11,5.6323E+11,-22714584305,54195787091
2021-11-23,0,524233416,1.08305E+13,-0.012667189,2.82388E+11,-5.62488E+11,-1.01365E+11,-26648431909
2021-11-24,0,556640473,1.09635E+13,0.061817992,3.1859E+11,-5.12962E+11,-70825235266,24494452562
2021-11-25,0,595969686,9.40109E+12,0.070654605,-92544623479,-57673826347,-14857127615,-1266130125
2021-11-26,0,595597647,1.19013E+13,-0.000624258,-1.80768E+11,-2.7596E+11,-18806626288,-56177072744
2021-11-29,0,844400434,1.30928E+13,0.41773635,45504189683,6.81486E+11,70910742127,-35998078677
2021-11-30,0,983556318,1.98523E+13,0.164798452,-1.34042E+11,-4.31416E+11,-27977279770,-1.02395E+11
2021-12-01,1,563927192,1.25345E+13,-0.426644736,9.43893E+11,-1.36518E+11,80333184394,1.23338E+11
2021-12-02,1,534461669,1.19184E+13,-0.05225058,8.88751E+11,-11516510161,29019396019,36534783266
2021-12-03,1,486749001,1.03444E+13,-0.089272385,1.54716E+11,-95991409161,28709849560,1.53726E+11
2021-12-06,1,479907913,9.6574E+12,-0.014054652,4737894467,58739564438,26832483356,81685032625
2021-12-07,1,541370062,1.02156E+13,0.128070714,2.12106E+11,-1.13689E+11,62064163927,-70673934326
2021-12-08,1,488246121,1.11152E+13,-0.098128701,-79830040520,8.94806E+11,-18054821210,-18674514016
2021-12-09,1,513445799,1.2614E+13,0.051612654,3.2599E+11,9.62379E+11,-1.23679E+11,-2.39507E+11
2021-12-10,0,451599491,8.43489E+12,-0.120453431,-2.80734E+11,-81509342621,2.39345E+11,1.03957E+11
2021-12-13,0,375828375,8.62945E+12,-0.167783883,-1.33918E+11,3.86439E+11,53113320584,74417427555
2021-12-14,0,581569904,9.85679E+12,0.547434794,1.81477E+11,-1.69816E+11,-19254416379,84078753634
2021-12-15,1,432874423,8.25306E+12,-0.255679463,-22297916721,-36134647268,-35304399498,-68137285421
2021-12-16,1,402825154,8.52431E+12,-0.069417982,1.87223E+11,96491398788,-40268165914,-26647170115
2021-12-17,1,451824159,1.165E+13,0.121638395,5.31812E+11,1.41118E+11,-24040035768,-5354039544
2021-12-20,0,377584565,8.62131E+12,-0.164310811,-5.59589E+11,-2.87247E+11,-66185778621,-1.06284E+11
2021-12-21,1,410979633,9.1085E+12,0.088443944,32862902173,5.87856E+11,-7705658173,22998520112
2021-12-22,1,461755372,8.83565E+12,0.123548066,4.23258E+11,68773296055,-3223582816,-17010996427
2021-12-23,1,483838948,9.31963E+12,0.047825271,2.35095E+11,5.87406E+11,-12584084060,-23048344276
2021-12-24,1,537548258,8.58347E+12,0.111006586,1.95E+11,8.08807E+11,10697774810,19905149579
2021-12-27,0,475363053,8.28039E+12,-0.115683018,51606672474,4.10032E+11,-8054560474,-12398073000
2021-12-28,1,607046190,1.20969E+13,0.277015927,4.52755E+11,1.45411E+12,4801035066,-3830735006
2021-12-29,0,545831859,1.09087E+13,-0.100839659,-1.27819E+11,-1.49416E+12,28764782934,-88127063587
2021-12-30,0,461038202,8.72746E+12,-0.155347577,-2.18409E+11,-9.28808E+11,1.11152E+11,-46853305425
2022-01-04,1,621549385,9.99147E+12,0.42614161,88320676077,-7.63985E+11,44849452345,-15769338988
2022-01-05,0,787346121,1.54284E+13,0.266747486,6.20307E+11,-1.05451E+12,12124810322,-79401996162
2022-01-06,0,786045066,1.32971E+13,-0.001652456,1.79393E+11,-3.62187E+11,95488036360,-1.41575E+11
2022-01-07,1,546172478,1.05824E+13,-0.305163913,6.54785E+11,-3.83447E+11,43976967672,-60387661544
2022-01-10,0,477399917,1.03978E+13,-0.125917295,-87916196179,-2.87281E+11,-16846330971,-1.34251E+11
2022-01-11,1,566171897,1.06465E+13,0.18594888,4.82015E+11,-1.13688E+11,32990502741,-94054348734
2022-01-12,1,519500914,1.08954E+13,-0.082432532,4.57932E+11,5.95325E+11,16117795421,32324289076
2022-01-13,0,604870641,1.1459E+13,0.164330273,3.73496E+11,-1.78735E+11,9206682486,-1.74713E+11
2022-01-14,0,532668250,1.07997E+13,-0.119368318,-2.45691E+11,-4.96536E+11,-34253202934,-14422584741
2022-01-17,0,593260741,1.03965E+13,0.113752774,-2.52669E+11,29283981316,-79451024468,-75722148548
2022-01-18,0,554040958,1.0041E+13,-0.066108846,13357344547,-33213666899,-58749434050,-38083270563
2022-01-19,0,463829499,9.64907E+12,-0.162824531,34395105443,1.53995E+11,-27438992917,-1.19237E+11
2022-01-20,1,395669124,8.87202E+12,-0.146951359,-2.78365E+11,2.90695E+11,-19913942285,-1.02048E+11
2022-01-21,0,532753367,1.07181E+13,0.346461815,-2.22524E+11,-1.9553E+11,-47071495291,-1.98122E+11
2022-01-24,0,473993186,9.30449E+12,-0.110295279,-4.35677E+11,7.81067E+11,-14408558587,-55525174994
2022-01-25,0,639958796,1.17009E+13,0.350143451,-4.41054E+11,-24174190770,-7241273158,-1.45759E+11
2022-01-26,0,472650641,8.97873E+12,-0.261435824,-2.42517E+11,2.57822E+11,-23358422092,-1.60363E+11
2022-01-27,0,487726708,2.05488E+13,0.031896851,-1.71419E+12,1.03258E+11,2.00338E+11,1.22307E+12
2022-01-28,1,434186972,1.37531E+13,-0.10977405,-7.0668E+11,54909638756,92740256495,70663000432
2022-02-03,1,435709933,1.24725E+13,0.003507616,83879394550,-1.09171E+11,40325620859,1.33617E+11
2022-02-04,1,536148768,1.13933E+13,0.230517662,1.945E+11,-1.3963E+11,64397907539,1.81831E+11
2022-02-07,0,417838468,1.12919E+13,-0.220666925,-6922551900,-7.5167E+11,23468378092,-77974659508
2022-02-08,1,560534109,1.17859E+13,0.341509104,-93899152343,64756906579,-15612444050,24136411675
2022-02-09,1,539123929,1.03376E+13,-0.038196034,2.35535E+11,1.95991E+11,-14948760224,14708496962
2022-02-10,1,509611246,1.27762E+13,-0.054741927,8.36538E+11,-4.32229E+11,-82978741218,-6785666970
2022-02-11,0,480520356,1.09926E+13,-0.057084474,6.08078E+11,-3.8243E+11,-8117221504,-2.56541E+11
2022-02-14,0,616343422,1.15794E+13,0.282658298,68413753630,40712970536,-34969741950,1.74301E+11
2022-02-15,0,589039193,9.43583E+12,-0.044300349,-2.20898E+11,1.50714E+11,-1497511295,-16698015189
2022-02-16,1,422366402,8.38988E+12,-0.282957048,-43736822981,2.41758E+11,33292796126,-73387945
2022-02-17,1,611421577,1.18129E+13,0.447609408,6.51483E+11,1.06246E+11,1.96351E+11,57924021026
2022-02-18,1,513521173,8.50834E+12,-0.160119315,-1.50679E+11,50821320773,4237746398,46983639959
2022-02-21,0,495301161,7.89673E+12,-0.035480547,-64893738307,-1.2056E+11,4446137403,-3088714968
2022-02-22,0,648400532,1.05905E+13,0.309103598,-3.3043E+11,-2.47967E+11,-9056908471,-79212746303
2022-02-23,1,537841009,9.13853E+12,-0.170511154,-2.66792E+11,1.80822E+11,-16944487610,27437427144
2022-02-24,0,926399613,1.35861E+13,0.722441386,-6.74202E+11,-3.08816E+11,-10002877715,-1.05831E+11
2022-02-25,1,664347310,1.2221E+13,-0.282871775,-1.2418E+11,2.70657E+11,-12954380257,-71273021361
2022-02-28,1,613470298,1.28942E+13,-0.076581949,96475605521,-2.76733E+11,-14472234195,-24186352150
2022-03-02,1,527950387,1.09967E+13,-0.139403507,-3.07376E+11,-1.28905E+11,-11113489918,441986105
2022-03-03,1,614514855,1.05929E+13,0.163963263,1.32683E+11,1.35704E+11,3437176906,48247280612
2022-03-04,0,765675798,1.24274E+13,0.245984197,-5.89043E+11,-3.21651E+11,-52215422773,-86326785181
2022-03-07,0,571562292,1.20893E+13,-0.253519187,-1.19075E+12,-6.30788E+11,-70355650626,-1.43031E+11
2022-03-08,0,540370226,1.16795E+13,-0.054573345,-4.77359E+11,-1.48484E+11,-36589533158,-38860446130
2022-03-10,1,613810463,1.36947E+13,0.13590726,-4.27767E+11,7.38399E+11,36204311610,-57218430427
2022-03-11,0,797034211,1.23632E+13,0.298502158,-6.89443E+11,-2.89525E+11,10413002985,-95110810460
2022-03-14,0,636324491,1.20378E+13,-0.201634657,-6.39141E+11,-16641412285,-35560509712,81648855559
2022-03-15,0,604181621,9.583E+12,-0.050513332,-6.79033E+11,-23833846539,-9864829314,1.06019E+11
2022-03-16,1,736353564,9.31085E+12,0.218761939,-1.31872E+11,2.73765E+11,-1964919376,55278748888
2022-03-17,1,546079006,1.19009E+13,-0.258401082,4.63513E+11,1.96817E+11,30266992262,-30377624559
2022-03-18,1,644017432,1.14426E+13,0.179348455,-1.03085E+11,-14116755494,-22578706555,52889687520
2022-03-21,0,502401733,8.69385E+12,-0.219894202,-4.91535E+11,-1.82929E+11,-20744308131,-59103540625
2022-03-22,1,489441786,9.36751E+12,-0.025795984,2.19517E+11,2.86693E+11,16898216819,46538185790
2022-03-23,1,883375917,1.18387E+13,0.804864117,57070890859,2.32958E+11,-31053440149,55324695611
2022-03-24,0,960897734,1.31779E+13,0.087756317,1.02186E+12,-1.80998E+11,11682574885,-25887459164
2022-03-25,1,602771056,1.0825E+13,-0.372700096,-5.54859E+11,-1.14144E+11,-27391188381,4344033625
2022-03-28,0,768042550,9.80174E+12,0.274186181,-2.64305E+11,1.38182E+11,-22403068883,3622736751
2022-03-29,1,732159279,1.00203E+13,-0.046720421,-2.83227E+11,4.25428E+11,-44492193300,-34173799635
2022-03-30,1,840134353,1.10995E+13,0.147474842,-9345471822,2.25176E+11,-62164841449,-28467342413
2022-03-31,1,1030288741,9.72937E+12,0.22633807,-1.73867E+11,1.63085E+11,-3976002544,6568850207
2022-04-01,0,1305564027,1.06896E+13,0.26718266,-72594005014,-6.09558E+11,-24363171288,-1.14608E+11
2022-04-04,1,1022970584,9.74492E+12,-0.216453148,23158344197,21387342238,29312275520,-22586713153
2022-04-05,1,1605993694,9.93318E+12,0.569931452,11939645240,-1.91824E+11,-22741924616,-12253204682
2022-04-06,0,1321644983,1.10145E+13,-0.177054687,-5.89421E+11,-4.42441E+11,-8481321855,-96173913723
2022-04-07,0,999275955,1.2291E+13,-0.243914994,-7.69583E+11,-3.82997E+11,-59294838223,-18955363726
2022-04-08,1,948355122,1.02962E+13,-0.050957729,-4.5877E+11,-3067762383,6024976984,18636822200
2022-04-11,0,742601512,8.83163E+12,-0.2169584,-1.3573E+11,-41938584939,32476703632,15031592938
2022-04-12,0,870969540,9.85372E+12,0.1728626,-4.68298E+11,-92536245916,-4940087640,-50276354221
2022-04-13,1,733240925,9.64545E+12,-0.158132528,-63259789179,3.26599E+11,63421809617,1.51035E+11
2022-04-14,1,665351048,1.14198E+13,-0.092588772,-2.54943E+11,86408514458,77558545291,-1.04588E+11
2022-04-15,0,693717683,9.57027E+12,0.042634088,-3.21039E+11,-5.03205E+11,42198386535,9349143213
2022-04-18,0,1024914928,9.05033E+12,0.477423674,-96162606678,-52159447197,36772639383,41543679644
2022-04-19,1,1257385350,9.77998E+12,0.226819237,31640085566,1.50318E+11,24210659811,1.27616E+11
2022-04-20,0,1736282680,1.22839E+13,0.380867592,94290153124,-2.5271E+11,43688028366,52097206739
2022-04-21,1,1002973383,1.14826E+13,-0.422344417,-57715515912,5.10369E+11,14471454289,75904767497
2022-04-22,0,1239909929,1.21206E+13,0.236234131,-1.56512E+11,-5.97163E+11,163067146,-63253995454
2022-04-25,0,1018005341,1.16981E+13,-0.178968313,-7.09878E+11,-2.37389E+11,-34074930524,-7669727215
2022-04-26,1,889941868,1.08079E+13,-0.125798429,-2.45268E+11,1.40368E+11,31248811925,1.35386E+11
2022-04-27,0,1072367495,1.25587E+13,0.204986004,-6.81078E+11,-99438283026,-1.57842E+11,97485725465
2022-04-28,1,899168711,1.24634E+13,-0.161510662,-37759147510,-53021344877,1.22258E+11,1.15357E+11
2022-04-29,1,975253172,1.26648E+13,0.084616446,14302129054,2.06089E+11,79552561995,1.16589E+11
2022-05-02,0,873722720,9.07565E+12,-0.104106764,-68119155591,-95990371425,35822074212,-5161221983
2022-05-03,0,883402977,9.19934E+12,0.011079324,1.15034E+11,-1.761E+11,15882503585,-45937944071
2022-05-04,0,1181019910,9.90393E+12,0.336898268,30611358580,64416224156,-29875135904,-58398123890
2022-05-06,0,1333935834,1.05954E+13,0.129477854,-4.8632E+11,-1.53398E+11,-34421446420,11477544006
2022-05-10,0,841463317,1.08425E+13,-0.057345263,-3.17712E+11,95595950994,3521954987,663569341
2022-05-11,0,679509759,8.60826E+12,-0.19246657,-2.89981E+11,-1.29382E+11,25660467127,666345710
2022-05-12,0,900330795,1.21679E+13,0.324971103,-2.82072E+11,-41551434071,32749485050,-1.02547E+11
2022-05-13,1,788539195,1.03421E+13,-0.124167251,68441056844,6.28553E+11,41361508960,1.25622E+11
2022-05-16,0,780198956,8.52854E+12,-0.010576822,1773840081,-1.04803E+11,-20564999388,14083306124
2022-05-17,1,873519449,9.65888E+12,0.119611148,-52423752269,4.75989E+11,-3381491417,64122542669
2022-05-18,1,870268210,1.00472E+13,-0.003722,2.97282E+11,-3.17932E+11,21969619339,-2.77833E+11
2022-05-19,0,677595162,9.88399E+12,-0.22139502,-90912806727,-3.5462E+11,-31408995769,32551119920
2022-05-20,1,755652901,9.63434E+12,0.115198194,1.96631E+11,7.41777E+11,17237605561,92764970980
2022-05-23,1,644204838,7.8152E+12,-0.147485787,-30385454407,3.44672E+11,-39269196545,-58483783111
2022-05-24,0,851235794,8.70353E+12,0.32137442,-3.25412E+11,-1.68173E+11,-13824499693,-36501837642
2022-05-25,1,712611488,8.35342E+12,-0.162850654,-1.65483E+11,5.50996E+11,-6668480093,36048417829
2022-05-26,0,595849280,8.61352E+12,-0.163851145,37674326836,-33188699677,-31192976555,-79709902515
2022-05-27,1,590813776,8.02816E+12,-0.008450969,2.75986E+11,4.98059E+11,15844165435,27692204110
2022-05-30,1,469797632,7.47395E+12,-0.204829591,3.54087E+11,3.15361E+11,55589726873,20914943865
2022-05-31,1,671679086,1.39709E+13,0.429720033,1.05734E+12,-5.72453E+11,8223461867,-5244614539
2022-06-02,0,525259148,7.86049E+12,-0.217990914,-90906228346,-6.69116E+11,-24754697807,3008796346
2022-06-03,1,562469813,7.56676E+12,0.070842488,-8818167402,2.13501E+11,5650424951,64349511742
2022-06-07,0,524710380,8.94892E+12,-0.067131484,-2.08899E+11,-6.86304E+11,-22724924942,-38812499655
2022-06-08,0,576389702,7.96434E+12,0.098491137,-1.24454E+11,10901849654,1844518710,27990548527
2022-06-09,0,814882844,1.0858E+13,0.413770651,-9.37286E+11,6.32436E+11,43615125400,-1.06421E+11
2022-06-10,0,724089803,8.28596E+12,-0.111418521,-8.51671E+11,-2.92623E+11,-20851861952,97591011429
2022-06-13,0,660309279,1.03359E+13,-0.088083721,-5.00936E+11,-19960737892,-28707886347,-21452791231
2022-06-14,0,671756827,9.99282E+12,0.017336646,-2.81092E+11,1.96842E+11,1888361783,37630740420
2022-06-15,0,714143493,9.93693E+12,0.063098229,-4.60947E+11,1.65801E+11,-57685217468,-51168852286
2022-06-16,1,584041265,9.58819E+12,-0.182179393,1.45688E+11,13518358975,-7955205617,682634490
2022-06-17,0,634896746,1.12016E+13,0.08707515,-3.90174E+11,4.00825E+11,-14867217619,-22663672667
2022-06-20,0,592701890,9.09229E+12,-0.066459399,-6.65852E+11,4.99825E+11,2030978847,-9230276569
2022-06-21,1,479678348,7.44076E+12,-0.190692056,-3.20131E+11,5.00889E+11,2370695805,-11902729084
2022-06-22,0,532138957,8.69013E+12,0.109366223,-3.20222E+11,35768962223,-42851418825,-33092079769
2022-06-23,0,749660688,1.02124E+13,0.408768665,-2.96147E+11,9.74377E+11,19624388395,-25009595847
2022-06-24,1,654445552,8.46916E+12,-0.127010976,-33735936565,5.51765E+11,8901879106,16210429718
2022-06-27,1,510587331,7.65636E+12,-0.219816944,2.66273E+11,-2.86643E+11,47490242726,-34119249417
2022-06-28,1,564985557,7.19343E+12,0.106540493,-35441901944,-36734927724,-2866212353,-47597426134
2022-06-29,0,422127378,7.96581E+12,-0.252852798,-2.32926E+11,-4.07337E+11,-20592893721,-39956101845
2022-06-30,0,515396401,8.92348E+12,0.22094995,-2.33941E+11,-2.36941E+11,4308252334,-1820926959
2022-07-01,0,530345985,8.68767E+12,0.029005992,-3.40028E+11,1.32817E+11,-26655350673,-34806063444
2022-07-04,0,467959552,7.33936E+12,-0.11763346,-1.38456E+11,4.25367E+11,-52661646294,-147926073
2022-07-05,1,323904543,6.89058E+12,-0.307836454,1.32427E+11,73079054413,45878203856,29734171943
2022-07-06,0,410732087,8.91947E+12,0.268065224,-47680124827,-4.67258E+11,-11155880170,-46618887491
2022-07-07,1,340172962,7.65264E+12,-0.171788685,1.44818E+11,2.16882E+11,20036476655,68206529585
2022-07-08,1,411424871,7.00812E+12,0.209457885,2.42703E+11,-1.80199E+11,3027674564,-30458087045
2022-07-11,0,377108087,6.30123E+12,-0.0834096,-20238969708,-70923384020,-26172720240,-44162093266
2022-07-12,0,379308230,6.36926E+12,0.00583425,-44517399796,-1.4472E+11,-47019806894,6134731919
2022-07-13,1,308806098,5.9985E+12,-0.185870293,-1.00977E+11,2.49094E+11,15218285779,33855441352
2022-07-14,0,349137973,6.53986E+12,0.130605824,3.98802E+11,-5.92616E+11,56560320484,-39271197177
2022-07-15,1,319675148,7.38321E+12,-0.08438734,2.62168E+11,-2.92762E+11,-15011744521,19133311964
2022-07-18,1,324357054,7.10466E+12,0.014645824,6.27841E+11,-2.66765E+11,18003595118,-2117155572
2022-07-19,0,339377650,6.55619E+12,0.046308831,39347290765,-1.92009E+11,12415109869,36116130088
2022-07-20,1,333329038,7.4348E+12,-0.017822659,-39258099922,-57943338206,7777090946,-23235191680
2022-07-21,1,295624147,6.30907E+12,-0.113116131,4.40211E+11,-2.0379E+11,53709388571,-3285424743
2022-07-22,0,381596729,6.97385E+12,0.290817184,35871348835,-97114482972,-51486640696,-39221443151
2022-07-25,1,323090645,5.95986E+12,-0.153319144,91613554092,2.01802E+11,32452495215,-63594975725
2022-07-26,1,415671406,6.24074E+12,0.286547328,1362170984,54993317884,-2525947299,-10173709517
2022-07-27,1,333587637,7.0498E+12,-0.197472734,-1.17683E+11,2.21441E+11,-1.12523E+11,30234989052
2022-07-28,1,491073262,9.19643E+12,0.472096707,4.11565E+11,47748270781,-14024498987,-60526423859
2022-07-29,1,499369222,1.02563E+13,0.016893528,3.41624E+11,3.12522E+11,-66133271827,-80203326538
2022-08-01,1,487160292,7.5096E+12,-0.024448703,1.34242E+11,-79718609791,-25713059898,-35790975001
2022-08-02,0,549923571,7.26626E+12,0.128834965,2.94143E+11,-3.57904E+11,-79974037533,-70956779817
2022-08-03,1,475302377,6.75154E+12,-0.135693754,4.75372E+11,-37503805445,-47638587086,-3935818425
2022-08-04,1,399964621,7.50632E+12,-0.158504901,2.01025E+11,-2.09901E+11,367842187,33216636485
2022-08-05,1,409776228,7.56109E+12,0.024531187,3.74584E+11,98432563574,-22931997234,-9331672312
2022-08-08,1,418234294,7.61376E+12,0.020640695,1.7335E+11,-2.96341E+11,14652216102,27484082743
2022-08-09,1,454363895,8.9408E+12,0.086386032,30565302037,72013818874,-21891714645,1.22395E+11
2022-08-10,0,479467472,9.02948E+12,0.055249938,-1.05027E+11,-69528996256,-46171905330,-56897970642
2022-08-11,1,505245846,9.71084E+12,0.053764594,1.41727E+11,3.9126E+11,35467630025,-14952467481
2022-08-12,1,445546613,8.02858E+12,-0.11815878,-13702396140,1.76003E+11,21080068670,61188652297
2022-08-16,1,398335301,8.06411E+12,-0.105962677,50343912696,49693870764,-24967367331,-9532669085
2022-08-17,0,418052960,7.15368E+12,0.049500155,51105702051,67730110891,-61747927973,-95594401393
2022-08-18,0,381627621,7.10598E+12,-0.08713092,3.04679E+11,-2.79893E+11,-27246157316,-86385288642
2022-08-19,0,459834963,7.13865E+12,0.204931031,3.32771E+11,7326385581,-21753556311,-1.80187E+11
2022-08-22,0,422552201,6.10802E+12,-0.081078572,1.1707E+11,-1.31973E+11,3793409261,-45630459367
2022-08-23,0,471166457,7.56071E+12,0.115049113,-239455693,-69492653537,-19250695737,-20529464934
2022-08-24,1,423502192,8.11978E+12,-0.101162263,1.50033E+11,-1.54836E+11,37320627536,-6976090554
2022-08-25,1,426229583,7.28633E+12,0.006440087,41373139286,62859240774,355481204,33857509164
2022-08-26,1,520091055,8.62867E+12,0.220213415,2.39029E+11,49782470071,2.16715E+11,-992894796
2022-08-29,0,448746272,7.89147E+12,-0.137177485,-48047162523,-3.81444E+11,-40107540500,5507270936
2022-08-30,1,336555412,6.82662E+12,-0.250009564,-39660342479,-48161902566,-35166655169,1992438469
