Date,Target,Volume,Transaction_Value,Volume_ROC,Net_Purchase_Foreigner,Net_Purchase_Financial_Investment,Net_Purchase_Investment_Trust,Net_Purchase_Pension_Fund
2021-08-02,1,561003439,1.0238E+13,-0.184423268,-1.45578E+11,7.76001E+11,-68769547735,-65728416080
2021-08-03,1,653512911,1.24914E+13,0.164900009,6.66722E+11,2.23422E+11,-83707110855,-1.36518E+11
2021-08-04,1,632241743,1.23571E+13,-0.032548964,9.12212E+11,7.8587E+11,14433237850,-14936701966
2021-08-05,0,680941049,1.18777E+13,0.077026401,68114156834,3.83525E+11,6627720894,-1.54829E+11
2021-08-06,0,941361338,1.54554E+13,0.382441754,52362805528,-1.43627E+11,-13880607477,-39312365084
2021-08-09,0,707654201,1.57325E+13,-0.248265068,-2.03159E+11,-4.23591E+11,-35909953547,-1.72489E+11
2021-08-10,0,730349269,2.16579E+13,0.032070845,-6.37593E+11,-1.45603E+11,-55054217730,-45634063496
2021-08-11,0,618092869,1.91934E+13,-0.153702351,-1.62147E+12,2.72528E+11,-87877442390,-1.69007E+11
2021-08-12,0,643282554,2.04039E+13,0.040753884,-1.88418E+12,1.49273E+11,21854301756,-1.16649E+11
2021-08-13,0,696468122,2.0202E+13,0.082678393,-2.69898E+12,-2.07942E+11,-26239495506,71915228815
2021-08-17,0,690842314,2.22416E+13,-0.008077625,-4.16474E+11,-79915879813,43211717370,-33300382117
2021-08-18,1,622791632,1.67526E+13,-0.098503929,-2.6229E+11,2.75581E+11,24129415005,92055167772
2021-08-19,0,655629079,1.71708E+13,0.052726217,-2.71022E+11,-1.5388E+11,-82919628540,-21397868332
2021-08-20,0,672088491,1.64506E+13,0.025104762,-2.57002E+11,-7044428713,-7836724990,33691528469
2021-08-23,1,570979933,1.3424E+13,-0.150439353,-27896085295,4.57016E+11,54566012793,31170092028
2021-08-24,1,586535144,1.49461E+13,0.027243008,1.5457E+11,63307766487,12750741873,72488091757
2021-08-25,1,624688408,1.33656E+13,0.065048556,1.61947E+11,-10514475843,3.33847E+11,22790964265
2021-08-26,0,727719083,1.33353E+13,0.164931306,-3.64184E+11,-1.00601E+11,36180616272,-6940843176
2021-08-27,1,520668771,1.10399E+13,-0.284519558,-3.71765E+11,6.29117E+11,22670847835,22453595519
2021-08-30,1,602858388,1.17587E+13,0.15785394,-2.33861E+11,1.52623E+11,60716191530,-9562151800
2021-08-31,1,661221167,1.58636E+13,0.096810097,1.12297E+12,-1.61244E+11,13380085130,-3393268683
2021-09-01,1,746705227,1.35379E+13,0.129282098,77536662099,-37506100891,33139018341,5492364899
