Date,Target,Volume_ROC,Net_Purchase_Investment_Trust,Net_Purchase_Pension_Fund,Net_Purchase_Financial_Investment,Net_Purchase_Foreigner,Volume,Transaction_Value__logdiff1
2023-08-22,1,0.181119745,33334206.0,-28011446799.0,-13252495253.0,-14806143234.0,471808571,0.08436703873653784
2023-08-23,0,0.159728198,-63778763073.0,-51835317928.0,40541331832.0,20622541049.0,547169704,-0.07734946607789084
2023-08-24,1,-0.193778156,28619640312.0,47429944502.0,122000000000.0,111000000000.0,441140168,0.16310151034734233
2023-08-25,0,0.308844431,-19674114025.0,28197277830.0,-180000000000.0,-192000000000.0,577383852,-0.1962799090446623
2023-08-28,1,-0.16245048,80218616141.0,25465344457.0,167000000000.0,-13515475702.0,483587568,-0.009685305734464578
2023-08-29,1,-0.08730935,8275556226.0,21964499226.0,-5316486785.0,-161000000000.0,441365852,0.007272759329080003
2023-08-30,1,-0.175280554,-11821751819.0,1330609779.0,223000000000.0,-16495437008.0,364003001,-0.06357280401761045
2023-08-31,0,0.299903582,-51354930376.0,-29397802841.0,301000000000.0,-216000000000.0,473168805,0.37453256133873936
2023-09-01,1,0.042687751,-32221966497.0,-90160555822.0,-119000000000.0,369000000000.0,493367317,-0.12221763272425079
2023-09-04,1,-0.306657526,2769282705.0,-102000000000.0,25012921633.0,413000000000.0,342072516,-0.1392620673335081
2023-09-05,0,0.124261684,12306602839.0,-67695462635.0,-111000000000.0,162000000000.0,384579023,-0.13649143425299926
2023-09-06,0,0.097631745,923068801.0,-56426406209.0,-198000000000.0,-69319515554.0,422126144,0.005256253888827445
2023-09-07,0,-0.106261154,-31645708178.0,-57030681436.0,-63791459498.0,-5894909225.0,377270533,0.08777561088238528
2023-09-08,0,0.050410947,-33738752044.0,-23745563866.0,229000000000.0,-355000000000.0,396289098,-0.07604909214206756
2023-09-11,1,0.037299242,6427668743.0,-27693064065.0,56398227660.0,23838762297.0,411070381,0.07724885233397316
2023-09-12,0,-0.125673217,-43959317160.0,-20577765339.0,123000000000.0,-298000000000.0,359409844,0.06835317851775002
2023-09-13,0,0.161838058,16126457450.0,-45074081410.0,81462358506.0,113000000000.0,417576035,0.037366984689356286
2023-09-14,1,-0.012134106,94019052355.0,40530016080.0,994000000000.0,-517000000000.0,412509123,0.03289421240500445
2023-09-15,1,0.07083646,38932624094.0,-2066687615.0,943000000000.0,47799868129.0,441729809,0.22522905780523317
2023-09-18,0,-0.05759245,25277139127.0,-10653468979.0,-60941190277.0,-375000000000.0,416289507,-0.3135698434039078
2023-09-19,0,0.110626303,-458974483.0,-29168014311.0,-292000000000.0,-1648570533.0,462342076,-0.11337429638138019
2023-09-20,1,-0.103114818,991289389.0,-37567212618.0,137000000000.0,-168000000000.0,414667757,-0.03376944255335701
2023-09-21,0,-0.048211045,-49558658730.0,-16541773482.0,-612000000000.0,-68589734691.0,394676191,0.029930666246190896
2023-09-22,0,0.097569225,3799839379.0,-79461316737.0,-564065051.0,-128000000000.0,433184441,-0.09967868219039744
2023-09-25,0,0.012535441,-23986723292.0,-160000000000.0,329000000000.0,-132000000000.0,438614599,0.055110362710522054
2023-09-26,0,-0.025394561,-15192809548.0,-38308362599.0,-316000000000.0,-42589254898.0,427476174,-0.055110362710522054
2023-09-27,1,-0.143248702,39597810867.0,-22779748824.0,-111000000000.0,-28216151255.0,366240767,-0.043422161450276775
2023-10-04,0,0.160052963,-31506596796.0,13924326296.0,-340000000000.0,-423000000000.0,424858687,0.4113648302353532
2023-10-05,0,0.063229645,-1387675662.0,68030280875.0,127000000000.0,-272000000000.0,451722351,-0.10972733482416785
2023-10-06,1,-0.359359721,-11469949318.0,2768252958.0,209000000000.0,-326000000000.0,289391533,-0.3377860095274947
2023-10-10,0,0.437513022,-11463561654.0,-15338673947.0,616000000000.0,-208000000000.0,416004097,0.3774695006187372
2023-10-11,1,0.074385383,26281767162.0,61435564790.0,453000000000.0,-120000000000.0,446948721,-0.03968349109124247
2023-10-12,1,0.153268117,39077522626.0,58458289216.0,113000000000.0,-57984808125.0,515451710,-0.02324399057765092
2023-10-13,0,0.130821252,-44677591430.0,13460559607.0,-215000000000.0,-161000000000.0,582883748,-0.22090641391585208
2023-10-16,0,0.352509914,-3895866712.0,7677329.0,30844524784.0,-211000000000.0,788356048,0.15853053950656104
2023-10-17,1,-0.353876763,6290701834.0,-3265771520.0,-125000000000.0,428000000000.0,509375162,-0.08452233290387667
2023-10-18,1,0.789537367,12624213597.0,-33366749309.0,-16998260843.0,346000000000.0,911545886,0.14353308916285457
2023-10-19,0,-0.169601079,-18619309272.0,-25972480849.0,-166000000000.0,-138000000000.0,756946720,0.016713480973741923
2023-10-20,0,-0.311433622,-23356612466.0,-15807856229.0,-33484841601.0,210000000000.0,521208061,0.027249642447372935
2023-10-23,0,-0.240360638,-12535026557.0,-29639933856.0,138000000000.0,-258000000000.0,395930159,-0.2671066747353237
2023-10-24,1,0.121827264,24992630141.0,29204055296.0,-34645073508.0,-154000000000.0,444165247,0.11026420324235531
2023-10-25,0,-0.0075614,59667258939.0,-40605774771.0,-59644597356.0,-346000000000.0,440806736,-0.01520941866352743
2023-10-26,0,0.204774754,-42161800785.0,-1442681989.0,177000000000.0,-480000000000.0,531072827,0.1666610415216212
2023-10-27,1,-0.030498331,8392948190.0,55811842429.0,183000000000.0,-380000000000.0,514875992,-0.14393279044406526
2023-10-30,1,-0.136020492,1395609395.0,11140504061.0,52459625770.0,-66328418195.0,444842306,-0.14194910150356677
2023-10-31,0,-0.112084715,-5614830315.0,-27733226134.0,-32180808742.0,-327000000000.0,394982283,0.1690443551122769
2023-11-01,1,-0.093231984,36155663302.0,27148167996.0,370000000000.0,-127000000000.0,358157301,-0.1997260897647628
2023-11-02,1,0.053898667,43251095939.0,-26207914278.0,233000000000.0,140000000000.0,377461502,0.13055962223536355
2023-11-03,1,0.533035504,46721279590.0,46060022904.0,64326363211.0,134000000000.0,578661884,0.045809536031296005
2023-11-06,1,-0.0865394,-40670034237.0,-26369617725.0,318000000000.0,712000000000.0,528584832,0.6368663446613567
2023-11-07,0,-0.134149302,22198230036.0,-91882947671.0,-274000000000.0,411000000000.0,457675546,-0.22808997524953512
2023-11-08,0,0.020848695,-2639601913.0,-139000000000.0,233000000000.0,-13714797057.0,467217484,-0.455888837223533
2023-11-09,1,-0.154502964,20197957420.0,-66663851463.0,45294106275.0,283000000000.0,395030998,-0.05081306935859686
2023-11-10,0,-0.209003958,5027214236.0,-75164072675.0,-74056490487.0,50419710381.0,312467956,-0.22348654565816517
2023-11-13,0,-0.017105325,-27512021026.0,37279199726.0,16204094102.0,13789995380.0,307123090,0.017007212647232706
2023-11-14,1,-0.000518968,24327135840.0,35544981079.0,568000000000.0,-91051423175.0,306963703,0.07314388434706487
2023-11-15,1,0.367729331,33571058162.0,-47933820931.0,1100000000000.0,554000000000.0,419843260,0.3800669175025533
2023-11-16,1,-0.029540598,186561962.0,60383627461.0,-161000000000.0,457000000000.0,407440839,-0.3148428946978328
2023-11-17,0,-0.045324585,-37321048424.0,-19315939507.0,-81675366334.0,-75238474139.0,388973752,0.177168803398299
2023-11-20,1,-0.167536773,9466020611.0,39970751088.0,355000000000.0,99964854525.0,323806345,-0.21000757504530299
2023-11-21,1,0.065620549,6089359018.0,2598939340.0,115000000000.0,353000000000.0,345054695,0.15696483906082292
2023-11-22,1,0.273669008,-21130474454.0,-14890996375.0,-93440363943.0,143000000000.0,439485471,0.0064641466198871456
2023-11-23,1,-0.178872031,-9415175381.0,-61286809145.0,-7730491623.0,119000000000.0,360873812,-0.16494758885789906
2023-11-24,0,-0.004131943,-14552541225.0,-36743353134.0,104000000000.0,-215000000000.0,359382702,-0.00609757986811843
2023-11-27,0,0.014917326,-6079973448.0,-3053823423.0,227000000000.0,-106000000000.0,364743731,0.2479107490248822
2023-11-28,1,0.214797342,38553770729.0,456656053.0,482000000000.0,-94681286706.0,443089715,0.04320578587553214
2023-11-29,0,0.307344947,6570736938.0,51627599035.0,-244000000000.0,79866148864.0,579271100,0.07484239627584444
2023-11-30,1,0.146758461,-8125593408.0,1778071116.0,249000000000.0,125000000000.0,664284035,0.2410105531426332
2023-12-01,0,-0.222326278,-49335911087.0,-32095023693.0,-299000000000.0,-177000000000.0,516596238,-0.30561977313844935
2023-12-04,1,-0.034331299,14744581721.0,9682279634.0,135000000000.0,257000000000.0,498860818,-0.007950070265458464
2023-12-05,0,-0.143915833,5375995538.0,95674873924.0,-229000000000.0,29410123845.0,427066848,-0.055081291581540626
2023-12-06,1,-0.08447721,-2897283516.0,-30786894530.0,244000000000.0,-146000000000.0,390989432,-0.07633473128499801
2023-12-07,0,0.14293951,-19525997049.0,30629380367.0,-203000000000.0,36060258561.0,446877270,0.05564014004216489
2023-12-08,1,-0.033746706,33774736433.0,83565047318.0,277000000000.0,204000000000.0,431796634,-0.026169717733385056
2023-12-11,1,0.007427052,-23683207663.0,27083471747.0,157000000000.0,5342310158.0,435003610,0.042033381706552575
2023-12-12,1,-0.130964389,-16138043973.0,-55948709324.0,658000000000.0,74912663432.0,378033628,-0.0663157249335562
2023-12-13,0,-0.000262413,-26289983091.0,57100772435.0,64103027249.0,-131000000000.0,377934427,-0.028873396823286157
2023-12-14,1,0.402686411,146000000000.0,160000000000.0,323000000000.0,625000000000.0,530123485,0.548713891685491
2023-12-15,1,-0.122254406,56582565051.0,32437027401.0,228000000000.0,857000000000.0,465313553,-0.007722046093910251
2023-12-18,1,-0.172969752,17396007377.0,43159464303.0,-184000000000.0,59377574402.0,384828383,-0.2348395910773995
2023-12-19,1,0.019928338,-25045227011.0,20169403822.0,133000000000.0,-92128963587.0,392497373,-0.19177789203599005
2023-12-20,1,0.453317694,33337206710.0,9714347547.0,1100000000000.0,480000000000.0,570423377,0.2853039500468135
2023-12-21,0,0.013869368,-34617536391.0,-64993753419.0,179000000000.0,13090104788.0,578334789,-0.16778487110306273
2023-12-22,0,-0.194295052,-49297684267.0,13269625657.0,377000000000.0,-37303203376.0,465967201,-0.067711448178148
2023-12-26,1,-0.054808733,-798990823.0,-28109502226.0,959000000000.0,82263319958.0,440428129,0.07926013296292922
2023-12-27,1,-0.205924066,-474021395.0,-13529290475.0,-286000000000.0,225000000000.0,349733378,0.08212821416455895
2023-12-28,1,0.315535348,45360139712.0,29680611113.0,785000000000.0,702000000000.0,460086621,-0.09897071755905529
2024-01-02,1,-0.109142346,-45651530761.0,-48757352917.0,207000000000.0,228000000000.0,409871688,0.022048137221762687
2024-01-03,0,0.12994291,-82922074334.0,-23322437270.0,-1030000000000.0,-97306133000.0,463131608,0.04765219803718068
2024-01-04,0,0.662974754,-102000000000.0,-51803099856.0,-574000000000.0,115000000000.0,770176172,-0.11642257536368561
2024-01-05,0,-0.321856595,-47365153570.0,-120000000000.0,-226000000000.0,-51007262023.0,522289892,-0.07026493398953804
2024-01-08,0,-0.387037745,-60224900997.0,-69842222660.0,-253000000000.0,170000000000.0,320143990,-0.21482502443911855
2024-01-09,0,1.471432536,-30452817222.0,-124000000000.0,145000000000.0,65561520138.0,791214273,0.27502838668322127
2024-01-10,0,-0.2795617,-40309700084.0,-88601071428.0,17558623393.0,-23772970820.0,570021066,-0.011299555253934557
2024-01-11,0,0.383146419,92631377706.0,-56890552755.0,-424000000000.0,2300000000000.0,788422596,0.4426441113499209
2024-01-12,0,0.002225445,-44027256870.0,-65731730497.0,-53291793982.0,-212000000000.0,790177187,-0.49274194833269647
2024-01-15,1,0.015091323,-38977120453.0,-75262965119.0,189000000000.0,-49758040039.0,802102006,-0.022961733886727842
2024-01-16,0,-0.17768738,-31179346966.0,-83150626229.0,-288000000000.0,-184000000000.0,659578602,0.07646286400121127
2024-01-17,0,0.463957979,-26931353592.0,-81359132204.0,89850072093.0,-906000000000.0,965595357,0.24664771110242967
2024-01-18,1,-0.408129417,11780753905.0,-38692383388.0,-11955621903.0,-133000000000.0,571507487,-0.30854721091574433
2024-01-19,1,-0.092213261,-38034751727.0,-75358587043.0,-105000000000.0,703000000000.0,518806918,0.09968177146582136
2024-01-22,0,-0.252042412,20482718153.0,1845425801.0,-21916102074.0,300000000000.0,388045571,-0.0853274580141381
2024-01-23,1,0.217084282,9801457112.0,62362891350.0,138000000000.0,141000000000.0,472284165,-0.04742530029556491
2024-01-24,0,-0.162657308,-30480446493.0,-6129803897.0,-35392768573.0,72596902146.0,395463694,-0.0749704955672037
2024-01-25,1,-0.096671807,2018862992.0,35308436380.0,122000000000.0,45736559913.0,357233504,0.08611612178211914
2024-01-26,1,-0.18075318,36249499311.0,37543912204.0,-108000000000.0,379000000000.0,292662412,-0.12861737782209204
2024-01-29,1,0.460521138,70986827780.0,88985971442.0,-5753762947.0,547000000000.0,427439639,0.22705745063534621
2024-01-30,0,0.127197609,21539683447.0,59507512094.0,80957806616.0,-13424075615.0,481808939,-0.026004857135330184
2024-01-31,0,-0.05652551,-280576421.0,8363215432.0,27968112155.0,89167046947.0,454574443,0.03045920748471076
2024-02-01,1,0.652258761,147000000000.0,-44509005586.0,64529536631.0,1050000000000.0,751074606,0.4054651081081637
2024-02-02,1,-0.206309035,65644912089.0,132000000000.0,410000000000.0,1930000000000.0,596121129,0.06453852113757108
2024-02-05,0,-0.141654615,67433199407.0,124000000000.0,-968000000000.0,179000000000.0,511677820,-0.14149956227370097
2024-02-06,0,-0.195553102,-58257628092.0,-53133920957.0,-36523993515.0,338000000000.0,411617635,-0.18392283816092814
2024-02-07,1,0.258892474,-25330361669.0,-4488688516.0,622000000000.0,539000000000.0,518182343,0.10054122922187858
2024-02-08,1,-0.170158226,19339886087.0,56020020407.0,170000000000.0,411000000000.0,430009355,0.08338160893904956
2024-02-13,1,0.300867733,-110000000000.0,-90423236839.0,775000000000.0,961000000000.0,559385295,0.06203539091945487
2024-02-14,0,-0.028353014,-37644681117.0,10495829718.0,-471000000000.0,108000000000.0,543525036,-0.2752286113804949
2024-02-15,0,0.143209699,-32521350908.0,-16150453454.0,109000000000.0,-9300908897.0,621363093,0.05770831762064432
2024-02-16,1,-0.044291868,14433252751.0,5759449020.0,277000000000.0,564000000000.0,593841761,-0.04785602117763332
2024-02-19,1,-0.28819582,39642375053.0,92021674096.0,309000000000.0,616000000000.0,422699048,-0.03796659792385171
2024-02-20,0,0.449419366,-52939992009.0,4490071306.0,-235000000000.0,108000000000.0,612668186,0.018163970627671944
2024-02-21,0,-0.082465255,-23285416426.0,50767809671.0,82532801604.0,-64775807045.0,562144348,-0.08883121370661584
2024-02-22,1,-0.188114497,-15650718952.0,-48461557762.0,121000000000.0,169000000000.0,456396847,0.11839001594816168
2024-02-23,1,-0.089879414,-11939678140.0,4438819180.0,88295019877.0,147000000000.0,415376166,0.0
2024-02-26,0,0.279951693,-68806104315.0,-18713777280.0,57616042097.0,119000000000.0,531661427,0.06575137756277982
2024-02-27,0,0.080201942,-39228185895.0,38556958308.0,96777588677.0,35893174343.0,574301706,0.1358015411590614
2024-02-28,1,-0.265973678,4945486310.0,-1281253923.0,76639185114.0,478000000000.0,421552569,-0.20155291872184122
2024-02-29,0,0.176755891,-37925464817.0,16723307982.0,-445000000000.0,179000000000.0,496064469,0.23280546222594367
2024-03-04,1,-0.185560851,11319634698.0,73931939075.0,-43513838625.0,770000000000.0,404014324,-0.02334736399699011
2024-03-05,0,0.131735003,-72997670191.0,34085214971.0,-407000000000.0,85533627777.0,457237152,-0.04016604172533533
2024-03-06,0,-0.171121622,-51006404764.0,-24711028395.0,-132000000000.0,-377000000000.0,378993989,-0.1500606945757319
2024-03-07,1,0.22141996,-26515067376.0,-14115908194.0,41853533217.0,-325000000000.0,462910823,0.03738753207161949
2024-03-08,1,-0.018688196,-13318613139.0,-15234742937.0,672000000000.0,182000000000.0,454259855,0.053584246134107616
2024-03-11,0,-0.138412053,-54255192239.0,27596986702.0,-38700956515.0,-106000000000.0,391384816,-0.2608002707522168
2024-03-12,1,0.03215368,-48028409585.0,-23520120205.0,475000000000.0,-372000000000.0,403969278,0.09366713158092566
2024-03-13,1,0.234647772,-176000000000.0,48287264219.0,40228954152.0,335000000000.0,498759769,0.12268137660045753
2024-03-14,1,0.221606238,-37065139151.0,137000000000.0,-186000000000.0,473000000000.0,609288045,0.24827952458575098
2024-03-15,0,-0.039948801,-106000000000.0,75833319845.0,14606140982.0,-1040000000000.0,584947718,-0.06595796779179608
2024-03-18,1,-0.302189802,-899914637.0,1395248889.0,307000000000.0,-86899513299.0,408182483,-0.32682198078905245
2024-03-19,0,0.704790494,-35396996074.0,18301934161.0,-539000000000.0,-241000000000.0,695865617,0.11684889266458498
2024-03-20,1,0.035331805,23926904692.0,10218348100.0,555000000000.0,854000000000.0,720451805,0.1713582519966863
2024-03-21,1,0.145429761,10202996486.0,-15368975587.0,1100000000000.0,1880000000000.0,825226939,0.09745533615071267
2024-03-22,0,-0.382539213,-72132530851.0,-17959564694.0,-26332545579.0,667000000000.0,509545275,-0.1967102942460528
2024-03-25,0,-0.039103666,-79833518248.0,10313948958.0,-142000000000.0,-43286028618.0,489620187,-0.141763945045831
2024-03-26,1,-0.084390462,-45568972334.0,-83112767384.0,710000000000.0,623000000000.0,448300913,0.2008528614158358
2024-03-27,0,0.139065305,-68364828056.0,85111846153.0,173000000000.0,293000000000.0,510644016,0.02429269256904476
2024-03-28,0,-0.178923213,-34140067486.0,-671097806.0,-190000000000.0,73487346552.0,419277948,-0.04919024419077189
2024-03-29,1,0.181783057,-82278583086.0,-77790551674.0,-117000000000.0,782000000000.0,495495575,-0.06062462181643369
2024-04-01,1,-0.197570017,-43473379591.0,-4839075428.0,128000000000.0,271000000000.0,397600506,-0.10337835445383448
2024-04-02,1,0.585493224,19967817486.0,-117000000000.0,-253000000000.0,1010000000000.0,630392908,0.2600768063598906
2024-04-03,0,0.01651882,-99269272338.0,56271725959.0,-596000000000.0,531578062.0,640806255,0.015151805020604314
2024-04-04,1,-0.254138435,-4016363006.0,-43559657516.0,-33795731478.0,586000000000.0,477952756,-0.10285738543970879
2024-04-05,0,0.299355535,-62186516304.0,60407304303.0,-383000000000.0,-113000000000.0,621030559,-0.06010392406970411
2024-04-08,1,-0.000608719,35816006554.0,51208702671.0,-205000000000.0,206000000000.0,620652526,-0.06394872460027656
2024-04-09,0,-0.242436555,16762606397.0,-3594160472.0,53173111089.0,304000000000.0,470183666,-0.05826890812397423
2024-04-11,1,0.193859746,104000000000.0,98875013081.0,-1300000000000.0,1070000000000.0,561333352,0.24686007793152598
2024-04-12,0,-0.083298275,-38180264801.0,38901923580.0,-556000000000.0,14607221018.0,514575252,-0.07290677080808905
2024-04-15,0,0.09206577,-9752284617.0,52468571584.0,-31416184970.0,-238000000000.0,561950019,-0.12516314295400477
