Date,Target,Volume_ROC,Net_Purchase_Investment_Trust,Net_Purchase_Pension_Fund,Net_Purchase_Financial_Investment,Net_Purchase_Foreigner,Volume,Transaction_Value__logdiff1
2024-04-16,0,0.01470248,-91530079344.0,22980198501.0,-79588663622.0,-270000000000.0,570212078,0.158224005214894
2024-04-17,0,-0.273343854,-26296801166.0,-39210361102.0,-129000000000.0,-169000000000.0,414348111,-0.22925977833164524
2024-04-18,1,0.155516802,44505115327.0,18849862974.0,-81879476001.0,575000000000.0,478786204,0.08051451707129331
2024-04-19,0,0.690678259,-7212402476.0,65608826735.0,-630000000000.0,-349000000000.0,809473426,0.27820332849723783
2024-04-22,1,-0.503514047,7751327836.0,147000000000.0,631000000000.0,-750000000000.0,401892185,-0.2411620568168864
2024-04-23,0,0.070624862,17371773643.0,36406688137.0,42341247741.0,-25292878480.0,430275765,-0.10032272162786882
2024-04-24,1,-0.242951469,41659091754.0,56511371856.0,222000000000.0,492000000000.0,325739636,0.024815169119722924
2024-04-25,0,0.025550231,-54408070716.0,43689175152.0,-408000000000.0,-289000000000.0,334062359,-0.1262748718066966
2024-04-26,1,0.348612515,-31278545362.0,68613364520.0,21394724435.0,473000000000.0,450520678,0.11642257536368561
2024-04-29,1,0.044449358,24783141696.0,81079168766.0,254000000000.0,345000000000.0,470546033,0.038839833316263395
2024-04-30,1,-0.022234843,59908474116.0,11678673739.0,173000000000.0,238000000000.0,460083516,0.07342746855481863
2024-05-02,0,-0.236905349,19372105745.0,-2122962625.0,-146000000000.0,2674010328.0,351087270,-0.22093360566340792
2024-05-03,0,-0.035533168,-13838084914.0,12629640424.0,57001136004.0,94476971612.0,338612027,-0.14335558826057238
2024-05-07,1,0.571720381,-23927915909.0,-41010585708.0,793000000000.0,1120000000000.0,532203424,0.35540024650673274
2024-05-08,1,-0.18017211,3997296237.0,-11754431659.0,90059882225.0,400000000000.0,436315210,-0.0837698830654574
2024-05-09,0,-0.028659714,68042480247.0,-179000000000.0,84720280682.0,-359000000000.0,423810541,0.07480121308269716
2024-05-10,1,0.383008154,-4277000835.0,30362348178.0,400000000000.0,148000000000.0,586133434,0.04405998979402881
2024-05-13,0,0.066783904,-12863342247.0,-47682492630.0,73704563018.0,20102584195.0,625277713,0.12160713209478757
2024-05-14,1,-0.291042137,10175792200.0,-12775451031.0,114000000000.0,84516691286.0,443295551,-0.32237361758526717
2024-05-16,1,0.177185988,20138752277.0,-68611125297.0,681000000000.0,426000000000.0,521841311,0.3375254226058715
2024-05-17,0,0.103661795,-6162987108.0,-85629787897.0,-18961498104.0,-241000000000.0,575936318,-0.18986876242933803
2024-05-20,1,0.01065185,50160158193.0,-152000000000.0,465000000000.0,-16080521471.0,582071105,0.12783337150988316
2024-05-21,0,-0.036511215,-68433902903.0,-223000000000.0,29634389785.0,-107000000000.0,560818982,-0.17435338714477666
2024-05-22,0,-0.135685678,-9654005532.0,-82718762426.0,114000000000.0,294000000000.0,484723878,0.166321215447514
2024-05-23,0,-0.116859143,-18517954611.0,-120000000000.0,-266000000000.0,362000000000.0,428079461,-0.08408311721054318
2024-05-24,0,0.171835551,-56139454255.0,19663305533.0,-751000000000.0,-314000000000.0,501638731,0.08408311721054318
2024-05-27,1,0.10978255,24060689470.0,-31889385495.0,376000000000.0,-137000000000.0,556709910,0.24231346742192983
2024-05-28,0,-0.207923714,-9950412122.0,91413317565.0,-15319724316.0,44235878679.0,440956718,-0.3090048419206042
2024-05-29,0,-0.004480721,-28666562594.0,19495675617.0,-228000000000.0,-1030000000000.0,438980914,0.12160713209478757
2024-05-30,0,-0.150892474,-35263388378.0,-11311011216.0,-347000000000.0,-785000000000.0,372741998,-0.16566712188881638
2024-05-31,1,0.646494874,1846432380.0,35726932921.0,1020000000000.0,-1340000000000.0,613717789,0.39033622651186306
2024-06-03,1,0.274737601,14675655173.0,-87898380882.0,239000000000.0,189000000000.0,782329142,-0.158224005214894
2024-06-04,0,-0.011337079,-51292937456.0,-56759701617.0,-146000000000.0,-211000000000.0,773459815,-0.105360515657825
2024-06-05,1,0.139659946,23426254515.0,-28481749691.0,-278000000000.0,592000000000.0,881481171,0.07637297878457261
2024-06-07,1,-0.110734673,7850912166.0,-75792233751.0,250000000000.0,286000000000.0,783870642,-0.08434114843375085
2024-06-10,0,-0.353347793,2815508326.0,-42084005040.0,-469000000000.0,16955223849.0,506891681,-0.10092591858995803
2024-06-11,1,0.102588582,6004198584.0,55170078788.0,-161000000000.0,-224000000000.0,558892980,0.04329680575332162
2024-06-12,1,-0.085676728,-31391354851.0,-39944640603.0,75504916231.0,234000000000.0,511008858,0.0
2024-06-13,1,0.369892643,93869481202.0,146000000000.0,-365000000000.0,1540000000000.0,700027275,0.4815888035809657
2024-06-14,1,-0.07863697,-30296646285.0,26248186801.0,-387000000000.0,732000000000.0,644979251,-0.16467709281424447
2024-06-17,0,-0.079063292,-38586060425.0,-105000000000.0,69937951278.0,-137000000000.0,593985068,-0.2592825979300848
2024-06-18,1,-0.053890171,-61083195488.0,-86674294484.0,4851659863.0,649000000000.0,561975111,0.06203539091945487
2024-06-19,1,0.150773652,-33536889816.0,-40867759683.0,737000000000.0,276000000000.0,646706151,0.05841076215641294
2024-06-20,1,0.172349851,-54302043687.0,-12058234062.0,238000000000.0,497000000000.0,758165860,-0.03610500464211697
2024-06-21,0,-0.167539181,-20531474845.0,-55625807230.0,131000000000.0,-342000000000.0,631143373,0.06407885668452451
2024-06-24,0,-0.058587422,-18088421801.0,-40610700848.0,69441491634.0,-530000000000.0,594166310,-0.2672035411082412
2024-06-25,1,0.202091308,1104857609.0,-69786241878.0,246000000000.0,60954213464.0,714242157,0.06115442315332942
2024-06-26,1,-0.250906198,25277874885.0,-57566702430.0,-200000000000.0,434000000000.0,535034373,-0.04329680575332162
2024-06-27,0,-0.257675316,-8276939954.0,-49150461166.0,-668000000000.0,514000000000.0,397169222,-0.09265883048270496
2024-06-28,1,0.537255175,-8248546170.0,-67354281714.0,307000000000.0,32153817876.0,610550442,0.06575137756277982
2024-07-01,1,-0.24786175,-18725047300.0,31781348253.0,126000000000.0,-63341087773.0,459218341,-0.10032272162786882
2024-07-02,0,0.173389974,-59832305081.0,-2260295343.0,-195000000000.0,-33276899038.0,538842197,0.15343254694181496
2024-07-03,1,-0.368390256,15688502665.0,31642026271.0,124000000000.0,101000000000.0,340337982,-0.12861737782209204
2024-07-04,1,0.156904727,-5162319581.0,73082580326.0,1010000000000.0,322000000000.0,393738620,0.2502245099168796
2024-07-05,1,-0.039568064,-7108346526.0,-9650906892.0,1280000000000.0,1310000000000.0,378159145,0.0
2024-07-08,0,0.124012468,-28226073262.0,-47534558080.0,-205000000000.0,528000000000.0,425055594,-0.27604520953862277
2024-07-09,1,0.073810646,-53028077615.0,-65384088183.0,135000000000.0,327000000000.0,456429222,0.11934675763256664
2024-07-10,1,0.035150438,-67403242003.0,-71942289050.0,171000000000.0,527000000000.0,472472909,0.05218575317056917
2024-07-11,1,-0.021707141,192000000000.0,-24089116123.0,-219000000000.0,610000000000.0,462216873,0.2129219972426739
2024-07-12,0,-0.116911693,-39330074671.0,-15959715340.0,243000000000.0,-550000000000.0,408178316,-0.03484673133016969
2024-07-15,1,0.039883505,-31056527583.0,-72565329112.0,207000000000.0,-76964828774.0,424457898,-0.14473884564491257
2024-07-16,1,0.597107337,2143664276.0,-51740833718.0,192000000000.0,188000000000.0,677904823,0.04016604172533533
2024-07-17,0,-0.190012961,4754932181.0,-197000000000.0,352000000000.0,-257000000000.0,549094120,0.0902868466721003
2024-07-18,0,0.199019523,-65524507563.0,-85407403428.0,383000000000.0,-349000000000.0,658374570,0.10895118378855528
2024-07-19,0,-0.352636066,-102000000000.0,-108000000000.0,-73813572200.0,-420000000000.0,426207952,-0.4801191350298524
2024-07-22,0,0.088384803,-83764592286.0,-93564874878.0,152000000000.0,-85368275960.0,463878258,0.09065436826812956
2024-07-23,1,-0.087253548,25867469004.0,13683039498.0,-106000000000.0,247000000000.0,423403234,0.0909717782057271
2024-07-24,0,0.108213725,16199577051.0,-12685965214.0,6181282757.0,-264000000000.0,469221275,-0.03540192705091627
2024-07-25,0,-0.061597676,-45715442104.0,-21567374341.0,-267899826.0,-677000000000.0,440318335,0.21045072451579117
2024-07-26,1,0.172941411,66778146327.0,5130738888.0,286000000000.0,-47288785165.0,516467609,-0.052446475372544654
2024-07-29,1,-0.116080685,31245544893.0,21975444038.0,-95649741562.0,447000000000.0,456515695,-0.16705408466316385
2024-07-30,0,-0.139420409,-7090627249.0,-100000000000.0,-177000000000.0,-245000000000.0,392868090,-0.07550755250814589
2024-07-31,1,0.418007904,4047743517.0,-53944809039.0,62441095900.0,149000000000.0,557090057,0.1790482314489843
2024-08-01,1,-0.136882863,7930266188.0,25173277491.0,-214000000000.0,441000000000.0,480833975,-0.11267316250411241
2024-08-02,0,0.105964145,-132000000000.0,-109000000000.0,-328000000000.0,-848000000000.0,531785136,0.18384944097200773
2024-08-05,0,0.436252549,23447557100.0,236000000000.0,-419000000000.0,-1520000000000.0,763777757,0.36124463962879716
2024-08-06,1,-0.257288623,140000000000.0,237000000000.0,-767000000000.0,-174000000000.0,567266430,-0.19301684591070156
2024-08-07,1,-0.1591417,64953210444.0,32426918201.0,-446000000000.0,-18716243874.0,476990686,-0.1682277937180956
2024-08-08,0,0.03838297,43335833798.0,85226342980.0,-419000000000.0,-520000000000.0,495299005,-0.1302651948379001
2024-08-09,1,-0.040959004,37718158055.0,34021210450.0,-116000000000.0,152537242.0,475012051,-0.16816141689685793
2024-08-12,1,-0.38299714,26044643926.0,3960511024.0,89921761727.0,78501696596.0,293083794,-0.24603737118006208
2024-08-13,1,0.291549239,-7649488765.0,-2248875325.0,-28516764667.0,133000000000.0,378532151,0.1657374287784208
2024-08-14,1,-0.13151858,-3977404730.0,-29044198714.0,-95053747571.0,392000000000.0,328748140,-0.01121087974921764
2024-08-16,1,0.17370063,-15559717124.0,-2357676377.0,233000000000.0,1210000000000.0,385851899,0.23323898197956083
2024-08-19,0,0.025359277,-22660691972.0,-37701027259.0,96704917440.0,-120000000000.0,395636824,-0.19020972964296234
2024-08-20,1,0.223820359,-13108035045.0,14505808864.0,890635336.0,293000000000.0,484188400,-0.03405051637132317
2024-08-21,1,-0.138084194,-49926784595.0,-64132505607.0,164000000000.0,31111966566.0,417329635,0.046926230731369145
2024-08-22,1,0.058530636,-5964946296.0,7471486834.0,79186890455.0,68658227680.0,441756204,-0.046926230731369145
2024-08-23,0,-0.251642062,-28194176229.0,14509555932.0,337000000000.0,-295000000000.0,330591762,-0.0766035631395603
2024-08-26,0,0.009365397,7719858795.0,31745801309.0,343000000000.0,-467000000000.0,333687885,0.09212493904218277
2024-08-27,0,-0.208671136,8339642979.0,-18214989888.0,381000000000.0,-407000000000.0,264056855,-0.1215028167589125
2024-08-28,1,0.063308396,6498887162.0,-32766656648.0,242000000000.0,-344000000000.0,280773871,0.2751819096875465
2024-08-29,0,0.028712654,-55602532288.0,-28011649724.0,-85314301143.0,-421000000000.0,288835634,0.08149303425118504
2024-08-30,1,-0.034588267,-12734537738.0,64139996341.0,422000000000.0,-379000000000.0,278845310,-0.11020314013361343
2024-09-02,1,-0.042506496,12931563638.0,1896520545.0,-411000000000.0,239000000000.0,266992573,-0.1722751044431412
2024-09-03,0,0.136587451,-33003480658.0,3211590973.0,-183000000000.0,-291000000000.0,303460408,0.035131091521659386
2024-09-04,0,0.500918383,-68018071389.0,30786041031.0,-567000000000.0,-989000000000.0,455469305,0.23861347308633896
2024-09-05,0,-0.167885412,-2909730265.0,52350112512.0,56112367418.0,-586000000000.0,379002653,-0.11122563511022321
2024-09-06,0,-0.011135714,-29159169767.0,852444260.0,127000000000.0,-266000000000.0,374782188,-0.1602147810129253
2024-09-09,0,-0.278965259,14212301153.0,35738313274.0,-8601764591.0,-542000000000.0,270230978,-0.15395890688583336
2024-09-10,0,0.286492661,11857202176.0,37065925984.0,-103000000000.0,-671000000000.0,347650170,0.12239579586276861
2024-09-11,0,-0.129697877,-39489199510.0,19281845159.0,80077198047.0,-1040000000000.0,302560681,0.13323443642337907
2024-09-12,1,0.125324315,144000000000.0,-43818934496.0,-167000000000.0,278000000000.0,340478891,0.160958461040682
2024-09-13,1,0.052232257,36853809822.0,71033961638.0,276000000000.0,-958000000000.0,358262872,-0.2941928974640611
2024-09-19,1,0.074856825,-1173328275.0,10738731739.0,888000000000.0,-1180000000000.0,385081293,0.42661748311338954
2024-09-20,1,0.287946577,28014301786.0,14036438593.0,234000000000.0,-33693633654.0,495964133,0.10303222589823591
2024-09-23,1,-0.316200518,9944915232.0,28082208914.0,281000000000.0,-702000000000.0,339140017,-0.4058148195997511
2024-09-24,1,0.047051327,208412350.0,6470306187.0,552000000000.0,-377000000000.0,355097005,0.07769917756948175
2024-09-25,0,0.279852383,-81369236152.0,-46333782707.0,707000000000.0,-570000000000.0,454471748,0.12744494656811867
2024-09-26,1,-0.285128355,51972990585.0,4125029205.0,699000000000.0,495000000000.0,324888966,-0.008583743691392698
2024-09-27,0,0.271216238,3161310152.0,2057999664.0,-422000000000.0,266000000000.0,413004129,0.033901551675683095
2024-09-30,0,-0.130963173,4061327531.0,-23375912575.0,-172000000000.0,-1000000000000.0,358915798,-0.105360515657825
2024-10-02,0,-0.022042627,-32708753832.0,-21190827398.0,-623000000000.0,-307000000000.0,351004351,-0.11674191114797594
2024-10-04,1,0.180408596,-7709625782.0,-65243575899.0,-169000000000.0,42753532722.0,414328553,0.03978087001184605
2024-10-07,1,-0.17053473,25309093861.0,86903623202.0,-63788114571.0,29180864802.0,343671145,0.039220713153280684
2024-10-08,0,-0.073998418,-17553266100.0,4681380222.0,-324000000000.0,-381000000000.0,318240024,-0.12586851987895287
2024-10-10,1,0.943690112,23804233192.0,118000000000.0,-439000000000.0,163000000000.0,618559988,0.4159515538682719
2024-10-11,0,-0.205774304,-14539617289.0,71242141360.0,175000000000.0,-599000000000.0,491276237,-0.3753476856440052
2024-10-14,1,-0.182322205,-9158474001.0,89708652791.0,248000000000.0,91477689688.0,401705670,-0.11295179298905111
2024-10-15,1,0.091079444,228325772.0,71140727656.0,-84716024327.0,290000000000.0,438292799,0.1689460623436254
2024-10-16,0,-0.001688422,-8520262010.0,163000000000.0,-146000000000.0,-660000000000.0,437552776,0.0
2024-10-17,0,-0.242913666,15592590772.0,18201444337.0,159000000000.0,-405000000000.0,331265227,-0.014962872676711925
2024-10-18,0,-0.199429697,-15970324584.0,35681143792.0,141000000000.0,-478000000000.0,265201103,-0.1849380421349025
2024-10-21,1,-0.092481063,3003491522.0,-31017212887.0,197000000000.0,22102494346.0,240675023,-0.06365217484047392
2024-10-22,0,0.426480263,-46752818001.0,16006775432.0,-278000000000.0,-281000000000.0,343318170,0.143787892791714
2024-10-23,1,0.02651474,15210770999.0,71854236317.0,205000000000.0,212000000000.0,352421162,0.05112586965852728
2024-10-24,0,-0.026453985,2405545884.0,-20276440051.0,-14263557786.0,-607000000000.0,343098218,0.03131779955254643
2024-10-25,1,0.349171691,5447350376.0,-8484599509.0,90701516255.0,-391000000000.0,462898403,0.0569299990376777
2024-10-28,1,-0.279029794,22124938772.0,82873506991.0,350000000000.0,-128000000000.0,333735957,-0.12057820062871372
2024-10-29,1,0.08855534,-10134760932.0,25314403149.0,32617447526.0,-118000000000.0,363290058,0.022740557633873948
2024-10-30,0,0.341514953,-46166150285.0,8035688985.0,46821689654.0,-336000000000.0,487359045,-0.0293339881137058
2024-10-31,0,-0.165680744,-32653516665.0,49871877805.0,258000000000.0,-858000000000.0,406613036,0.1929230086713254
2024-11-01,0,-0.213382896,-34987822855.0,14780765621.0,-237000000000.0,-39017847667.0,319848769,-0.32598199753932633
2024-11-04,1,0.169125869,4963715143.0,102000000000.0,184000000000.0,29716800648.0,373943470,0.01500028125949271
2024-11-05,0,-0.168656923,-44763636469.0,-28910188732.0,-202000000000.0,-144000000000.0,310875315,-0.04309919248185423
2024-11-06,0,0.764392638,-9040870503.0,76337430691.0,-43773444714.0,-103000000000.0,548506117,0.4242851674349346
2024-11-07,1,-0.151976325,4956478096.0,179000000000.0,-55393323792.0,105000000000.0,465146173,-0.08855339734144252
2024-11-08,0,-0.035282831,-47770120168.0,-6441943082.0,194000000000.0,-13207813305.0,448734499,-0.08499321283339256
2024-11-11,0,0.275134469,-17545700228.0,71860171483.0,-221000000000.0,-482000000000.0,572196827,0.13024980442151346
2024-11-12,0,0.285943482,-87729325236.0,165000000000.0,-26351345295.0,-306000000000.0,735812780,0.12464244520727519
2024-11-13,0,-0.158513853,-32997618165.0,25758571687.0,69869273798.0,-631000000000.0,619176261,-0.13353139262452274
2024-11-14,1,0.033615131,96935139213.0,178000000000.0,-31985934413.0,-233000000000.0,639989952,0.14903557916048626
2024-11-15,0,-0.02603602,7134765771.0,104000000000.0,-96392962924.0,-59478559825.0,623327161,-0.04725288485054335
2024-11-18,1,-0.28781239,14864147688.0,43784358580.0,-73025632748.0,-52987299865.0,443925881,-0.15684247149297192
2024-11-19,1,-0.074493864,27971023145.0,319000000000.0,120000000000.0,-330000000000.0,410856127,-0.15367909292863402
2024-11-20,1,-0.005029486,24153633173.0,181000000000.0,-32152100370.0,-182000000000.0,408789732,-0.1504903536321649
2024-11-21,0,0.103546637,14389628978.0,301000000000.0,-288550286.0,-259000000000.0,451118534,0.0667738725393896
2024-11-22,1,0.204822569,49241716550.0,82570042348.0,172000000000.0,118000000000.0,543517791,-0.04152000521818877
2024-11-25,1,0.03895853,-11709771039.0,54485875472.0,436000000000.0,-74748556334.0,564692445,0.5207512635659626
2024-11-26,0,-0.217788754,-76133135952.0,71949430369.0,-233000000000.0,-68993373953.0,441708781,-0.4382178945799744
2024-11-27,0,-0.061963095,-66310527177.0,201000000000.0,143000000000.0,-335000000000.0,414339138,-0.013873054868245305
2024-11-28,1,-0.173210847,-32204512507.0,85666024663.0,281000000000.0,-492000000000.0,342571105,-0.12640566854680912
2024-11-29,0,0.121746684,-40090877675.0,10157082431.0,99435592904.0,-749000000000.0,384278001,0.1851796438225115
2024-12-02,0,-0.146166202,-20717896897.0,-8074264978.0,427000000000.0,-131000000000.0,328109545,-0.18254111986432875
2024-12-03,1,-0.012105149,-4024994759.0,-318937050.0,244000000000.0,566000000000.0,324137730,0.1869222878798915
2024-12-04,0,1.067899556,-77409636642.0,112000000000.0,24347148909.0,-407000000000.0,670284268,0.37401015594027953
2024-12-05,0,-0.225177111,-58486425942.0,157000000000.0,-4639211800.0,-317000000000.0,519351593,-0.31357841675536235
2024-12-06,0,0.213837813,-2680002790.0,345000000000.0,471000000000.0,-284000000000.0,630408602,0.09605812299551175
2024-12-09,0,-0.061490543,-32970450079.0,228000000000.0,490000000000.0,103000000000.0,591644435,-0.06765864847381309
2024-12-10,1,0.012044134,11505853560.0,20341073636.0,365000000000.0,-105000000000.0,598770280,-0.0725706928348373
2024-12-11,1,0.031641834,9212492395.0,-26820336054.0,171000000000.0,-138000000000.0,617716470,-0.18232155679395134
2024-12-12,1,0.07522993,168000000000.0,388000000000.0,-532000000000.0,-20895446529.0,664187237,0.4619064190131148
2024-12-13,1,-0.130158838,-14543519819.0,261000000000.0,-147000000000.0,-174000000000.0,577737398,-0.32918180335853364
2024-12-16,0,-0.08832602,-54361564808.0,142000000000.0,-60241181602.0,-434000000000.0,526708153,-0.04388695035587631
2024-12-17,0,0.061384218,-14850160394.0,141000000000.0,47947415961.0,-702000000000.0,559039721,0.09133103813414678
2024-12-18,1,-0.209934816,-17429787527.0,100000000000.0,85258693459.0,392000000000.0,441677820,-0.10679833042745202
2024-12-19,0,0.142160745,-30465188738.0,137000000000.0,-559000000000.0,-434000000000.0,504467068,0.011919092237210549
2024-12-20,0,0.224623796,-25239156185.0,187000000000.0,-195000000000.0,-822000000000.0,617782376,0.10239403469272901
2024-12-23,1,-0.306929394,-39824353595.0,76991963721.0,392000000000.0,145000000000.0,428166806,-0.23660270468821665
2024-12-24,0,-0.096665338,-91045365786.0,-24738114625.0,149000000000.0,-6185403456.0,386777917,-0.09071371368816372
2024-12-26,0,-0.165412399,-1019756878.0,-6761836838.0,206000000000.0,20405643904.0,322800054,-0.05020065399163798
2024-12-27,0,-0.035652953,22774506911.0,82250826237.0,-167000000000.0,-174000000000.0,311291279,-0.010980502483445065
2024-12-30,0,-0.023539914,3854726549.0,18562954107.0,30920329920.0,-121000000000.0,303963509,-0.17540546509557942
2025-01-02,0,0.153730355,9774611646.0,9159869200.0,-268000000000.0,-238000000000.0,350691927,0.2687061709927754
2025-01-03,1,0.162092297,4593747827.0,40991978215.0,272000000000.0,284000000000.0,407536387,0.16760654034264988
2025-01-06,1,-0.257094604,19649537894.0,39986219397.0,-30739910350.0,370000000000.0,302760981,-0.01099583467453158
2025-01-07,1,0.346583459,-5172925695.0,96854973661.0,-150000000000.0,163000000000.0,407692929,0.14498277358283929
2025-01-08,1,-0.109847397,50831772028.0,139000000000.0,-110000000000.0,222000000000.0,362908922,0.10003285255004002
2025-01-09,1,0.114027092,87469936064.0,25261924759.0,-532000000000.0,751000000000.0,404290371,0.10054122922187858
2025-01-10,0,-0.066050826,-63878133168.0,264000000000.0,-485000000000.0,-3813706835.0,377586658,-0.17125260946653142
2025-01-13,0,0.532271953,-14359968392.0,259000000000.0,-99274778032.0,-874000000000.0,578565446,-0.06832966819083808
2025-01-14,1,-0.283594202,-20838579147.0,56996888787.0,-53550157072.0,-296000000000.0,414487640,-0.09863060344162733
2025-01-15,0,0.299277127,-25951915330.0,38649159979.0,-210000000000.0,56761084835.0,538534310,0.11289305036219233
2025-01-16,1,-0.162425551,-30806046569.0,75671702975.0,22148124041.0,626000000000.0,451062578,0.02686889201296694
2025-01-17,0,-0.011478813,-41340992900.0,131000000000.0,-119000000000.0,-234000000000.0,445884915,0.0586889963486783
2025-01-20,0,-0.018701942,-22965953321.0,73572891647.0,40430285207.0,-418000000000.0,437546001,-0.14387037041970174
2025-01-21,0,0.307316942,-32883396384.0,58850508084.0,55132666853.0,-173000000000.0,572011300,0.07344790612315677
2025-01-22,1,0.020499759,13915740457.0,88094425479.0,295000000000.0,351000000000.0,583737394,0.17478247962078797
2025-01-23,0,0.044548691,-66489426772.0,150000000000.0,-245000000000.0,-620000000000.0,609742131,-0.11340075997639332
2025-01-24,1,-0.012673343,5258832601.0,65057805446.0,-15733717469.0,273000000000.0,602014660,0.028843371948330088
2025-01-31,0,-0.245195531,8458144968.0,35463492151.0,298000000000.0,-1180000000000.0,454403356,0.3022808718729344
2025-02-03,0,0.150625384,-51138860199.0,210000000000.0,-451000000000.0,-871000000000.0,522848036,-0.16507975035944966
2025-02-04,1,-0.083142118,-54871642961.0,139000000000.0,11570047283.0,77245571545.0,479377343,-0.061693569005338844
2025-02-05,1,-0.087682888,-20727305064.0,90759040565.0,27625408313.0,65594890099.0,437344153,-0.10032272162786882
2025-02-06,1,0.09684153,-14760411027.0,47082490535.0,140000000000.0,356000000000.0,479697230,0.1789658489469801
2025-02-07,0,-0.124714456,-61806450434.0,122000000000.0,-180000000000.0,-240000000000.0,419872051,-0.15415067982725716
2025-02-10,0,-0.062657955,-35325072274.0,185000000000.0,183000000000.0,-277000000000.0,393563727,0.03846628082779446
2025-02-11,1,0.146175214,-33982381205.0,58670737259.0,190000000000.0,141000000000.0,451092989,0.03704127168035143
2025-02-12,1,0.030594998,-29088098916.0,10160252896.0,52557311052.0,371000000000.0,464894178,0.2195005600357085
2025-02-13,1,0.463433547,65668200903.0,68302874736.0,371000000000.0,-113000000000.0,680341736,0.22168263067453253
2025-02-14,1,-0.266009103,-59623833723.0,176000000000.0,272000000000.0,-320000000000.0,499364641,-0.207189623371967
2025-02-17,1,-0.26638779,-37806070744.0,82783939271.0,263000000000.0,-224000000000.0,366339998,-0.23399356733827403
2025-02-18,1,0.151916581,-18134673779.0,121000000000.0,100000000000.0,18935648626.0,421993118,0.1358015411590614
2025-02-19,1,0.245989019,64551134535.0,67712126648.0,660000000000.0,396000000000.0,525798791,0.16766439899398122
2025-02-20,0,0.00666516,-81417208164.0,80847797720.0,-8960609712.0,-288000000000.0,529303324,-0.020339684237121958
2025-02-21,1,-0.159831008,-8634276479.0,74306429095.0,61015463799.0,-216000000000.0,444704240,-0.24740817331384335
2025-02-24,0,0.206091748,-7354978147.0,17820189902.0,-91866448407.0,-200000000000.0,536354114,-0.05406722127027308
2025-02-25,0,-0.235048599,-39077070571.0,13822369897.0,-92082269066.0,-321000000000.0,410284831,-0.028170876966697733
2025-02-26,1,-0.057331413,-3608597829.0,57404901317.0,174000000000.0,-322000000000.0,386762622,0.06453852113757108
2025-02-27,0,0.328747339,20023507006.0,45851879957.0,-343000000000.0,-179000000000.0,513909805,-0.03636764417087335
2025-02-28,0,0.14528175,-83318129055.0,5940831420.0,-518000000000.0,-1560000000000.0,588571521,0.3677247801253145
2025-03-04,0,-0.177531814,728396200.0,51526216282.0,-263000000000.0,-194000000000.0,484081351,-0.17465868404838503
2025-03-05,1,0.176273878,97648839135.0,70907237311.0,-210000000000.0,-226000000000.0,569412248,-0.007662872745569871
2025-03-06,1,0.070605183,35205731675.0,-550366428.0,69495382199.0,137000000000.0,609615704,-0.14014663174323871
2025-03-07,0,-0.069591862,23426058917.0,46285802840.0,-136000000000.0,59105655053.0,567191412,0.07663322602091327
2025-03-10,1,-0.231838108,-5523898450.0,46122251900.0,74637735766.0,-429000000000.0,435694828,-0.21092343997943175
2025-03-11,0,-0.084184107,-22418295696.0,-26885014630.0,-174000000000.0,-1540000000000.0,399016248,0.09825027747531934
2025-03-12,1,0.006586972,8035847301.0,-30632355371.0,38789074057.0,380000000000.0,401644557,0.1208364731432745
2025-03-13,0,0.063856175,147000000000.0,-46569214601.0,294000000000.0,-481000000000.0,427292042,0.06301296782873322
2025-03-14,0,-0.15203337,-53919251663.0,56115640598.0,50076864432.0,-295000000000.0,362329393,-0.27604520953862277
2025-03-17,1,0.094512197,-10148042110.0,28916360145.0,501000000000.0,622000000000.0,396573940,0.1883396291195183
2025-03-18,1,0.400814622,-23530910394.0,34156166372.0,134000000000.0,444000000000.0,555526574,0.0
2025-03-19,1,0.176049839,-7210762242.0,22957790839.0,271000000000.0,305000000000.0,653326938,-0.016807118316382486
2025-03-20,1,-0.303535121,-38124048864.0,-2992436037.0,124000000000.0,552000000000.0,455019267,0.016807118316382486
2025-03-21,1,0.093424424,-37003018808.0,13372154676.0,-342000000000.0,850000000000.0,497529180,0.16833531481921327
2025-03-24,0,-0.25143761,-53815461430.0,4992047134.0,7830685905.0,6151772366.0,372431632,-0.7188261949776376
2025-03-25,0,0.1794901,-9151729684.0,-19561119151.0,130000000000.0,-75211633491.0,439279423,0.18304383923777934
2025-03-26,1,0.156248286,-7157583100.0,15570782366.0,240000000000.0,351000000000.0,507916080,-0.08144762511485482
2025-03-27,0,-0.20594449,-88333381166.0,-25460178838.0,-117000000000.0,88668299283.0,403313562,0.0026075634070785725
2025-03-28,0,0.273355333,609806807.0,40065883283.0,21673555398.0,-642000000000.0,513561475,-0.07150719045366216
2025-03-31,0,-0.237495799,-10678439502.0,60722289266.0,556000000000.0,-1580000000000.0,391592782,0.14188798721546192
2025-04-01,1,0.157819199,28527835113.0,77428143593.0,-7425171231.0,-391000000000.0,453393641,-0.1716985694026647
2025-04-02,0,0.137201084,14073759070.0,174000000000.0,-22090030228.0,-727000000000.0,515599740,0.05330855345450658
2025-04-03,0,-0.068934443,92068244282.0,272000000000.0,68855170698.0,-1380000000000.0,480057159,0.122024181062379
2025-04-04,0,0.447900251,63608384142.0,207000000000.0,350000000000.0,-1790000000000.0,695074881,0.25760923243225875
2025-04-07,0,-0.108728094,-10723490389.0,431000000000.0,-95673110432.0,-2100000000000.0,619500714,-0.018868484304380928
