Date,Volume,Transaction_Value,Volume_ROC,Net_Purchase_Foreigner,Net_Purchase_Financial_Investment,Net_Purchase_Investment_Trust,Net_Purchase_Pension_Fund
2022-07-04,467959552,7339364788057,-0.11763345959902005,-138456356608,425366813092,-52661646294,-147926073
2022-07-05,323904543,6890579318763,-0.3078364537796634,132426960750,73079054413,45878203856,29734171943
2022-07-06,410732087,8919471617948,0.26806522438927316,-47680124827,-467258322297,-11155880170,-46618887491
2022-07-07,340172962,7652635944561,-0.1717886847247948,144817694875,216882446871,20036476655,68206529585
2022-07-08,411424871,7008117581875,0.20945788454521552,242703482816,-180199309250,3027674564,-30458087045
2022-07-11,377108087,6301233630004,-0.08340960019405341,-20238969708,-70923384020,-26172720240,-44162093266
2022-07-12,379308230,6369257946374,0.005834250380315931,-44517399796,-144719520456,-47019806894,6134731919
2022-07-13,308806098,5998501221291,-0.18587029340228134,-100976800886,249094226085,15218285779,33855441352
2022-07-14,349137973,6539856912394,0.1306058243707351,398802420430,-592615773695,56560320484,-39271197177
2022-07-15,319675148,7383211368831,-0.08438734047413399,262167955242,-292762390995,-15011744521,19133311964
2022-07-18,324357054,7104661030882,0.014645824141449992,627841171123,-266765490571,18003595118,-2117155572
2022-07-19,339377650,6556190576633,0.046308831008188944,39347290765,-192008915529,12415109869,36116130088
2022-07-20,333329038,7434803856736,-0.01782265862233412,-39258099922,-57943338206,7777090946,-23235191680
2022-07-21,295624147,6309070850975,-0.11311613061445913,440211332512,-203789907155,53709388571,-3285424743
2022-07-22,381596729,6973850591019,0.2908171841591818,35871348835,-97114482972,-51486640696,-39221443151
2022-07-25,323090645,5959859115833,-0.15331914441017125,91613554092,201802295383,32452495215,-63594975725
2022-07-26,415671406,6240741372242,0.28654732791783566,1362170984,54993317884,-2525947299,-10173709517
2022-07-27,333587637,7049802775578,-0.19747273402780074,-117682878414,221441398363,-112523099164,30234989052
2022-07-28,491073262,9196434759360,0.4720967072289912,411564998153,47748270781,-14024498987,-60526423859
2022-07-29,499369222,10256338412084,0.016893528200278896,341623785970,312522390358,-66133271827,-80203326538
2022-08-01,487160292,7509597616018,-0.024448703408477157,134242433211,-79718609791,-25713059898,-35790975001
2022-08-02,549923571,7266264362087,0.12883496465266098,294143188744,-357904407979,-79974037533,-70956779817
2022-08-03,475302377,6751538574171,-0.13569375443265008,475371715873,-37503805445,-47638587086,-3935818425
2022-08-04,399964621,7506315190255,-0.158504900555126,201025134548,-209901223102,367842187,33216636485
2022-08-05,409776228,7561092338383,0.02453118722218184,374584369545,98432563574,-22931997234,-9331672312
2022-08-08,418234294,7613758407732,0.020640694657377834,173349901708,-296341441596,14652216102,27484082743
2022-08-09,454363895,8940803191412,0.08638603174898907,30565302037,72013818874,-21891714645,122394918948
2022-08-10,479467472,9029482446522,0.055249937937960514,-105026711362,-69528996256,-46171905330,-56897970642
2022-08-11,505245846,9710839930543,0.053764594066143534,141726613744,391260415706,35467630025,-14952467481
2022-08-12,445546613,8028576836861,-0.1181587804682317,-13702396140,176003208482,21080068670,61188652297
2022-08-16,398335301,8064107136952,-0.10596267735515252,50343912696,49693870764,-24967367331,-9532669085
2022-08-17,418052960,7153680341416,0.04950015464484281,51105702051,67730110891,-61747927973,-95594401393
2022-08-18,381627621,7105984862757,-0.08713091996765199,304678769467,-279893229540,-27246157316,-86385288642
2022-08-19,459834963,7138647913895,0.2049310314464896,332771140196,7326385581,-21753556311,-180187277884
2022-08-22,422552201,6108018866782,-0.08107857166137233,117070058967,-131972620785,3793409261,-45630459367
2022-08-23,471166457,7560708244033,0.1150491131863729,-239455693,-69492653537,-19250695737,-20529464934
2022-08-24,423502192,8119783719901,-0.1011622629155029,150032610207,-154835612991,37320627536,-6976090554
2022-08-25,426229583,7286329326891,0.006440087091686086,41373139286,62859240774,355481204,33857509164
2022-08-26,520091055,8628665213503,0.22021341489100732,239028855150,49782470071,216715111432,-992894796
2022-08-29,448746272,7891467341171,-0.1371774852001637,-48047162523,-381444110343,-40107540500,5507270936
2022-08-30,336555412,6826615309757,-0.25000956442486055,-39660342479,-48161902566,-35166655169,1992438469
2022-08-31,436246626,9562592358058,0.2962104023452756,745338569931,-186068211408,-20305169083,-18234584225
2022-09-01,580021246,8452317734460,0.32957187845390923,-291139960982,-565198761088,-71131991959,-18034671291
2022-09-02,391598680,7214619685036,-0.32485459334363764,-175993868441,-197431253212,-10239745651,27558265893
2022-09-05,354737977,6277833943090,-0.09412877234417649,-67550128641,160380775958,28167728414,3996721745
2022-09-06,294224141,5476236129935,-0.17058741923197018,-78482414798,-27939204098,23465046705,-10956486640
2022-09-07,378200299,7530889694741,0.28541559409294015,-494008781631,-41911048197,-56924335040,22923408763
2022-09-08,423620804,9208735425055,0.12009642805702803,-385718375058,212284904643,24271563946,-58244346125
2022-09-13,367102506,9165153475933,-0.13341719166370314,400469490825,644198673295,-9732341937,30275335077
2022-09-14,461507522,7625505300244,0.2571625484899305,-164531243008,-303692671402,-5928538301,142769676416
2022-09-15,424110958,7432763619455,-0.08103132065526764,-224331898754,-203296886677,7863233440,29413081627
2022-09-16,440798650,8690463859936,0.03934746717862447,-47269540645,-228561832574,-43899541431,-16384520191
2022-09-19,403937473,6885918719312,-0.08362361590717216,-547302731,67009406531,-20268878648,-28187350845
2022-09-20,419340243,7013236217546,0.03813156993235922,-59107429418,260410149478,14138155360,32144720867
2022-09-21,378165438,6269073304236,-0.09818949096187746,-275055745059,-17479083297,8895534599,-42554475720
2022-09-22,446820270,7413267166090,0.18154708257606567,-59357990722,-240213536383,-8196337189,-12680936834
2022-09-23,446460548,7416795759616,-0.0008050709069219453,-194387486334,-15439410305,-76910554100,-38668765979
2022-09-26,621995319,9461817890486,0.39316972526764005,-3434711580,604249545585,-88480636096,-101227396638
2022-09-27,487939509,8005556968882,-0.21552543227419374,-246297394872,320286138869,6396514442,-65153540746
2022-09-28,596136346,9208349862260,0.2217423164230794,-145952064133,-45591770536,4015022081,-82915470008
2022-09-29,508500874,7240707424286,-0.14700575227131008,220867465220,-13358973948,20431127680,-41272220113
2022-09-30,950269674,7923750847279,0.8687670416865398,167917517754,15907272289,58951553784,2683118913
2022-10-04,421003102,7500281281993,-0.5569646032921809,217192351166,-56951281046,-8252332718,-17019237216
2022-10-05,855790158,9509079504051,1.0327407421335342,77575173070,-610892861905,10495225764,54214933580
2022-10-06,643015745,6850065019707,-0.24862918907277265,251014502117,-47640043922,-2520688860,-9589379382
2022-10-07,428682906,7831443986822,-0.333324402499662,100120634526,-156317946096,-13466129722,81744585357
2022-10-11,859508909,7867859123713,1.004999259289336,196204951762,-294644965575,-38435051083,138890398451
2022-10-12,658347571,7409130718339,-0.23404217907879765,235036968662,-78445384841,30528515496,-27826029404
2022-10-13,792452498,7169779036476,0.20369928121144376,200865158989,-42999560110,-65748346772,-146393989291
2022-10-14,513523921,7161818150242,-0.35198144709488943,265677209661,221715945849,36761095986,64372170854
2022-10-17,498780636,6526810304619,-0.028710025759442703,265798735966,-246489668807,-12306822201,-30969823271
2022-10-18,580891633,7249919118989,0.16462346585563914,77437094270,124816013808,20154839921,-30848771267
2022-10-19,895161384,7738879084055,0.5410127003843417,147718368048,-111104336148,48558482748,-29396127360
2022-10-20,1108102611,8325030384709,0.23788026472777335,-3722025765,-242187424298,-42665069097,-45441048464
2022-10-21,637486476,6228174452296,-0.4247044726077268,29289233569,184787347460,-48342902474,-79413742682
2022-10-24,444820460,6846985381405,-0.30222761306076706,151158825340,283724402935,26247307548,-45862298876
2022-10-25,456770059,7030016883895,0.026863869975765065,73910629649,117954726383,13627058651,-49748089838
2022-10-26,563441589,7492742941480,0.23353441824434462,602037974475,-116791658355,32029283231,-47679334735
2022-10-27,587872005,8435336656071,0.043359270023640484,381653490717,550070434056,18689924801,-52390143662
2022-10-28,427245332,8289370725957,-0.27323409115220587,-190400546478,426047807177,-52831020328,-58485762345
2022-10-31,401399527,8679296295233,-0.060494060588121346,232073501890,-10523960827,5758912996,-44487382976
2022-11-01,597205901,9476615249499,0.48780917970538606,493949497996,135393577773,32168365659,5347844044
2022-11-02,450634597,9568100644617,-0.24542842553057764,525198776309,-354068726679,24271664845,-23486622799
2022-11-03,550428338,9273251406933,0.22145157443382013,171638922523,-685574292905,31813671546,81729880760
2022-11-04,436430311,7927339089118,-0.20710784516330627,41368155723,89162935333,29909706089,-35223942761
2022-11-07,392508611,8059881002353,-0.10063851866604201,110025246210,253985651013,50839790040,-56973270306
2022-11-08,500087936,8601453057670,0.274081439196757,282366498142,490165264707,-4490278547,-10201225466
2022-11-09,680722009,9342671819052,0.3612046202210324,417226476199,398510771189,-100751992,-10603973815
2022-11-10,899127446,9344425168815,0.3208438013056809,-109777141036,4442230752,-28008688333,-55406544953
2022-11-11,758247863,13917647603448,-0.1566847765872782,705275159237,842837258994,51688236454,6364521990
2022-11-14,731166034,11216385156415,-0.035716327498571565,142922364626,16793691185,-37629812459,-65715894047
2022-11-15,617401010,9308852326801,-0.15559396732042396,-235016868238,225899067038,-105624197493,-76849990293
2022-11-16,657833955,9880428494318,0.06548895182403403,91512129351,69714186507,-85304371300,-122575640969
2022-11-17,914519167,8556988540142,0.3901975719693582,-384299835349,22703750736,-13243304113,-49874298155
2022-11-18,589585960,7444437086996,-0.3553049719733211,197645625265,-6658095159,46905702251,-57105697228
2022-11-21,544528841,7049427243317,-0.07642162815410325,-165337857975,280077732071,-18371430220,-54439998407
2022-11-22,539169320,7253675569216,-0.009842492438339012,15650123452,102793679106,17027850939,-61189393296
2022-11-23,474789345,7477108020662,-0.11940585751429622,89609886885,81826917572,-2978244505,-71925900995
2022-11-24,481184882,6849558626177,0.013470262269680955,126982095467,-11524898330,34574929378,11433127816
2022-11-25,438394239,6347578947005,-0.08892765463067898,312653109891,-3866000823,7449811771,-5032472414
2022-11-28,350496873,6462501436307,-0.20049845134940292,-125156485789,-118994901620,-38458238751,-67050002625
2022-11-29,550174638,6533346119404,0.5696991339491921,62319678791,186131988090,25529936285,61976579010
2022-11-30,594127344,12469429031424,0.07988864437622434,1144644497176,-586221140317,29643134217,-2248369928
2022-12-01,491383400,8850099247038,-0.17293252875430687,33652032730,252224542166,4081983114,-18757375787
2022-12-02,468847334,7328393301881,-0.04586248945324567,-406017040453,-332597211934,-32513707056,-41186287326
2022-12-05,385586134,7717406208213,-0.17758701812304645,-293616814004,113227045152,-28897312057,-2311265738
2022-12-06,368635781,6477022385590,-0.04395996511638045,-98977502602,-111571565871,-39288412006,-54027333879
2022-12-07,332586789,6080662497686,-0.09779026849268335,-198228597329,130416115948,-12346577935,-25820225084
2022-12-08,351939439,7552996919747,0.058188270370534756,-466523510827,207808671344,61786308975,-70779529245
2022-12-09,315674287,7220197808267,-0.10304372849784538,100280111234,389531539398,-11711343096,22274691742
2022-12-12,499224684,5822259612423,0.581455014104459,17771225883,24393840101,2755821276,-13375087603
2022-12-13,447565388,6659361034224,-0.1034790499261451,-112056994243,35771117295,18274797123,-4857178445
2022-12-14,409799402,5724107192073,-0.08438093519421119,233390302769,199203954677,8907580388,2849663819
2022-12-15,375386441,6134217159398,-0.08397513718187422,-57603350762,-298291002648,-8719135548,-32841472676
2022-12-16,414172006,7206180401653,0.10332169935780922,292665102195,-284645002363,-29029254750,701804830
2022-12-19,323987461,5018051573386,-0.21774659729175416,-23447749615,86622369705,-9264675655,-7252377161
2022-12-20,358771039,5335838130528,0.10736087715444032,-103781513580,33909060964,-10256705430,-31076434114
2022-12-21,329724466,5102489702486,-0.08096130914290434,-104601708927,150210000723,5930134084,-4930789389
2022-12-22,553052921,9460858960619,0.6773184219820678,-4506398238,1002997910494,79588927476,7018680026
2022-12-23,366988585,5935798139102,-0.3364313412603782,-66547818899,277286184053,2888230220,20398289522
2022-12-26,427844636,5205750204132,0.16582546021152123,-37116880117,473269163300,26484175191,-17765057553
2022-12-27,448498792,7126994120167,0.04827489761961168,50235108852,942397070193,60737702943,-66862812880
2022-12-28,405893520,7566892910919,-0.0949952881924373,-310789177092,-768702329719,56865346579,-624487045
2022-12-29,361194425,6036542050335,-0.11012517519373066,-143667474477,-566107569301,14269000236,-1006283324
2023-01-02,346344799,5200137586818,-0.04111255593161489,5257042085,-166668802580,13169404718,-23713102319
2023-01-03,410245325,6149082624890,0.1844997418309724,88281512217,-353593534171,-1797629888,6457554831
2023-01-04,412841149,6487597995523,0.006327491970810284,260982147454,-189658412790,122390319528,39544825739
2023-01-05,430977022,7521178466245,0.04392942187068671,502342984329,-382313259859,21569199466,41987663170
2023-01-06,398606581,6764112169245,-0.07510943588078345,315749154598,-25423582718,76575393836,88457631466
2023-01-09,342095527,7028980630776,-0.14177150276402484,657331070270,390789112816,86464426490,47349479088
2023-01-10,359914195,6702908456279,0.052086819597614964,-1955421808,226598815499,36569233912,1707120467
2023-01-11,369010952,6297145034283,0.025274793621296254,34916836086,209295574218,13944886180,887169619
2023-01-12,580433350,7837776879492,0.5729434230992689,485839519925,-417451553356,30052717345,-59584049512
2023-01-13,862230157,6976741116461,0.4854938245709004,571527979144,159462821208,22933461293,30440336186
2023-01-16,517762227,6532806968677,-0.3995080979288921,300049168157,186225911578,15197634577,-551930336
2023-01-17,536811108,6314017773643,0.03679078929796087,179169806275,-164858893953,-7530401840,-53369898373
2023-01-18,537392995,5498577136647,0.0010839697452758035,73091904331,-66670959296,-52747443860,-36943462243
2023-01-19,370098909,5448179058653,-0.31130678582812565,572094289426,-174860196255,-10879928754,-80966651984
2023-01-20,302506895,5025541430084,-0.1826322973570289,231019489511,-14319139613,5360437888,-18699191936
2023-01-25,550087246,6665406114846,0.8184287865570801,768164444052,38041461158,1430289427,3921901023
2023-01-26,486831888,8206398683439,-0.11499150082094434,812270694693,103429680765,102361649427,9855666079
2023-01-27,509288123,9092446576759,0.04612728860521975,973962363247,275038763047,-5958689914,-3608051218
2023-01-30,475410252,9220413382464,-0.06652004920208987,15451352757,-273468134363,-87838601431,46355820147
2023-01-31,617195639,10394784014909,0.2982379669002173,-475136216346,275797054765,-101995480209,2148887413
2023-02-01,666296326,8596020942471,0.07955449438941997,195926250867,-52303870976,-3520884562,-78398404138
2023-02-02,693116445,9121677725259,0.040252539228319284,555702432620,-158531851006,-18378820063,-75852117933
2023-02-03,496860518,8027060871807,-0.2831500080769257,586758677762,-63039555079,-55521002201,-44471545507
2023-02-06,566819415,7671311282395,0.1408018839605203,-313375546418,-513915684792,1292527326,59431451490
2023-02-07,451159027,7594010675216,-0.20405156375950884,-57899119596,-261338907204,-24874093917,-3976087428
2023-02-08,415677405,8001678048694,-0.07864548834573137,592588968439,-54384591585,30061993647,-26298095420
2023-02-09,610694361,8986377129166,0.4691545743266945,150077469726,-318124460505,12472107301,-10216610685
2023-02-10,662365593,8402618515942,0.08461062570708755,48792690878,-505073560104,-18575051438,22680815311
2023-02-13,486398581,7371040643718,-0.2656644817599999,67142363935,-234600036058,-91062627469,3545391321
2023-02-14,349432106,6738873534337,-0.2815930809633673,60914632775,270695541397,11472385094,42074902145
2023-02-15,387066656,8758717823542,0.10770203811781398,-268652657440,-556773984422,-61306382157,-55446570937
2023-02-16,388027117,9170362763358,0.002481383981574492,69569379732,747741101358,32367503156,23358194703
2023-02-17,514047410,8364504360476,0.3247718715493795,119555409770,-384129751672,-15842135074,389997102
2023-02-20,390012511,7535474328847,-0.24129077705108948,-315404093934,189609007451,-23687266851,14405395860
2023-02-21,494660925,7333623297130,0.2683206590775238,29870543937,-210716054091,32072256514,36826751727
2023-02-22,427481883,8386250227119,-0.13580826502517862,-195119476219,-507031613376,-38575609410,-43148744788
2023-02-23,400991556,7451976722535,-0.06196830334444836,10865840744,254470163591,22017980740,-6741568660
2023-02-24,369900381,6991100390024,-0.0775357349420096,-300375029409,-86813841190,-2252160028,-5704023599
2023-02-27,357218105,6598229950675,-0.03428565270928985,-324862519029,-450193487982,24596019120,13165167304
2023-02-28,529789810,9274200246571,0.4830989879418346,-286814070363,261336807089,69060349115,43698239338
2023-03-02,428342155,9660273967406,-0.19148661051068538,533327276233,-263656863491,59053530345,5099325887
2023-03-03,371881849,7845380172919,-0.1318112292730096,-90856850044,12402292894,24449713686,-22650316184
2023-03-06,418813757,9781226495947,0.1262011257774509,327077832562,352158082087,29365414870,39342421635
2023-03-07,450481378,10732465515437,0.07561265710763165,340645921439,-284303124880,69140064063,66726943673
2023-03-08,438358914,9967055495184,-0.026910022460462257,57685403343,-945390300197,-7269292098,35157310419
2023-03-09,476374647,10357638632974,0.08672284693177246,-973156439120,427483970101,66549291352,53566407460
2023-03-10,413411029,7875520120082,-0.13217247894386785,-326470175540,-340476716286,41076391193,102505023904
2023-03-13,380739619,7702302033185,-0.07902887854498919,18632896391,123109245176,55897538754,92242816304
2023-03-14,485075534,7794604350782,0.2740348253592175,-639754868982,55506808455,-11180382567,58012670657
2023-03-15,443751262,7591756283752,-0.08519141680726372,-74597011259,246305779712,26516499218,23114709977
2023-03-16,320194084,7865786658708,-0.27843791912416016,-88667303615,-134669248037,26445001521,71323110401
2023-03-17,364175642,8617060403941,0.13735905876387156,80096196090,38882770186,23926207492,-20192849188
2023-03-20,346033948,6072911062048,-0.049815780924744035,-206160430368,98966686623,19652641623,2406250066
2023-03-21,355194640,7269040131335,0.026473390986482048,-55738649490,86287001422,27179255583,-2093270570
2023-03-22,501412159,7890323068701,0.4116546325135988,203985913267,99644062643,15849178122,-10437089136
2023-03-23,567703733,10367436910717,0.13220974563562593,214461898343,174543486242,4974834272,26266196533
2023-03-24,470659232,9248183928115,-0.17094215760599907,124284974879,-306353026592,37912359593,-978431835
2023-03-27,472847242,8534649614320,0.004648819891840628,-94607071810,170697781319,-40947330830,-10528162565
2023-03-28,524016141,8812617627205,0.1082144389455908,-41416558808,308730947217,7868591050,-18677792124
2023-03-29,497218499,8829888945168,-0.05113896291221309,28626612543,203110824722,17520536222,40872484357
2023-03-30,629052032,10846639791891,0.26514205176424865,263169289168,-62106224326,-18746992055,4930788841
2023-03-31,722612208,12903370005323,0.14873201458794427,687669960707,205551189201,15176586139,8115380607
2023-04-03,811723687,11300345587698,0.12331853518865543,-164098297315,-331850346868,26773822103,-14772924822
2023-04-04,832555311,13496867045151,0.02566344229400319,-312696736465,255809541778,43036543221,-69463515953
2023-04-05,632719928,9811876730903,-0.24002655482429558,-17512189534,329468507910,25358774991,-31179436869
2023-04-06,751378076,11332652707404,0.18753660624389257,-491513637019,-484667797797,-49498833193,28357773647
2023-04-07,586992797,11250171223896,-0.21877838101839964,695129396419,122462656364,70992895665,14708973054
2023-04-10,717648069,13539855326610,0.22258411460541305,740467175649,-57200271267,61961579885,-14367167712
2023-04-11,768175552,14050594716001,0.07040704933604447,187145478632,218523293294,-18174705181,61531935197
2023-04-12,900749506,14426258754523,0.17258288636605812,235247529238,-197049745959,21658167742,-20848581433
2023-04-13,841719152,11996436001118,-0.06553470593854538,-346259926990,441455434059,71607273848,-8705388542
2023-04-14,892445555,13088200741018,0.060265235594876954,187097208167,234184125931,-61598452192,73643229275
2023-04-17,775752420,12793677906915,-0.1307565871623395,-16806833778,-272613433176,24085781854,-6906690647
2023-04-18,896932434,14106396003998,0.1562096499808534,388773533830,-547473322937,-57339046389,-34261345421
2023-04-19,956994366,12750865238015,0.06696371958826952,-6936407712,49880594175,-10175602887,46122628274
2023-04-20,951423099,12415524184621,-0.005821629884078083,154240345500,56385023665,-44165597440,-44472340833
2023-04-21,970397971,12614672834698,0.019943673871218426,277815540314,232381766114,-164737652740,-40182438766
2023-04-24,927191299,11589467033126,-0.044524693261132176,-33457709260,248757171431,-76726733066,-38771401129
2023-04-25,886421798,13681150419767,-0.043970970223697114,8604656152,48669797443,-83562128478,24363084183
2023-04-26,1089215527,12397513675358,0.22877791301788353,-92523705480,-61995042805,-47539128616,15337684269
2023-04-27,733499935,11142114587400,-0.32657961916842926,280050131380,-571762522657,24805635641,32395984842
2023-04-28,777535095,14024831081451,0.06003430661517384,297814133693,-347261655590,9575342784,-20026036599
2023-05-02,701398536,9942386589950,-0.097920414769188,344755441541,191934854548,1195030937,20220427019
2023-05-03,889609358,9865860702590,0.26833649108158397,-91428316585,-191638189873,-24640022215,-19957725851
2023-05-04,810178245,10020006022499,-0.0892876320215148,39620053616,-261001434456,7450229244,-63699621016
2023-05-08,655536077,9213044478015,-0.19087425385015122,253039407363,445863292288,35558512859,-112003330086
2023-05-09,751646926,9351366513394,0.14661412601399815,115245569286,14371563962,7424806742,28258174569
2023-05-10,635635038,8906696780352,-0.15434359402941267,115506924875,-111175213083,-4684242130,-61461501851
2023-05-11,648134386,9002406636659,0.01966434707458653,1829048943,13706685978,26152016461,17623274813
2023-05-12,798229990,8589238141803,0.23158099190867487,-247467835960,-61425594326,-13548821653,-34266627
2023-05-15,484564791,6920284584591,-0.3929509075448293,-49794741705,91931794877,4991779430,48066738562
2023-05-16,628743773,8086955877418,0.2975432484528162,228307061872,-12011852011,-1689197625,902871183
2023-05-17,564411579,7218305741975,-0.1023186181121829,164026155252,39718012319,36099119311,57824376465
2023-05-18,572764581,7782864340886,0.014799487308179371,537880037713,-84102266428,17219251298,10270990698
2023-05-19,570097445,9199949186896,-0.004656600789356369,557944304348,657033592539,16815142051,-115962172315
2023-05-22,593619969,8214575194453,0.04126053222357462,299464059431,517409559650,-8779370836,17149190029
2023-05-23,576045359,7443352810396,-0.029605826821503034,-53533549246,353891619369,-16820874351,45130308340
2023-05-24,1072440018,7900596208889,0.8617284233688272,93525128152,-138744802065,-32629028741,39268859617
2023-05-25,917553486,9416538885100,-0.14442442411730294,224437924587,-484818196190,-12419225686,-83975340772
2023-05-26,634759104,9401899255628,-0.3082047927612581,911282987135,-315721124515,-35711185502,-103227385735
2023-05-30,641646565,11066254182072,0.010850511566668386,675135916966,52958933936,-70407557933,-23858403022
2023-05-31,686186797,15135110642978,0.06941552317045452,215604239109,-34180566216,-37316050290,-74439754507
2023-06-01,675233437,9168501896122,-0.015962650473439477,-8205036565,-152252525102,-64976192345,-89826988954
2023-06-02,569619542,9383534584159,-0.15641093762955938,372752069025,186463661511,50570760983,-41529220660
2023-06-05,545879707,8566306664573,-0.04167665125505826,-19511906838,299452398505,39623511662,32891565367
2023-06-07,537616723,10152915448875,-0.015137005266986359,-40297072056,403418041044,-5509195087,-27170606428
2023-06-08,581325177,11473710023538,0.0813003988345058,-383832936768,229040953612,31205733976,22177453652
2023-06-09,583219035,11128065460568,0.003257828965491427,480810929824,271638764439,94071048993,-2906622654
2023-06-12,557056391,9365137234910,-0.04485903653676182,-341957675948,241269506568,-24320651857,-153734992963
2023-06-13,694320536,11153307465910,0.24640978403208025,136776442548,429108675209,-10779867124,-230651198473
2023-06-14,654404452,13100475117196,-0.0574894186911965,112802666646,-6524523412,27831824145,-167941948800
2023-06-15,582437342,11513806869991,-0.1099734419288455,-64115208893,78906405394,-16651753314,-209919065873
2023-06-16,673673049,12620601901546,0.15664467303334417,427969606564,-121576789697,6384164616,-107997759965
2023-06-19,719549044,11096633448246,0.06809830832344899,-360412510734,230000882639,-23908851758,-196699304751
2023-06-20,722540797,10880371631739,0.004157816656066515,-281237544346,54014798597,-12371268810,-92494181083
2023-06-21,659798470,10654263369764,-0.08683568770165928,-199981783736,49997720039,-21982924145,-96729857377
2023-06-22,613221379,8937920367446,-0.07059290543671615,-106795277995,79027112090,13416725259,140391408524
2023-06-23,528307350,8548516965675,-0.1384720623055773,-187833176037,-391044002993,-26957872725,-14954388654
2023-06-26,481750510,8437663307773,-0.08812453584073743,15003253159,276121155644,-16122451726,-20915421468
2023-06-27,538509244,8592191725938,0.117817693643957,-108256746377,-161641055065,10904615920,118451158427
2023-06-28,488767961,8814328693756,-0.09236848495027883,-392267219873,87539481672,-8638474844,10069135500
2023-06-29,604508630,8824942470147,0.23680085078244306,55313840334,-228533249798,16699257815,24163096986
2023-06-30,510933786,8209120592849,-0.15479488522769314,-178358617166,189743384133,10497416523,48310428301
2023-07-03,618006181,8973590145582,0.20956217407004663,-13324597690,875654055437,64401304737,-217870021169
2023-07-04,674410584,9160795651560,0.09126834768663916,-59437290111,-3805616772,-1532098821,-269799977139
2023-07-05,601088685,10257664064971,-0.10871997080045825,255963611374,-578751096265,3462530865,-56753342379
2023-07-06,531900313,10291029204298,-0.11510509801062052,-168390181702,-559888748690,-54386264848,242707469584
2023-07-07,613265045,10367353235625,0.1529698893032989,-45069398717,-350592975084,-189686085346,16867127198
2023-07-10,561821159,9698695577307,-0.08388524084231808,-155682862763,-171553709084,29933482880,15771050352
2023-07-11,594134894,10596470857533,0.057516052007574814,268682955492,82297714481,18476209359,69080511617
2023-07-12,696924185,13229937627765,0.17300665562322615,218843259688,-74975559341,40968801970,29429726291
2023-07-13,585660777,13258009580486,-0.15964922784248048,217331353578,348976211581,130701114752,-52237443665
2023-07-14,569815109,14285300247019,-0.027056051254052194,615153686814,789473024277,14593734525,50471717790
2023-07-17,550569962,11732182232324,-0.033774371188181274,-164635714816,5687841480,-58337179548,-132453279875
2023-07-18,493202186,12003817042366,-0.10419706841907228,-155124731770,-252861392714,-27827559934,-2606983094
2023-07-19,440073850,11231685664367,-0.10772120949196284,-40280153577,-211815746061,-31643799987,48754019427
2023-07-20,372364710,9473223686191,-0.15385858532607655,162682219288,-271151831815,-19656863803,44302897232
2023-07-21,501871967,12258800016184,0.34779680652336786,-290353686137,17545949523,-7849825643,-7713771300
2023-07-24,529363268,19050421144820,0.05477751858573132,-170878002713,-223332929265,1892885189,-37238109281
2023-07-25,723471549,19204604621912,0.36668256513785913,-1353433695996,43905183219,-99706387904,-39124282022
2023-07-26,834106504,36348205551673,0.15292233005281597,-946729954145,248029110961,-131621068579,-18026845243
2023-07-27,594162667,24076448886729,-0.2876657067764574,82278490784,493123899887,-38620439415,-68439674010
2023-07-28,503267298,16807323601605,-0.1529806129673913,60211856009,-282895014178,-31609777270,-84250387368
2023-07-31,454242638,15688014180464,-0.09741276692291656,-292334454660,-83756810865,-5869470172,-37728782982
2023-08-01,493643248,15851940748272,0.08673912729434274,197811810603,265927039400,67499779327,-40045355102
2023-08-02,704673842,16001903871479,0.4274961621677038,-70146532016,-435205710984,-98655960387,-56359337376
2023-08-03,789416273,14921529311997,0.1202576652476337,-150843516603,-490710162787,-2610524450,-156511344288
2023-08-04,645750159,10971353099785,-0.18199031222656337,-245255348861,-148389181339,29789231937,-99918483580
2023-08-07,504070760,11894470648556,-0.21940280931467804,281066552709,-169245536005,-27169783821,-111208779502
2023-08-08,638418712,12435381687044,0.26652597742428075,-141897482016,-272797726575,-25243400368,-126543627395
2023-08-09,467526732,10326262318499,-0.2676800926850026,365704070574,-159030675013,-64682010361,-26623506531
2023-08-10,568155109,11349005297143,0.21523555791030158,-233144687241,8214190140,-47709033284,-57959444574
2023-08-11,675389953,10513465946903,0.18874219786343582,-190553271912,9618551605,52357085949,-61792240669
2023-08-14,624377647,9995329422745,-0.07553015228226234,-120195988639,-265060609356,-2502191745,-34198056616
2023-08-16,685135617,12025529175862,0.09730964952369603,-1898044111,-176359109572,-101930437462,18237382266
2023-08-17,735132744,10727642034665,0.07297405909055232,-1229151556,-135052905763,34867160839,-21794190917
2023-08-18,557784633,10776836338403,-0.24124637685843575,-108020298645,-186280989507,-6884108879,-29293162299
2023-08-21,399458711,8524817791134,-0.2838477660247768,-34008655799,36200932204,13796593680,-23363288732
2023-08-22,471808571,9270272191698,0.18111974531455388,-14806143234,-13252495253,33334206,-28011446799
2023-08-23,547169704,8577994375668,0.1597281983247396,20622541049,40541331832,-63778763073,-51835317928
2023-08-24,441140168,10099466159245,-0.19377815552448785,110643114880,121686813555,28619640312,47429944502
2023-08-25,577383852,8302851242350,0.3088444305983036,-191547704041,-180057268570,-19674114025,28197277830
