Date,Volume,Transaction_Value,Volume_ROC,Net_Purchase_Foreigner,Net_Purchase_Financial_Investment,Net_Purchase_Investment_Trust,Net_Purchase_Pension_Fund
2023-08-28,483587568,8221905557756,-0.16245048017033914,-13515475702,166541233018,80218616141,25465344457
2023-08-29,441365852,8275017288825,-0.08730934952405556,-161237154885,-5316486785,8275556226,21964499226
2023-08-30,364003001,7765444580940,-0.17528055387483854,-16495437008,222793338622,-11821751819,1330609779
2023-08-31,473168805,11334960549622,0.29990358238832204,-215735589708,300528170691,-51354930376,-29397802841
2023-09-01,493367317,10029746225521,0.04268775072777675,369057565880,-118803255584,-32221966497,-90160555822
2023-09-04,342072516,8699609485382,-0.30665752632333365,412832088423,25012921633,2769282705,-101863540232
2023-09-05,384579023,7590068827455,0.12426168432660645,161803980386,-111408717496,12306602839,-67695462635
2023-09-06,422126144,7626693242222,0.09763174472467262,-69319515554,-198330877385,923068801,-56426406209
2023-09-07,377270533,8325826544902,-0.10626115353802867,-5894909225,-63791459498,-31645708178,-57030681436
2023-09-08,396289098,7718992573949,0.050410947414226026,-355191007089,228982376829,-33738752044,-23745563866
2023-09-11,411070381,8340732785019,0.03729924208008373,23838762297,56398227660,6427668743,-27693064065
2023-09-12,359409844,8927207173581,-0.12567321652882602,-298118389282,123283453028,-43959317160,-20577765339
2023-09-13,417576035,9270998787030,0.16183805750184188,113314755213,81462358506,16126457450,-45074081410
2023-09-14,412509123,9577502570729,-0.01213410630713041,-517264544411,994284683103,94019052355,40530016080
2023-09-15,441729809,11995227354645,0.07083646002175814,47799868129,943236330232,38932624094,-2066687615
2023-09-18,416289507,8772091336958,-0.05759245013958292,-374504179360,-60941190277,25277139127,-10653468979
2023-09-19,462342076,7827324888504,0.11062630267065554,-1648570533,-291724601015,-458974483,-29168014311
2023-09-20,414667757,7571716473907,-0.1031148179556991,-167630100530,137388048006,991289389,-37567212618
2023-09-21,394676191,7803096968952,-0.04821104525857789,-68589734691,-611773313423,-49558658730,-16541773482
2023-09-22,433184441,7063027557662,0.09756922479268582,-127823596333,-564065051,3799839379,-79461316737
2023-09-25,438614599,7459544543909,0.01253544099475179,-132155489270,328953388694,-23986723292,-160438365030
2023-09-26,427476174,7060836784874,-0.025394560567282842,-42589254898,-315819353060,-15192809548,-38308362599
2023-09-27,366240767,6761281210971,-0.14324870185630512,-28216151255,-111375678148,39597810867,-22779748824
2023-10-04,424858687,10244656479390,0.16005296319183393,-423020397616,-340373546941,-31506596796,13924326296
2023-10-05,451722351,9141360528268,0.06322964510785667,-272074189365,127213157765,-1387675662,68030280875
2023-10-06,289391533,6522751201215,-0.35935972094504576,-326292992970,209017332668,-11469949318,2768252958
2023-10-10,416004097,9505946256101,0.4375130215022567,-207849178935,616440392286,-11463561654,-15338673947
2023-10-11,446948721,9140842858822,0.07438538279588136,-119608607595,452762534467,26281767162,61435564790
2023-10-12,515451710,8929118335738,0.15326811730601198,-57984808125,112937299012,39077522626,58458289216
2023-10-13,582883748,7164460134351,0.13082125190738036,-161143598642,-215288982296,-44677591430,13460559607
2023-10-16,788356048,8393099868062,0.35250991420676914,-210561334134,30844524784,-3895866712,7677329
2023-10-17,509375162,7711249611593,-0.353876762546255,428197231319,-125328213663,6290701834,-3265771520
2023-10-18,911545886,8897570511380,0.7895373665667664,346054496522,-16998260843,12624213597,-33366749309
2023-10-19,756946720,9054474474683,-0.1696010791935053,-138060396256,-165687461602,-18619309272,-25972480849
2023-10-20,521208061,9295958394523,-0.31143362243514316,210262201578,-33484841601,-23356612466,-15807856229
2023-10-23,395930159,7117567308934,-0.24036063786051076,-258377348505,137787308251,-12535026557,-29639933856
2023-10-24,444165247,7949284788809,0.12182726398470689,-154286881163,-34645073508,24992630141,29204055296
2023-10-25,440806736,7832203371912,-0.00756139977786241,-345705352463,-59644597356,59667258939,-40605774771
2023-10-26,531072827,9251519468286,0.2047747541680034,-479956349898,176971543463,-42161800785,-1442681989
2023-10-27,514875992,8009947757095,-0.03049833125805923,-380132598990,183019531733,8392948190,55811842429
2023-10-30,444842306,6954632697493,-0.13602049248394554,-66328418195,52459625770,1395609395,11140504061
2023-10-31,394982283,8233073267951,-0.11208471480228321,-327330060695,-32180808742,-5614830315,-27733226134
2023-11-01,358157301,6739277694118,-0.09323198428117851,-127321127007,370087710828,36155663302,27148167996
2023-11-02,377461502,7679304707201,0.05389866672018506,140098215614,232919149444,43251095939,-26207914278
2023-11-03,578661884,8040958355185,0.5330355041081778,133973051936,64326363211,46721279590,46060022904
2023-11-06,528584832,15225479879466,-0.08653939957794077,711542082199,317813942118,-40670034237,-26369617725
2023-11-07,457675546,12086569930572,-0.13414930150700954,411153564934,-273785493453,22198230036,-91882947671
2023-11-08,467217484,7667332335588,0.02084869528947908,-13714797057,232626919138,-2639601913,-138541348838
2023-11-09,395030998,7288448335831,-0.15450296376323114,283213236683,45294106275,20197957420,-66663851463
2023-11-10,312467956,5825602011829,-0.20900395770966818,50419710381,-74056490487,5027214236,-75164072675
2023-11-13,307123090,5934172518663,-0.017105325193729648,13789995380,16204094102,-27512021026,37279199726
2023-11-14,306963703,6382101015771,-0.0005189678184078783,-91051423175,568362717408,24327135840,35544981079
2023-11-15,419843260,9328219011281,0.3677293305260916,554363163844,1096206965141,33571058162,-47933820931
2023-11-16,407440839,6806413707780,-0.029540598079388025,457124771783,-161164421687,186561962,60383627461
2023-11-17,388973752,8129523115949,-0.04532458514793114,-75238474139,-81675366334,-37321048424,-19315939507
2023-11-20,323806345,6586444840432,-0.1675367725069531,99964854525,354642393309,9466020611,39970751088
2023-11-21,345054695,7713376763040,0.06562054860290023,352944596175,115083789166,6089359018,2598939340
2023-11-22,439485471,7755315532472,0.27366900774962644,142986688363,-93440363943,-21130474454,-14890996375
2023-11-23,360873812,6577868002160,-0.17887203147154773,118534036045,-7730491623,-9415175381,-61286809145
2023-11-24,359382702,6537960544304,-0.004131942940764022,-214753070468,104016378133,-14552541225,-36743353134
2023-11-27,364743731,8376475664368,0.014917326210096782,-106312974140,227072477853,-6079973448,-3053823423
2023-11-28,443089715,8753423571555,0.21479734219201707,-94681286706,481503494233,38553770729,456656053
2023-11-29,579271100,9428200342491,0.30734494706111604,79866148864,-243514726125,6570736938,51627599035
2023-11-30,664284035,11992488473054,0.14675846076215437,125286003802,249428954882,-8125593408,1778071116
2023-12-01,516596238,8837749634076,-0.22232627794524673,-176685634680,-298975062863,-49335911087,-32095023693
2023-12-04,498860818,8772366761173,-0.034331299176050156,257073620970,134669829553,14744581721,9682279634
2023-12-05,427066848,8300521654842,-0.1439158326521447,29410123845,-229485849079,5375995538,95674873924
2023-12-06,390989432,7685319935995,-0.0844772104623771,-145740273723,243898760883,-2897283516,-30786894530
2023-12-07,446877270,8127635646232,0.14293951044692177,36060258561,-202986955797,-19525997049,30629380367
2023-12-08,431796634,7916793470777,-0.03374670633840915,203839352110,277014165519,33774736433,83565047318
2023-12-11,435003610,8260507908287,0.007427051874610013,5342310158,157320811611,-23683207663,27083471747
2023-12-12,378033628,7732529685587,-0.13096438900817398,74912663432,657593447208,-16138043973,-55948709324
2023-12-13,377934427,7513616958089,-0.00026241316288400096,-130864026577,64103027249,-26289983091,57100772435
2023-12-14,530123485,12960670969677,0.4026864109947834,625199591344,322736997346,145556951118,159791041181
2023-12-15,465313553,12873295143562,-0.12225440644268004,856547128458,227748688975,56582565051,32437027401
2023-12-18,384828383,10181567999906,-0.17296975229088163,59377574402,-184339190353,17396007377,43159464303
2023-12-19,392497373,8418110713633,0.019928337770241944,-92128963587,133439163151,-25045227011,20169403822
2023-12-20,570423377,11202542825393,0.4533176939250496,480437624933,1096667203226,33337206710,9714347547
2023-12-21,578334789,9467808991589,0.01386936847085063,13090104788,179404321003,-34617536391,-64993753419
2023-12-22,465967201,8848287882829,-0.19429505216916843,-37303203376,377386297887,-49297684267,13269625657
2023-12-26,440428129,9582765574870,-0.054808733200944704,82263319958,958563425351,-798990823,-28109502226
2023-12-27,349733378,10359763878782,-0.20592406576283873,224943524117,-285766148894,-474021395,-13529290475
2023-12-28,460086621,9418929602384,0.3155353476155771,701651627032,785403465107,45360139712,29680611113
2024-01-02,409871688,9628190129018,-0.10914234561061054,228169008331,207003722486,-45651530761,-48757352917
2024-01-03,463131608,10121578328315,0.1299429103285612,-97306133000,-1026322831153,-82922074334,-23322437270
2024-01-04,770176172,8992273956601,0.6629747542517115,114904769078,-573620655840,-101652149900,-51803099856
2024-01-05,522289892,8384472928787,-0.32185659464936034,-51007262023,-225719711532,-47365153570,-120251638647
2024-01-08,320143990,6763632029996,-0.3870377449311234,170001896263,-252660239524,-60224900997,-69842222660
2024-01-09,791214273,8896714487368,1.4714325357161946,65561520138,144537343691,-30452817222,-123929980993
2024-01-10,570021066,8795834820834,-0.27956169971670874,-23772970820,17558623393,-40309700084,-88601071428
2024-01-11,788422596,13669889824902,0.38314641866235877,2296215818155,-424099929438,92631377706,-56890552755
2024-01-12,790177187,8368765827550,0.002225444842526958,-211917387709,-53291793982,-44027256870,-65731730497
2024-01-15,802102006,8182706743844,0.015091322802261553,-49758040039,189454428492,-38977120453,-75262965119
2024-01-16,659578602,8828509480164,-0.17768738007619445,-183870174147,-287720521078,-31179346966,-83150626229
2024-01-17,965595357,11281597951689,0.46395797873382194,-905570812638,89850072093,-26931353592,-81359132204
2024-01-18,571507487,8300177532644,-0.40812941688575244,-132614594405,-11955621903,11780753905,-38692383388
2024-01-19,518806918,9174537029762,-0.09221326089119108,702835503195,-105263100052,-38034751727,-75358587043
2024-01-22,388045571,8419915774574,-0.25204241204817546,300054481529,-21916102074,20482718153,1845425801
2024-01-23,472284165,8029400288499,0.21708428157784598,141101944737,137826000283,9801457112,62362891350
2024-01-24,395463694,7446526589060,-0.16265730823306346,72596902146,-35392768573,-30480446493,-6129803897
2024-01-25,357233504,8124338284896,-0.0966718072481263,45736559913,122082416451,2018862992,35308436380
2024-01-26,292662412,7144493302087,-0.18075318041837418,378937746349,-107631918798,36249499311,37543912204
2024-01-29,427439639,8958520572993,0.4605211379177727,546796241753,-5753762947,70986827780,88985971442
2024-01-30,481808939,8734431084623,0.12719760883009723,-13424075615,80957806616,21539683447,59507512094
2024-01-31,454574443,9000429911787,-0.056525510000967394,89167046947,27968112155,-280576421,8363215432
2024-02-01,751074606,13462481624148,0.652258761058417,1045216260522,64529536631,146513087376,-44509005586
2024-02-02,596121129,14368149719486,-0.20630903476451712,1934414924457,410083967699,65644912089,132048261589
2024-02-05,511677820,12476233311073,-0.14165461496332898,179461153528,-968004647963,67433199407,123946876000
2024-02-06,411617635,10386506269960,-0.19555310214540866,337846675502,-36523993515,-58257628092,-53133920957
2024-02-07,518182343,11491680255121,0.2588924743226806,538978673981,622454091628,-25330361669,-4488688516
2024-02-08,430009355,12493447627224,-0.17015822555729188,411334368377,170359845697,19339886087,56020020407
2024-02-13,559385295,13294428567621,0.300867733447334,960754764596,775036364488,-110219709029,-90423236839
2024-02-14,543525036,10107666432067,-0.028353013820286432,107712265234,-470713672239,-37644681117,10495829718
2024-02-15,621363093,10691023734593,0.14320969935964456,-9300908897,109423964906,-32521350908,-16150453454
2024-02-16,593841761,10221803977167,-0.04429186784674388,564332004874,276995926045,14433252751,5759449020
2024-02-19,422699048,9820891305363,-0.28819581955941287,615818658989,308694635234,39642375053,92021674096
2024-02-20,612668186,9999238286778,0.4494193656192005,108100424187,-235238168186,-52939992009,4490071306
2024-02-21,562144348,9150151196628,-0.08246525469171329,-64775807045,82532801604,-23285416426,50767809671
2024-02-22,456396847,10278918996172,-0.18811449652785617,169401662585,120718578274,-15650718952,-48461557762
2024-02-23,415376166,10282074497042,-0.0898794136498493,146513959251,88295019877,-11939678140,4438819180
2024-02-26,531661427,10950640820454,0.2799516932322015,119241482008,57616042097,-68806104315,-18713777280
2024-02-27,574301706,12634501574691,0.0802019421281055,35893174343,96777588677,-39228185895,38556958308
2024-02-28,421552569,10266442750037,-0.2659736779538663,477877464276,76639185114,4945486310,-1281253923
2024-02-29,496064469,12975398337140,0.1767558911496041,179490233297,-445242401174,-37925464817,16723307982
2024-03-04,404014324,12680157695305,-0.18556085096270014,770225637938,-43513838625,11319634698,73931939075
2024-03-05,457237152,12207053152140,0.13173500254411774,85533627777,-407198329961,-72997670191,34085214971
2024-03-06,378993989,10533005950271,-0.1711216218055701,-377379623759,-132125741387,-51006404764,-24711028395
2024-03-07,462910823,10871921043030,0.22141996030443645,-324588467680,41853533217,-26515067376,-14115908194
2024-03-08,454259855,11479440624975,-0.018688195587943768,182117355683,672494732816,-13318613139,-15234742937
2024-03-11,391384816,8856058910332,-0.13841205272255463,-106181568240,-38700956515,-54255192239,27596986702
2024-03-12,403969278,9731030845026,0.03215367966651006,-372260034957,475106035607,-48028409585,-23520120205
2024-03-13,498759769,10957571435594,0.23464777190309016,334780333474,40228954152,-176396213000,48287264219
2024-03-14,609288045,14142602900461,0.22160623785195477,472611203728,-186256274148,-37065139151,136617262166
2024-03-15,584947718,13235768120641,-0.03994880122750477,-1035477088374,14606140982,-106124077599,75833319845
2024-03-18,408182483,9523805666900,-0.3021898018584971,-86899513299,306873060469,-899914637,1395248889
2024-03-19,695865617,10702804612977,0.7047904944024754,-241440907481,-538775798395,-35396996074,18301934161
2024-03-20,720451805,12739395278981,0.03533180458893104,853830013360,555424568367,23926904692,10218348100
2024-03-21,825226939,14013557214292,0.14542976125932539,1878339613411,1096862478120,10202996486,-15368975587
2024-03-22,509545275,11532687277699,-0.38253921325270746,666788249828,-26332545579,-72132530851,-17959564694
2024-03-25,489620187,9979717463873,-0.03910366551824074,-43286028618,-141536486321,-79833518248,10313948958
2024-03-26,448300913,12188273305400,-0.08439046243818371,623038803749,709984907492,-45568972334,-83112767384
2024-03-27,510644016,12461944297042,0.139065304558057,292897572586,172526141112,-68364828056,85111846153
2024-03-28,419277948,11925008942773,-0.17892321291786173,73487346552,-189842652476,-34140067486,-671097806
2024-03-29,495495575,11190102648960,0.1817830567134906,782349262630,-117410797384,-82278583086,-77790551674
2024-04-01,397600506,10066834746484,-0.1975700166444473,270726587745,127609421735,-43473379591,-4839075428
2024-04-02,630392908,13116888253006,0.5854932236932313,1006459481239,-253080099477,19967817486,-116722698136
2024-04-03,640806255,13257039663440,0.01651882003723304,531578062,-595525754823,-99269272338,56271725959
2024-04-04,477952756,11978193544511,-0.25413843533721436,586429000048,-33795731478,-4016363006,-43559657516
2024-04-05,621030559,11293864180906,0.29935553504790335,-113075128415,-383323957165,-62186516304,60407304303
2024-04-08,620652526,10560913230739,-0.0006087188376183716,206097245883,-204863192855,35816006554,51208702671
2024-04-09,470183666,10037704753832,-0.2424365545883559,303574082588,53173111089,16762606397,-3594160472
2024-04-11,561333352,12789892903761,0.1938597458636515,1065090769092,-1302702364100,104126540855,98875013081
2024-04-12,514575252,11903471260891,-0.08329827513972476,14607221018,-556272267872,-38180264801,38901923580
2024-04-15,561950019,10506647345531,0.09206577039192698,-238067563594,-31416184970,-9752284617,52468571584
2024-04-16,570212078,12257738700180,0.01470248015064124,-270261774041,-79588663622,-91530079344,22980198501
2024-04-17,414348111,9779317782734,-0.27334385400373784,-169244660806,-129364889953,-26296801166,-39210361102
2024-04-18,478786204,10571079673653,0.15551680166824755,574595483298,-81879476001,44505115327,18849862974
2024-04-19,809473426,14044807236711,0.6906782593927874,-348922412029,-630395611944,-7212402476,65608826735
2024-04-22,401892185,11021071197748,-0.503514047414819,-750441480764,631278289048,7751327836,147385476380
2024-04-23,430275765,9948338030037,0.0706248617399714,-25292878480,42341247741,17371773643,36406688137
2024-04-24,325739636,10227694656817,-0.24295146857736694,492409326963,222341751341,41659091754,56511371856
2024-04-25,334062359,8987958983331,0.02555023116683297,-289241084594,-408177723698,-54408070716,43689175152
2024-04-26,450520678,10148866094724,0.3486125145874337,473101745658,21394724435,-31278545362,68613364520
2024-04-29,470546033,10491387518238,0.04444935821569551,345192338843,253652931479,24783141696,81079168766
2024-04-30,460083516,11347130197832,-0.02223484264290887,238400241471,173358046832,59908474116,11678673739
2024-05-02,351087270,9059052787751,-0.23690534915839068,2674010328,-145513004804,19372105745,-2122962625
2024-05-03,338612027,7850446650277,-0.03553316814933216,94476971612,57001136004,-13838084914,12629640424
2024-05-07,532203424,11153672379482,0.571720380741231,1115541775806,792709519219,-23927915909,-41010585708
2024-05-08,436315210,10293632989622,-0.18017211027939573,400078362230,90059882225,3997296237,-11754431659
2024-05-09,423810541,11102793125978,-0.028659713696435163,-358695409642,84720280682,68042480247,-178895760745
2024-05-10,586133434,11566879277171,0.383008154108182,148283671541,399905368913,-4277000835,30362348178
2024-05-13,625277713,13054660270065,0.06678390402141776,20102584195,73704563018,-12863342247,-47682492630
2024-05-14,443295551,9491099959143,-0.29104213730387674,84516691286,113661803101,10175792200,-12775451031
2024-05-16,521841311,13253185991139,0.1771859875940871,425686479323,680881393070,20138752277,-68611125297
2024-05-17,575936318,11008339216044,0.10366179499345929,-241485968936,-18961498104,-6162987108,-85629787897
2024-05-20,582071105,12502253995995,0.010651849533128477,-16080521471,464617447809,50160158193,-152220019292
2024-05-21,560818982,10490361130914,-0.03651121455341788,-106647594020,29634389785,-68433902903,-222971668307
2024-05-22,484723878,12378510253371,-0.1356856783424638,294146319727,114018945972,-9654005532,-82718762426
2024-05-23,428079461,11449262184318,-0.1168591430521605,361785770316,-265533032179,-18517954611,-120026660392
2024-05-24,501638731,12363444691766,0.17183555087684987,-313508413753,-750502624066,-56139454255,19663305533
2024-05-27,556709910,15847767781392,0.10978254986455571,-136693600243,376043691372,24060689470,-31889385495
2024-05-28,440956718,11586995502162,-0.207923713806352,44235878679,-15319724316,-9950412122,91413317565
2024-05-29,438980914,13076460910800,-0.004480720940053806,-1027365764660,-227779199187,-28666562594,19495675617
2024-05-30,372741998,11132062547655,-0.15089247365319391,-784858278876,-346763215076,-35263388378,-11311011216
2024-05-31,613717789,16353906904146,0.6464948739154421,-1336890482643,1016862679550,1846432380,35726932921
2024-06-03,782329142,13995552060921,0.27473760093338284,189037408029,239275400050,14675655173,-87898380882
2024-06-04,773459815,12649033157359,-0.011337078633330555,-211346468561,-145614010159,-51292937456,-56759701617
2024-06-05,881481171,13624987518166,0.13965994600508114,591569475086,-278081999524,23426254515,-28481749691
2024-06-07,783870642,12465269602613,-0.11073467274322524,286091533818,250291257713,7850912166,-75792233751
2024-06-10,506891681,11327687402104,-0.35334779255580284,16955223849,-469019250768,2815508326,-42084005040
2024-06-11,558892980,11776520079436,0.10258858243128288,-223954814991,-161349036409,6004198584,55170078788
2024-06-12,511008858,11839575564352,-0.08567672830673234,234248937013,75504916231,-31391354851,-39944640603
2024-06-13,700027275,19135858383663,0.3698926428394711,1544900451947,-365296485696,93869481202,145754851993
2024-06-14,644979251,16187046354733,-0.07863697025233762,731514243231,-387073670154,-30296646285,26248186801
2024-06-17,593985068,12457645927392,-0.07906329222364394,-137445870011,69937951278,-38586060425,-104814523216
2024-06-18,561975111,13269477858739,-0.05389017119198025,649277308961,4851659863,-61083195488,-86674294484
2024-06-19,646706151,14069563614982,0.15077365232283402,275707341054,737353180003,-33536889816,-40867759683
2024-06-20,758165860,13576969980405,0.17234985136240022,496594265759,238199196419,-54302043687,-12058234062
2024-06-21,631143373,14492984699807,-0.16753918067479323,-342445470613,130975705710,-20531474845,-55625807230
2024-06-24,594166310,11082706901587,-0.058587421783798055,-529881015279,69441491634,-18088421801,-40610700848
2024-06-25,714242157,11767747562752,0.20209130840824674,60954213464,245808229654,1104857609,-69786241878
2024-06-26,535034373,11325142857725,-0.2509061979101298,433534373080,-199815635146,25277874885,-57566702430
2024-06-27,397169222,10271109212108,-0.2576753157502275,513619005559,-667570008216,-8276939954,-49150461166
2024-06-28,610550442,11020137988129,0.5372551753267527,32153817876,307069087195,-8248546170,-67354281714
2024-07-01,459218341,9945336827186,-0.24786174997151178,-63341087773,125994819722,-18725047300,31781348253
2024-07-02,538842197,11648477198292,0.17338997355072983,-33276899038,-194928606513,-59832305081,-2260295343
2024-07-03,340337982,10243957490730,-0.3683902561922039,101432171198,124207281720,15688502665,31642026271
2024-07-04,393738620,13067110367346,0.15690472654915144,321797560335,1014506279391,-5162319581,73082580326
2024-07-05,378159145,13142275173526,-0.03956806421478287,1313046071755,1279220993011,-7108346526,-9650906892
2024-07-08,425055594,9938577085762,0.12401246834847801,528365149893,-205357170635,-28226073262,-47534558080
2024-07-09,456429222,11241863704494,0.0738106460492789,327440465551,134507037139,-53028077615,-65384088183
2024-07-10,472472909,11841458957088,0.035150437848170846,526916178849,170882373801,-67403242003,-71942289050
2024-07-11,462216873,14649701388722,-0.02170714088498138,610465724200,-218632389860,192199677423,-24089116123
2024-07-12,408178316,14085702513511,-0.1169116926633702,-550065832517,243498669699,-39330074671,-15959715340
2024-07-15,424457898,12165673099287,0.039883505227651606,-76964828774,207102525851,-31056527583,-72565329112
2024-07-16,677904823,12660325755248,0.5971073366621629,188336561052,192344330530,2143664276,-51740833718
2024-07-17,549094120,13923509175223,-0.1900129614507846,-256583993492,352402488989,4754932181,-196991401688
2024-07-18,658374570,15548196201712,0.19901952328318506,-349460754250,383194615015,-65524507563,-85407403428
2024-07-19,426207952,9585234666046,-0.3526360655151064,-420230986166,-73813572200,-102271310006,-108266329889
2024-07-22,463878258,10499644345892,0.08838480329433174,-85368275960,151951322199,-83764592286,-93564874878
2024-07-23,423403234,11526841676052,-0.08725354832215482,247048340465,-106391604649,25867469004,13683039498
2024-07-24,469221275,11053910300885,0.10821372469724677,-263538687756,6181282757,16199577051,-12685965214
2024-07-25,440318335,13673708697212,-0.0615976758513348,-676696224483,-267899826,-45715442104,-21567374341
2024-07-26,516467609,12971731709664,0.17294141067280333,-47288785165,285735021515,66778146327,5130738888
2024-07-29,456515695,10963602971959,-0.11608068532328808,447442245546,-95649741562,31245544893,21975444038
2024-07-30,392868090,10199651173207,-0.13942040919316034,-244858044756,-177360619374,-7090627249,-100431742352
2024-07-31,557090057,12197991898146,0.4180079043833771,149324995700,62441095900,4047743517,-53944809039
2024-08-01,480833975,10904975425060,-0.13688286308796926,440977425320,-214045251761,7930266188,25173277491
2024-08-02,531785136,13102123147549,0.10596414490053463,-847870930180,-327569958503,-132459647824,-109462612619
2024-08-05,763777757,18781701096636,0.436252548811368,-1523813795537,-419456771548,23447557100,235844512918
2024-08-06,567266430,15535848582551,-0.2572886225069788,-174155455632,-767265394740,140198858431,237212419816
2024-08-07,476990686,13081659609896,-0.15914169995922378,-18716243874,-445931439311,64953210444,32426918201
2024-08-08,495299005,11463675279196,0.038382969599536354,-519634723615,-418736729101,43335833798,85226342980
2024-08-09,475012051,9721686771659,-0.04095900414740383,152537242,-115612868875,37718158055,34021210450
2024-08-12,293083794,7601221663229,-0.38299714000308593,78501696596,89921761727,26044643926,3960511024
2024-08-13,378532151,8965946240835,0.2915492386453822,133323314718,-28516764667,-7649488765,-2248875325
2024-08-14,328748140,8867077142812,-0.13151858004262362,391761625312,-95053747571,-3977404730,-29044198714
2024-08-16,385851899,11192930297117,0.17370062991078816,1210790821913,233178847732,-15559717124,-2357676377
2024-08-19,395636824,9262568374795,0.025359276513499784,-119587392119,96704917440,-22660691972,-37701027259
2024-08-20,484188400,8954162720335,0.22382035904726605,292913410407,890635336,-13108035045,14505808864
2024-08-21,417329635,9378558424607,-0.13808419408643413,31111966566,163606793874,-49926784595,-64132505607
2024-08-22,441756204,8946316911575,0.058530636100165845,68658227680,79186890455,-5964946296,7471486834
2024-08-23,330591762,8285767864758,-0.25164206182829296,-295195213081,336610989652,-28194176229,14509555932
2024-08-26,333687885,9087411201066,0.009365396709431595,-466658102426,343377625793,7719858795,31745801309
2024-08-27,264056855,8050720479398,-0.20867113590294117,-407466927604,380792485410,8339642979,-18214989888
2024-08-28,280773871,10567478196675,0.06330839621641338,-343506502999,242472851414,6498887162,-32766656648
2024-08-29,288835634,11464719820380,0.028712653963445245,-420834592800,-85314301143,-55602532288,-28011649724
2024-08-30,278845310,10340760628054,-0.03458826690338357,-378965676136,421571523709,-12734537738,64139996341
2024-09-02,266992573,8669962668666,-0.04250649580586452,238731457949,-410571724502,12931563638,1896520545
2024-09-03,303460408,8978417447396,0.13658745106741232,-290652841877,-182763415085,-33003480658,3211590973
2024-09-04,455469305,11370290372994,0.5009183833958333,-988766131139,-566755340047,-68018071389,30786041031
2024-09-05,379002653,10189751207176,-0.16788541216844455,-585847610166,56112367418,-2909730265,52350112512
2024-09-06,374782188,8685310141898,-0.011135713606732933,-266149669649,126555897823,-29159169767,852444260
2024-09-09,270230978,7454380686929,-0.27896525861575894,-542156068272,-8601764591,14212301153,35738313274
2024-09-10,347650170,8421866699897,0.28649266110416094,-670845780327,-102991665738,11857202176,37065925984
2024-09-11,302560681,9623015977525,-0.1296978770354118,-1035105982553,80077198047,-39489199510,19281845159
2024-09-12,340478891,11282356523795,0.12532431469507443,278183297163,-166884101034,143592997803,-43818934496
2024-09-13,358262872,8422029131843,0.052232257182722064,-957724977076,275817408201,36853809822,71033961638
2024-09-19,385081293,12871058979763,0.07485682468374777,-1175565506726,887828400832,-1173328275,10738731739
2024-09-20,495964133,14276592945661,0.2879465765167668,-33693633654,234291374250,28014301786,14036438593
2024-09-23,339140017,9526459225941,-0.3162005184757988,-702262983894,280795869464,9944915232,28082208914
2024-09-24,355097005,10338360663397,0.04705132747575469,-377330205723,552063035808,208412350,6470306187
2024-09-25,454471748,11671496763447,0.27985238287211134,-570117330908,707251053912,-81369236152,-46333782707
2024-09-26,324888966,11602405999054,-0.28512835521736324,495327991835,698914065041,51972990585,4125029205
2024-09-27,413004129,11987017925748,0.2712162376114675,265886003578,-421965660834,3161310152,2057999664
2024-09-30,358915798,10806867445787,-0.13096317252557055,-1003233969611,-171834281314,4061327531,-23375912575
2024-10-02,351004351,9607877432678,-0.02204262683360625,-307355643556,-622606164267,-32708753832,-21190827398
2024-10-04,414328553,10016557160951,0.1804085955618253,42753532722,-169478439905,-7709625782,-65243575899
2024-10-07,343671145,10378943872137,-0.17053473019997245,29180864802,-63788114571,25309093861,86903623202
2024-10-08,318240024,9168276247124,-0.07399841787706674,-381045764410,-324303967814,-17553266100,4681380222
2024-10-10,618559988,13867594373662,0.9436901123411177,162645782446,-439356259957,23804233192,118421130458
2024-10-11,491276237,9548436311434,-0.20577430397906693,-599057026811,175059218591,-14539617289,71242141360
2024-10-14,401705670,8525414408760,-0.1823222054194329,91477689688,247611965348,-9158474001,89708652791
2024-10-15,438292799,10054355841679,0.09107944381268007,290378190889,-84716024327,228325772,71140727656
2024-10-16,437552776,10053097319299,-0.0016884215339344477,-659709200287,-146469435495,-8520262010,163445418653
2024-10-17,331265227,9953645240876,-0.24291366625908462,-404864432100,159491320158,15592590772,18201444337
2024-10-18,265201103,8274853556430,-0.19942969746112227,-478458966024,140610191264,-15970324584,35681143792
2024-10-21,240675023,7757213527460,-0.09248106332348094,22102494346,197493862642,3003491522,-31017212887
2024-10-22,343318170,8958061448792,0.4264802625571993,-281396426842,-277651438158,-46752818001,16006775432
2024-10-23,352421162,9430154792746,0.02651473995681619,211550408971,204759613915,15210770999,71854236317
2024-10-24,343098218,9733937488291,-0.02645398462195636,-607437061970,-14263557786,2405545884,-20276440051
2024-10-25,462898403,10286877485946,0.3491716911219864,-390904273532,90701516255,5447350376,-8484599509
2024-10-28,333735957,9133006346665,-0.2790297939308294,-128277956084,349524976844,22124938772,82873506991
2024-10-29,363290058,9341171256858,0.0885553395734342,-117692502276,32617447526,-10134760932,25314403149
2024-10-30,487359045,9067046289191,0.3415149527708794,-335688800744,46821689654,-46166150285,8035688985
2024-10-31,406613036,10980673439062,-0.16568074364968444,-858299287918,258450468848,-32653516665,49871877805
