Date,Target,Log_Return,RSI_14,ATR_14__logdiff1,Volatility_20__logdiff1,MACD__diff1
2023-05-02,1,0.00909685,42.95905244,,,
2023-05-03,0,-0.009148871,36.82574769,0.0038206566411904674,0.03791646703174667,-2.3284109199999996
2023-05-04,0,-0.000183898,32.78127401,-0.0398388336470612,-0.012853044386049284,-1.9904637050000016
2023-05-08,1,0.004894167,33.69876222,0.010262154530623402,-0.09507865315052122,-0.6875098739999999
2023-05-09,0,-0.001254124,31.44964835,0.008924178894114565,-0.07315363759005056,-0.8889214679999995
2023-05-10,0,-0.00541292,29.97524765,-0.009173457179743938,-0.02639354856093945,-1.8662337319999995
2023-05-11,0,-0.002209524,27.60727819,0.027539916525415098,-0.1544372470720301,-1.9692959650000001
2023-05-12,0,-0.006274189,27.0864247,-0.012107172896528517,0.015353863422427949,-2.830910905
2023-05-15,1,0.001586421,31.57958049,-0.0204544897669936,-0.020138177128455226,-1.917330723
2023-05-16,1,0.000358857,36.18419103,-0.005661504984646459,-0.022626329538418588,-1.4222425639999998
2023-05-17,1,0.005797086,52.06589841,-0.10510856024384463,0.03751168220171408,0.061173487999999665
2023-05-18,1,0.008279386,59.98688769,0.011000093902034713,0.06983818724396329,1.7268619050000003
2023-05-19,1,0.008861841,62.76297897,-0.03206923992879007,0.05941785459381688,3.1438447199999997
2023-05-22,1,0.007572374,65.6013143,0.009601465460272518,0.028002584105730755,3.9708879160000006
2023-05-23,1,0.004086143,63.02829046,-0.008363439433318298,-0.02476470452571089,3.870008747
2023-05-24,0,-3.9e-05,73.13482867,-0.03021182268381617,-0.05162177898771336,2.90367337
2023-05-25,0,-0.004982307,67.3330856,0.024236744107225316,-0.1459145056108575,1.10357518
2023-05-26,1,0.001611467,65.52075439,-0.03633036741554463,-0.008728892940947475,1.027228319999999
2023-05-30,1,0.010384326,72.13415525,0.026846560468547054,0.06104164211198082,2.757744920000002
2023-05-31,0,-0.003254114,74.38145297,-0.004451379038849623,0.019085973380040144,1.281348659999999
2023-06-01,0,-0.003089683,73.2994618,-0.02816557734558467,-0.03683707021374705,0.1458997499999981
2023-06-02,1,0.012451567,84.15593909,0.04442394658919646,0.008570755085677284,2.45672201
2023-06-05,1,0.005386413,84.98037261,-0.019594907805314588,0.004723669781653506,2.792102540000002
2023-06-07,1,7.27e-05,84.92613941,-0.02429821032080781,-0.0029732315011514743,1.917435600000001
2023-06-08,0,-0.001817678,81.55445375,-0.010289995967885268,0.003337123817326315,0.8162152399999982
2023-06-09,1,0.011542305,82.4658553,0.04308233140981077,0.018765171945020143,2.74092847
2023-06-12,0,-0.004481477,75.00273341,0.013132637242832423,0.021920558804843004,0.857688630000002
2023-06-13,1,0.003265377,73.4527911,-0.04652481316962698,-0.07029239208806626,1.0005632399999982
2023-06-14,0,-0.007178941,64.24978767,0.027456005386200744,0.08258958699441177,-1.0902175899999982
