Variable,VIF,Status
KR_Interest_Rate_10Y__diff1,999999.9999712444,High
KR_Interest_Rate_3Y__diff1,999999.9999712444,High
KR_Spread_10Y_3Y__diff1,999999.9999712444,High
US_Interest_Rate_10Y__diff1,999999.9999712444,High
US_Interest_Rate_3Y__diff1,999999.9999712444,High
US_Spread_10Y_3Y__diff1,999999.9999712444,High
