Variable,VIF,Status
US_Spread_10Y_3Y__diff1,1.2728489174653024,Good
US_Interest_Rate_3Y__diff1,1.2705292039026175,Good
KR_Interest_Rate_3Y__diff1,1.0399217654793766,Good
KR_Spread_10Y_3Y__diff1,1.0292144887481487,Good
