Target,US_Interest_Rate_3Y__diff1,KR_Interest_Rate_3Y__diff1,US_Spread_10Y_3Y__diff1,KR_Spread_10Y_3Y__diff1
1,-0.04,-0.0409999999999999,-0.0099999999999999,0.018000124
1,-0.0599999999999996,-0.0089999999999998,-0.0099999999999999,-0.0060002839999999
1,0.0,-0.032,0.0,-0.00799989
0,-0.0900000000000007,-0.0129999999999999,0.0099999999999999,0.0060000399999999
1,0.0100000000000006,0.004,-0.0099999999999999,-0.0190000549999999
1,-0.0300000000000002,-0.0050000000000003,0.0499999999999999,-0.016000035
1,0.0099999999999997,0.0060000000000002,-0.03,0.00100017
0,-0.1200000000000001,0.0429999999999997,0.04,-0.00700021
1,-0.04,-0.0619999999999998,0.0199999999999999,0.0050001149999999
1,0.0100000000000006,-0.0249999999999999,0.04,0.025000095
0,-0.0200000000000004,-0.0409999999999999,-0.04,0.0009999299999999
0,-0.0199999999999995,0.0149999999999996,0.01,-0.0130000099999999
0,0.0499999999999998,0.008,-0.01,-0.0090000699999999
0,0.04,0.016,0.01,0.0020001
1,0.0099999999999997,-0.0029999999999996,0.0,-0.00800014
0,-0.0300000000000002,0.0129999999999999,0.0199999999999999,0.0130000099999999
0,-0.0199999999999995,-0.0380000000000002,0.05,-0.0019998499999999
1,0.0199999999999995,-0.0219999999999997,-0.03,0.01900005
1,-0.0599999999999996,0.0,-0.01,-0.01999998
0,-0.0099999999999997,-0.0459999999999998,-0.02,-0.01600003
1,-0.0300000000000002,0.016,0.01,-0.009999992
1,-0.0600000000000005,0.0099999999999997,0.0,0.001999855
0,-0.1399999999999996,-0.028,0.04,-0.0260000229999999
0,-0.2599999999999998,-0.0369999999999999,0.07,0.0030002599999999
1,0.0099999999999997,-0.133,-0.03,0.03499985
1,0.0499999999999998,0.129,0.07,-0.013999942
0,0.0500000000000002,-0.0060000000000002,0.0099999999999999,0.013999942
1,0.0499999999999998,-0.0179999999999997,-0.0199999999999999,0.0139999359999999
1,0.0,0.0299999999999998,-0.05,-0.014999866
1,-0.04,0.0050000000000003,0.0,-0.0170001999999999
1,-0.0699999999999998,-0.028,0.02,0.0020000939999999
1,0.0099999999999997,-0.0300000000000002,-0.03,0.000999926
0,0.1100000000000003,0.04,-0.05,-0.011999844
1,-0.0100000000000002,-0.0009999999999998,-0.02,0.0129997739999999
1,-0.06,0.0169999999999999,0.02,-0.0029997829999999
1,-0.0599999999999996,-0.004,0.03,0.001999853
0,0.0799999999999996,-0.0329999999999999,-0.01,0.016000034
0,-0.0899999999999998,0.0129999999999999,0.04,0.0120000859999999
0,0.0100000000000002,-0.0299999999999998,0.0,-0.0010001699999999
1,-0.02,0.0499999999999998,0.03,0.04900003
0,0.0,-0.0209999999999999,0.0099999999999999,0.0020000899999999
1,0.0399999999999995,0.02,-0.0099999999999999,0.00100017
1,0.0300000000000002,0.0139999999999997,0.0099999999999999,-0.00100017
0,0.0,0.036,0.0,-0.0030000199999999
0,-0.06,-0.008,-0.0099999999999999,0.0069999699999999
0,-0.1,-0.0499999999999998,0.03,-0.0179998899999999
0,-0.02,-0.0260000000000002,-0.02,0.00399995
0,-0.0699999999999998,-0.024,0.06,-0.01600003
0,0.0,0.016,-0.0199999999999999,0.0260000199999999
0,-0.1200000000000001,-0.02,0.07,-0.0020000899999999
1,0.0300000000000002,-0.0569999999999999,-0.03,-0.0099997549999999
1,0.02,0.0460000000000002,0.0099999999999999,-0.019000055
1,-0.0500000000000002,-0.044,0.03,0.0019998599999999
1,0.0500000000000002,0.0209999999999999,0.02,0.03000021
1,-0.0100000000000002,-0.0049999999999998,0.01,0.01499986
1,0.0100000000000002,0.0259999999999998,0.01,0.0069999699999999
0,-0.0300000000000002,-0.0099999999999997,0.0199999999999999,0.0139999399999999
1,0.0500000000000002,-0.0420000000000002,0.0,0.01300001
0,0.0499999999999998,-0.0049999999999998,-0.0499999999999999,0.00900006
0,-0.0499999999999998,0.0190000000000001,0.01,-0.01999998
0,0.0899999999999998,-0.0150000000000001,-0.03,0.0069999799999999
1,-0.04,-0.0310000000000001,0.0199999999999999,-0.02900005
1,0.2999999999999998,0.044,-0.1099999999999999,0.02000022
0,0.0500000000000002,0.1360000000000001,0.0,-0.03100014
1,-0.0300000000000002,-0.028,0.0399999999999999,0.00399995
0,0.02,0.0300000000000002,0.03,-0.01899981
1,-0.0299999999999998,-0.0150000000000001,0.02,0.01199984
1,0.0,-0.0089999999999998,0.0,0.0109999199999999
0,0.0099999999999997,-0.032,-0.06,-0.00499988
0,-0.02,-0.0260000000000002,0.0099999999999999,-0.0160002699999999
0,0.0500000000000002,0.0169999999999999,0.02,0.00300026
1,-0.0300000000000002,0.0110000000000001,0.0199999999999999,0.0329999899999999
0,0.0900000000000003,-0.0059999999999997,0.0199999999999999,-0.0120000799999999
1,0.0299999999999998,0.0409999999999999,-0.0199999999999999,0.03500009
0,0.0500000000000002,-0.0070000000000001,-0.01,0.0049998699999999
1,-0.0100000000000006,-0.0449999999999999,-0.0199999999999999,-0.00900006
1,0.0300000000000002,-0.0089999999999998,0.01,-0.0109999199999999
1,0.04,0.0499999999999998,-0.01,0.0130002499999999
0,-0.0099999999999997,0.004,0.01,-0.0030002599999999
0,0.0599999999999996,0.0009999999999998,-0.05,-0.01399994
0,-0.0199999999999995,-0.0009999999999998,0.01,-0.0040001799999999
1,0.0599999999999996,0.0030000000000001,0.03,-0.0129997799999999
0,-0.08,-0.004,0.0199999999999999,0.0099999899999999
0,0.0100000000000006,-0.0169999999999999,-0.06,-0.00600004
1,0.0899999999999998,0.0419999999999998,0.07,0.01900005
0,-0.0700000000000002,-0.0379999999999998,-0.04,0.0020001
0,0.0499999999999998,-0.0330000000000003,-0.06,-0.01600003
0,0.0,0.012,0.0,-0.02300001
0,0.1100000000000003,-0.0009999999999998,0.02,-0.0230002399999999
1,-0.04,0.0390000000000001,0.0499999999999999,0.0140001799999999
0,0.0499999999999998,-0.0100000000000002,-0.06,0.01699996
1,-0.0300000000000002,0.012,0.03,-0.0019998499999999
1,-0.0199999999999995,-0.0259999999999998,0.01,0.0049998699999999
1,-0.0099999999999997,-0.0260000000000002,-0.02,-0.0009999299999999
0,0.0199999999999995,-0.0159999999999995,0.0,-0.00300002
1,0.04,-0.044,-0.0199999999999999,0.00499988
1,0.0200000000000004,-0.0130000000000003,-0.04,0.01100016
