Close,Open,Return,Log_Return,Volatility_20,ATR_14,RSI_14,MACD,MACD_Signal,Volume,Transaction_Value,Volume_ROC,Net_Purchase_Foreigner,Net_Purchase_Financial_Investment,Net_Purchase_Investment_Trust,Net_Purchase_Pension_Fund,S&P500,USD_KRW,Dollar_Index,VIX,US_GDP,US_M2,US_Interest_Rate_3Y,US_UNRATE,KR_GDP,KR_Interest_Rate_10Y,KR_Interest_Rate_3Y,US_Spread_10Y_3Y,KR_Spread_10Y_3Y
3216.179931640625,3245.080078125,-0.0097450130465713,-0.0097928064378273,0.0106316081367297,30.164271763392858,64.33050237961089,26.484336797944707,21.41640511008149,1964923269,17164709655058,0.006971648673586,-324763476596,-260528637715,-58266548343,-48159158792,4219.5498046875,1116.8900146484375,90.12000274658205,17.889999389648438,23982.379,20477.1,0.31,5.9,524124400000000.0,2.103,1.137,1.19,0.96599996
3224.639892578125,3216.93994140625,0.0026304376985477,0.0026269841522047,0.0106316081367297,28.487827845982142,67.89048624547502,25.34082994059281,22.20129007618376,1896766322,19170539861596,-0.0346868236919433,717210391251,-848516280902,306780245,-325182681546,4239.18017578125,1116.4100341796875,90.08000183105467,16.100000381469727,23982.379,20477.1,0.3,5.9,524124400000000.0,2.085,1.282,1.15,0.8030001
3249.320068359375,3226.97998046875,0.0076536222968817,0.0076244819215869,0.0106316081367297,28.59355817522321,75.83896971371593,26.12492457404278,22.98601697575556,1645508762,17956256842935,-0.1324662701386787,176536714280,-31327611036,104072059616,171995022551,4247.43994140625,1111.260009765625,90.55999755859376,15.649999618530272,23982.379,20477.1,0.31,5.9,524124400000000.0,2.101,1.276,1.16,0.82500005
3252.1298828125,3249.60009765625,0.0008647392051297,0.0008643655335867,0.0106316081367297,27.677839006696427,72.57131167104231,26.66566853583754,23.72194728777196,1664527170,15262485462973,0.011557767688143,-10128752286,-262519529792,-11314789723,-17287362717,4255.14990234375,1115.550048828125,90.5199966430664,16.389999389648438,23982.379,20477.1,0.33,5.9,524124400000000.0,2.096,1.287,1.18,0.809
3258.6298828125,3253.169921875,0.0019986901612856,0.0019966954375527,0.0052516768369362,27.05142647879464,74.69609404139779,27.303964590966643,24.438350748410897,1734497293,14838275276764,0.0420360353745381,-121050344350,-45326434042,15394900708,82451170055,4246.58984375,1116.3199462890625,90.54000091552734,17.020000457763672,23982.379,20477.1,0.34,5.9,524124400000000.0,2.071,1.307,1.17,0.76400006
3278.679931640625,3259.06005859375,0.0061529076787387,0.0061340558318824,0.0047802183039709,26.607857840401785,78.32789033166458,29.0923318957648,25.36914697788168,2345810978,16297981235711,0.3524443004132149,287490222647,28700318768,-17973720444,50013725923,4223.7001953125,1116.030029296875,91.12999725341795,18.149999618530277,23982.379,20477.1,0.41,5.9,524124400000000.0,2.07,1.286,1.16,0.7839999
3264.9599609375,3276.199951171875,-0.0041846020316657,-0.0041933819810372,0.0048272824822096,26.194283621651785,70.03416043856767,29.067467227813268,26.108811027868,1848671013,14672132506589,-0.2119266938651013,-321655229264,-503320607072,-98338270839,-28792851743,4221.85986328125,1131.949951171875,91.88999938964844,17.75,23982.379,20477.1,0.43,5.9,524124400000000.0,2.079,1.327,1.09,0.752
3267.929931640625,3265.679931640625,0.0009096499616099,0.0009092364808131,0.0047623651135459,25.391427176339285,67.97730697973563,28.9536539146784,26.67777960523008,1627658120,17492731865668,-0.119552311604293,-711050008644,197274289786,-37292533187,-17090679275,4166.4501953125,1133.5400390625,92.2300033569336,20.700000762939453,23982.379,20477.1,0.47,5.9,524124400000000.0,2.041,1.313,0.98,0.7279999
3240.7900390625,3264.179931640625,-0.008304918754638,-0.0083395967243486,0.0051312181071171,25.989990234375,55.052865481214106,26.369522094284093,26.61612810304088,1508634470,17291259635405,-0.0731257065212195,-901895605835,-615505806340,-32492598062,-232964994185,4224.7900390625,1134.25,91.86000061035156,17.889999389648438,23982.379,20477.1,0.48,5.9,524124400000000.0,2.006,1.351,1.02,0.6550001
3263.8798828125,3245.7900390625,0.0071247576892328,0.007099496518677,0.0050353685443165,26.123552594866077,59.533531667296735,25.886334874951444,26.470169457423,1666696733,15512033241198,0.1047717430187049,362940809627,-19690436577,14491174619,30694758288,4246.43994140625,1130.3399658203125,91.7300033569336,16.65999984741211,23982.379,20477.1,0.44,5.9,524124400000000.0,2.05,1.331,1.04,0.719
