Date,y,Log_Return,RSI_14,ATR_14__logdiff1,Volatility_20__logdiff1,MACD__diff1,Volume_ROC,Net_Purchase_Investment_Trust,Net_Purchase_Pension_Fund,Net_Purchase_Financial_Investment,Net_Purchase_Foreigner,Volume,Transaction_Value__logdiff1,US_Interest_Rate_10Y__diff1,US_Interest_Rate_3Y__diff1,KR_Interest_Rate_10Y__diff1,KR_Interest_Rate_3Y__diff1,US_Spread_10Y_3Y__diff1,KR_Spread_10Y_3Y__diff1,VIX,S&P500__logdiff1,Nikkei225__logdiff1,TaiwanWeighted__logdiff1,USD_KRW__logdiff1,Dollar_Index__logdiff1
2023-05-19,1,0.008279386,59.98688769,0.0110000939020347,0.0698381872439632,1.7268619050000005,0.014799487,17219251298.0,10270990698.0,-84102266428.0,538000000000.0,572764581.0,0.074701385285568,0.08,0.1400000000000001,0.048,0.0419999999999998,-0.0599999999999999,0.006000044,16.87000084,0.0118206888184246,0.015835487960885,0.0110276137418825,-0.0061870418008274,0.0067810441284761
2023-05-22,1,0.008861841,62.76297897,-0.03206923992879,0.0594178545938168,3.14384472,-0.004656601,16815142051.0,-116000000000.0,657000000000.0,558000000000.0,570097445.0,0.1676471458646951,0.0500000000000002,0.04,0.052,0.024,0.0099999999999999,0.027999876,16.04999924,0.009400723025454,0.0076380695648907,0.0045258616175338,0.0004421058990926,-0.0036754553649149
2023-05-23,1,0.007572374,65.6013143,0.0096014654602725,0.0280025841057307,3.970887916000001,0.041260532,-8779370836.0,17149190029.0,517000000000.0,299000000000.0,593619969.0,-0.1138505605906594,0.02,0.0,-0.0209999999999999,-0.0189999999999996,0.02,-0.002000096,16.80999947,-0.0014469140669355,0.0089982006441893,0.0003690051429448,-0.0079204830803716,0.0
2023-05-24,0,0.004086143,63.02829046,-0.0083634394333182,-0.0247647045257108,3.870008747,-0.029605827,-16820874351.0,45130308340.0,354000000000.0,-53533549246.0,576045359.0,-0.0984820746193371,-0.02,0.0100000000000002,0.0749999999999997,0.052,-0.0299999999999999,0.02300024,17.20999908,0.0001550228363438,-0.0041599425972851,0.0004412022479254,-0.0078695235064571,0.0028061463795632
2023-05-25,0,-3.9e-05,73.13482867,-0.0302118226838161,-0.0516217789877133,2.90367337,0.861728423,-32629028741.0,39268859617.0,-139000000000.0,93525128152.0,1072440018.0,0.0599919106279749,0.0299999999999998,0.0499999999999998,0.0289999999999999,0.0049999999999998,-0.02,0.02399993,18.53000069,-0.0112854688431589,-0.0089256866164131,-0.0017751047318537,0.0045639891181252,0.0038576719188352
2023-05-26,1,-0.004982307,67.3330856,0.0242367441072253,-0.1459145056108575,1.10357518,-0.144424424,-12419225686.0,-83975340772.0,-485000000000.0,224000000000.0,917553486.0,0.1759723291152966,0.1,0.1699999999999999,0.0950000000000002,0.1019999999999998,-0.07,-0.007000205,20.03000069,-0.0073455127392758,0.0038530896340738,0.0081771976025173,-0.0010005807525335,0.003075444060828
2023-05-30,1,0.001611467,65.52075439,-0.0363303674155446,-0.0087288929409474,1.027228319999999,-0.308204793,-35711185502.0,-103000000000.0,-316000000000.0,911000000000.0,634759104.0,-0.0021253993123124,-0.0300000000000002,0.0200000000000004,0.0419999999999998,0.044,-0.0499999999999999,-0.0019998549999999,19.13999939,0.0087194561324963,0.0037324886154426,0.0129922521576979,0.0093379920232203,0.0
2023-05-31,0,0.010384326,72.13415525,0.026846560468547,0.0610416421119808,2.757744920000002,0.010850512,-70407557933.0,-23858403022.0,52958933936.0,675000000000.0,641646565.0,0.16623541904233,-0.1099999999999998,-0.1300000000000007,0.012,0.036,0.02,-0.02399993,17.95000076,0.0129646808949726,0.0132334845398691,0.0071052093442371,-0.0047449507172387,-0.0003839226510189
2023-06-01,0,-0.003254114,74.38145297,-0.0044513790388496,0.0190859733800401,1.281348659999999,0.069415523,-37316050290.0,-74439754507.0,-34180566216.0,216000000000.0,686186797.0,0.3077496355025886,-0.0499999999999998,-0.0599999999999996,-0.1189999999999997,-0.1009999999999999,0.0099999999999999,-0.0180001259999999,17.45999908,1.6603316433716486e-05,-0.014153476901443,-0.0026371730260699,-0.0036302893399913,0.0014389325856658
2023-06-02,1,-0.003089683,73.2994618,-0.0281655773455846,-0.036837070213747,0.1458997499999981,-0.01596265,-64976192345.0,-89826988954.0,-152000000000.0,-8205036565.0,675233437.0,-0.4987574575525038,-0.0300000000000002,-0.06,0.0169999999999999,0.0190000000000001,0.03,-0.001999854,17.94000053,-0.0061273583275802,0.00838644958535,-0.004007700809339,0.0014763802287198,-0.0073119635942102
2023-06-05,1,0.012451567,84.15593909,0.0444239465891964,0.0085707550856772,2.45672201,-0.156410938,50570760983.0,-41529220660.0,186000000000.0,373000000000.0,569619542.0,0.022642476749759,0.08,0.1499999999999999,-0.0539999999999998,-0.0420000000000002,-0.07,-0.0120003229999999,15.64999962,0.0098062152268116,0.0120058101035063,0.0116956384217665,-0.0067487144915299,0.0044320239505388
2023-06-07,1,0.005386413,84.98037261,-0.0195949078053145,0.0047236697816535,2.792102540000002,-0.041676651,39623511662.0,32891565367.0,299000000000.0,-19511906838.0,545879707.0,-0.0903120304084446,0.0,-0.0300000000000002,0.0659999999999998,0.0659999999999998,0.03,2.379999999996274e-07,14.60000038,0.0144298122352708,0.0217514393417221,0.0004499837625075,-0.0058900021131247,-0.0001922565175318
2023-06-08,0,7.27e-05,84.92613941,-0.0242982103208078,-0.0029732315011514,1.917435600000001,-0.015137005,-5509195087.0,-27170606428.0,403000000000.0,-40297072056.0,537616723.0,0.1741199876805375,0.1,0.1100000000000003,-0.0390000000000001,-0.0309999999999996,-0.01,-0.007999895,14.72999954,-0.0020055914614971,-0.0094709555565213,0.0123705436781946,-0.0045616734973492,0.0009610620703286
2023-06-09,1,-0.001817678,81.55445375,-0.0102899959678852,0.0033371238173263,0.8162152399999982,0.081300399,31205733976.0,22177453652.0,229000000000.0,-384000000000.0,581325177.0,0.1199593150789795,-0.06,-0.04,0.1100000000000003,0.072,-0.02,0.03799987,13.93999958,-0.0014681635681057,-0.0085743789628374,-0.0112189236395323,0.0070104793977936,-0.0073274741568045
2023-06-12,0,0.011542305,82.4658553,0.0430823314098107,0.0187651719450201,2.74092847,0.003257829,94071048993.0,-2906622654.0,272000000000.0,481000000000.0,583219035.0,-0.0354019270509162,0.02,0.0600000000000005,-0.0190000000000001,-0.0370000000000003,-0.0399999999999999,0.0179998839999999,13.64999962,0.0061695715486269,0.0195260514573032,0.0090845676490918,-0.0092219709024368,0.0021266446534689
2023-06-13,1,-0.004481477,75.00273341,0.0131326372428324,0.021920558804843,0.857688630000002,-0.044859037,-24320651857.0,-154000000000.0,241000000000.0,-342000000000.0,557056391.0,-0.1694320120679577,-0.02,-0.0700000000000002,-0.0369999999999999,-0.0129999999999999,0.0499999999999999,-0.0239999289999999,13.82999992,0.0011474009066816,0.0052189375355204,0.0040759597646271,-0.0074641776999833,0.0006757054335286
2023-06-14,0,0.003265377,73.4527911,-0.0465248131696269,-0.0702923920880662,1.0005632399999982,0.246409784,-10779867124.0,-231000000000.0,429000000000.0,137000000000.0,694320536.0,0.178400682050718,0.1099999999999998,0.1399999999999996,0.0019999999999997,-0.0089999999999998,-0.03,0.0110001549999999,15.01000023,0.0092779750975946,0.0178652508004475,0.0152894649312926,-0.0016412010859481,-0.0028023500869975
2023-06-15,0,-0.007178941,64.24978767,0.0274560053862007,0.0825895869944117,-1.0902175899999982,-0.057489419,27831824145.0,-168000000000.0,-6524523412.0,113000000000.0,654404452.0,0.1566984519060561,-0.0099999999999997,0.0700000000000002,0.0569999999999999,0.0609999999999999,-0.08,-0.004000186,14.60999966,0.0069085707613254,0.0145452250456106,0.0012503953102847,-0.0132906598055226,-0.0031983957729249
2023-06-16,1,-0.004032448,60.74252035,0.0459419672473062,0.0287604244656449,-2.051381450000001,-0.109973442,-16651753314.0,-210000000000.0,78906405394.0,-64115208893.0,582437342.0,-0.1302651948379001,-0.1099999999999998,-0.1399999999999996,0.0500000000000002,0.0809999999999999,0.03,-0.0309998989999999,13.88000011,0.0008190899514683,-0.0005055718358804,0.0056020451829859,0.005012577362585,-0.0086774724692055
2023-06-19,0,0.006591125,68.16189585,-0.0196928118200276,0.0041141147010597,-0.5641832600000001,0.156644673,6384164616.0,-108000000000.0,-122000000000.0,428000000000.0,673673049.0,0.0913497785882277,0.0499999999999998,0.0899999999999998,-0.028,-0.0409999999999999,-0.04,0.013000015,14.5,0.0121045804929025,0.0065660217287089,-0.0026611877724054,-0.0030973916208303,0.0017610844478443
2023-06-20,0,-0.006223186,62.19037621,0.0358781622057859,0.0234295633632379,-2.068128730000001,0.068098308,-23908851758.0,-197000000000.0,230000000000.0,-360000000000.0,719549044.0,-0.126751705639144,0.0,0.0,-0.024,-0.0019999999999997,0.0,-0.022000078,13.53999996,-0.0036783764675423,-0.0100082458594457,-0.0008303339062702,0.0049168399958858,0.0
2023-06-21,0,-0.00176054,55.21823402,-0.0441379276545532,-0.0291858359457712,-2.289535739999998,0.004157817,-12371268810.0,-92494181083.0,54014798597.0,-281000000000.0,722540797.0,-0.0181823190831913,-0.0299999999999998,-0.0300000000000002,0.0089999999999998,-0.016,0.0,0.025000098,13.53999996,0.0,0.000553878533763,-0.0052032483620578,0.0054149735700228,0.0023432718720064
2023-06-22,1,-0.008589878,51.37971848,0.0159518426848133,0.0315481059605842,-3.8480746,-0.086835688,-21982924145.0,-96729857377.0,49997720039.0,-200000000000.0,659798470.0,-0.0185190477672385,-0.02,0.0,-0.0209999999999999,0.004,-0.0199999999999999,-0.025000098,13.88000011,-0.0047463538776906,0.0055621172232775,0.0010172491671198,0.0033453294033156,-0.0045941256563697
2023-06-23,0,0.004277195,56.04814195,0.0215354644556544,0.0009423587576256,-2.364892700000002,-0.070592905,13416725259.0,140000000000.0,79027112090.0,-107000000000.0,613221379.0,-0.179708152282437,0.0799999999999996,0.08,0.0259999999999998,0.0209999999999999,0.0,0.0050001149999999,13.19999981,-0.0052590864742203,-0.0092837779087719,0.0,0.000652167781161,0.003130196250531
2023-06-26,1,-0.009140562,41.95157152,0.0016211085543038,0.0560783993981441,-3.9415970399999978,-0.138472062,-26957872725.0,-14954388654.0,-391000000000.0,-188000000000.0,528307350.0,-0.0446043062367529,-0.0599999999999996,-0.0499999999999998,0.016,0.0169999999999999,-0.01,-0.0009999269999999,12.90999985,0.0037039305445745,-0.0146366296216307,0.0,0.0076007434137439,0.0049686116904847
2023-06-27,0,0.004696883,41.36279706,0.0182302839858352,-0.0050807871678637,-2.2841483400000016,-0.088124536,-16122451726.0,-20915421468.0,276000000000.0,15003253159.0,481750510.0,-0.0129489743408015,-0.02,-0.0200000000000004,-0.0519999999999996,-0.0409999999999999,0.0,-0.011000157,13.43999958,-0.0076882881494348,-0.002526820779364,-0.0083569257384734,0.0072605987537333,-0.0020428928357478
2023-06-28,0,-0.000313758,41.13125053,-0.0077119882186766,-0.0003759906944145,-1.9893977729999983,0.117817694,10904615920.0,118000000000.0,-162000000000.0,-108000000000.0,538509244.0,0.0176164273882974,0.0499999999999998,0.08,-0.008,-0.0300000000000002,-0.03,0.021999837,14.25,-0.0044969343849174,-0.0049199211418802,-0.0100945936441601,-0.003838607380775,-0.0019495522278472
2023-06-29,0,-0.006685356,38.63717437,0.0321088077188931,-0.0394646975766139,-3.0432524690000005,-0.092368485,-8638474844.0,10069135500.0,87539481672.0,-392000000000.0,488767961.0,0.0252887039519222,-0.06,-0.0599999999999996,0.008,0.0190000000000001,0.0,-0.0109996799999999,13.73999977,0.0113907335176151,0.0199500021405896,0.0028223251635299,-0.004662918643695,0.0040896434480774
2023-06-30,1,-0.005541406,25.91178752,-0.0182637961923002,0.0116250810187654,-3.5925294210000005,0.236800851,16699257815.0,24163096986.0,-229000000000.0,55313840334.0,604508630.0,0.0011344300706142,0.1400000000000001,0.1699999999999999,0.0149999999999996,0.0270000000000001,-0.03,-0.012000323,13.43000031,-0.0003541393955508,0.0012088961573617,0.000393761942556,0.009525698708539,0.0041696312531511
2023-07-03,1,0.005576539,33.02191957,0.0068068052476042,0.0169554897504804,-1.7140193299999995,-0.154794885,10497416523.0,48310428301.0,190000000000.0,-178000000000.0,510933786.0,-0.0716689465543645,-0.04,0.0,0.0489999999999999,0.0779999999999998,-0.04,-0.028999806,13.53999996,0.0044635680863454,-0.0013580071638177,-0.0015808288833341,0.0106836190145251,-0.0041696312531511
2023-07-04,0,0.014783234,41.98082806,0.0689015501908696,0.0379042629697181,1.686221234,0.209562174,64401304737.0,-218000000000.0,876000000000.0,-13324597690.0,618006181.0,0.088532752606369,0.0499999999999998,0.0699999999999994,-0.0679999999999996,-0.0489999999999999,-0.0199999999999999,-0.018999815,13.59000015,0.0121943503964203,0.0168593510998764,0.0099213436342786,-0.0058899392254199,0.0007770199456356
2023-07-05,0,-0.003525908,43.90807808,-0.0360633901539366,-0.0117003113523583,0.5538148860000001,0.091268348,-1532098821.0,-270000000000.0,-3805616772.0,-59437290111.0,674410584.0,0.0209605026153347,0.0,0.0,0.016,0.0060000000000002,0.0,0.009999753,13.56999969,0.001169993106652,-0.0098491135041598,0.0033057947798997,-0.0070192345204302,0.0
2023-07-06,0,-0.005533348,43.13915168,-0.0242852981379546,0.0140516888607473,-0.750547241,-0.108719971,3462530865.0,-56753342379.0,-579000000000.0,256000000000.0,601088685.0,0.117297716549551,0.0900000000000003,0.0300000000000002,0.0209999999999999,-0.0010000000000003,0.0599999999999999,0.022000074,13.56999969,0.0,-0.0025110492472286,-0.0049325683344996,-0.0081488582059954,0.003682934952776
2023-07-07,0,-0.008844723,34.2574794,0.0320242535381627,0.0344756514844233,-2.4340078160000003,-0.115105098,-54386264848.0,243000000000.0,-560000000000.0,-168000000000.0,531900313.0,0.0,0.0999999999999996,0.0899999999999998,0.0689999999999999,0.0580000000000002,0.01,0.010999917,14.18000031,-0.0019702582029133,-0.0171132593801264,-0.0174026837196326,0.0057495308095338,-0.0019367150348053
2023-07-10,0,-0.011638958,32.31207216,0.0442883117128665,-0.0408093928568833,-4.273263964,0.152969889,-190000000000.0,16867127198.0,-351000000000.0,-45069398717.0,613265045.0,0.0096619109117348,0.0099999999999997,-0.04,0.048,0.0589999999999997,0.05,-0.010999917,15.43999958,-0.0079540610700341,-0.0118046525489052,-0.0058611945365605,0.0047852660527842,-0.0087617540927622
2023-07-11,1,-0.002381424,32.11720838,0.0235317797923739,-0.0030893694010805,-3.785345078,-0.083885241,29933482880.0,15771050352.0,-172000000000.0,-156000000000.0,561821159.0,-0.0696799206379878,-0.0499999999999998,-0.0999999999999996,0.1019999999999998,0.06,0.0499999999999999,0.041999817,14.82999992,-0.0028692129234428,-0.0061534768571807,-0.0006849450089934,-0.009092383376239,-0.0029376774282878
2023-07-12,1,0.016442817,46.05037752,0.0426674366301331,0.1524808783623772,0.4531746980000006,0.057516052,18476209359.0,69080511617.0,82297714481.0,269000000000.0,594134894.0,0.0887281156086814,-0.0199999999999995,-0.0200000000000004,-0.1049999999999999,-0.092,0.0,-0.01300001,15.06999969,0.0024021386462322,0.0004298534178399,0.0146707149807419,0.0016712511998351,-0.0023563859168422
2023-07-13,1,0.004761341,46.29470405,-0.004186059190983,-0.0005753531121861,1.410720563,0.173006656,40968801970.0,29429726291.0,-74975559341.0,219000000000.0,696924185.0,0.2193628284743063,-0.1300000000000003,-0.1599999999999992,-0.0020000000000002,0.0010000000000003,0.03,-0.0029997839999999,14.84000015,0.0067195841181622,-0.0080951568770881,0.0037281430530047,-0.0061983015047131,-0.0119655993761833
2023-07-14,1,0.00639188,54.24244088,-0.0135184256658575,0.0156171543370886,2.486284812,-0.159649228,131000000000.0,-52237443665.0,349000000000.0,217000000000.0,585660777.0,0.0075472056353831,-0.1,-0.1500000000000003,-0.0989999999999997,-0.1020000000000003,0.0499999999999999,0.0030000209999999,13.53999996,0.0073839050950148,0.0147726835870667,0.0058413495324654,-0.0131012658349076,-0.007489175603319
2023-07-17,0,0.014204609,58.41242658,0.0351254093526463,0.0626572405459633,4.940748259,-0.027056051,14593734525.0,50471717790.0,789000000000.0,615000000000.0,569815109.0,0.0724955020381514,0.0700000000000002,0.1399999999999996,0.028,0.012,-0.07,0.015999793,13.60999966,0.0084344830316709,-0.0008662260849696,0.0129458689307853,-0.0061931359790303,0.0014023141299395
2023-07-18,0,-0.003544702,56.65689205,0.0076548305991228,-0.009923070009238,3.108415419,-0.033774371,-58337179548.0,-132000000000.0,5687841480.0,-165000000000.0,550569962.0,-0.2006706954621506,-0.02,-0.0099999999999997,-0.0249999999999999,-0.0029999999999996,-0.01,-0.0219998349999999,13.34000015,-0.001024932155305,0.0,0.0029220726782881,0.0011912496795298,-0.0007009494154335
2023-07-19,1,-0.004354593,57.8487346,-0.0120949301491477,0.0061263180776265,1.471490792,-0.104197068,-27827559934.0,-2606983094.0,-253000000000.0,-155000000000.0,493202186.0,0.0253178079842903,-0.0100000000000002,0.0099999999999997,-0.0090000000000003,-0.0150000000000001,-0.02,0.0060000419999999,13.47999954,0.0038479695328579,0.0031634648284608,-0.0061558140585855,-0.0022811806407956,0.0010011623682446
2023-07-20,0,0.000237688,61.0633929,-0.009218507831131,-0.0299163856516484,1.1294763440000004,-0.107721209,-31643799987.0,48754019427.0,-212000000000.0,-40280153577.0,440073850.0,-0.0689928714869516,-0.0499999999999998,-0.0099999999999997,-0.0759999999999996,-0.0529999999999999,-0.0399999999999999,-0.023000002,13.30000019,0.007092066852337,0.0122999287460334,-0.0064913793794314,-0.0004031078439874,0.0033962309928909
2023-07-21,1,-0.003075765,56.99769707,-0.0185930690490043,-0.0016835003320023,0.1602210799999994,-0.153858585,-19656863803.0,44302897232.0,-271000000000.0,163000000000.0,372364710.0,-0.1677848711030627,0.1,0.0899999999999998,0.0309999999999996,0.0379999999999998,0.01,-0.007000208,13.76000023,0.0023551349643646,-0.0124036797840041,0.0028266821706086,0.0001185954361728,0.0059654035685925
2023-07-24,1,0.003658372,51.59722193,-0.0030288091847023,-0.0332059866236011,0.7982125680000003,0.347796807,-7849825643.0,-7713771300.0,17545949523.0,-290000000000.0,501871967.0,0.2614703551803856,-0.0100000000000002,0.0100000000000006,0.0300000000000002,0.0209999999999999,-0.02,0.009000063,13.98999977,-0.006779827471826,-0.0057495394915374,-0.0078485032383426,0.0104660757851293,0.0018816782261401
2023-07-25,1,0.007166499,57.40475161,0.062928778283422,0.010499858227388,2.026060247,0.054777519,1892885189.0,-37238109281.0,-223000000000.0,-171000000000.0,529363268.0,0.4400890726742119,0.02,0.04,0.004,0.0150000000000001,-0.02,-0.010999918,13.60000038,0.000324042111071,0.0122050063280969,0.0001708627080176,0.0056551308951249,0.0027665149794806
2023-07-26,0,0.003012328,62.41357922,0.0043238603711772,0.0010325337836967,2.1002238099999992,0.366682565,-99706387904.0,-39124282022.0,43905183219.0,-1350000000000.0,723471549.0,0.0052219439811516,0.0500000000000002,0.0499999999999998,0.044,0.028,0.0,0.016000032,13.90999985,0.0040260385035129,-0.0005637414577517,0.0096564688110305,-0.003990368320287,0.0
2023-07-27,1,-0.016868394,57.13326979,0.06997638367474,0.0956029681175927,-2.016129189999999,0.15292233,-132000000000.0,-18026845243.0,248000000000.0,-947000000000.0,834106504.0,0.636907462237069,-0.0500000000000002,-0.0600000000000005,-0.0260000000000002,-0.0180000000000002,0.01,-0.008000135,13.85999966,0.0028107195277726,-0.000433657107953,-0.0021151536173764,-0.0050183370654632,-0.004549049624595
2023-07-28,1,0.00440708,66.425265,-0.0227934025149405,-0.0092929433862796,-0.7868927919999997,-0.287665707,-38620439415.0,-68439674010.0,493000000000.0,82278490784.0,594162667.0,-0.4096059007741957,0.1499999999999999,0.1100000000000003,-0.0209999999999999,-0.0399999999999995,0.04,0.019000291,13.18999958,-0.0001554509923593,0.0067975252396816,0.0046081162224922,0.0008237972481124,0.0086845233219561
2023-07-31,1,0.001730583,68.78649813,0.0028864053132688,-0.0072556565915169,-0.3684619620000013,-0.152980613,-31609777270.0,-84250387368.0,-283000000000.0,60211856009.0,503267298.0,-0.360832954087396,-0.0499999999999998,-0.0600000000000005,0.0910000000000001,0.0479999999999996,0.0099999999999998,0.042999745,14.40999985,-0.0064453931102939,-0.0040191647400664,0.0029598834399386,0.0068072092899971,-0.0014749390600146
2023-08-01,1,0.009258021,66.24940711,-0.0248872673362123,-0.0459205463871015,1.539066034000001,-0.097412767,-5869470172.0,-37728782982.0,-83756810865.0,-292000000000.0,454242638.0,-0.0677181740549492,0.0100000000000002,-0.0099999999999997,0.0329999999999999,0.0460000000000002,0.02,-0.013000015,13.32999992,0.0098293757632337,0.0125279722019566,-0.0085660818104749,-0.0089897133638015,0.0023589346117383
2023-08-02,0,0.013016134,69.40701445,0.035209324584378,0.0456837170980906,3.832095620000001,0.086739127,67499779327.0,-40045355102.0,266000000000.0,198000000000.0,493643248.0,0.0126583968719238,0.0799999999999996,0.0600000000000005,-0.0340000000000002,-0.0340000000000002,0.02,0.0,13.63000011,0.0014676355524851,0.0091332930217777,0.0039256621488608,0.0043445901411134,0.0043103759137137
2023-08-03,0,-0.019154447,54.63936679,0.0615331949223971,0.1142014702204194,-1.2028551000000007,0.427496162,-98655960387.0,-56359337376.0,-435000000000.0,-70146532016.0,704673842.0,0.0062696130135933,0.0300000000000002,-0.0300000000000002,0.0660000000000002,0.0300000000000002,0.06,0.0360000199999999,13.93000031,-0.0026686454237232,-0.023235832370366,-0.0187147348738125,0.0086639273486044,0.0028307227731172
2023-08-04,0,-0.004243735,45.34402791,-0.0062861706903203,-0.0193568050336505,-1.98131517,0.120257665,-2610524450.0,-157000000000.0,-491000000000.0,-151000000000.0,789416273.0,-0.0712275092883665,0.1200000000000001,0.04,0.068,0.0369999999999999,0.08,0.03100013,16.09000015,-0.0139362004735996,-0.0169091674018133,0.0,0.0048908137920209,-0.0004874509011107
2023-08-07,0,-0.000994527,46.61541459,-0.006129649996696,-0.048928529205054,-1.8913570360000005,-0.181990312,29789231937.0,-99918483580.0,-148000000000.0,-245000000000.0,645750159.0,-0.3034659401530426,-0.1500000000000003,-0.1299999999999999,0.0149999999999996,0.024,-0.02,-0.00900006,15.92000008,-0.0025512254501336,0.0010402376858138,-0.0029670811411683,0.000794846029299,-0.005084135964636
2023-08-08,0,-0.008523268,44.61860989,0.0009342207057798,0.0260111898395214,-3.3548981179999995,-0.219402809,-27169783821.0,-111000000000.0,-169000000000.0,281000000000.0,504070760.0,0.0786431273191112,0.04,-0.0099999999999997,-0.0619999999999998,-0.0489999999999999,0.05,-0.01300001,17.10000038,-0.0053141694713048,0.0019181737274855,0.0090025284006145,0.0051164971979238,0.0002940804651387
