Date,Target,US_Interest_Rate_10Y__diff1,US_Interest_Rate_3Y__diff1,KR_Interest_Rate_10Y__diff1,KR_Interest_Rate_3Y__diff1,US_Spread_10Y_3Y__diff1,KR_Spread_10Y_3Y__diff1,VIX,S&P500__logdiff1,Nikkei225__logdiff1,TaiwanWeighted__logdiff1,USD_KRW__logdiff1,Dollar_Index__logdiff1,Log_Return,RSI_14,ATR_14__logdiff1,Volatility_20__logdiff1,MACD__diff1,Volume_ROC,Net_Purchase_Investment_Trust,Net_Purchase_Pension_Fund,Net_Purchase_Financial_Investment,Net_Purchase_Foreigner,Volume,Transaction_Value__logdiff1
2024-11-11,0,-0.01,0.05,-0.049,-0.033,-0.06,-0.01600003,15.19999981,0.007403754,0.003016185,0.006178126,-0.0200016,0.004677569,-0.001357835,41.91270802,0.031292939,0.000148234,-0.5594354,-0.035282831,-47770120168,-6441943082,1.94E+11,-13207813305,448734499,-0.084993213
2024-11-12,0,0,0,-0.011,0.012,0,-0.02300001,14.93999958,0.003749794,0.000833802,-0.001030084,0.018142394,0.005129686,-0.011581159,42.65833153,-0.008275907,-0.007616063,-2.65548825,0.275134469,-17545700228,71860171483,-2.21E+11,-4.82E+11,572196827,0.130249804
2024-11-13,0,0.13,0.11,-0.024,-0.001,0.02,-0.02300024,14.97000027,0.000968594,-0.003985093,-0.023559657,0.002394853,0.004537687,-0.019580838,29.54025019,0.021822845,0.08397995,-5.83095401,0.285943482,-87729325236,1.65E+11,-26351345295,-3.06E+11,735812780,0.124642445
2024-11-14,1,0.01,-0.04,0.053,0.039,0.05,0.01400018,14.71000004,-0.002896852,-0.016759638,-0.005302532,0.004345956,0.004329483,-0.026734109,25.37915368,0.088798649,0.134734547,-9.5606787,-0.158513853,-32997618165,25758571687,69869273798,-6.31E+11,619176261,-0.133531393
2024-11-15,0,-0.01,0.05,0.007,-0.01,-0.06,0.01699996,14.02000046,0.000232201,-0.004814073,-0.006356474,-0.005453312,0.001782734,0.000736167,25.27592433,-0.007090333,0.002081298,-7.00760472,0.033615131,96935139213,1.78E+11,-31985934413,-2.33E+11,639989952,0.149035579
2024-11-18,1,0,-0.03,0.01,0.012,0.03,-0.00199985,14.31000042,-0.006068109,0.002778257,0.001205006,0.001307191,0.000187516,-0.000827178,17.97398111,0.024110915,0.000636715,-5.22901513,-0.02603602,7134765771,1.04E+11,-96392962924,-59478559825,623327161,-0.047252885
2024-11-19,1,-0.01,-0.02,-0.021,-0.026,0.01,0.00499987,16.13999939,-0.013291431,-0.010982102,-0.008665696,-0.004636547,-0.003850346,0.021372368,28.88374653,0.073182342,0.110916386,0.54849799,-0.28781239,14864147688,43784358580,-73025632748,-52987299865,443925881,-0.156842471
2024-11-20,1,-0.03,-0.01,-0.027,-0.026,-0.02,-0.00099993,15.57999992,0.00391016,0.005051943,0.013317058,-0.003484369,-0.000658852,0.001165704,31.59733822,-0.028979299,-0.019890502,1.13362599,-0.074493864,27971023145,3.19E+11,1.20E+11,-3.30E+11,410856127,-0.153679093
2024-11-21,0,0.02,0.02,-0.019,-0.016,0,-0.00300002,16.35000038,0.00395575,-0.001617623,-0.007046643,0.001912552,0.004415444,0.004174244,37.84156783,-0.043356403,-0.026865331,2.17425686,-0.005029486,24153633173,1.81E+11,-32152100370,-1.82E+11,408789732,-0.150490354
2024-11-22,1,0.02,0.04,-0.039,-0.044,-0.02,0.00499988,17.15999985,2.20E-05,-0.008540882,-0.005865951,0.003914264,0.00271473,-0.000669024,39.41560556,-0.000202715,-0.004657293,2.00750367,0.103546637,14389628978,3.01E+11,-288550286,-2.59E+11,451118534,0.066773873
2024-11-25,1,-0.02,0.02,-0.002,-0.013,-0.04,0.01100016,16.87000084,0.005326252,0.006753521,0.015339513,0.001415678,0.004849368,0.008274092,33.48518022,-0.029921184,0.018739031,3.63052428,0.204822569,49241716550,82570042348,1.72E+11,1.18E+11,543517791,-0.041520005
2024-11-26,0,-0.14,-0.11,-0.056,-0.043,-0.03,-0.01300002,15.23999977,0.00346196,0.012880099,0.00192132,0.002789785,-0.006252628,0.013146678,42.57905698,0.030289726,0.010198852,5.85710065,0.03895853,-11709771039,54485875472,4.36E+11,-74748556334,564692445,0.520751264
2024-11-27,0,0.03,0,-0.017,0,0.03,-0.01699996,14.60000038,0.003015928,-0.008757664,-0.011818079,-0.005680438,0.001777136,-0.005531492,42.48861448,-0.050159284,9.27E-05,3.77914597,-0.217788754,-76133135952,71949430369,-2.33E+11,-68993373953,441708781,-0.438217895
2024-11-28,1,-0.05,-0.04,-0.023,-0.032,-0.01,0.00900007,14.10000038,0.005705697,-0.008018936,-0.01528372,-0.000207851,-0.008728764,-0.006887784,39.85369755,-0.022170465,-0.005550375,1.84320284,-0.061963095,-66310527177,2.01E+11,1.43E+11,-3.35E+11,414339138,-0.013873055
2024-11-29,0,0,0,-0.092,-0.103,0,0.01099992,14.10000038,-0.003808481,0.005598304,-0.001607706,-0.004885559,0,0.000642951,40.63474611,-0.043968025,-0.034072415,1.81391616,-0.173210847,-32204512507,85666024663,2.81E+11,-4.92E+11,342571105,-0.126405669
2024-12-02,0,-0.07,-0.07,-0.037,-0.031,0,-0.00600029,14.10000038,0,-0.003684244,-0.001633719,0.003472669,-0.003210312,-0.019659629,38.19394873,0.042938567,0.061774914,-2.24781021,0.121746684,-40090877675,10157082431,99435592904,-7.49E+11,384278001,0.185179644
2024-12-03,1,0.01,0.01,-0.054,-0.04,0,-0.0139997,13.51000023,0.00559212,0.007950618,0.021086813,0.004697152,0.006692131,-0.000582411,44.85812322,-0.032346575,-0.081606223,-1.6288396,-0.146166202,-20717896897,-8074264978,4.27E+11,-1.31E+11,328109545,-0.18254112
2024-12-04,0,0.04,0.02,0.016,0.018,0.02,-0.00200009,13.34000015,0.002445464,0.01892603,0.012696996,0.000856914,-0.000751755,0.018415852,66.38896279,-0.043078557,0.081901462,2.62795139,-0.012105149,-4024994759,-318937050,2.44E+11,5.66E+11,324137730,0.186922288
2024-12-05,0,-0.04,-0.04,0.052,0.041,0,0.01100016,13.30000019,0.000451347,0.000701208,0.009846899,0.007544297,-0.000282134,-0.014544724,57.84767714,0.056349151,0.026985562,-0.5858956,1.067899556,-77409636642,1.12E+11,24347148909,-4.07E+11,670284268,0.374010156
2024-12-06,0,-0.02,0.01,-0.027,-0.023,-0.03,-0.00400019,13.44999981,0.006033182,0.003030584,0.000542067,-0.000616478,-0.005941986,-0.009030057,54.06010892,-0.012084582,0.00676779,-1.98435394,-0.225177111,-58486425942,1.57E+11,-4639211800,-3.17E+11,519351593,-0.313578417
2024-12-09,0,-0.02,-0.05,0.006,0.017,0.03,-0.01099992,13.53999996,-0.001871526,-0.007757516,-0.003214294,-0.007691868,0.002456559,-0.005622256,42.40239107,-0.003356519,0.001352631,-2.38254924,0.213837813,-2680002790,3.45E+11,4.71E+11,-2.84E+11,630408602,0.096058123
2024-12-10,1,0.05,0.04,-0.067,-0.041,0.01,-0.02600002,12.77000046,0.002492345,0.001771927,0.003442502,0.017159188,0.001697156,-0.028226348,33.32438939,0.104521602,0.087237107,-6.96626341,-0.061490543,-32970450079,2.28E+11,4.90E+11,1.03E+11,591644435,-0.067658648
2024-12-11,1,0.02,-0.01,-0.032,-0.055,0.03,0.023,14.18999958,-0.006163167,0.005274002,-0.006386886,0.001669699,0.002352389,0.023967231,41.53867752,0.073193612,0.054254548,-0.51937086,0.012044134,11505853560,20341073636,3.65E+11,-1.05E+11,598770280,-0.072570693
2024-12-12,1,0.04,0.01,0.047,0.012,0.03,0.03499985,14.18000031,-0.002968284,0.00011817,-0.009622295,0.005138866,0.002909275,0.010151587,45.28055974,0.016360769,-0.080873244,1.937753,0.031641834,9212492395,-26820336054,1.71E+11,-1.38E+11,617716470,-0.182321557
2024-12-13,1,0.06,0.05,0.008,0.013,0.01,-0.00499988,13.57999992,0.008132626,0.012040082,0.006231514,-0.003352961,0.002340058,0.016086878,47.73922005,0.024749169,0.03358258,5.03257706,0.07522993,1.68E+11,3.88E+11,-5.32E+11,-20895446529,664187237,0.461906419
2024-12-16,0,0.08,0.07,-0.024,-0.008,0.01,-0.01599979,13.92000008,-0.005428731,-0.009548767,-0.00114269,-0.000903069,0.00037391,0.004959176,45.04101698,-0.017347131,0.001027588,5.2245398,-0.130158838,-14543519819,2.61E+11,-1.47E+11,-1.74E+11,577737398,-0.329181803
2024-12-17,0,-0.01,0.01,0.045,0.012,-0.02,0.03299975,13.81000042,-2.65E-05,-0.000328227,0.000843238,0.004604657,-0.001309262,-0.002203299,46.01253174,0.016721161,-0.060525687,3.89307612,-0.08832602,-54361564808,1.42E+11,-60241181602,-4.34E+11,526708153,-0.04388695
2024-12-18,1,0.01,0,0.069,0.068,0.01,0.00099993,14.68999958,0.003792155,-0.002354887,-0.000950569,-0.002163428,0.000935352,-0.013005174,44.33862573,0.009710591,0.026156187,0.67802588,0.061384218,-14850160394,1.41E+11,47947415961,-7.02E+11,559039721,0.091331038
2024-12-19,0,0.1,0.13,-0.052,-0.085,-0.03,0.03299999,15.86999989,-0.00387148,-0.007214353,0.006523989,0.003535899,0.009954031,0.011179445,47.67077857,0.027690021,0.01622066,2.92014288,-0.209934816,-17429787527,1.00E+11,85258693459,3.92E+11,441677820,-0.10679833
2024-12-20,0,0.07,0,0.076,0.067,0.07,0.00900007,27.62000084,-0.029936505,-0.006884469,-0.010256715,0.010443567,0.003511415,-0.019714644,47.69932372,0.004957335,0.051484287,-1.42873132,0.142160745,-30465188738,1.37E+11,-5.59E+11,-4.34E+11,504467068,0.011919092
2024-12-23,1,-0.05,-0.03,0.059,0.026,-0.02,0.03299999,24.09000015,-0.000865487,-0.002881483,-0.018573456,-0.009726828,-0.007313841,-0.013132216,44.58315247,0.017586897,0.005517788,-3.48590025,0.224623796,-25239156185,1.87E+11,-1.95E+11,-8.22E+11,617782376,0.102394035
2024-12-24,0,0.07,0.04,-0.029,-0.013,0.03,-0.0159998,18.36000061,0.010810479,0.011801377,0.026058333,0.005529291,0.003895008,0.015625105,43.64176447,-0.005245155,0.010409979,0.4974216,-0.306929394,-39824353595,76991963721,3.92E+11,1.45E+11,428166806,-0.236602705
2024-12-26,0,0,0,0.032,0.01,0,0.02199984,16.78000069,0.007260849,-0.00318392,0.00067934,-0.001883643,0.002034224,-0.000610335,47.21932772,-0.05982313,-0.001682077,0.47355005,-0.096665338,-91045365786,-24738114625,1.49E+11,-6185403456,386777917,-0.090713714
2024-12-27,0,-0.01,-0.01,0.028,0.022,0,0.00600004,14.27000046,0.010982233,0.01351608,0.005465052,0.010281774,-0.001201579,-0.004455726,48.51786582,-0.026815076,-0.002571874,-0.29722453,-0.165412399,-1019756878,-6761836838,2.06E+11,20405643904,322800054,-0.050200654
2024-12-30,0,0.04,0.01,-0.028,-0.014,0.03,-0.01400018,14.72999954,-0.000405741,0.017861678,0.001235539,0.006414578,-0.001202955,-0.01030114,47.22940541,-0.034928732,0.008559048,-2.01850273,-0.035652953,22774506911,82250826237,-1.67E+11,-1.74E+11,311291279,-0.010980502
2025-01-02,0,-0.07,-0.07,-0.021,-0.037,0,0.01600028,15.94999981,-0.011117305,-0.009644421,-0.003679283,0.003952709,0.001202955,-0.002198062,55.40701095,-0.051846114,-0.042978385,-1.77896156,-0.023539914,3854726549,18562954107,30920329920,-1.21E+11,303963509,-0.175405465
2025-01-03,1,0.02,0,-0.106,-0.09,0.02,-0.01600004,17.39999962,-0.010759674,0,-0.015564029,0.000488726,0.011585291,-0.000229262,46.88219142,-0.065840013,7.27E-05,-1.1936934,0.153730355,9774611646,9159869200,-2.68E+11,-2.38E+11,350691927,0.268706171
2025-01-06,1,0.03,0.03,0.005,-0.025,0,0.02999974,17.93000031,-0.006520369,0,0.003333612,-0.001269873,-0.00403044,0.017757634,49.90820322,0.046044609,-0.00350169,2.75093435,0.162092297,4593747827,40991978215,2.72E+11,2.84E+11,407536387,0.16760654
2025-01-07,1,0.02,-0.02,0.063,0.042,0.04,0.02100014,16.12999916,0.012517357,-0.014835537,0.027529291,-0.004167265,-0.006353272,0.01895175,50.99229573,0.003289174,0.023088814,6.10845177,-0.257094604,19649537894,39986219397,-30739910350,3.70E+11,302760981,-0.010995835
2025-01-08,1,0.05,0.03,-0.023,-0.016,0.02,-0.00699998,16.04000092,0.005522767,0.019555896,0.004388178,-0.004157353,0.002583016,0.001389434,49.63085623,0.00590786,-0.012796624,5.218451908,0.346583459,-5172925695,96854973661,-1.50E+11,1.63E+11,407692929,0.144982774
2025-01-09,1,0,-0.02,0.002,-0.003,0.02,0.0049999,17.81999969,-0.011166022,-0.002554001,-0.010367569,-0.005200347,0.005054419,0.011549733,54.67503191,0.024697338,0.007023639,6.495059092,-0.109847397,50831772028,1.39E+11,-1.10E+11,2.22E+11,362908922,0.100032853
2025-01-10,0,0.01,0,-0.018,-0.005,0.01,-0.01299978,17.70000076,0.001559144,-0.009448165,-0.014033787,0.004185766,0.000824703,0.000337046,60.43808903,-0.025710886,-0.145905783,5.179628906,0.114027092,87469936064,25261924759,-5.32E+11,7.51E+11,404290371,0.100541229
2025-01-13,0,0.09,0.15,0.059,0.061,-0.06,-0.00200034,17.70000076,0,-0.010525862,-0.00300573,-0.001881087,0.004295589,-0.002429641,55.39978874,-0.011786378,-0.083522854,3.534004516,-0.066050826,-63878133168,2.64E+11,-4.85E+11,-3813706835,377586658,-0.171252609
2025-01-14,1,0.02,0.03,0.034,0.103,-0.01,-0.06899976,19.54000092,-0.015531638,0,-0.023013197,0.011627893,0.002823167,-0.010476895,60.00524701,-0.056254217,0.014074913,0.600997508,0.532271953,-14359968392,2.59E+11,-99274778032,-8.74E+11,578565446,-0.068329668
2025-01-15,0,-0.01,-0.03,-0.03,-0.018,0.02,-0.01199985,19.19000053,0.001574204,-0.018441273,0.013655226,-0.00911596,-0.006294803,0.00314414,69.10313991,-0.049272482,-0.050386214,1.013230807,-0.283594202,-20838579147,56996888787,-53550157072,-2.96E+11,414487640,-0.098630603
2025-01-16,1,-0.12,-0.12,0.019,0.029,0,-0.01000023,18.70999908,0.001145623,-0.000772831,-0.012489069,0.001061837,-0.001648657,-0.000236211,63.2495564,-0.024711725,-0.005200633,0.652205119,0.299277127,-25951915330,38649159979,-2.10E+11,56761084835,538534310,0.11289305
2025-01-17,0,-0.05,-0.05,-0.058,-0.049,0,-0.00899982,16.12000084,0.018147133,0.003324545,0.022422239,-0.016027048,-0.001192362,0.012212771,68.42666093,0.035651901,0.029631877,2.856372714,-0.162425551,-30806046569,75671702975,22148124041,6.26E+11,451062578,0.026868892
2025-01-20,0,0,0.04,0.011,-0.038,-0.04,0.04899978,16.60000038,-0.002114924,-0.003145529,0.005326935,0.011139885,0.003572899,-0.001560052,70.49074452,-0.012737274,-0.043237701,1.78903412,-0.011478813,-41340992900,1.31E+11,-1.19E+11,-2.34E+11,445884915,0.058688996
2025-01-21,0,0,0,0.055,0.035,0,0.02000022,15.97000027,0.009941478,0.011661825,0.005116481,0.002789749,0,-0.001387898,77.75431873,-0.045216225,-0.023566388,0.96750737,-0.018701942,-22965953321,73572891647,40430285207,-4.18E+11,437546001,-0.14387037
2025-01-22,1,-0.04,0,-0.05,-0.044,-0.04,-0.00600004,15.97000027,0,0.003220321,0.001425455,-0.015106167,-0.011867127,-0.000801901,78.99431746,0.002607931,-0.120882948,0.43089644,0.307316942,-32883396384,58850508084,55132666853,-1.73E+11,572011300,0.073447906
2025-01-23,0,0.03,0.01,0.009,-0.002,0.02,0.01099992,15.06000042,0.008730009,0.015717529,0.009627341,-0.006808066,0.001017441,0.011462914,81.79916055,0.022675715,-0.050778533,2.48249125,0.020499759,13915740457,88094425479,2.95E+11,3.51E+11,583737394,0.17478248
2025-01-24,1,0.05,0.01,0.01,0.001,0.04,0.00899982,15.10000038,0.006119181,0.007854336,0,0.005978716,-0.001109935,-0.012472164,66.60802605,-0.053542058,0.011812898,-0.77262022,0.044548691,-66489426772,1.50E+11,-2.45E+11,-6.20E+11,609742131,-0.11340076
2025-01-31,0,-0.02,-0.02,0.022,-0.008,0,0.03000021,15.02000046,0.00529942,-0.000673184,0,-0.000285825,-0.005661537,0.008435852,62.28076729,-0.04621887,0.013438906,0.90424126,-0.012673343,5258832601,65057805446,-15733717469,2.73E+11,602014660,0.028843372
2025-02-03,0,-0.05,-0.06,0,0.003,0.01,-0.00300003,14.85000038,-0.002859216,-0.009043382,0,0.005376287,0.008618748,-0.007688711,55.95852417,0.018449264,0.016755737,-1.04219687,-0.245195531,8458144968,35463492151,2.98E+11,-1.18E+12,454403356,0.302280872
2025-02-04,1,-0.04,0.01,-0.024,-0.001,-0.05,-0.023,16.43000031,-0.010000347,-0.026954217,-0.035949221,0.01043329,0.005704793,-0.025515801,36.39051086,0.077094518,0.160200459,-6.06449961,0.150625384,-51138860199,2.10E+11,-4.51E+11,-8.71E+11,522848036,-0.16507975
2025-02-05,1,-0.02,-0.03,0.009,0.012,0.01,-0.003,18.62000084,-0.007637691,0.007198344,0.004363731,0.001557032,-0.009495336,0.011240805,42.64657295,0.071796113,0.01951873,-2.658205816,-0.083142118,-54871642961,1.39E+11,11570047283,77245571545,479377343,-0.061693569
2025-02-06,1,-0.09,-0.06,-0.026,-0.006,-0.03,-0.01999999,17.20999908,0.007198907,0.000853006,0.015999245,-0.006111654,-0.003526006,0.011052126,48.89612158,0.008175252,0.017149806,0.028079301,-0.087682888,-20727305064,90759040565,27625408313,65594890099,437344153,-0.100322722
2025-02-07,0,0.02,0.04,-0.022,0.004,-0.02,-0.02600002,15.77000046,0.003901054,0.006034852,0.006670662,-0.004333048,0.001021978,0.010891852,57.96777768,-0.009184192,-0.037875436,2.124413649,0.09684153,-14760411027,47082490535,1.40E+11,3.56E+11,479697230,0.178965849
2025-02-10,0,0.04,0.08,0.04,0.053,-0.04,-0.01300001,15.5,0.003637674,-0.00718048,0.006909756,-0.001205798,0.003244786,-0.005863249,54.04460446,-0.007152281,-0.065133209,0.367469636,-0.124714456,-61806450434,1.22E+11,-1.80E+11,-2.40E+11,419872051,-0.15415068
2025-02-11,1,0.02,-0.01,-0.006,0.003,0.03,-0.00900007,16.54000092,-0.009509846,0.000364807,-0.009678095,0.005855976,0.002588269,-0.000257735,54.03389847,-0.006343637,5.02E-05,0.11794097,-0.062657955,-35325072274,1.85E+11,1.83E+11,-2.77E+11,393563727,0.038466281
2025-02-12,1,0.03,-0.02,0.019,-0.005,0.05,0.02400017,15.81000042,0.006690112,0,0.005657001,0.001783828,-0.003329027,0.007027264,51.99118915,-0.018651262,-0.021722549,1.39129122,0.146175214,-33982381205,58670737259,1.90E+11,1.41E+11,451092989,0.037041272
2025-02-13,1,0.08,0.09,0.03,0.018,-0.01,0.01199985,16.02000046,0.000339525,0.004179974,-0.00404085,-0.001694212,-0.00018524,0.003671731,54.20045809,0.012843661,0.002896945,1.69978399,0.030594998,-29088098916,10160252896,52557311052,3.71E+11,464894178,0.21950056
2025-02-14,1,-0.1,-0.06,-0.007,-0.02,-0.04,0.01300001,15.89000034,-0.002727583,0.012694298,0.004697466,0.00094389,-0.00585372,0.013555552,59.65253142,0.030227301,0.039454942,3.95152635,0.463433547,65668200903,68302874736,3.71E+11,-1.13E+11,680341736,0.221682631
2025-02-17,1,-0.05,-0.05,-0.026,-0.02,0,-0.00600004,15.10000038,0.010372313,-0.007938866,-0.010603325,-0.009256831,-0.006919776,0.003045921,60.96988627,-0.046516185,-0.038627582,3.52481916,-0.266009103,-59623833723,1.76E+11,2.72E+11,-3.20E+11,499364641,-0.207189623
2025-02-18,1,0,0,0.023,0.012,0,0.01100015,14.77000046,-7.19E-05,0.000633788,0.015119717,-0.004276765,0,0.00744788,59.80316757,-0.027121872,0.007529184,4.06689649,-0.26638779,-37806070744,82783939271,2.63E+11,-2.24E+11,366339998,-0.233993567
2025-02-19,1,0.08,0.07,0.009,0.018,0.01,-0.00900006,14.77000046,0,0.002451372,0.006816833,0.006047615,0.004494001,0.006259107,68.07260003,-0.017893039,0.00224323,4.20755477,0.151916581,-18134673779,1.21E+11,1.00E+11,18935648626,421993118,0.135801541
2025-02-20,0,-0.02,-0.03,-0.005,-0.011,0.01,0.0059998,15.35000038,0.002442004,-0.002697498,-0.002624459,-0.000839936,0.001120298,0.016877402,70.3271047,0.05647568,0.029181884,6.52893907,0.245989019,64551134535,67712126648,6.60E+11,3.96E+11,525798791,0.167664399
2025-02-21,1,-0.03,-0.03,0.015,-0.002,0,0.01700021,15.27000046,0.002374149,-0.012501544,-0.00495288,-6.94E-05,-0.007774869,-0.006557041,70.7476817,-0.031599998,0.016835757,3.31385962,0.00666516,-81417208164,80847797720,-8960609712,-2.88E+11,529303324,-0.020339684
2025-02-24,0,-0.08,-0.08,-0.032,-0.01,0,-0.02200008,15.65999985,-0.004343605,0.002553804,0.010283904,-0.005766696,0.002535848,0.000195914,87.64026108,-0.142355364,-0.00247681,2.19145838,-0.159831008,-8634276479,74306429095,61015463799,-2.16E+11,444704240,-0.247408173
2025-02-25,0,-0.02,-0.02,-0.031,-0.008,0,-0.02299977,18.20999908,-0.017211397,0,-0.006974867,0.001807465,-9.38E-05,-0.003513333,82.96920885,-0.067971824,0.006275839,0.50294454,0.206091748,-7354978147,17820189902,-91866448407,-2.00E+11,536354114,-0.054067221
2025-02-26,1,-0.1,-0.09,-0.028,-0.014,-0.01,-0.01400017,18.97999954,-0.004981494,-0.014001507,-0.011935412,-0.003940021,-0.002724166,-0.005679026,75.69645608,-0.012912258,-0.007245532,-1.2779982,-0.235048599,-39077070571,13822369897,-92082269066,-3.21E+11,410284831,-0.028170877
2025-02-27,0,-0.05,-0.04,-0.045,-0.005,-0.01,-0.03999997,19.43000031,-0.004690715,-0.002498503,0.005004697,0.000594774,0.001034181,0.004097623,73.84370763,0.001120591,-0.054006551,-0.60223307,-0.057331413,-3608597829,57404901317,1.74E+11,-3.22E+11,386762622,0.064538521
2025-02-28,0,0.04,0.01,0.002,0.001,0.03,0.00099993,19.10000038,0.000136015,0.002979137,-0.015041317,0.003435884,0.007675782,-0.00734971,72.35234695,0.03148604,0.01294317,-2.47026578,0.328747339,20023507006,45851879957,-3.43E+11,-1.79E+11,513909805,-0.036367644
2025-03-04,0,-0.05,-0.06,-0.048,-0.026,0.01,-0.02199984,21.12999916,-0.015991743,-0.029193095,0,0.010706373,0.003444292,-0.034524508,51.84674214,0.149341767,0.247407069,-9.46019358,0.14528175,-83318129055,5940831420,-5.18E+11,-1.56E+12,588571521,0.36772478
2025-03-05,1,-0.02,-0.05,-0.003,-0.025,0.03,0.02200008,19.62999916,0.01572978,0.004717085,-0.019991826,0.005550669,-0.017530355,-0.001525222,48.29865977,0.016109182,-0.129346178,-8.03943344,-0.177531814,728396200,51526216282,-2.63E+11,-1.94E+11,484081351,-0.174658684
2025-03-06,1,0.06,0.07,0.07,0.024,-0.01,0.04599976,23.51000023,-0.030063691,0.002329346,0.012097218,-0.00349053,0,0.011484174,51.53346879,0.02531058,0.001021618,-4.19661669,0.176273878,97648839135,70907237311,-2.10E+11,-2.26E+11,569412248,-0.007662873
2025-03-07,0,0.01,-0.03,0.033,0.029,0.04,0.00399996,21.93000031,0.011097473,0.007632607,-0.006864684,-0.006782038,-0.016015598,0.007023407,48.83488976,-0.021203879,-0.01324448,-2.02988452,0.070605183,35205731675,-550366428,69495382199,1.37E+11,609615704,-0.140146632
2025-03-10,1,0.03,0.03,-0.033,-0.029,0,-0.00399996,24.87000084,-0.017979677,-0.021927002,-0.006153906,0.002401756,-0.002116415,-0.004934181,45.48963503,0.036264707,-0.014450877,-2.7589672,-0.069591862,23426058917,46285802840,-1.36E+11,59105655053,567191412,0.076633226
2025-03-11,0,-0.1,-0.1,0.028,0.031,0,-0.00299978,23.37000084,0.005505435,0.003817817,-0.005192389,-0.000165925,0.000673958,0.002691894,43.17290196,0.016720942,-0.009025049,-1.736022039,-0.231838108,-5523898450,46122251900,74637735766,-4.29E+11,435694828,-0.21092344
2025-03-12,1,0.06,0.01,-0.041,-0.036,0.05,-0.00500011,27.86000061,-0.027343542,-0.00637108,-0.017429521,0.007419216,-0.004533418,-0.012838806,35.59130219,0.081672934,0.039788964,-4.081713735,-0.084184107,-22418295696,-26885014630,-1.74E+11,-1.54E+12,399016248,0.098250277
2025-03-13,0,0.04,0.06,0.003,-0.01,-0.02,0.01300001,26.92000008,-0.007596647,0.000705874,0.009347176,-0.004133366,0.001642098,0.014560864,33.99430543,-0.022740597,0.031745014,-0.288166513,0.006586972,8035847301,-30632355371,38789074057,3.80E+11,401644557,0.120836473
2025-03-14,0,-0.05,-0.05,0.007,0.02,0,-0.01300001,24.22999954,0.004874968,-0.000789538,-0.014316674,-0.001565656,0.002121108,-0.000458458,35.93069414,0.02513856,-0.001659713,-0.37598973,0.063856175,1.47E+11,-46569214601,2.94E+11,-4.81E+11,427292042,0.063012968
2025-03-17,1,0.04,0.07,0.043,0.026,-0.03,0.01699996,24.65999985,-0.013988367,0.007125143,0.000290058,0.003087536,-0.001059991,-0.002832603,34.92274633,-0.000190289,-0.035703823,-0.927090837,-0.15203337,-53919251663,56115640598,50076864432,-2.95E+11,362329393,-0.27604521
2025-03-18,1,0,0.03,-0.008,0.005,-0.03,-0.01300001,21.77000046,0.021042906,0.009225578,0.006831118,-0.002880448,-0.003380162,0.017125937,44.72188146,0.031126962,0.057204911,2.768706584,0.094512197,-10148042110,28916360145,5.01E+11,6.22E+11,396573940,0.188339629
2025-03-19,1,-0.02,-0.02,-0.017,-0.003,0,-0.01399994,20.51000023,0.006395635,0.011932379,0.006895185,-0.004537423,-0.001258456,0.000631873,47.14399919,0.00643004,-0.010069629,2.228074717,0.400814622,-23530910394,34156166372,1.34E+11,4.44E+11,555526574,0
2025-03-20,1,-0.04,-0.06,0.023,0.023,0.02,0,21.70000076,-0.010710667,-0.002474771,-0.014055048,0.004461434,0.001838704,0.006212633,48.04992009,0.004731138,-0.000112165,2.946167753,0.176049839,-7210762242,22957790839,2.71E+11,3.05E+11,653326938,-0.016807118
2025-03-21,1,-0.01,-0.02,-0.019,-0.023,0.01,0.00399994,19.89999962,0.010740608,0,0.018784839,-0.00383769,0.004052478,0.003220827,52.48488298,-0.015649916,-0.058356307,2.85297559,-0.303535121,-38124048864,-2992436037,1.24E+11,5.52E+11,455019267,0.016807118
2025-03-24,0,0.01,-0.01,0.013,-0.001,0.02,0.01400018,19.79999924,-0.002187283,-0.001983863,-0.007543157,0.015420252,0.002308338,0.002283911,74.42130868,-0.122898578,-0.006657643,2.55199205,0.093424424,-37003018808,13372154676,-3.42E+11,8.50E+11,497529180,0.168335315
2025-03-25,0,0.09,0.09,0.011,0.007,0,0.00399972,19.28000069,0.000824314,-0.001821607,-0.004624053,-0.000709696,0.001631926,-0.004193142,72.12296195,-0.034131399,0.003264642,0.92382331,-0.25143761,-53815461430,4992047134,7830685905,6151772366,372431632,-0.718826195
2025-03-26,1,-0.03,-0.03,0.005,0.008,0,-0.00299979,17.47999954,0.017492117,0.004564353,0.007505644,0.001016694,-0.000767624,-0.006196811,63.09846161,0.020028217,0.005131759,-0.77716576,0.1794901,-9151729684,-19561119151,1.30E+11,-75211633491,439279423,0.183043839
2025-03-27,0,0.04,0.03,0.018,0.006,0.01,0.01199985,17.14999962,0.001573095,0.006509905,-0.000579357,-0.002854879,0.00354528,0.010696383,64.71693332,0.016465597,0.018640674,1.44008113,0.156248286,-7157583100,15570782366,2.40E+11,3.51E+11,507916080,-0.081447625
2025-03-28,0,0.03,-0.01,-0.001,0.004,0.04,-0.00499988,18.32999992,-0.01121964,-0.005995759,-0.013957023,0.00245244,-0.004601709,-0.014012573,58.58329063,0.012163862,0.034994826,-2.01796799,-0.20594449,-88333381166,-25460178838,-1.17E+11,88668299283,403313562,0.002607563
