Date,Target,US_Interest_Rate_10Y__diff1,US_Interest_Rate_3Y__diff1,KR_Interest_Rate_10Y__diff1,KR_Interest_Rate_3Y__diff1,US_Spread_10Y_3Y__diff1,KR_Spread_10Y_3Y__diff1,VIX,S&P500__logdiff1,Nikkei225__logdiff1,TaiwanWeighted__logdiff1,USD_KRW__logdiff1,Dollar_Index__logdiff1,Log_Return,RSI_14,ATR_14__logdiff1,Volatility_20__logdiff1,MACD__diff1,Volume_ROC,Net_Purchase_Investment_Trust,Net_Purchase_Pension_Fund,Net_Purchase_Financial_Investment,Net_Purchase_Foreigner,Volume,Transaction_Value__logdiff1
2024-01-30,0,-0.07,-0.05,0.05,0.041,-0.02,0.0090003,13.26000023,-0.000651998,0.007686824,0.006900359,0.000546231,0.001352129,0.008872889,36.63002242,-0.011391861,-0.059454912,2.53746771,0.460521138,70986827780,88985971442,-5753762947,5.47E+11,427439639,0.227057451
2024-01-31,0,-0.02,0.04,-0.086,-0.036,-0.06,-0.05000019,13.60000038,0.007528366,0.001079663,-0.004702082,-0.002659244,-0.002028879,-0.000736017,39.68065736,0.003105344,-0.020741721,2.06851849,0.127197609,21539683447,59507512094,80957806616,-13424075615,481808939,-0.026004857
2024-02-01,1,-0.07,-0.09,-0.005,-0.007,0.02,0.00200009,13.31000042,-0.00060083,0.00610489,-0.008076513,-0.004955189,-0.001258092,-0.000688553,39.67875854,-0.003539779,-0.157093425,1.6870978,-0.05652551,-280576421,8363215432,27968112155,89167046947,454574443,0.030459207
2024-02-02,1,-0.12,-0.09,-0.006,0.006,-0.03,-0.01200008,14.35000038,-0.016236852,-0.007614337,0.004381152,0.005480154,-0.002132547,0.018006012,53.63722145,0.05444759,0.127235245,5.12549252,0.652258761,1.47E+11,-44509005586,64529536631,1.05E+12,751074606,0.405465108
2024-02-05,0,0.16,0.18,-0.052,-0.019,-0.02,-0.032999996,13.88000011,0.012416286,0.004061517,0.005097169,-0.003725385,0.008407018,0.028250559,64.34906682,0.108035091,0.209535392,9.953136004,-0.206309035,65644912089,1.32E+11,4.10E+11,1.93E+12,596121129,0.064538521
2024-02-06,0,0.14,0.13,0.087,0.064,0.01,0.023000002,13.85000038,0.010627771,0.00540988,0.00199915,0.006585013,0.005087103,-0.009219098,65.27179375,0.034310411,0.016020223,5.896118002,-0.141654615,67433199407,1.24E+11,-9.68E+11,1.79E+11,511677820,-0.141499562
2024-02-07,1,-0.08,-0.13,0.008,-0.02,0.05,0.027999878,13.67000008,-0.003191425,-0.005336853,0,-0.00324955,-0.002588283,-0.005848136,76.95382378,-0.06453482,0.00626263,3.359515636,-0.195553102,-58257628092,-53133920957,-36523993515,3.38E+11,411617635,-0.183922838
2024-02-08,1,0,0.02,-0.004,-0.006,-0.02,0.002000096,13.06000042,0.002307746,-0.001127226,0,-0.004962062,-0.001344726,0.012873893,79.28152661,0.047345462,0.015491471,5.202030878,0.258892474,-25330361669,-4488688516,6.22E+11,5.39E+11,518182343,0.100541229
2024-02-13,1,0.06,0.06,0.022,0.019,0,0.00300002,12.82999992,0.008207683,0.020371402,0,0.000625341,0.001056733,0.004107155,77.58093305,-0.037056127,0.00054711,4.78026375,-0.170158226,19339886087,56020020407,1.70E+11,4.11E+11,430009355,0.083381609
2024-02-14,0,0.16,0.22,0.053,0.048,-0.06,0.00500011,12.78999996,0.00057042,0.029421552,0,0.000662624,0.007747135,0.011127267,82.11595898,0.020052334,0.003963122,5.87749548,0.300867733,-1.10E+11,-90423236839,7.75E+11,9.61E+11,559385295,0.062035391
2024-02-15,0,-0.04,-0.06,0.049,0.072,0.02,-0.023,15.85000038,-0.008992096,-0.006889357,0,0.009208535,-0.002289184,-0.011089161,73.36780252,0.054946562,0.032986464,2.00032878,-0.028353014,-37644681117,10495829718,-4.71E+11,1.08E+11,543525036,-0.275228611
2024-02-16,1,-0.03,-0.02,-0.025,-0.02,-0.01,-0.00500011,14.38000011,0.009534168,0.011985736,0.029860163,-0.01109213,-0.004018741,-0.002529461,73.92825031,0.010599813,-0.030219193,0.74272358,0.143209699,-32521350908,-16150453454,1.09E+11,-9300908897,621363093,0.057708318
2024-02-19,1,0.06,0.07,0.005,0,-0.01,0.00500011,14.01000023,0.005804373,0.008592814,-0.002003678,0.001251128,-0.000191814,0.01328649,76.59495182,0.023948932,-0.161125753,3.06586611,-0.044291868,14433252751,5759449020,2.77E+11,5.64E+11,593841761,-0.047856021
2024-02-20,0,0,0,-0.015,-0.008,0,-0.00700021,14.23999977,-0.004815044,-0.000438147,0.001533214,0.002948154,0,0.011822199,78.113883,-0.026173452,0.012652265,4.57504509,-0.28819582,39642375053,92021674096,3.09E+11,6.16E+11,422699048,-0.037966598
2024-02-21,0,-0.03,-0.05,0.022,0.008,0.02,0.01400018,14.23999977,0,-0.002779228,0.006277776,0.001320873,-0.001919726,-0.008418843,71.87974208,-0.003711409,0.019342501,1.40001621,0.449419366,-52939992009,4490071306,-2.35E+11,1.08E+11,612668186,0.018163971
2024-02-22,1,0.05,0.05,-0.015,-0.003,0,-0.01200008,15.42000008,-0.006023426,-0.002647915,-0.004106375,0.000307477,-0.000672783,-0.001687026,71.35513192,-0.005179392,-0.005459128,0.3316023,-0.082465255,-23285416426,50767809671,82532801604,-64775807045,562144348,-0.088831214
2024-02-23,1,0.01,0.06,-0.05,-0.06,-0.05,0.00999999,15.34000015,0.001263401,0.021627276,0.009404441,-0.000660015,-0.000480867,0.004122167,72.53221878,0.005325627,-0.001104387,0.72242317,-0.188114497,-15650718952,-48461557762,1.21E+11,1.69E+11,456396847,0.118390016
2024-02-26,0,-0.07,-0.04,0.044,0.032,-0.03,0.01199984,14.53999996,0.020902889,0,0.001929426,-0.004285619,-0.000192368,0.001286553,69.03113121,-0.037319871,-0.01257727,0.41970302,-0.089879414,-11939678140,4438819180,88295019877,1.47E+11,415376166,0
2024-02-27,0,0.02,0.03,-0.066,-0.034,-0.01,-0.031999824,13.75,0.000347887,0.003447651,0.003111293,0.002130053,-0.001058869,-0.007759484,55.73860569,-0.068780137,0.03064623,-1.74075676,0.279951693,-68806104315,-18713777280,57616042097,1.19E+11,531661427,0.065751378
2024-02-28,1,0.03,0.02,0.028,0.024,0.01,0.003999949,13.73999977,-0.003793939,0.00014804,-0.004954218,0.001292376,0,-0.008357213,56.13812389,-0.036143533,0.032147016,-3.52607811,0.080201942,-39228185895,38556958308,96777588677,35893174343,574301706,0.135801541
2024-02-29,0,-0.04,-0.06,0.012,-0.005,0.02,0.01699996,13.43000031,0.001704896,-0.000802786,0,5.26E-05,0.001443642,0.01032347,63.25752259,-0.002409356,0.004534007,-0.95427898,-0.265973678,4945486310,-1281253923,76639185114,4.78E+11,421552569,-0.201552919
2024-03-04,1,-0.02,-0.01,0.033,0.026,-0.01,0.006999969,13.84000015,-0.001659531,-0.001067694,0.005941629,0.001193144,0.001729608,-0.003750935,56.21966416,-0.055195842,0.007116259,-1.89358365,0.176755891,-37925464817,16723307982,-4.45E+11,1.79E+11,496064469,0.232805462
2024-03-05,0,-0.03,-0.04,-0.041,-0.025,0.01,-0.015999794,13.39999962,0.00521547,0.023792583,0.01769174,-0.001861652,-0.00317325,0.012003955,59.47523641,0.044855313,0.014609004,0.72972454,-0.185560851,11319634698,73931939075,-43513838625,7.70E+11,404014324,-0.023347364
2024-03-06,0,-0.09,-0.07,-0.025,-0.011,-0.02,-0.014000177,13.48999977,0.006781962,-0.000289291,0.004218392,-0.001473836,-0.000288963,-0.009343291,49.95718123,-0.002291148,-0.019717187,-1.75275399,0.131735003,-72997670191,34085214971,-4.07E+11,85533627777,457237152,-0.040166042
2024-03-07,1,-0.02,0,-0.028,-0.024,-0.02,-0.003999949,14.46000004,-0.010245406,-0.000170789,0.005787612,0.003373023,-0.00415119,-0.002990014,54.06868915,-0.061964798,-0.199128158,-2.32479056,-0.171121622,-51006404764,-24711028395,-1.32E+11,-3.77E+11,378993989,-0.150060695
2024-03-08,1,-0.02,-0.04,0.018,-0.004,0.02,0.021999836,14.5,0.005127933,-0.012349848,0.009903404,-0.004766061,-0.005334927,0.002318019,56.54312567,-0.007715598,-0.034909679,-1.62647092,0.22141996,-26515067376,-14115908194,41853533217,-3.25E+11,462910823,0.037387532
2024-03-11,0,0,-0.03,-0.065,-0.05,0.03,-0.01499963,14.43999958,0.010251402,0.002276029,0.00465064,-0.004463232,-0.000778379,0.012286252,56.16488873,0.012379501,0.022180514,1.06110654,-0.018688196,-13318613139,-15234742937,6.72E+11,1.82E+11,454259855,0.053584246
2024-03-12,1,0.01,0.01,0.008,0.004,0,0.00399971,14.73999977,-0.006549923,-0.022124439,-0.002998642,-0.003943698,0.001264577,-0.007681416,45.8364031,-0.030000357,-0.016689155,-1.09239875,-0.138412053,-54255192239,27596986702,-38700956515,-1.06E+11,391384816,-0.260800271
2024-03-13,1,0.06,0.07,-0.007,-0.002,-0.01,-0.004999874,15.22000027,-0.001122868,-0.000592042,0.009509037,-0.004142324,0.000874473,0.008225958,54.90765903,-0.023454017,0.015164784,0.6215474,0.03215368,-48028409585,-23520120205,4.75E+11,-3.72E+11,403969278,0.093667132
2024-03-14,1,0.03,0.04,-0.004,-0.022,-0.01,0.018000124,13.84000015,0.011139513,-0.002620686,0.000700699,0.000465337,-0.001652474,0.004375515,57.98810491,-0.01204544,-0.033492827,1.14282972,0.234647772,-1.76E+11,48287264219,40228954152,3.35E+11,498759769,0.122681377
2024-03-15,0,0.1,0.09,0.023,0.022,0.01,0.00099993,13.75,-0.001926384,0.002874979,0.000472084,0.001904908,0.005529965,0.009308421,60.23364087,0.016370506,-0.035644863,2.60955167,0.221606238,-37065139151,1.37E+11,-1.86E+11,4.73E+11,609288045,0.248279525
2024-03-18,1,0.02,0.05,0.056,0.035,-0.03,0.02099991,14.39999962,-0.002875221,-0.002573394,-0.012893526,0.006275718,0.000677012,-0.019281614,49.86339222,0.049742063,0.145081156,-2.42225985,-0.039948801,-1.06E+11,75833319845,14606140982,-1.04E+12,584947718,-0.065957968
2024-03-19,0,0.03,0.01,0.025,0.04,0.02,-0.01500011,14.40999985,-0.006504023,0.026332332,0.00997672,0.005597294,0.00144922,0.007099277,56.1897202,-0.0349266,-0.036550868,-0.67952855,-0.302189802,-899914637,1395248889,3.07E+11,-86899513299,408182483,-0.326821981
2024-03-20,1,-0.04,-0.05,0.037,0.035,0.01,0.0020001,14.32999992,0.006298184,0.006600145,-0.001140014,0.00506486,0.002218004,-0.011108355,54.85126177,0.012420651,-0.00354872,-3.18891724,0.704790494,-35396996074,18301934161,-5.39E+11,-2.41E+11,695865617,0.116848893
2024-03-21,1,-0.03,-0.06,-0.021,-0.012,0.03,-0.00900007,13.81999969,0.005633253,0,-0.003670386,0.000695859,-0.003860577,0.012707991,55.77913349,0.005045215,0.028058968,-0.0419155,0.035331805,23926904692,10218348100,5.55E+11,8.54E+11,720451805,0.171358252
2024-03-22,0,0,0.01,-0.04,-0.065,-0.01,0.0250001,13.03999996,0.008864765,0.020096346,0.02074131,-0.005181638,0.005689194,0.023773467,64.71510559,0.091784767,0.135677844,4.87717275,0.145429761,10202996486,-15368975587,1.10E+12,1.88E+12,825226939,0.097455336
2024-03-25,0,-0.05,-0.06,-0.049,-0.022,0.01,-0.02699995,12.92000008,0.003231309,0.001781295,0.001451479,0.003429969,0.004126094,-0.002289504,60.41496673,-0.033319592,0.002440428,3.01014481,-0.382539213,-72132530851,-17959564694,-26332545579,6.67E+11,509545275,-0.196710294
2024-03-26,1,0.03,0.03,0.008,0.006,0,0.00199985,13.06000042,-0.001403172,-0.011667875,-0.001790158,0.006660958,-0.001916965,-0.004006469,62.86140826,-0.007760129,0.006936418,1.13894362,-0.039103666,-79833518248,10313948958,-1.42E+11,-43286028618,489620187,-0.141763945
2024-03-27,0,-0.01,-0.01,0.027,0.011,0,0.016000036,13.18999958,-0.003059641,-0.000398203,-0.003261998,-0.003332408,0.00057546,0.007105117,66.31017222,0.047587119,-0.014028498,2.0937703,-0.084390462,-45568972334,-83112767384,7.10E+11,6.23E+11,448300913,0.200852861
2024-03-28,0,-0.04,-0.02,-0.024,-0.013,-0.02,-0.011000156,13.23999977,-0.002803722,0.008987143,0.003651633,0.002930483,0.00057513,-0.000718399,65.34561878,-0.020419905,-0.025472769,1.10289355,0.139065305,-68364828056,85111846153,1.73E+11,2.93E+11,510644016,0.024292693
2024-03-29,1,0,0.04,0.004,0.005,-0.04,-0.00099969,12.77999973,0.008593596,-0.014695786,-0.002655406,0.005005833,0.001914836,-0.003377628,60.01712322,-0.057578681,-0.009778678,-0.26914155,-0.178923213,-34140067486,-671097806,-1.90E+11,73487346552,419277948,-0.049190244
2024-04-01,1,0,0,0.036,0.029,0,0.00699997,13.01000023,0.001115863,0.005000689,0.007314315,0,0,0.000294883,64.13099907,-0.007220152,-0.007487729,-0.53534438,0.181783057,-82278583086,-77790551674,-1.17E+11,7.82E+11,495495575,-0.060624622
2024-04-02,1,0.13,0.11,-0.032,-0.031,0.02,-0.00099993,13.01000023,0,-0.014128555,-0.003559968,-0.003331956,0.00448532,0.000447803,61.53308364,-0.007271541,-0.028501973,-0.70427005,-0.197570017,-43473379591,-4839075428,1.28E+11,2.71E+11,397600506,-0.103378354
2024-04-03,0,0.03,0,0.044,0.042,0.03,0.00199986,13.64999962,-0.002015615,0.000899533,0.012005395,0.00756803,-0.001906185,0.001926845,60.64522038,0.002819642,-0.034566138,-0.5039545,0.585493224,19967817486,-1.17E+11,-2.53E+11,1.01E+12,630392908,0.260076806
2024-04-04,1,0,-0.03,0.027,0.008,0.03,0.01899981,14.60999966,-0.007265388,-0.009763096,-0.006321468,-0.003547371,-0.00545273,-0.016919394,48.04080666,0.046944316,0.087275361,-4.44871317,0.01651882,-99269272338,56271725959,-5.96E+11,531578062,640806255,0.015151805
2024-04-05,0,-0.05,-0.02,0.005,-0.003,-0.03,0.00800014,14.32999992,0.001090527,0.008110845,0,-0.004370151,-0.001247755,0.012857664,63.23236752,-0.027676799,0.031079206,-1.00955249,-0.254138435,-4016363006,-43559657516,-33795731478,5.86E+11,477952756,-0.102857385
2024-04-08,1,0.08,0.08,-0.024,-0.009,0,-0.01499987,16.35000038,-0.012411036,-0.019833325,0,0.00483646,0.001727286,-0.010186661,54.84474292,0.030729221,0.001469345,-3.31483602,0.299355535,-62186516304,60407304303,-3.83E+11,-1.13E+11,621030559,-0.060103924
2024-04-09,0,0.03,0.06,0.055,0.054,-0.03,0.00099993,16.03000069,0.01103805,0.009062225,0.003930763,-0.000806894,-0.00153525,0.00126658,61.53210665,-0.048762047,-0.017266779,-2.59191344,-0.000608719,35816006554,51208702671,-2.05E+11,2.06E+11,620652526,-0.063948725
2024-04-11,1,-0.06,-0.08,0.015,0.008,0.02,0.00699997,15.18999958,-0.000374701,0.010770805,0.018368107,0.002921034,9.60E-05,-0.004606473,53.06430854,0.002100661,-0.006595089,-3.2667474,-0.242436555,16762606397,-3594160472,53173111089,3.04E+11,470183666,-0.058268908
2024-04-12,0,0.2,0.25,0.082,0.075,-0.05,0.00699997,14.97999954,0.001444449,-0.008344348,-0.002068791,0.007019977,0.010791274,0.000665192,36.85217128,-0.021116283,-0.003979912,-2.61828945,0.193859746,1.04E+11,98875013081,-1.30E+12,1.07E+12,561333352,0.246860078
2024-04-15,0,-0.06,-0.07,-0.047,-0.063,0.01,0.01600003,14.90999985,-0.00208476,0.002049533,-0.000802626,0.00298723,0.007192934,-0.009330526,33.39799221,0.021572293,-0.001909755,-4.22945543,-0.083298275,-38180264801,38901923580,-5.56E+11,14607221018,514575252,-0.072906771
2024-04-16,0,0.13,0.08,0.023,0.037,0.05,-0.01399994,17.30999947,-0.014657588,-0.007383565,-0.013927211,0.008568011,0.001601868,-0.004256211,33.33163623,0.019710119,-0.093652774,-4.346719432,0.09206577,-9752284617,52468571584,-31416184970,-2.38E+11,561950019,-0.125163143
2024-04-17,0,0.04,0.05,0.057,0.029,-0.01,0.02799988,19.22999954,-0.012094196,-0.019603262,-0.027153346,0.005825274,0.000470683,-0.023031079,19.61837675,0.058925688,0.116505762,-8.330589117,0.01470248,-91530079344,22980198501,-79588663622,-2.70E+11,570212078,0.158224005
2024-04-18,1,-0.08,-0.06,0.014,0.006,-0.02,0.00800013,18.39999962,-0.002058625,-0.013329478,0.015524025,-0.000237893,-0.002921685,-0.009800187,17.88836399,0.052190524,-0.005639639,-8.536968241,-0.273343854,-26296801166,-39210361102,-1.29E+11,-1.69E+11,414348111,-0.229259778
2024-04-19,0,0.05,0.06,-0.07,-0.048,-0.01,-0.02200007,18.20999908,-0.005797375,0.0031009,0.004337667,-0.005638082,0.001885947,0.019361089,31.92462757,0.083753386,0.052151538,-2.54109134,0.155516802,44505115327,18849862974,-81879476001,5.75E+11,478786204,0.080514517
2024-04-22,1,-0.02,-0.02,0.021,0.041,0,-0.01999998,18,-0.002210602,-0.026917763,-0.038875735,-0.000101499,0,-0.016393499,27.85269249,0.109203582,-0.110892324,-5.26201914,0.690678259,-7212402476,65608826735,-6.30E+11,-3.49E+11,809473426,0.278203328
2024-04-23,0,0,0,0.067,0.044,0,0.023,18.70999908,-0.00879713,0.00993896,-0.005952939,-0.003973354,-0.000659659,0.014395067,34.65103783,0.02337677,0.072564175,-0.9185892,-0.503514047,7751327836,1.47E+11,6.31E+11,-7.50E+11,401892185,-0.241162057
2024-04-24,1,-0.01,-0.05,-0.025,-0.023,0.04,-0.00200009,16.94000053,0.008693351,0.003028396,0.00964151,0.003567256,-0.00368324,-0.00244454,33.18082944,-0.001741865,-0.000764444,-1.01510081,0.070624862,17371773643,36406688137,42341247741,-25292878480,430275765,-0.100322722
2024-04-25,0,0.04,0.02,0.02,0.02,0.02,0,15.68999958,0.011893567,0.023889868,0.02680489,-0.006081512,0.001607168,0.019903382,46.03223066,0.013849921,0.084060408,3.63936352,-0.242951469,41659091754,56511371856,2.22E+11,4.92E+11,325739636,0.024815169
2024-04-26,1,0.05,0.07,0.062,0.034,-0.02,0.02800011,15.97000027,0.000212987,-0.021859549,-0.013719949,0.004724383,-0.002459115,-0.017770677,36.02041652,0.012198971,0.04698165,-0.72147962,0.025550231,-54408070716,43689175152,-4.08E+11,-2.89E+11,334062359,-0.126274872
2024-04-29,1,-0.03,-0.01,-0.013,-0.012,-0.02,-0.00099993,15.36999989,-0.004586934,0.008106665,0.013161945,-0.003834601,0.003214562,0.010486462,42.86208059,-0.005060844,0.026938481,1.84025738,0.348612515,-31278545362,68613364520,21394724435,4.73E+11,450520678,0.116422575
2024-04-30,1,-0.04,-0.04,0.01,0.021,0,-0.01100015,15.02999973,0.010157381,0,0.018466621,0.003921742,-0.003403942,0.011643546,46.51243281,0.019207977,0.027585047,4.09756195,0.044449358,24783141696,81079168766,2.54E+11,3.45E+11,470546033,0.038839833
2024-05-02,0,0.06,0.07,-0.048,-0.023,-0.01,-0.02500009,14.67000008,0.003173408,0.012336961,-0.004838102,-0.001780663,0.00604345,0.001717676,48.45970877,-0.02246981,0.000874682,3.706267435,-0.022234843,59908474116,11678673739,1.73E+11,2.38E+11,460083516,0.073427469
2024-05-03,0,-0.11,-0.16,-0.018,-0.02,0.05,0.00200009,15.64999962,-0.015855551,-0.00442553,-0.008575349,0.000261842,-0.008698978,-0.00312895,47.30113701,-0.069808072,-0.000896743,2.318008968,-0.236905349,19372105745,-2122962625,-1.46E+11,2674010328,351087270,-0.220933606
2024-05-07,1,-0.08,-0.08,-0.024,-0.009,0,-0.01499987,14.68000031,0.005645671,0,0.005320531,-0.007563063,-0.002567436,-0.002619275,49.37275653,-0.009584919,-0.042513456,1.314820123,-0.035533168,-13838084914,12629640424,57001136004,94476971612,338612027,-0.143355588
2024-05-08,1,-0.03,-0.03,-0.078,-0.052,0,-0.02600002,13.48999977,0.012478558,0.015545198,0.015772832,-0.009179927,0.003611531,0.021338947,56.94787752,0.028884651,0.04938035,5.679123891,0.571720381,-23927915909,-41010585708,7.93E+11,1.12E+12,532203424,0.355400247
2024-05-09,0,0.01,0.03,-0.006,-0.009,-0.02,0.00300002,13.22999954,0.011615702,-0.016426933,0.002272111,0.004103431,0.00132726,0.003901863,66.51627714,-0.090469722,-0.015247837,5.281229621,-0.18017211,3997296237,-11754431659,90059882225,4.00E+11,436315210,-0.083769883
2024-05-10,1,-0.03,-0.03,0.026,0.014,0,0.011999846,13,-5.84E-06,-0.003366463,-0.006773458,0.003095938,-0.003036341,-0.012061356,65.32748609,-0.006521353,0.023989357,1.431233674,-0.028659714,68042480247,-1.79E+11,84720280682,-3.59E+11,423810541,0.074801213
2024-05-13,0,0.05,0.05,-0.018,-0.013,0,-0.004999876,12.68999958,0.005078033,0.00406613,0.007175786,0.002537333,0.000759896,0.005695106,62.15120136,-0.049753474,0.001247156,2.259525078,0.383008154,-4277000835,30362348178,4.00E+11,1.48E+11,586133434,0.04405999
2024-05-14,1,-0.02,0.01,0.016,0.012,-0.03,0.00399995,12.55000019,0.00164804,-0.001299552,0.007163055,0.003443574,-0.000854951,-0.000153963,69.90614836,-0.115971319,3.51E-05,1.61355497,0.066783904,-12863342247,-47682492630,73704563018,20102584195,625277713,0.121607132
2024-05-16,1,-0.03,-0.04,-0.008,0.002,0.01,-0.00999999,13.60000038,-0.000241333,0.004614798,0.006124673,-0.0046234,-0.001997804,0.001147081,66.51284031,-0.054605452,-0.015663731,1.37225974,-0.291042137,10175792200,-12775451031,1.14E+11,84516691286,443295551,-0.322373618
2024-05-17,0,-0.07,-0.04,-0.088,-0.079,-0.03,-0.009000065,13.42000008,0.004826149,0.014602485,0.015058659,-0.007499925,-0.005251389,0.00826505,70.19826546,0.047116051,0.003187797,2.72550405,0.177185988,20138752277,-68611125297,6.81E+11,4.26E+11,521841311,0.337525423
2024-05-20,1,0.04,0.02,-0.004,0.004,0.02,-0.007999895,12.42000008,0.00956399,-0.003420074,-0.002151605,-0.005600715,-9.58E-05,-0.010362214,58.21594625,-0.059541165,-0.081229689,-0.31687227,0.103661795,-6162987108,-85629787897,-18961498104,-2.41E+11,575936318,-0.189868762
2024-05-21,0,0.02,0.02,0.043,0.033,0,0.00999999,11.98999977,0.001164096,0.007251803,0.000618863,0.00544559,0.001148242,0.006409586,71.19487578,-0.036228708,-0.026610942,0.96462184,0.01065185,50160158193,-1.52E+11,4.65E+11,-16080521471,582071105,0.127833372
2024-05-22,0,-0.03,-0.01,-0.006,-0.001,-0.02,-0.00500012,12.14999962,0.00091597,-0.003146768,-0.001641129,0.004989798,0.000860336,-0.006571158,63.14664613,-0.027009111,-0.04373623,-0.87264376,-0.036511215,-68433902903,-2.23E+11,29634389785,-1.07E+11,560818982,-0.174353387
2024-05-23,0,0.02,0.03,-0.013,-0.002,-0.01,-0.010999914,11.85999966,0.00249875,-0.008504718,0.014727564,0.002393916,0.002671745,-0.000264324,57.91091865,-0.014710147,-0.078368395,-0.92688233,-0.135685678,-9654005532,-82718762426,1.14E+11,2.94E+11,484723878,0.166321215
2024-05-24,0,0.04,0.07,-0.006,-0.007,-0.03,0.000999924,12.28999996,-0.002709791,0.012509561,0.002576487,0.001751421,0.001618645,-0.000605995,56.62023405,0.018213016,-0.037751141,-1.03299676,-0.116859143,-18517954611,-1.20E+11,-2.66E+11,3.62E+11,428079461,-0.084083117
2024-05-27,1,-0.01,0,0.043,0.021,-0.01,0.02200008,12.77000046,-0.007408162,-0.011758677,-0.001949834,0.001324297,-0.003717293,-0.012648483,50.78849441,0.064386763,0.04782022,-3.70174638,0.171835551,-56139454255,19663305533,-7.51E+11,-3.14E+11,501638731,0.084083117
2024-05-28,0,0,0,-0.017,-0.01,0,-0.00700021,11.93000031,0.006976649,0.006548646,0.01099548,-0.001397588,0,0.013081899,58.31244545,0.020225455,-0.055157213,-0.19833689,0.10978255,24060689470,-31889385495,3.76E+11,-1.37E+11,556709910,0.242313467
2024-05-29,0,0.08,0.04,-0.017,-0.019,0.04,0.00200009,11.93000031,0,-0.001148433,0.002502883,-0.003506082,-0.001050978,-5.14E-05,47.39909458,-0.099720831,-0.111956667,-0.28552499,-0.207923714,-9950412122,91413317565,-15319724316,44235878679,440956718,-0.309004842
2024-05-30,0,0.07,0.04,0.055,0.031,0.03,0.02400017,12.92000008,0.000248771,-0.007711997,-0.009003097,0.001343733,0.004673109,-0.016870319,36.77426304,0.069190988,0.074943778,-3.973043514,-0.004480721,-28666562594,19495675617,-2.28E+11,-1.03E+12,438980914,0.121607132
2024-05-31,1,-0.06,-0.05,0.028,0.015,-0.01,0.012999774,14.27999973,-0.007394317,-0.013124731,-0.013852903,0.005700093,-0.003622131,-0.015758713,35.53264288,0.006904375,0.028033154,-6.522493833,-0.150892474,-35263388378,-11311011216,-3.47E+11,-7.85E+11,372741998,-0.165667122
2024-06-03,1,-0.04,-0.05,0.014,0.012,0.01,0.002000336,14.47000027,-0.005992958,0.011334274,-0.008945315,0.00369238,-0.000477606,0.000409744,31.82669064,-0.005575528,-0.001530313,-5.020168097,0.646494874,1846432380,35726932921,1.02E+12,-1.34E+12,613717789,0.390336227
2024-06-04,0,-0.1,-0.07,-0.046,-0.018,-0.03,-0.02800012,12.92000008,0.007995824,0.011242273,0.016976795,0.004699529,-0.005076385,0.017296785,42.45738142,0.067006213,0.080987424,-0.20256678,0.274737601,14675655173,-87898380882,2.39E+11,1.89E+11,782329142,-0.158224005
2024-06-05,1,-0.08,-0.07,-0.062,-0.044,-0.01,-0.01800013,13.10999966,0.00111546,-0.002200869,-0.00839951,-0.00821682,-0.000288104,-0.007641337,39.1177934,0.021572516,0.011887679,-1.724239667,-0.011337079,-51292937456,-56759701617,-1.46E+11,-2.11E+11,773459815,-0.105360516
2024-06-07,1,-0.04,-0.05,-0.04,-0.045,0.01,0.00500012,13.15999985,0.001501681,-0.008982336,0.00598775,0.002135123,0.001535618,0.010239981,40.02448469,-0.016747949,-0.093307108,0.917902763,0.139659946,23426254515,-28481749691,-2.78E+11,5.92E+11,881481171,0.076372979
2024-06-10,0,0.14,0.15,-0.045,-0.037,-0.01,-0.00800014,12.63000011,0.011778016,0.005021327,0.017234939,-0.006184805,0.00592852,0.012257685,49.69817697,0.025155206,0.03950878,3.437783402,-0.110734673,7850912166,-75792233751,2.50E+11,2.86E+11,783870642,-0.084341148
2024-06-11,1,0.04,-0.03,0.048,0.045,0.07,0.00300026,12.22000027,-0.001315679,0.009115373,0,0.01005733,0.00247574,-0.007928004,43.7364278,0.003566964,-0.021382637,1.011738471,-0.353347793,2815508326,-42084005040,-4.69E+11,16955223849,506891681,-0.100925919
2024-06-12,1,-0.08,-0.05,-0.008,-0.012,-0.03,0.00399971,12.73999977,0.00257753,0.002472184,-0.003036014,-0.003697839,0.000760547,0.001535246,46.98954818,-0.009929141,-0.008979986,1.145626767,0.102588582,6004198584,55170078788,-1.61E+11,-2.24E+11,558892980,0.043296806
2024-06-13,1,-0.08,-0.09,-0.043,-0.034,0.01,-0.00899982,12.85000038,0.002706715,-0.006616436,0.011717081,0.00247156,-0.005527,0.008410796,50.70220445,-0.000468132,0.020161558,2.72918395,-0.085676728,-31391354851,-39944640603,75504916231,2.34E+11,511008858,0
2024-06-14,1,-0.07,-0.06,-0.037,-0.03,-0.01,-0.00699997,12.03999996,0.00846772,-0.004027012,0.011860923,-0.005058623,0.005241808,0.009746449,54.58881669,0.038173907,0.023364995,4.24748814,0.369892643,93869481202,1.46E+11,-3.65E+11,1.54E+12,700027275,0.481588804
2024-06-17,0,-0.04,-0.01,-0.043,-0.025,-0.03,-0.018000128,11.93999958,0.002341911,0.002427029,0.008598695,0.00242695,0.003321533,0.001280548,60.73809355,-0.046854461,-0.016262299,3.538728426,-0.07863697,-30296646285,26248186801,-3.87E+11,7.32E+11,644979251,-0.164677093
