Date,Actual,Predicted,Confidence,Is_Correct,Error_Type
2023-08-23,0,1,0.7795,0,FP
2023-08-24,1,1,0.5037,1,TP
2023-08-25,0,1,0.9728,0,FP
2023-08-28,1,0,0.8906,0,FN
2023-08-29,1,0,0.6597,0,FN
2023-08-30,1,1,0.9643,1,TP
2023-08-31,0,1,0.7524,0,FP
2023-09-01,1,1,0.5735,1,TP
2023-09-04,1,0,0.512,0,FN
2023-09-05,0,1,0.9858,0,FP
2023-09-06,0,1,0.9629,0,FP
2023-09-07,0,0,0.7661,1,TN
2023-09-08,0,0,0.6907,1,TN
2023-09-11,1,0,0.7841,0,FN
2023-09-12,0,1,0.7453,0,FP
2023-09-13,0,0,0.6268,1,TN
2023-09-14,1,0,0.947,0,FN
2023-09-15,1,1,0.8006,1,TP
2023-09-18,0,0,0.9034,1,TN
2023-09-19,0,0,0.7877,1,TN
2023-09-20,1,0,0.8638,0,FN
2023-09-21,0,0,0.8236,1,TN
2023-09-22,0,0,0.9851,1,TN
2023-09-25,0,0,0.6122,1,TN
2023-09-26,0,0,0.9875,1,TN
2023-09-27,1,0,0.9419,0,FN
2023-10-04,0,1,0.753,0,FP
2023-10-05,0,0,0.7659,1,TN
2023-10-06,1,1,0.5249,1,TP
2023-10-10,0,1,0.628,0,FP
2023-10-11,1,1,0.706,1,TP
2023-10-12,1,1,0.9259,1,TP
2023-10-13,0,1,0.9176,0,FP
2023-10-16,0,1,0.7525,0,FP
2023-10-17,1,0,0.7431,0,FN
2023-10-18,1,0,0.5248,0,FN
2023-10-19,0,0,0.7711,1,TN
2023-10-20,0,0,0.6643,1,TN
2023-10-23,0,1,0.5978,0,FP
2023-10-24,1,0,0.75,0,FN
2023-10-25,0,1,0.7375,0,FP
2023-10-26,0,0,0.584,1,TN
2023-10-27,1,1,0.5098,1,TP
2023-10-30,1,1,0.9403,1,TP
2023-10-31,0,0,0.8001,1,TN
2023-11-01,1,0,0.831,0,FN
2023-11-02,1,1,0.9537,1,TP
2023-11-03,1,1,0.6744,1,TP
2023-11-06,1,1,0.6203,1,TP
2023-11-07,0,0,0.7138,1,TN
2023-11-08,0,0,0.5571,1,TN
2023-11-09,1,0,0.5227,0,FN
2023-11-10,0,1,0.6056,0,FP
2023-11-13,0,0,0.7009,1,TN
2023-11-14,1,0,0.7312,0,FN
2023-11-15,1,1,0.6189,1,TP
2023-11-16,1,0,0.6341,0,FN
2023-11-17,0,0,0.6582,1,TN
2023-11-20,1,0,0.8012,0,FN
2023-11-21,1,1,0.8059,1,TP
2023-11-22,1,1,0.7442,1,TP
2023-11-23,1,0,0.6565,0,FN
2023-11-24,0,1,0.5782,0,FP
2023-11-27,0,1,0.6993,0,FP
2023-11-28,1,1,0.9018,1,TP
2023-11-29,0,1,0.693,0,FP
2023-11-30,1,1,0.6491,1,TP
2023-12-01,0,0,0.5317,1,TN
2023-12-04,1,1,0.6714,1,TP
2023-12-05,0,0,0.6719,1,TN
2023-12-06,1,0,0.7949,0,FN
2023-12-07,0,1,0.8293,0,FP
2023-12-08,1,1,0.8052,1,TP
2023-12-11,1,0,0.7375,0,FN
2023-12-12,1,1,0.8291,1,TP
2023-12-13,0,1,0.667,0,FP
2023-12-14,1,0,0.5945,0,FN
2023-12-15,1,1,0.5689,1,TP
2023-12-18,1,1,0.6248,1,TP
2023-12-19,1,0,0.7636,0,FN
2023-12-20,1,1,0.875,1,TP
2023-12-21,0,1,0.6095,0,FP
2023-12-22,0,0,0.8165,1,TN
2023-12-26,1,0,0.7748,0,FN
2023-12-27,1,1,0.9689,1,TP
2023-12-28,1,1,0.9389,1,TP
2024-01-02,1,0,0.733,0,FN
