Date,Actual,Predicted,Confidence,Is_Correct,Error_Type
2023-08-23,0,0,0.6242,1,TN
2023-08-24,1,0,0.682,0,FN
2023-08-25,0,1,0.7589,0,FP
2023-08-28,1,0,0.8901,0,FN
2023-08-29,1,1,0.7065,1,TP
2023-08-30,1,1,0.9056,1,TP
2023-08-31,0,1,0.5398,0,FP
2023-09-01,1,0,0.7115,0,FN
2023-09-04,1,0,0.5356,0,FN
2023-09-05,0,1,0.736,0,FP
2023-09-06,0,1,0.5473,0,FP
2023-09-07,0,0,0.842,1,TN
2023-09-08,0,1,0.648,0,FP
2023-09-11,1,0,0.7412,0,FN
2023-09-12,0,1,0.5874,0,FP
2023-09-13,0,0,0.5416,1,TN
2023-09-14,1,0,0.8937,0,FN
2023-09-15,1,1,0.7829,1,TP
2023-09-18,0,0,0.849,1,TN
2023-09-19,0,0,0.6414,1,TN
2023-09-20,1,0,0.9491,0,FN
2023-09-21,0,0,0.8933,1,TN
2023-09-22,0,0,0.9698,1,TN
2023-09-25,0,0,0.5726,1,TN
2023-09-26,0,0,0.9897,1,TN
2023-09-27,1,0,0.5932,0,FN
2023-10-04,0,0,0.5774,1,TN
2023-10-05,0,0,0.5882,1,TN
2023-10-06,1,0,0.5985,0,FN
2023-10-10,0,0,0.5831,1,TN
2023-10-11,1,0,0.5934,0,FN
2023-10-12,1,0,0.5784,0,FN
2023-10-13,0,0,0.5637,1,TN
2023-10-16,0,0,0.5742,1,TN
2023-10-17,1,0,0.584,0,FN
2023-10-18,1,0,0.5693,0,FN
2023-10-19,0,0,0.5557,1,TN
2023-10-20,0,0,0.5655,1,TN
2023-10-23,0,0,0.576,1,TN
2023-10-24,1,0,0.5861,0,FN
2023-10-25,0,0,0.5716,1,TN
2023-10-26,0,0,0.5819,1,TN
2023-10-27,1,0,0.592,0,FN
2023-10-30,1,0,0.5715,0,FN
2023-10-31,0,0,0.5703,1,TN
2023-11-01,1,0,0.579,0,FN
2023-11-02,1,0,0.5331,0,FN
2023-11-03,1,0,0.5146,0,FN
2023-11-06,1,1,0.5134,1,TP
2023-11-07,0,0,0.5504,1,TN
2023-11-08,0,0,0.5161,1,TN
2023-11-09,1,1,0.5521,1,TP
