Date,Actual,Predicted,Confidence,Is_Correct,Error_Type
2023-08-23,0,0,0.5747,1,TN
2023-08-24,1,1,0.7342,1,TP
2023-08-25,0,1,0.7009,0,FP
2023-08-28,1,0,0.7351,0,FN
2023-08-29,1,1,0.656,1,TP
2023-08-30,1,1,0.7404,1,TP
2023-08-31,0,1,0.5365,0,FP
2023-09-01,1,1,0.7031,1,TP
2023-09-04,1,1,0.5166,1,TP
2023-09-05,0,1,0.7435,0,FP
2023-09-06,0,0,0.5064,1,TN
2023-09-07,0,0,0.8293,1,TN
2023-09-08,0,0,0.6209,1,TN
2023-09-11,1,1,0.755,1,TP
2023-09-12,0,1,0.5094,0,FP
2023-09-13,0,1,0.7616,0,FP
2023-09-14,1,0,0.7594,0,FN
2023-09-15,1,1,0.7149,1,TP
2023-09-18,0,1,0.5001,0,FP
2023-09-19,0,1,0.6823,0,FP
2023-09-20,1,0,0.8082,0,FN
2023-09-21,0,0,0.7874,1,TN
2023-09-22,0,0,0.9089,1,TN
2023-09-25,0,0,0.586,1,TN
2023-09-26,0,0,0.9031,1,TN
2023-09-27,1,0,0.8441,0,FN
2023-10-04,0,1,0.5086,0,FP
2023-10-05,0,0,0.7418,1,TN
2023-10-06,1,1,0.6815,1,TP
2023-10-10,0,1,0.6365,0,FP
2023-10-11,1,1,0.7467,1,TP
2023-10-12,1,1,0.8627,1,TP
2023-10-13,0,1,0.6746,0,FP
2023-10-16,0,1,0.5511,0,FP
2023-10-17,1,0,0.85,0,FN
2023-10-18,1,0,0.7297,0,FN
2023-10-19,0,0,0.8506,1,TN
2023-10-20,0,0,0.8563,1,TN
2023-10-23,0,0,0.5579,1,TN
2023-10-24,1,0,0.5827,0,FN
2023-10-25,0,1,0.6015,0,FP
2023-10-26,0,1,0.6096,0,FP
2023-10-27,1,0,0.6685,0,FN
2023-10-30,1,1,0.9179,1,TP
2023-10-31,0,0,0.652,1,TN
2023-11-01,1,0,0.6569,0,FN
2023-11-02,1,1,0.8324,1,TP
2023-11-03,1,1,0.6023,1,TP
2023-11-06,1,1,0.7121,1,TP
2023-11-07,0,0,0.7281,1,TN
2023-11-08,0,1,0.7367,0,FP
2023-11-09,1,1,0.7029,1,TP
2023-11-10,0,1,0.8541,0,FP
2023-11-13,0,0,0.539,1,TN
2023-11-14,1,0,0.8962,0,FN
2023-11-15,1,1,0.8312,1,TP
2023-11-16,1,0,0.9027,0,FN
2023-11-17,0,0,0.6565,1,TN
2023-11-20,1,0,0.7354,0,FN
2023-11-21,1,1,0.8659,1,TP
2023-11-22,1,1,0.8011,1,TP
2023-11-23,1,0,0.8091,0,FN
2023-11-24,0,1,0.6289,0,FP
2023-11-27,0,1,0.7544,0,FP
2023-11-28,1,1,0.9033,1,TP
2023-11-29,0,0,0.6276,1,TN
2023-11-30,1,1,0.6494,1,TP
2023-12-01,0,1,0.8134,0,FP
2023-12-04,1,1,0.8913,1,TP
2023-12-05,0,0,0.8704,1,TN
2023-12-06,1,0,0.9646,0,FN
2023-12-07,0,1,0.8889,0,FP
2023-12-08,1,1,0.7397,1,TP
2023-12-11,1,0,0.8163,0,FN
2023-12-12,1,0,0.5559,0,FN
2023-12-13,0,0,0.5087,1,TN
2023-12-14,1,1,0.6153,1,TP
2023-12-15,1,1,0.6639,1,TP
2023-12-18,1,1,0.5673,1,TP
2023-12-19,1,0,0.6881,0,FN
2023-12-20,1,1,0.7159,1,TP
2023-12-21,0,1,0.6835,0,FP
2023-12-22,0,0,0.7639,1,TN
2023-12-26,1,1,0.5047,1,TP
2023-12-27,1,1,0.7016,1,TP
2023-12-28,1,1,0.7578,1,TP
2024-01-02,1,1,0.5111,1,TP
2024-01-03,0,0,0.7464,1,TN
2024-01-04,0,1,0.5366,0,FP
2024-01-05,0,0,0.74,1,TN
2024-01-08,0,0,0.7342,1,TN
2024-01-09,0,1,0.6842,0,FP
2024-01-10,0,0,0.5166,1,TN
2024-01-11,0,0,0.5523,1,TN
2024-01-12,0,1,0.5492,0,FP
2024-01-15,1,0,0.6765,0,FN
2024-01-16,0,0,0.6336,1,TN
2024-01-17,0,0,0.8042,1,TN
2024-01-18,1,0,0.8675,0,FN
2024-01-19,1,0,0.6849,0,FN
2024-01-22,0,0,0.7969,1,TN
2024-01-23,1,1,0.5534,1,TP
2024-01-24,0,1,0.841,0,FP
