Target,Volume,Transaction_Value,Volume_ROC,Net_Purchase_Foreigner,Net_Purchase_Financial_Investment,Net_Purchase_Investment_Trust,Net_Purchase_Pension_Fund
0,714143493,9936930000000.0,0.063098229,-460947000000.0,165801000000.0,-57685217468.0,-51168852286.0
1,584041265,9588190000000.0,-0.182179393,145688000000.0,13518358975.0,-7955205617.0,682634490.0
0,634896746,11201600000000.0,0.08707515,-390174000000.0,400825000000.0,-14867217619.0,-22663672667.0
0,592701890,9092290000000.0,-0.066459399,-665852000000.0,499825000000.0,2030978847.0,-9230276569.0
1,479678348,7440760000000.0,-0.190692056,-320131000000.0,500889000000.0,2370695805.0,-11902729084.0
0,532138957,8690130000000.0,0.109366223,-320222000000.0,35768962223.0,-42851418825.0,-33092079769.0
0,749660688,10212400000000.0,0.408768665,-296147000000.0,974377000000.0,19624388395.0,-25009595847.0
1,654445552,8469160000000.0,-0.127010976,-33735936565.0,551765000000.0,8901879106.0,16210429718.0
1,510587331,7656360000000.0,-0.219816944,266273000000.0,-286643000000.0,47490242726.0,-34119249417.0
1,564985557,7193430000000.0,0.106540493,-35441901944.0,-36734927724.0,-2866212353.0,-47597426134.0
0,422127378,7965810000000.0,-0.252852798,-232926000000.0,-407337000000.0,-20592893721.0,-39956101845.0
0,515396401,8923480000000.0,0.22094995,-233941000000.0,-236941000000.0,4308252334.0,-1820926959.0
0,530345985,8687670000000.0,0.029005992,-340028000000.0,132817000000.0,-26655350673.0,-34806063444.0
0,467959552,7339360000000.0,-0.11763346,-138456000000.0,425367000000.0,-52661646294.0,-147926073.0
1,323904543,6890580000000.0,-0.307836454,132427000000.0,73079054413.0,45878203856.0,29734171943.0
0,410732087,8919470000000.0,0.268065224,-47680124827.0,-467258000000.0,-11155880170.0,-46618887491.0
1,340172962,7652640000000.0,-0.171788685,144818000000.0,216882000000.0,20036476655.0,68206529585.0
1,411424871,7008120000000.0,0.209457885,242703000000.0,-180199000000.0,3027674564.0,-30458087045.0
0,377108087,6301230000000.0,-0.0834096,-20238969708.0,-70923384020.0,-26172720240.0,-44162093266.0
0,379308230,6369260000000.0,0.00583425,-44517399796.0,-144720000000.0,-47019806894.0,6134731919.0
1,308806098,5998500000000.0,-0.185870293,-100977000000.0,249094000000.0,15218285779.0,33855441352.0
0,349137973,6539860000000.0,0.130605824,398802000000.0,-592616000000.0,56560320484.0,-39271197177.0
1,319675148,7383210000000.0,-0.08438734,262168000000.0,-292762000000.0,-15011744521.0,19133311964.0
1,324357054,7104660000000.0,0.014645824,627841000000.0,-266765000000.0,18003595118.0,-2117155572.0
0,339377650,6556190000000.0,0.046308831,39347290765.0,-192009000000.0,12415109869.0,36116130088.0
1,333329038,7434800000000.0,-0.017822659,-39258099922.0,-57943338206.0,7777090946.0,-23235191680.0
1,295624147,6309070000000.0,-0.113116131,440211000000.0,-203790000000.0,53709388571.0,-3285424743.0
0,381596729,6973850000000.0,0.290817184,35871348835.0,-97114482972.0,-51486640696.0,-39221443151.0
1,323090645,5959860000000.0,-0.153319144,91613554092.0,201802000000.0,32452495215.0,-63594975725.0
1,415671406,6240740000000.0,0.286547328,1362170984.0,54993317884.0,-2525947299.0,-10173709517.0
1,333587637,7049800000000.0,-0.197472734,-117683000000.0,221441000000.0,-112523000000.0,30234989052.0
1,491073262,9196430000000.0,0.472096707,411565000000.0,47748270781.0,-14024498987.0,-60526423859.0
1,499369222,10256300000000.0,0.016893528,341624000000.0,312522000000.0,-66133271827.0,-80203326538.0
1,487160292,7509600000000.0,-0.024448703,134242000000.0,-79718609791.0,-25713059898.0,-35790975001.0
0,549923571,7266260000000.0,0.128834965,294143000000.0,-357904000000.0,-79974037533.0,-70956779817.0
1,475302377,6751540000000.0,-0.135693754,475372000000.0,-37503805445.0,-47638587086.0,-3935818425.0
1,399964621,7506320000000.0,-0.158504901,201025000000.0,-209901000000.0,367842187.0,33216636485.0
1,409776228,7561090000000.0,0.024531187,374584000000.0,98432563574.0,-22931997234.0,-9331672312.0
1,418234294,7613760000000.0,0.020640695,173350000000.0,-296341000000.0,14652216102.0,27484082743.0
1,454363895,8940800000000.0,0.086386032,30565302037.0,72013818874.0,-21891714645.0,122395000000.0
0,479467472,9029480000000.0,0.055249938,-105027000000.0,-69528996256.0,-46171905330.0,-56897970642.0
1,505245846,9710840000000.0,0.053764594,141727000000.0,391260000000.0,35467630025.0,-14952467481.0
1,445546613,8028580000000.0,-0.11815878,-13702396140.0,176003000000.0,21080068670.0,61188652297.0
1,398335301,8064110000000.0,-0.105962677,50343912696.0,49693870764.0,-24967367331.0,-9532669085.0
0,418052960,7153680000000.0,0.049500155,51105702051.0,67730110891.0,-61747927973.0,-95594401393.0
0,381627621,7105980000000.0,-0.08713092,304679000000.0,-279893000000.0,-27246157316.0,-86385288642.0
0,459834963,7138650000000.0,0.204931031,332771000000.0,7326385581.0,-21753556311.0,-180187000000.0
0,422552201,6108020000000.0,-0.081078572,117070000000.0,-131973000000.0,3793409261.0,-45630459367.0
0,471166457,7560710000000.0,0.115049113,-239455693.0,-69492653537.0,-19250695737.0,-20529464934.0
1,423502192,8119780000000.0,-0.101162263,150033000000.0,-154836000000.0,37320627536.0,-6976090554.0
1,426229583,7286330000000.0,0.006440087,41373139286.0,62859240774.0,355481204.0,33857509164.0
1,520091055,8628670000000.0,0.220213415,239029000000.0,49782470071.0,216715000000.0,-992894796.0
0,448746272,7891470000000.0,-0.137177485,-48047162523.0,-381444000000.0,-40107540500.0,5507270936.0
1,336555412,6826620000000.0,-0.250009564,-39660342479.0,-48161902566.0,-35166655169.0,1992438469.0
1,436246626,9562590000000.0,0.296210402,745339000000.0,-186068000000.0,-20305169083.0,-18234584225.0
0,580021246,8452320000000.0,0.329571878,-291140000000.0,-565199000000.0,-71131991959.0,-18034671291.0
0,391598680,7214620000000.0,-0.324854593,-175994000000.0,-197431000000.0,-10239745651.0,27558265893.0
0,354737977,6277830000000.0,-0.094128772,-67550128641.0,160381000000.0,28167728414.0,3996721745.0
1,294224141,5476240000000.0,-0.170587419,-78482414798.0,-27939204098.0,23465046705.0,-10956486640.0
0,378200299,7530890000000.0,0.285415594,-494009000000.0,-41911048197.0,-56924335040.0,22923408763.0
1,423620804,9208740000000.0,0.120096428,-385718000000.0,212285000000.0,24271563946.0,-58244346125.0
1,367102506,9165150000000.0,-0.133417192,400469000000.0,644199000000.0,-9732341937.0,30275335077.0
0,461507522,7625510000000.0,0.257162548,-164531000000.0,-303693000000.0,-5928538301.0,142770000000.0
0,424110958,7432760000000.0,-0.081031321,-224332000000.0,-203297000000.0,7863233440.0,29413081627.0
0,440798650,8690460000000.0,0.039347467,-47269540645.0,-228562000000.0,-43899541431.0,-16384520191.0
0,403937473,6885920000000.0,-0.083623616,-547302731.0,67009406531.0,-20268878648.0,-28187350845.0
1,419340243,7013240000000.0,0.03813157,-59107429418.0,260410000000.0,14138155360.0,32144720867.0
0,378165438,6269070000000.0,-0.098189491,-275056000000.0,-17479083297.0,8895534599.0,-42554475720.0
0,446820270,7413270000000.0,0.181547083,-59357990722.0,-240214000000.0,-8196337189.0,-12680936834.0
0,446460548,7416800000000.0,-0.000805071,-194387000000.0,-15439410305.0,-76910554100.0,-38668765979.0
0,621995319,9461820000000.0,0.393169725,-3434711580.0,604250000000.0,-88480636096.0,-101227000000.0
1,487939509,8005560000000.0,-0.215525432,-246297000000.0,320286000000.0,6396514442.0,-65153540746.0
0,596136346,9208350000000.0,0.221742316,-145952000000.0,-45591770536.0,4015022081.0,-82915470008.0
1,508500874,7240710000000.0,-0.147005752,220867000000.0,-13358973948.0,20431127680.0,-41272220113.0
0,950269674,7923750000000.0,0.868767042,167918000000.0,15907272289.0,58951553784.0,2683118913.0
1,421003102,7500280000000.0,-0.556964603,217192000000.0,-56951281046.0,-8252332718.0,-17019237216.0
1,855790158,9509080000000.0,1.032740742,77575173070.0,-610893000000.0,10495225764.0,54214933580.0
1,643015745,6850070000000.0,-0.248629189,251015000000.0,-47640043922.0,-2520688860.0,-9589379382.0
0,428682906,7831440000000.0,-0.333324402,100121000000.0,-156318000000.0,-13466129722.0,81744585357.0
0,859508909,7867860000000.0,1.004999259,196205000000.0,-294645000000.0,-38435051083.0,138890000000.0
1,658347571,7409130000000.0,-0.234042179,235037000000.0,-78445384841.0,30528515496.0,-27826029404.0
0,792452498,7169780000000.0,0.203699281,200865000000.0,-42999560110.0,-65748346772.0,-146394000000.0
1,513523921,7161820000000.0,-0.351981447,265677000000.0,221716000000.0,36761095986.0,64372170854.0
1,498780636,6526810000000.0,-0.028710026,265799000000.0,-246490000000.0,-12306822201.0,-30969823271.0
1,580891633,7249920000000.0,0.164623466,77437094270.0,124816000000.0,20154839921.0,-30848771267.0
0,895161384,7738880000000.0,0.5410127,147718000000.0,-111104000000.0,48558482748.0,-29396127360.0
0,1108102611,8325030000000.0,0.237880265,-3722025765.0,-242187000000.0,-42665069097.0,-45441048464.0
0,637486476,6228170000000.0,-0.424704473,29289233569.0,184787000000.0,-48342902474.0,-79413742682.0
1,444820460,6846990000000.0,-0.302227613,151159000000.0,283724000000.0,26247307548.0,-45862298876.0
0,456770059,7030020000000.0,0.02686387,73910629649.0,117955000000.0,13627058651.0,-49748089838.0
1,563441589,7492740000000.0,0.233534418,602038000000.0,-116792000000.0,32029283231.0,-47679334735.0
1,587872005,8435340000000.0,0.04335927,381653000000.0,550070000000.0,18689924801.0,-52390143662.0
0,427245332,8289370000000.0,-0.273234091,-190401000000.0,426048000000.0,-52831020328.0,-58485762345.0
1,401399527,8679300000000.0,-0.060494061,232074000000.0,-10523960827.0,5758912996.0,-44487382976.0
1,597205901,9476620000000.0,0.48780918,493949000000.0,135394000000.0,32168365659.0,5347844044.0
1,450634597,9568100000000.0,-0.245428426,525199000000.0,-354069000000.0,24271664845.0,-23486622799.0
0,550428338,9273250000000.0,0.221451574,171639000000.0,-685574000000.0,31813671546.0,81729880760.0
1,436430311,7927340000000.0,-0.207107845,41368155723.0,89162935333.0,29909706089.0,-35223942761.0
1,392508611,8059880000000.0,-0.100638519,110025000000.0,253986000000.0,50839790040.0,-56973270306.0
1,500087936,8601450000000.0,0.274081439,282366000000.0,490165000000.0,-4490278547.0,-10201225466.0
1,680722009,9342670000000.0,0.36120462,417226000000.0,398511000000.0,-100751992.0,-10603973815.0
0,899127446,9344430000000.0,0.320843801,-109777000000.0,4442230752.0,-28008688333.0,-55406544953.0
1,758247863,13917600000000.0,-0.156684777,705275000000.0,842837000000.0,51688236454.0,6364521990.0
0,731166034,11216400000000.0,-0.035716327,142922000000.0,16793691185.0,-37629812459.0,-65715894047.0
1,617401010,9308850000000.0,-0.155593967,-235017000000.0,225899000000.0,-105624000000.0,-76849990293.0
0,657833955,9880430000000.0,0.065488952,91512129351.0,69714186507.0,-85304371300.0,-122576000000.0
0,914519167,8556990000000.0,0.390197572,-384300000000.0,22703750736.0,-13243304113.0,-49874298155.0
1,589585960,7444440000000.0,-0.355304972,197646000000.0,-6658095159.0,46905702251.0,-57105697228.0
0,544528841,7049430000000.0,-0.076421628,-165338000000.0,280078000000.0,-18371430220.0,-54439998407.0
0,539169320,7253680000000.0,-0.009842492,15650123452.0,102794000000.0,17027850939.0,-61189393296.0
1,474789345,7477110000000.0,-0.119405858,89609886885.0,81826917572.0,-2978244505.0,-71925900995.0
1,481184882,6849560000000.0,0.013470262,126982000000.0,-11524898330.0,34574929378.0,11433127816.0
0,438394239,6347580000000.0,-0.088927655,312653000000.0,-3866000823.0,7449811771.0,-5032472414.0
0,350496873,6462500000000.0,-0.200498451,-125156000000.0,-118995000000.0,-38458238751.0,-67050002625.0
1,550174638,6533350000000.0,0.569699134,62319678791.0,186132000000.0,25529936285.0,61976579010.0
1,594127344,12469400000000.0,0.079888644,1144640000000.0,-586221000000.0,29643134217.0,-2248369928.0
1,491383400,8850100000000.0,-0.172932529,33652032730.0,252225000000.0,4081983114.0,-18757375787.0
0,468847334,7328390000000.0,-0.045862489,-406017000000.0,-332597000000.0,-32513707056.0,-41186287326.0
0,385586134,7717410000000.0,-0.177587018,-293617000000.0,113227000000.0,-28897312057.0,-2311265738.0
0,368635781,6477020000000.0,-0.043959965,-98977502602.0,-111572000000.0,-39288412006.0,-54027333879.0
0,332586789,6080660000000.0,-0.097790268,-198229000000.0,130416000000.0,-12346577935.0,-25820225084.0
0,351939439,7553000000000.0,0.05818827,-466524000000.0,207809000000.0,61786308975.0,-70779529245.0
1,315674287,7220200000000.0,-0.103043728,100280000000.0,389532000000.0,-11711343096.0,22274691742.0
0,499224684,5822260000000.0,0.581455014,17771225883.0,24393840101.0,2755821276.0,-13375087603.0
0,447565388,6659360000000.0,-0.10347905,-112057000000.0,35771117295.0,18274797123.0,-4857178445.0
1,409799402,5724110000000.0,-0.084380935,233390000000.0,199204000000.0,8907580388.0,2849663819.0
0,375386441,6134220000000.0,-0.083975137,-57603350762.0,-298291000000.0,-8719135548.0,-32841472676.0
0,414172006,7206180000000.0,0.103321699,292665000000.0,-284645000000.0,-29029254750.0,701804830.0
0,323987461,5018050000000.0,-0.217746597,-23447749615.0,86622369705.0,-9264675655.0,-7252377161.0
0,358771039,5335840000000.0,0.107360877,-103782000000.0,33909060964.0,-10256705430.0,-31076434114.0
0,329724466,5102490000000.0,-0.080961309,-104602000000.0,150210000000.0,5930134084.0,-4930789389.0
1,553052921,9460860000000.0,0.677318422,-4506398238.0,1003000000000.0,79588927476.0,7018680026.0
0,366988585,5935800000000.0,-0.336431341,-66547818899.0,277286000000.0,2888230220.0,20398289522.0
1,427844636,5205750000000.0,0.16582546,-37116880117.0,473269000000.0,26484175191.0,-17765057553.0
1,448498792,7126990000000.0,0.048274898,50235108852.0,942397000000.0,60737702943.0,-66862812880.0
0,405893520,7566890000000.0,-0.094995288,-310789000000.0,-768702000000.0,56865346579.0,-624487045.0
0,361194425,6036540000000.0,-0.110125175,-143667000000.0,-566108000000.0,14269000236.0,-1006283324.0
0,346344799,5200140000000.0,-0.041112556,5257042085.0,-166669000000.0,13169404718.0,-23713102319.0
0,410245325,6149080000000.0,0.184499742,88281512217.0,-353594000000.0,-1797629888.0,6457554831.0
1,412841149,6487600000000.0,0.006327492,260982000000.0,-189658000000.0,122390000000.0,39544825739.0
1,430977022,7521180000000.0,0.043929422,502343000000.0,-382313000000.0,21569199466.0,41987663170.0
1,398606581,6764110000000.0,-0.075109436,315749000000.0,-25423582718.0,76575393836.0,88457631466.0
1,342095527,7028980000000.0,-0.141771503,657331000000.0,390789000000.0,86464426490.0,47349479088.0
1,359914195,6702910000000.0,0.05208682,-1955421808.0,226599000000.0,36569233912.0,1707120467.0
1,369010952,6297150000000.0,0.025274794,34916836086.0,209296000000.0,13944886180.0,887169619.0
1,580433350,7837780000000.0,0.572943423,485840000000.0,-417452000000.0,30052717345.0,-59584049512.0
1,862230157,6976740000000.0,0.485493825,571528000000.0,159463000000.0,22933461293.0,30440336186.0
1,517762227,6532810000000.0,-0.399508098,300049000000.0,186226000000.0,15197634577.0,-551930336.0
0,536811108,6314020000000.0,0.036790789,179170000000.0,-164859000000.0,-7530401840.0,-53369898373.0
0,537392995,5498580000000.0,0.00108397,73091904331.0,-66670959296.0,-52747443860.0,-36943462243.0
1,370098909,5448180000000.0,-0.311306786,572094000000.0,-174860000000.0,-10879928754.0,-80966651984.0
1,302506895,5025540000000.0,-0.182632297,231019000000.0,-14319139613.0,5360437888.0,-18699191936.0
1,550087246,6665410000000.0,0.818428787,768164000000.0,38041461158.0,1430289427.0,3921901023.0
1,486831888,8206400000000.0,-0.114991501,812271000000.0,103430000000.0,102362000000.0,9855666079.0
1,509288123,9092450000000.0,0.046127289,973962000000.0,275039000000.0,-5958689914.0,-3608051218.0
0,475410252,9220410000000.0,-0.066520049,15451352757.0,-273468000000.0,-87838601431.0,46355820147.0
0,617195639,10394800000000.0,0.298237967,-475136000000.0,275797000000.0,-101995000000.0,2148887413.0
1,666296326,8596020000000.0,0.079554494,195926000000.0,-52303870976.0,-3520884562.0,-78398404138.0
1,693116445,9121680000000.0,0.040252539,555702000000.0,-158532000000.0,-18378820063.0,-75852117933.0
1,496860518,8027060000000.0,-0.283150008,586759000000.0,-63039555079.0,-55521002201.0,-44471545507.0
0,566819415,7671310000000.0,0.140801884,-313376000000.0,-513916000000.0,1292527326.0,59431451490.0
1,451159027,7594010000000.0,-0.204051564,-57899119596.0,-261339000000.0,-24874093917.0,-3976087428.0
1,415677405,8001680000000.0,-0.078645488,592589000000.0,-54384591585.0,30061993647.0,-26298095420.0
0,610694361,8986380000000.0,0.469154574,150077000000.0,-318124000000.0,12472107301.0,-10216610685.0
0,662365593,8402620000000.0,0.084610626,48792690878.0,-505074000000.0,-18575051438.0,22680815311.0
0,486398581,7371040000000.0,-0.265664482,67142363935.0,-234600000000.0,-91062627469.0,3545391321.0
1,349432106,6738870000000.0,-0.281593081,60914632775.0,270696000000.0,11472385094.0,42074902145.0
0,387066656,8758720000000.0,0.107702038,-268653000000.0,-556774000000.0,-61306382157.0,-55446570937.0
1,388027117,9170360000000.0,0.002481384,69569379732.0,747741000000.0,32367503156.0,23358194703.0
0,514047410,8364500000000.0,0.324771872,119555000000.0,-384130000000.0,-15842135074.0,389997102.0
1,390012511,7535470000000.0,-0.241290777,-315404000000.0,189609000000.0,-23687266851.0,14405395860.0
1,494660925,7333620000000.0,0.268320659,29870543937.0,-210716000000.0,32072256514.0,36826751727.0
0,427481883,8386250000000.0,-0.135808265,-195119000000.0,-507032000000.0,-38575609410.0,-43148744788.0
1,400991556,7451980000000.0,-0.061968303,10865840744.0,254470000000.0,22017980740.0,-6741568660.0
0,369900381,6991100000000.0,-0.077535735,-300375000000.0,-86813841190.0,-2252160028.0,-5704023599.0
0,357218105,6598230000000.0,-0.034285653,-324863000000.0,-450193000000.0,24596019120.0,13165167304.0
1,529789810,9274200000000.0,0.483098988,-286814000000.0,261337000000.0,69060349115.0,43698239338.0
1,428342155,9660270000000.0,-0.191486611,533327000000.0,-263657000000.0,59053530345.0,5099325887.0
1,371881849,7845380000000.0,-0.131811229,-90856850044.0,12402292894.0,24449713686.0,-22650316184.0
1,418813757,9781230000000.0,0.126201126,327078000000.0,352158000000.0,29365414870.0,39342421635.0
1,450481378,10732500000000.0,0.075612657,340646000000.0,-284303000000.0,69140064063.0,66726943673.0
0,438358914,9967060000000.0,-0.026910022,57685403343.0,-945390000000.0,-7269292098.0,35157310419.0
0,476374647,10357600000000.0,0.086722847,-973156000000.0,427484000000.0,66549291352.0,53566407460.0
0,413411029,7875520000000.0,-0.132172479,-326470000000.0,-340477000000.0,41076391193.0,102505000000.0
1,380739619,7702300000000.0,-0.079028879,18632896391.0,123109000000.0,55897538754.0,92242816304.0
0,485075534,7794600000000.0,0.274034825,-639755000000.0,55506808455.0,-11180382567.0,58012670657.0
1,443751262,7591760000000.0,-0.085191417,-74597011259.0,246306000000.0,26516499218.0,23114709977.0
0,320194084,7865790000000.0,-0.278437919,-88667303615.0,-134669000000.0,26445001521.0,71323110401.0
1,364175642,8617060000000.0,0.137359059,80096196090.0,38882770186.0,23926207492.0,-20192849188.0
0,346033948,6072910000000.0,-0.049815781,-206160000000.0,98966686623.0,19652641623.0,2406250066.0
1,355194640,7269040000000.0,0.026473391,-55738649490.0,86287001422.0,27179255583.0,-2093270570.0
1,501412159,7890320000000.0,0.411654633,203986000000.0,99644062643.0,15849178122.0,-10437089136.0
1,567703733,10367400000000.0,0.132209746,214462000000.0,174543000000.0,4974834272.0,26266196533.0
0,470659232,9248180000000.0,-0.170942158,124285000000.0,-306353000000.0,37912359593.0,-978431835.0
0,472847242,8534650000000.0,0.00464882,-94607071810.0,170698000000.0,-40947330830.0,-10528162565.0
1,524016141,8812620000000.0,0.108214439,-41416558808.0,308731000000.0,7868591050.0,-18677792124.0
1,497218499,8829890000000.0,-0.051138963,28626612543.0,203111000000.0,17520536222.0,40872484357.0
1,629052032,10846600000000.0,0.265142052,263169000000.0,-62106224326.0,-18746992055.0,4930788841.0
1,722612208,12903400000000.0,0.148732015,687670000000.0,205551000000.0,15176586139.0,8115380607.0
0,811723687,11300300000000.0,0.123318535,-164098000000.0,-331850000000.0,26773822103.0,-14772924822.0
1,832555311,13496900000000.0,0.025663442,-312697000000.0,255810000000.0,43036543221.0,-69463515953.0
1,632719928,9811880000000.0,-0.240026555,-17512189534.0,329469000000.0,25358774991.0,-31179436869.0
0,751378076,11332700000000.0,0.187536606,-491514000000.0,-484668000000.0,-49498833193.0,28357773647.0
1,586992797,11250200000000.0,-0.218778381,695129000000.0,122463000000.0,70992895665.0,14708973054.0
1,717648069,13539900000000.0,0.222584115,740467000000.0,-57200271267.0,61961579885.0,-14367167712.0
1,768175552,14050600000000.0,0.070407049,187145000000.0,218523000000.0,-18174705181.0,61531935197.0
1,900749506,14426300000000.0,0.172582886,235248000000.0,-197050000000.0,21658167742.0,-20848581433.0
1,841719152,11996400000000.0,-0.065534706,-346260000000.0,441455000000.0,71607273848.0,-8705388542.0
1,892445555,13088200000000.0,0.060265236,187097000000.0,234184000000.0,-61598452192.0,73643229275.0
1,775752420,12793700000000.0,-0.130756587,-16806833778.0,-272613000000.0,24085781854.0,-6906690647.0
0,896932434,14106400000000.0,0.15620965,388774000000.0,-547473000000.0,-57339046389.0,-34261345421.0
1,956994366,12750900000000.0,0.06696372,-6936407712.0,49880594175.0,-10175602887.0,46122628274.0
0,951423099,12415500000000.0,-0.00582163,154240000000.0,56385023665.0,-44165597440.0,-44472340833.0
0,970397971,12614700000000.0,0.019943674,277816000000.0,232382000000.0,-164738000000.0,-40182438766.0
0,927191299,11589500000000.0,-0.044524693,-33457709260.0,248757000000.0,-76726733066.0,-38771401129.0
0,886421798,13681200000000.0,-0.04397097,8604656152.0,48669797443.0,-83562128478.0,24363084183.0
0,1089215527,12397500000000.0,0.228777913,-92523705480.0,-61995042805.0,-47539128616.0,15337684269.0
1,733499935,11142100000000.0,-0.326579619,280050000000.0,-571763000000.0,24805635641.0,32395984842.0
1,777535095,14024800000000.0,0.060034307,297814000000.0,-347262000000.0,9575342784.0,-20026036599.0
1,701398536,9942390000000.0,-0.097920415,344755000000.0,191935000000.0,1195030937.0,20220427019.0
0,889609358,9865860000000.0,0.268336491,-91428316585.0,-191638000000.0,-24640022215.0,-19957725851.0
0,810178245,10020000000000.0,-0.089287632,39620053616.0,-261001000000.0,7450229244.0,-63699621016.0
1,655536077,9213040000000.0,-0.190874254,253039000000.0,445863000000.0,35558512859.0,-112003000000.0
0,751646926,9351370000000.0,0.146614126,115246000000.0,14371563962.0,7424806742.0,28258174569.0
0,635635038,8906700000000.0,-0.154343594,115507000000.0,-111175000000.0,-4684242130.0,-61461501851.0
0,648134386,9002410000000.0,0.019664347,1829048943.0,13706685978.0,26152016461.0,17623274813.0
0,798229990,8589240000000.0,0.231580992,-247468000000.0,-61425594326.0,-13548821653.0,-34266627.0
1,484564791,6920280000000.0,-0.392950908,-49794741705.0,91931794877.0,4991779430.0,48066738562.0
1,628743773,8086960000000.0,0.297543248,228307000000.0,-12011852011.0,-1689197625.0,902871183.0
1,564411579,7218310000000.0,-0.102318618,164026000000.0,39718012319.0,36099119311.0,57824376465.0
1,572764581,7782860000000.0,0.014799487,537880000000.0,-84102266428.0,17219251298.0,10270990698.0
1,570097445,9199950000000.0,-0.004656601,557944000000.0,657034000000.0,16815142051.0,-115962000000.0
1,593619969,8214580000000.0,0.041260532,299464000000.0,517410000000.0,-8779370836.0,17149190029.0
1,576045359,7443350000000.0,-0.029605827,-53533549246.0,353892000000.0,-16820874351.0,45130308340.0
0,1072440018,7900600000000.0,0.861728423,93525128152.0,-138745000000.0,-32629028741.0,39268859617.0
0,917553486,9416540000000.0,-0.144424424,224438000000.0,-484818000000.0,-12419225686.0,-83975340772.0
1,634759104,9401900000000.0,-0.308204793,911283000000.0,-315721000000.0,-35711185502.0,-103227000000.0
1,641646565,11066300000000.0,0.010850512,675136000000.0,52958933936.0,-70407557933.0,-23858403022.0
0,686186797,15135100000000.0,0.069415523,215604000000.0,-34180566216.0,-37316050290.0,-74439754507.0
0,675233437,9168500000000.0,-0.01596265,-8205036565.0,-152253000000.0,-64976192345.0,-89826988954.0
1,569619542,9383530000000.0,-0.156410938,372752000000.0,186464000000.0,50570760983.0,-41529220660.0
1,545879707,8566310000000.0,-0.041676651,-19511906838.0,299452000000.0,39623511662.0,32891565367.0
1,537616723,10152900000000.0,-0.015137005,-40297072056.0,403418000000.0,-5509195087.0,-27170606428.0
0,581325177,11473700000000.0,0.081300399,-383833000000.0,229041000000.0,31205733976.0,22177453652.0
1,583219035,11128100000000.0,0.003257829,480811000000.0,271639000000.0,94071048993.0,-2906622654.0
0,557056391,9365140000000.0,-0.044859037,-341958000000.0,241270000000.0,-24320651857.0,-153735000000.0
1,694320536,11153300000000.0,0.246409784,136776000000.0,429109000000.0,-10779867124.0,-230651000000.0
0,654404452,13100500000000.0,-0.057489419,112803000000.0,-6524523412.0,27831824145.0,-167942000000.0
0,582437342,11513800000000.0,-0.109973442,-64115208893.0,78906405394.0,-16651753314.0,-209919000000.0
1,673673049,12620600000000.0,0.156644673,427970000000.0,-121577000000.0,6384164616.0,-107998000000.0
0,719549044,11096600000000.0,0.068098308,-360413000000.0,230001000000.0,-23908851758.0,-196699000000.0
0,722540797,10880400000000.0,0.004157817,-281238000000.0,54014798597.0,-12371268810.0,-92494181083.0
0,659798470,10654300000000.0,-0.086835688,-199982000000.0,49997720039.0,-21982924145.0,-96729857377.0
1,613221379,8937920000000.0,-0.070592905,-106795000000.0,79027112090.0,13416725259.0,140391000000.0
0,528307350,8548520000000.0,-0.138472062,-187833000000.0,-391044000000.0,-26957872725.0,-14954388654.0
1,481750510,8437660000000.0,-0.088124536,15003253159.0,276121000000.0,-16122451726.0,-20915421468.0
0,538509244,8592190000000.0,0.117817694,-108257000000.0,-161641000000.0,10904615920.0,118451000000.0
0,488767961,8814330000000.0,-0.092368485,-392267000000.0,87539481672.0,-8638474844.0,10069135500.0
0,604508630,8824940000000.0,0.236800851,55313840334.0,-228533000000.0,16699257815.0,24163096986.0
1,510933786,8209120000000.0,-0.154794885,-178359000000.0,189743000000.0,10497416523.0,48310428301.0
1,618006181,8973590000000.0,0.209562174,-13324597690.0,875654000000.0,64401304737.0,-217870000000.0
0,674410584,9160800000000.0,0.091268348,-59437290111.0,-3805616772.0,-1532098821.0,-269800000000.0
0,601088685,10257700000000.0,-0.108719971,255964000000.0,-578751000000.0,3462530865.0,-56753342379.0
0,531900313,10291000000000.0,-0.115105098,-168390000000.0,-559889000000.0,-54386264848.0,242707000000.0
0,613265045,10367400000000.0,0.152969889,-45069398717.0,-350593000000.0,-189686000000.0,16867127198.0
0,561821159,9698700000000.0,-0.083885241,-155683000000.0,-171554000000.0,29933482880.0,15771050352.0
1,594134894,10596500000000.0,0.057516052,268683000000.0,82297714481.0,18476209359.0,69080511617.0
1,696924185,13229900000000.0,0.173006656,218843000000.0,-74975559341.0,40968801970.0,29429726291.0
1,585660777,13258000000000.0,-0.159649228,217331000000.0,348976000000.0,130701000000.0,-52237443665.0
1,569815109,14285300000000.0,-0.027056051,615154000000.0,789473000000.0,14593734525.0,50471717790.0
0,550569962,11732200000000.0,-0.033774371,-164636000000.0,5687841480.0,-58337179548.0,-132453000000.0
0,493202186,12003800000000.0,-0.104197068,-155125000000.0,-252861000000.0,-27827559934.0,-2606983094.0
1,440073850,11231700000000.0,-0.107721209,-40280153577.0,-211816000000.0,-31643799987.0,48754019427.0
0,372364710,9473220000000.0,-0.153858585,162682000000.0,-271152000000.0,-19656863803.0,44302897232.0
1,501871967,12258800000000.0,0.347796807,-290354000000.0,17545949523.0,-7849825643.0,-7713771300.0
