Variable,VIF,Status
Transaction_Value,1.6373407865743435,Good
Net_Purchase_Investment_Trust,1.1618735927085322,Good
Net_Purchase_Foreigner,1.1114751972287673,Good
Net_Purchase_Financial_Investment,1.104565583303378,Good
Net_Purchase_Pension_Fund,1.0851601756410467,Good
Volume_ROC,1.0461914049892276,Good
Volume,1.0,Good
