Variable,VIF,Status
Volume_ROC,1.5334235922526542,Good
Transaction_Value__logdiff1,1.436868687662498,Good
Volume,1.222024879374727,Good
Net_Purchase_Investment_Trust,1.1367803041716982,Good
Net_Purchase_Pension_Fund,1.117429770392733,Good
Net_Purchase_Foreigner,1.099561969971914,Good
Net_Purchase_Financial_Investment,1.0592331904244612,Good
