Target,TaiwanWeighted,USD_KRW,Dollar_Index,VIX
1,17030.69922,1278.400024,101.0699997,13.60000038
1,17033.60938,1285.650024,101.3499985,13.90999985
1,17198.89063,1280.530029,101.3499985,13.85999966
0,17162.55078,1274.119995,100.8899994,13.18999958
1,17241.82031,1275.170044,101.7699966,14.40999985
1,17292.92969,1283.880005,101.6200027,13.32999992
1,17145.42969,1272.390015,101.8600006,13.63000011
1,17212.86914,1277.930054,102.3000031,13.93000031
0,16893.73047,1289.050049,102.5899963,16.09000015
0,16893.73047,1295.369995,102.5400009,15.92000008
0,16843.67969,1296.400024,102.0199966,17.10000038
0,16996.0,1303.050049,102.0500031,15.77000046
0,16877.07031,1307.75,102.5299988,15.98999977
1,16870.93945,1316.670044,102.4899979,15.96000004
0,16634.69922,1313.640015,102.5199966,15.85000038
0,16601.25,1318.329956,102.8399963,14.84000015
0,16393.66016,1329.609985,103.1900024,14.81999969
0,16446.7793,1338.73999,103.4199982,16.78000069
0,16516.66016,1343.329956,103.4400024,17.88999939
0,16381.30957,1339.079956,103.3799973,17.29999924
1,16381.49023,1339.170044,103.3300018,17.12999916
1,16437.60938,1339.73999,103.5599976,16.96999931
0,16576.90039,1339.689941,103.3600006,15.97999954
1,16770.86914,1327.780029,103.9800034,17.20000076
0,16481.58008,1326.619995,104.0800018,15.68000031
1,16509.25977,1323.609985,104.0599976,15.07999992
1,16623.65039,1322.819946,103.5500031,14.44999981
1,16719.82031,1321.069946,103.1600037,13.88000011
0,16634.50977,1323.030029,103.6200027,13.56999969
1,16644.93945,1324.640015,104.2399979,13.09000015
1,16789.68945,1317.459961,104.2399979,13.09000015
0,16791.60938,1317.949951,104.8099976,14.01000023
0,16738.16016,1331.72998,104.8600006,14.44999981
0,16619.14063,1333.459961,105.0599976,14.39999962
0,16576.01953,1334.02002,105.0899963,13.84000015
1,16432.94922,1335.319946,104.5699997,13.80000019
0,16572.71094,1320.439941,104.7099991,14.22999954
0,16581.50977,1324.099976,104.7699966,13.47999954
1,16807.56055,1329.77002,105.4100037,12.81999969
1,16920.91992,1327.060059,105.3199997,13.78999996
0,16698.24023,1328.420044,105.1999969,14.0
0,16636.32031,1329.660034,105.1999969,14.10999966
1,16534.75,1328.530029,105.1600037,15.14000034
0,16316.66992,1332.339966,105.3600006,17.54000092
0,16344.48047,1341.170044,105.5800018,17.20000076
0,16452.23047,1334.660034,106.0,16.89999962
0,16276.07031,1338.449951,106.2300034,18.94000053
1,16310.36035,1353.75,106.6699982,18.21999931
0,16273.37988,1359.219971,106.8000031,18.57999992
0,16453.51953,1351.160034,106.3300018,18.48999977
1,16520.57031,1346.060059,106.0400009,17.45000076
0,16520.57031,1346.890015,105.8300018,17.03000069
1,16672.0293,1341.890015,105.8199997,16.09000015
1,16825.91016,1338.26001,106.5699997,16.69000053
0,16782.57031,1348.339966,106.6500015,19.31999969
0,16652.24023,1352.069946,106.2399979,17.20999908
1,16642.55078,1347.76001,106.25,17.87999916
1,16440.91016,1352.98999,106.5699997,19.21999931
0,16452.73047,1354.560059,106.25,21.39999962
0,16440.7207,1356.22998,106.1600037,21.70999908
0,16251.36035,1349.339966,105.5400009,20.37000084
1,16309.75977,1334.439941,106.2699966,18.96999931
0,16358.88965,1343.640015,106.5299988,20.19000053
0,16073.74023,1352.680054,106.5999985,20.68000031
1,16134.61035,1350.339966,106.5599976,21.27000046
1,16149.67969,1355.219971,106.1200027,19.75
0,16001.26953,1348.069946,106.6600037,18.13999939
1,16038.55957,1350.160034,106.8799973,16.87000084
1,16396.94922,1347.839966,106.1200027,15.65999985
1,16507.65039,1333.680054,105.0199966,14.90999985
1,16649.35938,1307.839966,105.2200012,14.89000034
0,16684.94922,1297.109985,105.5400009,14.81000042
0,16740.83008,1304.550049,105.5899963,14.44999981
1,16745.65039,1308.119995,105.9100037,15.28999996
0,16682.66992,1315.199951,105.8600006,14.17000008
0,16839.28906,1319.619995,105.6600037,14.76000023
1,16915.71094,1319.069946,104.1100006,14.15999985
1,17128.7793,1304.23999,104.3899994,14.18000031
1,17171.17969,1301.859985,104.3700027,14.31999969
0,17208.94922,1292.449951,103.8199997,13.80000019
1,17210.4707,1294.5,103.4700012,13.40999985
1,17416.69922,1288.150024,103.5899963,13.35000038
1,17310.25977,1295.189941,103.9199982,12.85000038
1,17294.55078,1298.790039,103.9199982,12.85000038
0,17287.41992,1300.180054,103.4000015,12.46000004
0,17137.41992,1289.790039,103.1999969,12.68999958
1,17341.25,1302.530029,102.75,12.68999958
0,17370.56055,1287.530029,102.7699966,12.97999954
1,17433.84961,1288.359985,103.5,12.92000008
0,17438.34961,1296.660034,103.2699966,12.63000011
1,17421.48047,1299.189941,103.6399994,13.07999992
0,17328.00977,1307.800049,104.0500031,12.85000038
1,17360.7207,1313.369995,104.1500015,12.97000027
0,17278.74023,1313.719971,103.5400009,13.06000042
1,17383.99023,1312.76001,104.0100021,12.35000038
1,17418.33984,1316.51001,104.0999985,12.63000011
1,17450.63086,1313.619995,103.8700027,12.06999969
0,17468.92969,1310.140015,102.8700027,12.18999958
1,17653.10938,1292.01001,101.9599991,12.47999954
1,17673.86914,1291.920044,102.5500031,12.27999973
1,17652.0293,1276.469971,102.5100021,12.56000042
1,17576.55078,1302.930054,102.1699982,12.52999973
1,17635.19922,1297.76001,102.4100037,13.67000008
0,17543.74023,1296.97998,101.8399963,13.64999962
0,17596.63086,1291.709961,101.6999969,13.02999973
1,17751.73047,1294.579956,101.4700012,12.98999977
1,17891.5,1293.920044,100.9899979,12.43000031
1,17910.36914,1294.76001,101.2300034,12.47000027
1,17853.75977,1293.540039,102.1999969,13.19999981
0,17559.31055,1307.619995,102.4599991,14.03999996
0,17549.65039,1309.530029,102.4199982,14.13000011
0,17519.14063,1311.25,102.4100037,13.35000038
0,17572.66016,1313.130005,102.2099991,13.07999992
0,17535.49023,1311.800049,102.5699997,12.76000023
0,17465.63086,1319.790039,102.3600006,12.68999958
0,17545.32031,1317.5,102.2900009,12.43999958
0,17512.83008,1311.98999,102.4000015,12.69999981
1,17546.82031,1312.849976,102.4000015,12.69999981
0,17346.86914,1319.709961,103.3600006,13.84000015
0,17161.78906,1337.790039,103.4499969,14.78999996
1,17227.78906,1344.050049,103.5400009,14.13000011
1,17681.51953,1337.660034,103.2900009,13.30000019
0,17815.09961,1333.209961,103.3300018,13.18999958
1,17874.58984,1338.73999,103.6200027,12.55000019
0,17875.83008,1336.780029,103.2399979,13.14000034
1,18002.61914,1329.890015,103.5699997,13.44999981
1,17995.0293,1336.030029,103.4700012,13.26000023
1,18119.63086,1336.76001,103.6100006,13.60000038
0,18034.63086,1333.209961,103.4000015,13.31000042
0,17889.56055,1326.619995,103.2699966,14.35000038
1,17968.10938,1333.910034,103.0500031,13.88000011
1,18059.92969,1328.949951,103.9199982,13.85000038
0,18096.07031,1337.72998,104.4499969,13.67000008
0,18096.07031,1333.390015,104.1800003,13.06000042
1,18096.07031,1326.790039,104.0400009,12.82999992
1,18096.07031,1327.619995,104.1500015,12.78999996
1,18096.07031,1328.5,104.9599991,15.85000038
0,18096.07031,1340.790039,104.7200012,14.38000011
0,18644.57031,1326.0,104.3000031,14.01000023
1,18607.25,1327.660034,104.2799988,14.23999977
1,18635.80078,1331.579956,104.2799988,14.23999977
0,18753.16016,1333.339966,104.0800018,15.42000008
0,18676.31055,1333.75,104.0100021,15.34000015
1,18852.7793,1332.869995,103.9599991,14.53999996
1,18889.18945,1327.170044,103.9400024,13.75
0,18948.05078,1330.0,103.8300018,13.73999977
0,18854.41016,1331.719971,103.8300018,13.43000031
1,18854.41016,1331.790039,103.9800034,13.84000015
0,18966.76953,1333.380005,104.1600037,13.39999962
1,19305.31055,1330.900024,103.8300018,13.48999977
0,19386.91992,1328.939941,103.8000031,14.46000004
0,19499.44922,1333.430054,103.3700027,14.5
1,19693.51953,1327.089966,102.8199997,14.43999958
1,19785.32031,1321.180054,102.7399979,14.73999977
0,19726.08008,1315.97998,102.8700027,15.22000027
1,19914.55078,1310.540039,102.9599991,13.84000015
1,19928.50977,1311.150024,102.7900009,13.75
1,19937.91992,1313.650024,103.3600006,14.39999962
0,19682.5,1321.920044,103.4300003,14.40999985
1,19879.84961,1329.339966,103.5800018,14.32999992
0,19857.19922,1336.089966,103.8099976,13.81999969
1,19784.44922,1337.02002,103.4100037,13.03999996
1,20199.08984,1330.109985,104.0,12.92000008
0,20228.42969,1334.680054,104.4300003,13.06000042
0,20192.25,1343.599976,104.2300034,13.18999958
1,20126.49023,1339.130005,104.2900009,13.23999977
0,20200.11914,1343.060059,104.3499985,12.77999973
0,20146.55078,1349.800049,104.5500031,13.01000023
1,20294.44922,1349.800049,104.5500031,13.01000023
1,20222.33008,1345.310059,105.0199966,13.64999962
1,20466.57031,1355.530029,104.8199997,14.60999966
0,20337.59961,1350.72998,104.25,14.32999992
1,20337.59961,1344.839966,104.1200027,16.35000038
0,20337.59961,1351.359985,104.3000031,16.03000069
1,20417.69922,1350.27002,104.1399994,15.18999958
0,20796.19922,1354.219971,104.1500015,14.97999954
1,20753.2207,1363.76001,105.2799988,14.90999985
0,20736.57031,1367.839966,106.0400009,17.30999947
0,20449.76953,1379.609985,106.2099991,19.22999954
0,19901.96094,1387.670044,106.2600021,18.39999962
0,20213.33008,1387.339966,105.9499969,18.20999908
1,20301.19922,1379.540039,106.1500015,18.0
0,19527.11914,1379.400024,106.1500015,18.70999908
1,19411.2207,1373.930054,106.0800018,16.94000053
0,19599.2793,1378.839966,105.6900024,15.68999958
1,20131.74023,1370.47998,105.8600006,15.97000027
0,19857.41992,1376.969971,105.5999985,15.36999989
1,20120.50977,1371.699951,105.9400024,15.02999973
1,20495.51953,1377.089966,105.5800018,14.67000008
1,20396.59961,1374.640015,106.2200012,15.64999962
0,20222.43945,1375.0,105.3000031,14.68000031
0,20330.32031,1364.640015,105.0299988,13.48999977
1,20653.5293,1352.170044,105.4100037,13.22999954
1,20700.50977,1357.72998,105.5500031,13.0
0,20560.76953,1361.939941,105.2300034,12.68999958
1,20708.83984,1365.400024,105.3099976,12.55000019
0,20857.71094,1370.109985,105.2200012,13.60000038
1,20985.84961,1363.790039,105.0100021,13.42000008
1,21304.25977,1353.599976,104.4599991,12.42000008
0,21258.4707,1346.040039,104.4499969,11.98999977
1,21271.63086,1353.390015,104.5699997,12.14999962
0,21236.75,1360.160034,104.6600037,11.85999966
0,21551.83008,1363.420044,104.9400024,12.28999996
0,21607.42969,1365.810059,105.1100006,12.77000046
0,21565.33984,1367.619995,104.7200012,11.93000031
1,21803.76953,1365.709961,104.7200012,11.93000031
0,21858.41016,1360.930054,104.6100006,12.92000008
0,21662.5,1362.76001,105.0999985,14.27999973
0,21364.48047,1370.550049,104.7200012,14.47000027
1,21174.2207,1375.619995,104.6699982,12.92000008
1,21536.75977,1382.099976,104.1399994,13.10999966
0,21356.61914,1370.790039,104.1100006,13.15999985
1,21484.88086,1373.719971,104.2699966,12.63000011
1,21858.38086,1365.25,104.8899994,12.22000027
0,21858.38086,1379.050049,105.1500015,12.73999977
1,21792.11914,1373.959961,105.2300034,12.85000038
1,22048.96094,1377.359985,104.6500015,12.03999996
1,22312.03906,1370.410034,105.1999969,11.93999958
1,22504.7207,1373.73999,105.5500031,12.65999985
0,22496.5293,1382.280029,105.3199997,12.75
1,22757.42969,1379.060059,105.2600021,12.30000019
1,23209.53906,1378.609985,105.2600021,12.30000019
1,23406.09961,1381.150024,105.5899963,13.27999973
0,23253.39063,1391.819946,105.8000031,13.19999981
0,22813.69922,1388.390015,105.4700012,13.32999992
1,22875.9707,1386.109985,105.6100006,12.84000015
1,22986.68945,1390.890015,106.0500031,12.55000019
0,22905.98047,1393.380005,105.9100037,12.23999977
1,23032.25,1386.949951,105.8700027,12.43999958
1,23058.57031,1380.290039,105.9000015,12.22000027
0,22879.36914,1383.420044,105.7200012,12.02999973
1,23172.42969,1383.420044,105.4000015,12.09000015
1,23522.5293,1385.77002,105.4000015,12.09000015
1,23556.58984,1380.25,104.8799973,12.47999954
0,23878.15039,1376.569946,105.0100021,12.36999989
1,23900.08008,1382.75,105.1200027,12.51000023
1,24007.08008,1382.420044,105.0500031,12.85000038
1,24390.0293,1382.98999,104.4400024,12.92000008
0,23916.92969,1371.27002,104.0899963,12.46000004
1,23879.35938,1374.109985,104.1900024,13.11999989
1,23997.25,1383.689941,104.2699966,13.18999958
0,23769.82031,1382.640015,103.75,14.47999954
0,23398.4707,1378.650024,104.1699982,15.93000031
0,22869.25977,1385.23999,104.4000015,16.52000046
0,22256.99023,1388.810059,104.3099976,14.90999985
1,22871.83984,1387.099976,104.4499969,14.72000027
0,22871.83984,1384.569946,104.3899994,18.04000092
0,22871.83984,1382.650024,104.3600006,18.45999908
1,22119.21094,1381.430054,104.3199997,16.38999939
1,22164.49023,1382.089966,104.5599976,16.60000038
0,22223.57031,1381.359985,104.5500031,17.69000053
1,22199.34961,1383.5,104.0999985,16.36000061
1,22642.09961,1367.920044,104.4199982,18.59000015
0,21638.08984,1368.969971,103.2099991,23.38999939
0,19830.88086,1357.170044,102.6900024,38.56999969
1,20501.01953,1367.400024,102.9700012,27.70999908
1,21295.2793,1370.310059,103.1999969,27.85000038
0,20870.09961,1375.329956,103.2099991,23.79000092
1,21469.0,1373.76001,103.1399994,20.37000084
1,21773.25977,1363.839966,103.1399994,20.70999908
1,21796.57031,1369.540039,102.5599976,18.12000084
1,22027.25,1362.170044,102.5699997,16.19000053
1,22349.33008,1363.51001,102.4599991,14.80000019
0,22409.63086,1348.97998,101.8899994,14.64999962
1,22429.09961,1330.880005,101.4400024,15.88000011
1,22237.89063,1327.579956,101.0400009,16.27000046
1,22148.83008,1333.660034,101.5100021,17.54999924
0,22158.05078,1339.540039,100.7200012,15.85999966
0,22240.11914,1323.880005,100.8499985,16.14999962
0,22185.0,1326.640015,100.5500031,15.43000031
1,22370.66016,1326.359985,101.0899963,17.11000061
0,22201.84961,1336.689941,101.3399963,15.64999962
1,22268.08984,1332.880005,101.6999969,15.0
1,22235.09961,1336.579956,101.6999969,15.0
0,22092.21094,1337.550049,101.8300018,20.71999931
0,21092.75,1340.410034,101.3600006,21.31999969
0,21187.71094,1331.01001,101.1100006,19.89999962
0,21435.18945,1332.790039,101.1800003,22.37999916
0,21144.43945,1337.77002,101.5500031,19.45000076
0,21064.08008,1341.27002,101.6299973,19.07999992
0,21031.0,1343.339966,101.6800003,17.69000053
1,21653.25,1339.180054,101.3700027,17.06999969
1,21759.65039,1335.689941,101.1100006,16.55999947
1,22042.68945,1322.26001,100.6100006,16.32999992
1,22159.41992,1327.609985,100.7200012,16.14999962
1,22285.5293,1331.5,100.9199982,15.89000034
1,22431.7793,1333.619995,100.3700027,15.39000034
0,22761.59961,1324.890015,100.9199982,15.40999985
1,22858.81055,1335.050049,100.5599976,15.36999989
0,22822.78906,1313.300049,100.4199982,16.95999908
0,22224.53906,1309.300049,100.7799988,16.72999954
0,22390.39063,1324.839966,101.6800003,18.89999962
1,22302.71094,1334.410034,102.5199966,19.20999908
1,22702.56055,1345.880005,102.5400009,22.63999939
0,22611.39063,1342.369995,102.5500031,21.42000008
1,22659.08008,1343.02002,102.9899979,20.93000031
0,22901.64063,1349.73999,102.8899994,20.45999908
1,22975.28906,1348.329956,103.3000031,19.70000076
1,23292.03906,1357.27002,103.2600021,20.63999939
0,23010.98047,1363.180054,103.5899963,19.57999992
0,23053.83984,1364.199951,103.8300018,19.11000061
0,23487.26953,1370.050049,103.4899979,18.03000069
1,23542.5293,1369.01001,104.0100021,18.37000084
0,23535.42969,1376.5,104.0800018,18.20000076
1,23334.75977,1376.630005,104.4300003,19.23999977
0,23192.51953,1377.339966,104.0599976,19.07999992
1,23348.44922,1376.319946,104.2600021,20.32999992
1,23198.07031,1387.660034,104.3199997,19.79999924
1,22926.58984,1381.969971,104.2799988,19.34000015
0,22820.42969,1383.180054,103.9899979,20.35000038
0,22820.42969,1378.569946,103.9800034,23.15999985
0,22780.08008,1372.930054,104.2799988,21.87999916
1,22965.39063,1379.339966,103.8899994,21.97999954
0,23106.78906,1372.859985,103.4199982,20.48999977
0,23217.38086,1378.0,105.0899963,16.27000046
1,23408.82031,1399.800049,104.5100021,15.19999981
0,23553.89063,1372.079956,105.0,14.93999958
0,23529.64063,1397.199951,105.5400009,14.97000027
0,22981.76953,1400.550049,106.0199966,14.71000004
0,22860.23047,1406.650024,106.4800034,14.02000046
1,22715.38086,1399.0,106.6699982,14.31000042
0,22742.76953,1400.829956,106.6900024,16.13999939
1,22546.53906,1394.349976,106.2799988,15.57999992
1,22848.80078,1389.5,106.2099991,16.35000038
1,22688.35938,1392.160034,106.6800003,17.15999985
0,22555.66016,1397.619995,106.9700012,16.87000084
1,22904.32031,1399.599976,107.4899979,15.23999977
1,22948.36914,1403.51001,106.8199997,14.60000038
0,22678.75977,1395.560059,107.0100021,14.10000038
0,22334.7793,1395.27002,106.0800018,14.10000038
1,22298.90039,1388.469971,106.0800018,14.10000038
0,22262.5,1393.300049,105.7399979,13.51000023
0,22736.92969,1399.859985,106.4499969,13.34000015
1,23027.46094,1401.060059,106.3700027,13.30000019
0,23255.33008,1411.670044,106.3399963,13.44999981
0,23267.93945,1410.800049,105.7099991,13.53999996
0,23193.26953,1399.98999,105.9700012,12.77000046
0,23273.25,1424.219971,106.1500015,14.18999958
1,23125.08008,1426.599976,106.4000015,14.18000031
1,22903.63086,1433.949951,106.7099991,13.57999992
1,23046.80078,1429.150024,106.9599991,13.92000008
1,23020.48047,1427.859985,107.0,13.81000042
0,23039.90039,1434.449951,106.8600006,14.68999958
0,23018.00977,1431.349976,106.9599991,15.86999989
1,23168.66992,1436.420044,108.0299988,27.62000084
0,22932.25,1451.5,108.4100037,24.09000015
0,22510.25,1437.449951,107.6200027,18.36000061
1,23104.53906,1445.420044,108.0400009,16.78000069
0,23120.24023,1442.699951,108.2600021,14.27000046
0,23246.93945,1457.609985,108.1299973,14.72999954
0,23275.67969,1466.98999,108.0,15.94999981
0,23190.19922,1472.800049,108.1299973,17.39999962
0,22832.06055,1473.52002,109.3899994,17.93000031
1,22908.30078,1471.650024,108.9499969,16.12999916
1,23547.71094,1465.530029,108.2600021,16.04000092
1,23651.26953,1459.449951,108.5400009,17.81999969
1,23407.33008,1451.880005,109.0899963,17.70000076
1,23081.13086,1457.969971,109.1800003,17.70000076
0,23011.85938,1455.22998,109.6500015,19.54000092
0,22488.33008,1472.25,109.9599991,19.19000053
1,22797.51953,1458.890015,109.2699966,18.70999908
0,22514.57031,1460.439941,109.0899963,16.12000084
1,23025.09961,1437.219971,108.9599991,16.60000038
0,23148.08008,1453.319946,109.3499985,15.97000027
0,23266.82031,1457.380005,109.3499985,15.97000027
0,23300.00977,1435.530029,108.0599976,15.06000042
1,23525.41016,1425.790039,108.1699982,15.10000038
0,23525.41016,1434.339966,108.0500031,15.02000046
1,23525.41016,1433.930054,107.4400024,14.85000038
0,23525.41016,1441.660034,108.3700027,16.43000031
0,22694.71094,1456.780029,108.9899979,18.62000084
1,22793.96094,1459.050049,107.9599991,17.20999908
1,23161.58008,1450.160034,107.5800018,15.77000046
1,23316.59961,1443.890015,107.6900024,15.5
0,23478.26953,1442.150024,108.0400009,16.54000092
0,23252.14063,1450.619995,108.3199997,15.81000042
1,23384.05078,1453.209961,107.9599991,16.02000046
1,23289.75,1450.75,107.9400024,15.89000034
1,23399.41016,1452.119995,107.3099976,15.10000038
1,23152.60938,1438.73999,106.5699997,14.77000046
1,23505.33008,1432.599976,106.5699997,14.77000046
1,23666.10938,1441.290039,107.0500031,15.35000038
1,23604.08008,1440.079956,107.1699982,15.27000046
0,23487.46094,1439.97998,106.3399963,15.65999985
1,23730.25,1431.699951,106.6100006,18.20999908
0,23565.31055,1434.290039,106.5999985,18.97999954
0,23285.7207,1428.650024,106.3099976,19.43000031
1,23402.55078,1429.5,106.4199982,19.10000038
0,23053.17969,1434.420044,107.2399979,21.12999916
0,23053.17969,1449.859985,107.6100006,19.62999916
0,22596.88086,1457.930054,105.7399979,23.51000023
1,22871.90039,1452.849976,105.7399979,21.93000031
1,22715.42969,1443.030029,104.0599976,24.87000084
0,22576.07031,1446.5,103.8399963,23.37000084
1,22459.15039,1446.26001,103.9100037,27.86000061
0,22071.08984,1457.030029,103.4400024,26.92000008
1,22278.35938,1451.02002,103.6100006,24.22999954
0,21961.67969,1448.75,103.8300018,24.65999985
0,21968.05078,1453.22998,103.7200012,21.77000046
1,22118.63086,1449.050049,103.3700027,20.51000023
1,22271.66992,1442.48999,103.2399979,21.70000076
1,21960.83008,1448.939941,103.4300003,19.89999962
1,22377.25977,1443.390015,103.8499985,19.79999924
1,22209.09961,1465.819946,104.0899963,19.28000069
0,22106.64063,1464.780029,104.2600021,17.47999954
0,22273.18945,1466.27002,104.1800003,17.14999962
1,22260.28906,1462.089966,104.5500031,18.32999992
0,21951.75977,1465.680054,104.0699997,18.69000053
0,21602.89063,1461.890015,104.0400009,21.64999962
0,20695.90039,1469.410034,104.2099991,22.28000069
1,21280.16992,1471.959961,104.2600021,21.77000046
0,21298.2207,1469.969971,103.8099976,21.51000023
0,21298.2207,1466.040039,102.0699997,30.02000046
0,21298.2207,1450.680054,103.0199966,45.31000137
0,19232.34961,1458.52002,103.2600021,46.97999954
1,18459.94922,1469.949951,102.9599991,52.33000183
0,17391.75977,1486.130005,102.9000015,33.61999893
1,19000.0293,1443.949951,100.8700027,40.72000122
0,19528.76953,1452.040039,99.77999878,37.56000137
1,19513.08984,1419.050049,99.63999939,30.88999939
1,19857.66992,1419.420044,100.2200012,30.12000084
0,19468.0,1427.02002,99.37999725,32.63999939
1,19338.73047,1414.22998,99.37999725,29.64999962
1,19395.0293,1414.22998,99.37999725,29.64999962
1,19106.19922,1414.22998,98.27999878,33.81999969
0,18793.42969,1421.640015,98.91999817,30.56999969
1,19639.14063,1429.219971,99.83999634,28.45000076
0,19478.81055,1426.449951,99.29000092,26.46999931
1,19872.73047,1430.060059,99.47000122,24.84000015
1,20034.41016,1437.359985,99.01000214,25.14999962
1,20232.63086,1435.880005,99.23999786,24.17000008
0,20235.0293,1431.160034,99.47000122,24.70000076
1,20787.64063,1435.099976,100.0,22.68000031
1,20546.49023,1374.77002,99.61000061,23.54999924
1,20543.40039,1397.290039,100.6399994,22.47999954
0,20915.03906,1403.849976,100.3399963,21.89999962
1,21129.53906,1395.170044,101.7900009,18.38999939
1,21330.14063,1416.030029,101.0,18.21999931
1,21782.86914,1416.0,101.0400009,18.62000084
0,21730.25,1407.329956,100.8799973,17.82999992
1,21843.68945,1397.02002,101.0899963,17.23999977
0,21523.83008,1398.130005,100.4300003,18.13999939
0,21526.0293,1388.550049,100.1200027,18.09000015
1,21803.91016,1392.72998,99.55999756,20.87000084
0,21670.96094,1373.859985,99.95999908,20.28000069
0,21652.24023,1381.339966,99.11000061,22.29000092
1,21536.57031,1364.72998,98.93000031,22.29000092
0,21336.53906,1368.099976,99.51999664,18.95999908
1,21357.7207,1374.800049,99.87999725,19.30999947
1,21347.30078,1373.599976,99.27999878,19.18000031
0,21347.30078,1370.410034,99.33000183,18.56999969
1,21002.71094,1381.98999,98.69999695,18.36000061
1,21618.08984,1377.719971,98.79000092,17.61000061
1,21674.42969,1361.089966,98.73999786,18.47999954
1,21790.28906,1359.189941,98.94000244,17.15999985
1,22242.14063,1353.849976,99.05000305,16.95000076
1,22470.09961,1363.880005,98.62999725,17.26000023
1,22287.82031,1365.689941,97.91999817,18.02000046
0,22072.94922,1349.790039,98.18000031,20.81999969
1,22049.90039,1365.140015,98.0,19.11000061
1,22211.58984,1357.780029,98.81999969,21.60000038
1,22356.73047,1380.5,98.91000366,20.13999939
1,22003.5,1370.75,98.91000366,20.13999939
1,22045.74023,1374.890015,98.70999908,20.62000084
0,21732.01953,1369.469971,98.41999817,19.82999992
1,22188.75977,1361.939941,97.86000061,17.47999954
1,22430.60938,1353.780029,97.68000031,16.76000023
0,22492.33984,1357.030029,97.15000153,16.59000015
0,22580.08008,1352.76001,97.40000153,16.31999969
1,22256.01953,1363.589966,96.87999725,16.72999954
1,22553.7207,1348.5,96.81999969,16.82999992
0,22577.74023,1355.589966,96.77999878,16.63999939
1,22712.9707,1354.75,97.18000031,16.37999916
0,22547.5,1357.099976,97.18000031,16.37999916
1,22428.7207,1362.199951,97.48000336,17.79000092
1,22362.26953,1374.640015,97.51000214,16.80999947
1,22527.00977,1370.300049,97.47000122,15.93999958
1,22693.25,1373.0,97.65000153,15.77999973
0,22751.0293,1372.640015,97.84999847,16.39999962
1,22614.9707,1378.170044,98.08000183,17.20000076
1,22835.93945,1382.01001,98.62000275,17.37999916
0,23042.90039,1386.449951,98.38999939,17.15999985
1,23113.2793,1384.920044,98.73000336,16.52000046
0,23383.13086,1391.579956,98.48000336,16.40999985
1,23340.56055,1390.569946,97.84999847,16.64999962
0,22987.91992,1381.819946,97.38999939,16.5
1,23318.66992,1379.780029,97.20999908,15.36999989
1,23373.73047,1373.719971,97.37999725,15.39000034
1,23364.38086,1372.0,97.65000153,14.93000031
1,23412.98047,1382.780029,98.66000366,15.02999973
1,23201.51953,1388.290039,98.91000366,15.97999954
1,23461.7207,1388.859985,99.94000244,15.47999954
0,23542.51953,1392.52002,100.0299988,16.71999931
0,23434.38086,1391.51001,98.69000244,20.37999916
1,23378.93945,1390.180054,98.77999878,17.52000046
1,23660.58984,1383.589966,98.77999878,17.85000038
1,23447.35938,1386.579956,98.18000031,16.77000046
1,24003.76953,1384.390015,98.40000153,16.56999969
0,24021.25977,1384.969971,98.18000031,15.14999962
0,24135.5,1387.810059,98.51999664,16.25
0,24158.35938,1389.790039,98.09999847,14.72999954
1,24370.01953,1383.089966,97.83999634,14.48999977
1,24238.09961,1378.780029,98.25,14.82999992
0,24482.51953,1387.97998,98.16999817,14.98999977
0,24353.5,1386.910034,98.26999664,15.56999969
0,23625.43945,1391.339966,98.22000122,15.68999958
1,23962.13086,1396.910034,98.62000275,16.60000038
1,23764.4707,1399.609985,97.72000122,14.22000027
1,24277.38086,1382.890015,98.43000031,14.78999996
0,24305.09961,1389.050049,98.23000336,14.61999989
1,24519.90039,1393.949951,98.23000336,14.85000038
1,24236.44922,1392.75,97.80999756,14.43000031
0,24233.09961,1384.410034,97.76999664,15.35999966
0,24071.73047,1388.839966,97.76999664,15.35999966
1,24016.7793,1392.939941,98.40000153,17.17000008
1,24100.30078,1394.569946,98.13999939,16.35000038
1,24179.84961,1389.630005,98.34999847,15.30000019
1,24494.58008,1392.060059,97.76999664,15.18000031
1,24547.38086,1385.51001,97.44999695,15.10999966
1,24855.17969,1385.719971,97.79000092,15.03999996
1,25192.58984,1387.25,97.77999878,15.35000038
1,25215.71094,1387.199951,97.54000092,14.71000004
1,25474.64063,1389.5,97.55000305,14.76000023
1,25357.16016,1393.699951,97.30000305,15.68999958
1,25629.64063,1385.01001,96.62999725,16.36000061
0,25438.25,1377.640015,96.87000275,15.72000027
1,25769.35938,1378.689941,97.34999847,15.69999981
0,25578.36914,1386.75,97.63999939,15.44999981
1,25880.59961,1396.22998,97.33000183,16.10000038
1,26247.36914,1389.390015,97.26000214,16.63999939
0,26196.73047,1391.849976,97.87000275,16.18000031
0,26023.84961,1403.650024,98.55000305,16.73999977
0,25580.32031,1408.920044,98.15000153,15.28999996
1,25580.32031,1408.709961,97.91000366,16.12000084
0,25820.53906,1399.329956,97.76999664,16.28000069
1,25982.91016,1403.150024,97.70999908,16.29000092
1,26378.39063,1401.819946,97.84999847,16.62999916
1,27301.91992,1421.51001,98.98000336,21.65999985
0,26923.41992,1429.030029,99.26999664,19.03000069
0,26793.15039,1426.069946,99.05000305,20.80999947
1,27275.71094,1429.430054,98.79000092,20.63999939
1,27647.86914,1420.089966,98.38999939,25.30999947
