Target,TaiwanWeighted,USD_KRW,Dollar_Index,VIX
1,14751.44043,1240.160034,103.1900024,21.09000015
1,14731.63965,1241.599976,102.25,18.82999992
1,14824.12988,1239.130005,102.1999969,18.35000038
1,14927.00977,1236.589966,102.1999969,18.35000038
0,14932.92969,1240.709961,102.3899994,19.36000061
0,14932.92969,1237.0,102.3600006,20.34000015
1,14932.92969,1237.880005,102.0599976,20.52000046
1,14932.92969,1232.180054,102.0100021,19.85000038
1,14932.92969,1232.660034,101.6399994,19.07999992
1,14932.92969,1232.589966,101.8399963,18.72999954
1,14932.92969,1231.849976,101.9300003,18.51000023
0,15493.82031,1228.949951,102.2799988,19.94000053
0,15265.2002,1231.5,102.0999985,19.39999962
1,15420.12988,1232.150024,101.2200012,17.87000084
1,15595.16016,1221.949951,101.75,18.72999954
1,15602.66016,1224.900024,102.9199982,18.32999992
0,15392.82031,1246.75,103.6200027,19.43000031
1,15400.91016,1261.22998,103.4300003,18.65999985
1,15618.16992,1255.349976,103.4100037,19.62999916
0,15598.70996,1260.469971,103.2200012,20.70999908
0,15586.65039,1264.550049,103.6299973,20.53000069
0,15544.28027,1266.869995,103.3499985,20.34000015
1,15654.48047,1272.939941,103.2300034,18.90999985
0,15432.88965,1272.25,103.9199982,18.22999954
1,15550.5,1283.719971,103.8600006,20.17000008
0,15479.7002,1288.959961,103.8600006,20.02000046
1,15551.23047,1293.920044,103.8600006,20.02000046
1,15563.0,1296.109985,104.1800003,22.87000084
0,15418.76953,1305.829956,104.5899963,22.29000092
1,15615.41016,1302.829956,104.5999985,21.13999939
0,15503.79004,1298.079956,105.2099991,21.67000008
0,15503.79004,1313.699951,104.6699982,20.95000076
1,15503.79004,1318.349976,104.8700027,20.70000076
1,15598.71973,1305.72998,105.0299988,19.59000015
1,15608.41992,1311.060059,104.5199966,18.48999977
1,15763.50977,1294.780029,104.3499985,18.61000061
1,15857.88965,1299.0,105.6200027,19.59000015
0,15818.2002,1317.900024,105.6600037,19.11000061
0,15770.66016,1316.449951,105.3099976,22.61000061
0,15526.2002,1325.550049,104.5800018,24.79999924
1,15560.49023,1319.540039,103.5999985,26.52000046
0,15360.41992,1296.380005,103.5999985,23.72999954
1,15387.58984,1304.579956,104.6500015,26.13999939
0,15221.12012,1311.73999,104.4199982,22.98999977
1,15452.95996,1301.619995,103.7099991,25.51000023
0,15419.96973,1307.650024,103.2799988,24.14999962
1,15513.4502,1304.939941,103.2600021,21.37999916
1,15760.45996,1303.439941,102.3499985,22.26000023
1,15863.9502,1298.25,102.5299988,22.61000061
0,15914.7002,1286.290039,103.1200027,21.73999977
0,15830.30957,1294.829956,102.8600006,20.60000038
1,15701.48047,1297.800049,102.4300003,19.96999931
1,15769.75977,1296.97998,102.6399994,19.12000084
1,15849.42969,1307.130005,102.1399994,19.02000046
1,15868.05957,1296.5,102.5100021,18.70000076
0,15868.05957,1305.47998,102.0899963,18.54999924
1,15868.05957,1308.050049,101.5899963,19.0
1,15868.05957,1312.410034,101.8499985,19.07999992
0,15810.76953,1316.209961,101.8199997,18.39999962
1,15836.5,1317.939941,101.8199997,18.39999962
1,15876.16992,1315.449951,102.5800018,18.96999931
1,15913.87988,1320.880005,102.1999969,19.10000038
1,15932.96973,1322.089966,101.5,19.09000015
1,15804.75977,1322.829956,101.0100021,17.79999924
1,15929.42969,1301.430054,101.5500031,17.06999969
1,15963.5498,1303.380005,102.0999985,16.95000076
0,15869.44043,1316.069946,101.75,16.82999992
1,15770.46973,1315.900024,101.9700012,16.45999908
0,15707.51953,1326.76001,101.8399963,17.17000008
0,15602.99023,1323.599976,101.8199997,16.77000046
0,15626.87012,1329.380005,101.3499985,16.88999939
0,15370.73047,1332.800049,101.8600006,18.76000023
0,15374.62988,1341.0,101.4700012,18.84000015
1,15411.49023,1337.829956,101.5,17.03000069
1,15579.17969,1339.390015,101.6699982,15.77999973
1,15636.48047,1342.790039,101.9599991,17.78000069
0,15553.41016,1342.300049,101.3399963,18.34000015
0,15609.03027,1335.22998,101.4000015,20.09000015
1,15699.57031,1316.959961,101.3700027,16.97999954
0,15727.7002,1322.410034,101.6399994,17.70999908
0,15641.75977,1326.050049,101.4800034,16.94000053
0,15514.63965,1318.050049,102.0599976,16.93000031
0,15502.36035,1329.880005,102.6800003,17.03000069
1,15475.0498,1341.52002,102.4300003,17.12000084
1,15673.90039,1335.400024,102.5599976,17.98999977
1,15925.29004,1342.430054,102.8799973,16.87000084
1,16101.87988,1334.150024,103.5800018,16.04999924
1,16174.91992,1334.73999,103.1999969,16.80999947
1,16180.88965,1324.209961,103.1999969,17.20999908
1,16188.03027,1313.829956,103.4899979,18.53000069
0,16159.32031,1319.839966,103.8899994,20.03000069
0,16292.0,1318.52002,104.2099991,19.13999939
1,16505.05078,1330.890015,104.2099991,17.95000076
1,16622.74023,1324.589966,104.1699982,17.45999908
0,16578.96094,1319.790039,104.3199997,17.94000053
0,16512.65039,1321.73999,103.5599976,15.64999962
1,16706.91016,1312.849976,104.0199966,14.60000038
1,16714.42969,1305.140015,104.0,14.72999954
1,16922.48047,1299.199951,104.0999985,13.93999958
0,16733.68945,1308.339966,103.3399963,13.64999962
1,16886.40039,1296.329956,103.5599976,13.82999992
0,16955.36914,1286.689941,103.6299973,15.01000023
1,17216.59961,1284.579956,103.3399963,14.60999966
0,17238.14063,1267.619995,103.0100021,13.88000011
0,17334.98047,1273.98999,102.1200027,14.5
1,17288.91016,1270.050049,102.3000031,13.53999996
0,17274.56055,1276.310059,102.3000031,13.53999996
0,17184.91016,1283.23999,102.5400009,13.88000011
0,17202.40039,1287.540039,102.0699997,13.19999981
1,17202.40039,1288.380005,102.3899994,12.90999985
0,17202.40039,1298.209961,102.9000015,13.43999958
1,17059.24023,1307.670044,102.6900024,14.25
0,16887.90039,1302.660034,102.4899979,13.73999977
0,16935.63086,1296.599976,102.9100037,13.43000031
0,16942.30078,1309.01001,103.3399963,13.53999996
1,16915.53906,1323.069946,102.9100037,13.59000015
1,17084.19922,1315.300049,102.9899979,13.56999969
0,17140.76953,1306.099976,102.9899979,13.56999969
0,17056.42969,1295.5,103.3700027,14.18000031
0,16762.16992,1302.969971,103.1699982,15.43999958
0,16664.21094,1309.219971,102.2699966,14.82999992
0,16652.80078,1297.369995,101.9700012,15.06999969
1,16898.91016,1299.540039,101.7300034,14.84000015
1,16962.0293,1291.51001,100.5199966,13.53999996
1,17061.40039,1274.699951,99.76999664,13.60999966
1,17283.71094,1266.829956,99.91000366,13.34000015
0,17334.28906,1268.339966,99.83999634,13.47999954
0,17227.91016,1265.449951,99.94000244,13.30000019
1,17116.43945,1264.939941,100.2799988,13.76000023
0,17164.89063,1265.089966,100.8799973,13.98999977
