Target,US_GDP,US_M2,US_UNRATE,KR_Interest_Rate_3Y,KR_Spread_10Y_3Y
0,28074.846,20791.2,3.5,3.795,0.06799984
1,28074.846,20791.2,3.5,3.703,0.05499983
1,28074.846,20791.2,3.5,3.704,0.052000046
1,28074.846,20791.2,3.5,3.602,0.055000067
1,28074.846,20791.2,3.5,3.614,0.07099986
0,28074.846,20791.2,3.5,3.611,0.049000025
0,28074.846,20791.2,3.5,3.596,0.055000067
1,28074.846,20791.2,3.5,3.543,0.032000065
0,28074.846,20791.2,3.5,3.581,0.024999857
1,28074.846,20791.2,3.5,3.602,0.03399992
1,28074.846,20791.2,3.5,3.617,0.023000002
1,28074.846,20791.2,3.5,3.645,0.039000034
0,28074.846,20791.2,3.5,3.627,0.030999899
1,28074.846,20791.2,3.5,3.587,0.05000019
1,28074.846,20791.2,3.5,3.635,0.092999935
1,28074.846,20791.2,3.5,3.681,0.07999992
1,28074.846,20777.2,3.7,3.647,0.07999992
0,28074.846,20777.2,3.7,3.677,0.11599994
0,28074.846,20777.2,3.7,3.714,0.14700007
0,28074.846,20777.2,3.7,3.738,0.13800001
0,28074.846,20777.2,3.7,3.689,0.125
0,28074.846,20777.2,3.7,3.647,0.092999935
1,28074.846,20777.2,3.7,3.672,0.102
0,28074.846,20777.2,3.7,3.687,0.09899998
0,28074.846,20777.2,3.7,3.698,0.12599993
0,28074.846,20777.2,3.7,3.747,0.14199996
0,28074.846,20777.2,3.7,3.712,0.15500021
0,28074.846,20777.2,3.7,3.788,0.18799996
0,28074.846,20777.2,3.7,3.729,0.18499994
1,28074.846,20777.2,3.7,3.795,0.17799997
1,28074.846,20777.2,3.7,3.802,0.18400002
0,28074.846,20777.2,3.7,3.771,0.14900017
1,28074.846,20777.2,3.7,3.759,0.11899996
0,28074.846,20777.2,3.7,3.789,0.14599991
1,28074.846,20777.2,3.7,3.759,0.112999916
1,28074.846,20777.2,3.7,3.74,0.10400009
1,28074.846,20777.2,3.7,3.732,0.11799979
0,28074.846,20777.2,3.7,3.711,0.11000013
1,28074.846,20747.8,3.7,3.689,0.089000225
1,28074.846,20747.8,3.7,3.738,0.11800003
0,28074.846,20747.8,3.7,3.765,0.12099981
0,28074.846,20747.8,3.7,3.765,0.12799978
0,28074.846,20747.8,3.7,3.847,0.12200022
0,28074.846,20747.8,3.7,3.795,0.099999905
1,28074.846,20747.8,3.7,3.865,0.095999956
0,28074.846,20747.8,3.7,3.863,0.102
0,28074.846,20747.8,3.7,3.853,0.095999956
1,28074.846,20747.8,3.7,3.836,0.08100009
1,28074.846,20747.8,3.7,3.85,0.07800007
0,28074.846,20747.8,3.7,3.891,0.09100008
0,28074.846,20747.8,3.7,3.887,0.06499982
1,28074.846,20747.8,3.7,3.89,0.072999954
0,28074.846,20747.8,3.7,3.93,0.10100007
0,28074.846,20747.8,3.7,3.876,0.125
0,28074.846,20747.8,3.7,3.876,0.13600016
0,28074.846,20747.8,3.7,3.891,0.16299987
1,28074.846,20747.8,3.7,3.884,0.14600015
0,28424.722,20732.9,3.9,4.108,0.24300003
0,28424.722,20732.9,3.9,4.081,0.24100018
1,28424.722,20732.9,3.9,4.015,0.2249999
0,28424.722,20732.9,3.9,3.997,0.22199988
1,28424.722,20732.9,3.9,3.953,0.18900013
1,28424.722,20732.9,3.9,3.932,0.16899991
0,28424.722,20732.9,3.9,3.957,0.21200013
0,28424.722,20732.9,3.9,3.973,0.21799994
1,28424.722,20732.9,3.9,3.991,0.23300004
1,28424.722,20732.9,3.9,4.031,0.25600004
0,28424.722,20732.9,3.9,4.07,0.29199982
0,28424.722,20732.9,3.9,4.033,0.29400015
0,28424.722,20732.9,3.9,4.055,0.31900024
1,28424.722,20732.9,3.9,4.004,0.26499987
0,28424.722,20732.9,3.9,4.038,0.24300003
0,28424.722,20732.9,3.9,4.104,0.2880001
1,28424.722,20732.9,3.9,4.073,0.20700026
1,28424.722,20732.9,3.9,4.089,0.22299957
0,28424.722,20732.9,3.9,4.085,0.23999977
1,28424.722,20746.5,3.7,4.071,0.21700001
1,28424.722,20746.5,3.7,3.979,0.18900013
1,28424.722,20746.5,3.7,3.949,0.15600014
1,28424.722,20746.5,3.7,3.877,0.17900014
0,28424.722,20746.5,3.7,3.887,0.16799974
0,28424.722,20746.5,3.7,3.868,0.1539998
1,28424.722,20746.5,3.7,3.847,0.09800005
0,28424.722,20746.5,3.7,3.862,0.10700011
0,28424.722,20746.5,3.7,3.877,0.12800002
1,28424.722,20746.5,3.7,3.857,0.12299991
1,28424.722,20746.5,3.7,3.744,0.0710001
1,28424.722,20746.5,3.7,3.701,0.09800005
0,28424.722,20746.5,3.7,3.681,0.11500001
1,28424.722,20746.5,3.7,3.667,0.08800006
1,28424.722,20746.5,3.7,3.644,0.08200002
1,28424.722,20746.5,3.7,3.666,0.096000195
1,28424.722,20746.5,3.7,3.644,0.06799984
0,28424.722,20746.5,3.7,3.677,0.102
0,28424.722,20746.5,3.7,3.689,0.07800007
1,28424.722,20746.5,3.7,3.648,0.07800007
0,28424.722,20746.5,3.7,3.554,0.08700013
1,28424.722,20746.5,3.7,3.583,0.11599994
0,28424.722,20777.9,3.8,3.587,0.11199999
1,28424.722,20777.9,3.8,3.531,0.09500003
0,28424.722,20777.9,3.8,3.484,0.09500003
1,28424.722,20777.9,3.8,3.463,0.06999993
0,28424.722,20777.9,3.8,3.511,0.06500006
1,28424.722,20777.9,3.8,3.461,0.072999954
1,28424.722,20777.9,3.8,3.48,0.085999966
1,28424.722,20777.9,3.8,3.446,0.08099985
0,28424.722,20777.9,3.8,3.465,0.06000018
1,28424.722,20777.9,3.8,3.258,0.07400012
1,28424.722,20777.9,3.8,3.281,0.07700014
1,28424.722,20777.9,3.8,3.277,0.059000015
1,28424.722,20777.9,3.8,3.296,0.032000065
1,28424.722,20777.9,3.8,3.232,0.04799986
0,28424.722,20777.9,3.8,3.236,0.06099987
0,28424.722,20777.9,3.8,3.234,0.06700015
1,28424.722,20777.9,3.8,3.221,0.049999952
1,28424.722,20777.9,3.8,3.22,0.03999996
1,28424.722,20777.9,3.8,3.154,0.029000044
1,28708.161,20843.9,3.7,3.24,0.065999985
0,28708.161,20843.9,3.7,3.278,0.059999943
0,28708.161,20843.9,3.7,3.227,0.06100011
0,28708.161,20843.9,3.7,3.283,0.06100011
0,28708.161,20843.9,3.7,3.297,0.04700017
0,28708.161,20843.9,3.7,3.255,0.06799984
0,28708.161,20843.9,3.7,3.269,0.0769999
0,28708.161,20843.9,3.7,3.227,0.07999992
0,28708.161,20843.9,3.7,3.204,0.102
1,28708.161,20843.9,3.7,3.191,0.102
0,28708.161,20843.9,3.7,3.235,0.08700013
0,28708.161,20843.9,3.7,3.277,0.09200001
1,28708.161,20843.9,3.7,3.285,0.09500003
1,28708.161,20843.9,3.7,3.307,0.11500001
0,28708.161,20843.9,3.7,3.278,0.09399986
1,28708.161,20843.9,3.7,3.286,0.085999966
0,28708.161,20843.9,3.7,3.3,0.10000014
1,28708.161,20843.9,3.7,3.313,0.10599995
1,28708.161,20843.9,3.7,3.263,0.12299991
1,28708.161,20843.9,3.7,3.304,0.13200021
0,28708.161,20843.9,3.7,3.268,0.08200002
0,28708.161,20843.9,3.7,3.261,0.08400011
1,28708.161,20927.4,3.9,3.267,0.07200003
1,28708.161,20927.4,3.9,3.248,0.039000034
0,28708.161,20927.4,3.9,3.312,0.062000036
0,28708.161,20927.4,3.9,3.292,0.089999914
1,28708.161,20927.4,3.9,3.286,0.09200001
1,28708.161,20927.4,3.9,3.305,0.09500003
1,28708.161,20927.4,3.9,3.353,0.10000014
0,28708.161,20927.4,3.9,3.425,0.07700014
0,28708.161,20927.4,3.9,3.405,0.07200003
1,28708.161,20927.4,3.9,3.405,0.07700014
1,28708.161,20927.4,3.9,3.397,0.06999993
0,28708.161,20927.4,3.9,3.405,0.08400011
0,28708.161,20927.4,3.9,3.402,0.07200003
1,28708.161,20927.4,3.9,3.342,0.08200002
1,28708.161,20927.4,3.9,3.374,0.09399986
0,28708.161,20927.4,3.9,3.34,0.062000036
0,28708.161,20927.4,3.9,3.364,0.065999985
1,28708.161,20927.4,3.9,3.359,0.082999945
0,28708.161,20927.4,3.9,3.385,0.089999914
1,28708.161,20973.9,3.9,3.36,0.07400012
0,28708.161,20973.9,3.9,3.349,0.059999943
0,28708.161,20973.9,3.9,3.325,0.055999994
1,28708.161,20973.9,3.9,3.321,0.07799983
1,28708.161,20973.9,3.9,3.271,0.0630002
0,28708.161,20973.9,3.9,3.275,0.06699991
1,28708.161,20973.9,3.9,3.273,0.062000036
1,28708.161,20973.9,3.9,3.251,0.08000016
1,28708.161,20973.9,3.9,3.273,0.08100009
0,28708.161,20973.9,3.9,3.308,0.102
1,28708.161,20973.9,3.9,3.348,0.08699989
0,28708.161,20973.9,3.9,3.383,0.08899999
1,28708.161,20973.9,3.9,3.371,0.07999992
1,28708.161,20973.9,3.9,3.306,0.10500002
0,28708.161,20973.9,3.9,3.284,0.07800007
0,28708.161,20973.9,3.9,3.29,0.07999992
1,28708.161,20973.9,3.9,3.301,0.095999956
0,28708.161,20973.9,3.9,3.288,0.0849998
0,28708.161,20973.9,3.9,3.293,0.08400011
1,28708.161,20973.9,3.9,3.322,0.09100008
1,29147.044,20959.7,3.9,3.291,0.09000015
1,29147.044,20959.7,3.9,3.333,0.09200001
0,29147.044,20959.7,3.9,3.341,0.11099982
1,29147.044,20959.7,3.9,3.338,0.11899996
0,29147.044,20959.7,3.9,3.329,0.10400009
1,29147.044,20959.7,3.9,3.383,0.10500002
0,29147.044,20959.7,3.9,3.391,0.11199999
1,29147.044,20959.7,3.9,3.466,0.11899996
0,29147.044,20959.7,3.9,3.403,0.13499999
0,29147.044,20959.7,3.9,3.44,0.12100005
0,29147.044,20959.7,3.9,3.469,0.14899993
0,29147.044,20959.7,3.9,3.475,0.15700006
1,29147.044,20959.7,3.9,3.427,0.13499999
0,29147.044,20959.7,3.9,3.468,0.11500001
1,29147.044,20959.7,3.9,3.512,0.13800001
0,29147.044,20959.7,3.9,3.489,0.13599992
1,29147.044,20959.7,3.9,3.509,0.13599992
0,29147.044,20959.7,3.9,3.543,0.16400003
1,29147.044,20959.7,3.9,3.531,0.1630001
1,29147.044,20959.7,3.9,3.552,0.15199995
1,29147.044,20959.7,3.9,3.529,0.12699986
0,29147.044,21020.6,3.9,3.509,0.12899995
0,29147.044,21020.6,3.9,3.5,0.11400008
1,29147.044,21020.6,3.9,3.448,0.08800006
1,29147.044,21020.6,3.9,3.439,0.09100008
0,29147.044,21020.6,3.9,3.453,0.102999926
1,29147.044,21020.6,3.9,3.44,0.09800005
0,29147.044,21020.6,3.9,3.452,0.102
1,29147.044,21020.6,3.9,3.454,0.09200001
1,29147.044,21020.6,3.9,3.375,0.082999945
0,29147.044,21020.6,3.9,3.379,0.07500005
1,29147.044,21020.6,3.9,3.412,0.08500004
0,29147.044,21020.6,3.9,3.411,0.07999992
0,29147.044,21020.6,3.9,3.409,0.069000006
0,29147.044,21020.6,3.9,3.402,0.06999993
0,29147.044,21020.6,3.9,3.423,0.09200001
1,29147.044,21020.6,3.9,3.413,0.0849998
0,29147.044,21020.6,3.9,3.394,0.08699989
0,29147.044,21020.6,3.9,3.425,0.11100006
0,29147.044,21020.6,3.9,3.44,0.123999834
1,29147.044,21020.6,3.9,3.452,0.12600017
1,29147.044,21068.4,4.1,3.434,0.09800005
0,29147.044,21068.4,4.1,3.39,0.07999992
1,29147.044,21068.4,4.1,3.345,0.08500004
1,29147.044,21068.4,4.1,3.308,0.0769999
0,29147.044,21068.4,4.1,3.353,0.08000016
1,29147.044,21068.4,4.1,3.341,0.08399987
1,29147.044,21068.4,4.1,3.307,0.07500005
1,29147.044,21068.4,4.1,3.277,0.06800008
1,29147.044,21068.4,4.1,3.252,0.049999952
0,29147.044,21068.4,4.1,3.212,0.0710001
1,29147.044,21068.4,4.1,3.214,0.06500006
1,29147.044,21068.4,4.1,3.162,0.069000006
1,29147.044,21068.4,4.1,3.196,0.072999954
0,29147.044,21068.4,4.1,3.176,0.078999996
0,29147.044,21068.4,4.1,3.194,0.06999993
1,29147.044,21068.4,4.1,3.201,0.06999993
1,29147.044,21068.4,4.1,3.215,0.0630002
0,29147.044,21068.4,4.1,3.22,0.07999992
1,29147.044,21068.4,4.1,3.182,0.08400011
1,29511.664,21095.3,4.2,3.21,0.102
0,29511.664,21095.3,4.2,3.169,0.120000124
1,29511.664,21095.3,4.2,3.16,0.11399984
1,29511.664,21095.3,4.2,3.128,0.10599995
1,29511.664,21095.3,4.2,3.115,0.11199999
0,29511.664,21095.3,4.2,3.119,0.092999935
1,29511.664,21095.3,4.2,3.114,0.0769999
1,29511.664,21095.3,4.2,3.12,0.07800007
1,29511.664,21095.3,4.2,3.163,0.07099986
0,29511.664,21095.3,4.2,3.101,0.075999975
1,29511.664,21095.3,4.2,3.076,0.10100007
1,29511.664,21095.3,4.2,3.035,0.102
0,29511.664,21095.3,4.2,3.05,0.08899999
0,29511.664,21095.3,4.2,3.058,0.07999992
0,29511.664,21095.3,4.2,3.074,0.08200002
0,29511.664,21095.3,4.2,3.071,0.07399988
1,29511.664,21095.3,4.2,3.084,0.08699989
0,29511.664,21095.3,4.2,3.046,0.08500004
0,29511.664,21095.3,4.2,3.024,0.10400009
1,29511.664,21095.3,4.2,3.024,0.08400011
1,29511.664,21095.3,4.2,2.978,0.06800008
0,29511.664,21095.3,4.2,2.994,0.058000088
1,29511.664,21095.3,4.2,3.004,0.059999943
1,29511.664,21186.8,4.2,2.976,0.03399992
0,29511.664,21186.8,4.2,2.939,0.03700018
0,29511.664,21186.8,4.2,2.806,0.07200003
1,29511.664,21186.8,4.2,2.935,0.058000088
1,29511.664,21186.8,4.2,2.929,0.07200003
0,29511.664,21186.8,4.2,2.911,0.085999966
1,29511.664,21186.8,4.2,2.941,0.0710001
1,29511.664,21186.8,4.2,2.946,0.0539999
1,29511.664,21186.8,4.2,2.918,0.055999994
1,29511.664,21186.8,4.2,2.888,0.05699992
1,29511.664,21186.8,4.2,2.928,0.045000076
0,29511.664,21186.8,4.2,2.927,0.05799985
1,29511.664,21186.8,4.2,2.944,0.055000067
1,29511.664,21186.8,4.2,2.94,0.05699992
1,29511.664,21186.8,4.2,2.907,0.072999954
0,29511.664,21186.8,4.2,2.92,0.08500004
0,29511.664,21186.8,4.2,2.89,0.08399987
0,29511.664,21186.8,4.2,2.94,0.1329999
1,29511.664,21186.8,4.2,2.919,0.13499999
0,29511.664,21186.8,4.2,2.939,0.13600016
1,29511.664,21186.8,4.2,2.953,0.13499999
1,29511.664,21269.5,4.1,2.989,0.13199997
0,29511.664,21269.5,4.1,2.981,0.13899994
0,29511.664,21269.5,4.1,2.931,0.12100005
0,29511.664,21269.5,4.1,2.905,0.125
0,29511.664,21269.5,4.1,2.881,0.10899997
0,29511.664,21269.5,4.1,2.897,0.13499999
0,29511.664,21269.5,4.1,2.877,0.1329999
0,29511.664,21269.5,4.1,2.82,0.123000145
1,29511.664,21269.5,4.1,2.866,0.10400009
1,29511.664,21269.5,4.1,2.822,0.10599995
1,29511.664,21269.5,4.1,2.843,0.13600016
1,29511.664,21269.5,4.1,2.838,0.15100002
1,29511.664,21269.5,4.1,2.864,0.15799999
1,29511.664,21269.5,4.1,2.854,0.17199993
0,29511.664,21269.5,4.1,2.812,0.18499994
1,29511.664,21269.5,4.1,2.807,0.194
0,29511.664,21269.5,4.1,2.826,0.17400002
0,29511.664,21269.5,4.1,2.811,0.181
0,29825.182,21331.9,4.1,2.78,0.15199995
1,29825.182,21331.9,4.1,2.824,0.17200017
1,29825.182,21331.9,4.1,2.96,0.14100003
0,29825.182,21331.9,4.1,2.932,0.14499998
1,29825.182,21331.9,4.1,2.962,0.12600017
0,29825.182,21331.9,4.1,2.947,0.13800001
1,29825.182,21331.9,4.1,2.938,0.14899993
1,29825.182,21331.9,4.1,2.906,0.14400005
0,29825.182,21331.9,4.1,2.88,0.12799978
0,29825.182,21331.9,4.1,2.897,0.13100004
0,29825.182,21331.9,4.1,2.908,0.16400003
1,29825.182,21331.9,4.1,2.902,0.15199995
0,29825.182,21331.9,4.1,2.943,0.18700004
1,29825.182,21331.9,4.1,2.936,0.19199991
0,29825.182,21331.9,4.1,2.891,0.18299985
1,29825.182,21331.9,4.1,2.882,0.17199993
1,29825.182,21331.9,4.1,2.932,0.18500018
1,29825.182,21331.9,4.1,2.936,0.18199992
0,29825.182,21331.9,4.1,2.937,0.16799998
0,29825.182,21331.9,4.1,2.936,0.1639998
0,29825.182,21452.2,4.2,2.939,0.15100002
1,29825.182,21452.2,4.2,2.935,0.16100001
0,29825.182,21452.2,4.2,2.918,0.15499997
0,29825.182,21452.2,4.2,2.96,0.17400002
1,29825.182,21452.2,4.2,2.922,0.17600012
0,29825.182,21452.2,4.2,2.889,0.16000009
0,29825.182,21452.2,4.2,2.901,0.13700008
0,29825.182,21452.2,4.2,2.9,0.11399984
0,29825.182,21452.2,4.2,2.939,0.12800002
1,29825.182,21452.2,4.2,2.929,0.14499998
0,29825.182,21452.2,4.2,2.941,0.14300013
1,29825.182,21452.2,4.2,2.915,0.148
1,29825.182,21452.2,4.2,2.889,0.14700007
1,29825.182,21452.2,4.2,2.873,0.14400005
0,29825.182,21452.2,4.2,2.829,0.14899993
1,29825.182,21452.2,4.2,2.816,0.16000009
1,29825.182,21452.2,4.2,2.773,0.14700007
0,29825.182,21452.2,4.2,2.773,0.13000011
0,29825.182,21452.2,4.2,2.741,0.13900018
1,29825.182,21452.2,4.2,2.638,0.1500001
0,29825.182,21452.2,4.2,2.607,0.14399981
0,29825.182,21485.9,4.1,2.567,0.13000011
1,29825.182,21485.9,4.1,2.585,0.12800002
0,29825.182,21485.9,4.1,2.626,0.13900018
0,29825.182,21485.9,4.1,2.603,0.13499999
0,29825.182,21485.9,4.1,2.62,0.12400007
0,29825.182,21485.9,4.1,2.579,0.09800005
1,29825.182,21485.9,4.1,2.524,0.12100005
1,29825.182,21485.9,4.1,2.536,0.1559999
1,29825.182,21485.9,4.1,2.549,0.15100002
1,29825.182,21485.9,4.1,2.541,0.13500023
0,29825.182,21485.9,4.1,2.553,0.16799998
0,29825.182,21485.9,4.1,2.621,0.16899991
1,29825.182,21485.9,4.1,2.536,0.2019999
0,29825.182,21485.9,4.1,2.603,0.21099997
0,29825.182,21485.9,4.1,2.629,0.24399996
1,29825.182,21485.9,4.1,2.616,0.22800016
0,29825.182,21485.9,4.1,2.626,0.25
0,29825.182,21485.9,4.1,2.648,0.25600004
0,29825.182,21485.9,4.1,2.634,0.24199986
0,29825.182,21485.9,4.1,2.597,0.25800014
0,30042.113,21548.1,4.0,2.507,0.2420001
1,30042.113,21548.1,4.0,2.482,0.27199984
1,30042.113,21548.1,4.0,2.524,0.29299998
1,30042.113,21548.1,4.0,2.508,0.286
1,30042.113,21548.1,4.0,2.505,0.2909999
1,30042.113,21548.1,4.0,2.5,0.27800012
0,30042.113,21548.1,4.0,2.561,0.27599978
0,30042.113,21548.1,4.0,2.664,0.20700002
1,30042.113,21548.1,4.0,2.646,0.19500017
0,30042.113,21548.1,4.0,2.675,0.18499994
1,30042.113,21548.1,4.0,2.626,0.17600012
0,30042.113,21548.1,4.0,2.588,0.2249999
0,30042.113,21548.1,4.0,2.623,0.24500012
0,30042.113,21548.1,4.0,2.579,0.23900008
1,30042.113,21548.1,4.0,2.577,0.25
0,30042.113,21548.1,4.0,2.578,0.25899982
1,30042.113,21548.1,4.0,2.57,0.28900003
0,30042.113,21548.1,4.0,2.573,0.286
0,30042.113,21613.5,4.2,2.572,0.263
1,30042.113,21613.5,4.2,2.584,0.26
1,30042.113,21613.5,4.2,2.578,0.24000001
1,30042.113,21613.5,4.2,2.582,0.21399999
0,30042.113,21613.5,4.2,2.635,0.20099998
0,30042.113,21613.5,4.2,2.638,0.19199991
1,30042.113,21613.5,4.2,2.633,0.21600008
1,30042.113,21613.5,4.2,2.651,0.22799993
1,30042.113,21613.5,4.2,2.631,0.24099994
1,30042.113,21613.5,4.2,2.611,0.2349999
1,30042.113,21613.5,4.2,2.623,0.24600005
1,30042.113,21613.5,4.2,2.641,0.23699999
1,30042.113,21613.5,4.2,2.63,0.24299979
0,30042.113,21613.5,4.2,2.628,0.26
1,30042.113,21613.5,4.2,2.618,0.23799992
0,30042.113,21613.5,4.2,2.61,0.21500015
0,30042.113,21613.5,4.2,2.596,0.20099998
1,30042.113,21613.5,4.2,2.591,0.16100001
0,30042.113,21613.5,4.2,2.592,0.16199994
0,30042.113,21613.5,4.2,2.566,0.1400001
0,30042.113,21693.6,4.2,2.541,0.16200018
1,30042.113,21693.6,4.2,2.565,0.20799994
1,30042.113,21693.6,4.2,2.594,0.2119999
0,30042.113,21693.6,4.2,2.565,0.20799994
1,30042.113,21693.6,4.2,2.596,0.20500016
0,30042.113,21693.6,4.2,2.56,0.20000005
1,30042.113,21693.6,4.2,2.55,0.21300006
0,30042.113,21693.6,4.2,2.57,0.20000005
0,30042.113,21693.6,4.2,2.596,0.21700001
1,30042.113,21693.6,4.2,2.601,0.204
1,30042.113,21693.6,4.2,2.598,0.19000006
1,30042.113,21693.6,4.2,2.621,0.19000006
1,30042.113,21693.6,4.2,2.598,0.194
1,30042.113,21693.6,4.2,2.597,0.20800018
0,30042.113,21693.6,4.2,2.604,0.2119999
0,30042.113,21693.6,4.2,2.612,0.20900011
1,30042.113,21693.6,4.2,2.618,0.22099996
0,30042.113,21693.6,4.2,2.622,0.21600008
0,30042.113,21693.6,4.2,2.629,0.21300006
0,30042.113,21693.6,4.2,2.569,0.2019999
1,30485.729,21775.6,4.2,2.581,0.20599985
0,30485.729,21775.6,4.2,2.584,0.18299985
0,30485.729,21775.6,4.2,2.529,0.20899987
0,30485.729,21775.6,4.2,2.461,0.23099995
0,30485.729,21775.6,4.2,2.405,0.24300003
1,30485.729,21775.6,4.2,2.413,0.273
0,30485.729,21775.6,4.2,2.434,0.2980001
1,30485.729,21775.6,4.2,2.437,0.26499987
0,30485.729,21775.6,4.2,2.411,0.2850001
1,30485.729,21775.6,4.2,2.408,0.283
1,30485.729,21775.6,4.2,2.399,0.2650001
0,30485.729,21775.6,4.2,2.351,0.27799988
1,30485.729,21775.6,4.2,2.385,0.26
1,30485.729,21775.6,4.2,2.362,0.2579999
1,30485.729,21775.6,4.2,2.331,0.2709999
0,30485.729,21775.6,4.2,2.33,0.29100013
1,30485.729,21775.6,4.2,2.337,0.26100016
0,30485.729,21775.6,4.2,2.341,0.28199983
1,30485.729,21775.6,4.2,2.305,0.2709999
1,30485.729,21775.6,4.2,2.316,0.27200007
1,30485.729,21775.6,4.2,2.31,0.29299998
0,30485.729,21775.6,4.2,2.267,0.296
1,30485.729,21833.9,4.3,2.282,0.31099987
1,30485.729,21833.9,4.3,2.253,0.3499999
1,30485.729,21833.9,4.3,2.281,0.34100008
0,30485.729,21833.9,4.3,2.331,0.339
1,30485.729,21833.9,4.3,2.33,0.35500002
1,30485.729,21833.9,4.3,2.37,0.352
1,30485.729,21833.9,4.3,2.351,0.36699986
0,30485.729,21833.9,4.3,2.362,0.365
1,30485.729,21833.9,4.3,2.319,0.3570001
0,30485.729,21833.9,4.3,2.366,0.38100004
0,30485.729,21833.9,4.3,2.33,0.38300014
1,30485.729,21833.9,4.3,2.345,0.41499996
0,30485.729,21833.9,4.3,2.336,0.41900015
0,30485.729,21833.9,4.3,2.338,0.42799997
1,30485.729,21833.9,4.3,2.348,0.41799998
0,30485.729,21833.9,4.3,2.34,0.3690002
1,30485.729,21833.9,4.3,2.314,0.3920002
1,30485.729,21833.9,4.3,2.341,0.4189999
0,30485.729,21833.9,4.3,2.347,0.43900013
1,30485.729,21938.8,4.1,2.34,0.45300007
1,30485.729,21938.8,4.1,2.414,0.48000002
1,30485.729,21938.8,4.1,2.412,0.4790001
1,30485.729,21938.8,4.1,2.405,0.46200013
1,30485.729,21938.8,4.1,2.385,0.4460001
1,30485.729,21938.8,4.1,2.419,0.41799998
1,30485.729,21938.8,4.1,2.429,0.398
0,30485.729,21938.8,4.1,2.462,0.3570001
1,30485.729,21938.8,4.1,2.483,0.38100004
1,30485.729,21938.8,4.1,2.448,0.42000008
1,30485.729,21938.8,4.1,2.472,0.40400004
1,30485.729,21938.8,4.1,2.475,0.39900017
1,30485.729,21938.8,4.1,2.463,0.40400004
0,30485.729,21938.8,4.1,2.498,0.375
1,30485.729,21938.8,4.1,2.461,0.362
1,30485.729,21938.8,4.1,2.46,0.3599999
0,30485.729,21938.8,4.1,2.454,0.3340001
0,30485.729,21938.8,4.1,2.453,0.33200002
1,30485.729,21938.8,4.1,2.452,0.35300016
1,31098.027,22020.0,4.3,2.454,0.32999992
0,31098.027,22020.0,4.3,2.483,0.34899998
1,31098.027,22020.0,4.3,2.449,0.365
0,31098.027,22020.0,4.3,2.467,0.36100006
1,31098.027,22020.0,4.3,2.482,0.3579998
1,31098.027,22020.0,4.3,2.477,0.3699999
1,31098.027,22020.0,4.3,2.478,0.37600017
1,31098.027,22020.0,4.3,2.433,0.3809998
0,31098.027,22020.0,4.3,2.448,0.375
1,31098.027,22020.0,4.3,2.474,0.41199994
1,31098.027,22020.0,4.3,2.463,0.41400003
0,31098.027,22020.0,4.3,2.459,0.41799998
1,31098.027,22020.0,4.3,2.479,0.42599988
0,31098.027,22020.0,4.3,2.474,0.39899993
1,31098.027,22020.0,4.3,2.456,0.39899993
0,31098.027,22020.0,4.3,2.463,0.37599993
1,31098.027,22020.0,4.3,2.458,0.37199998
1,31098.027,22020.0,4.3,2.467,0.38199997
1,31098.027,22020.0,4.3,2.485,0.37000012
1,31098.027,22020.0,4.3,2.464,0.365
1,31098.027,22020.0,4.3,2.46,0.36299992
1,31098.027,22020.0,4.3,2.454,0.34299994
0,31098.027,22020.0,4.3,2.46,0.32500005
0,31098.027,22087.0,4.3,2.478,0.3540001
1,31098.027,22087.0,4.3,2.421,0.3570001
1,31098.027,22087.0,4.3,2.425,0.34100008
1,31098.027,22087.0,4.3,2.43,0.34899998
1,31098.027,22087.0,4.3,2.408,0.36400008
0,31098.027,22087.0,4.3,2.409,0.3670001
0,31098.027,22087.0,4.3,2.42,0.36099982
0,31098.027,22087.0,4.3,2.431,0.37000012
1,31098.027,22087.0,4.3,2.417,0.39199996
1,31098.027,22087.0,4.3,2.404,0.3829999
0,31098.027,22087.0,4.3,2.426,0.41099977
0,31098.027,22087.0,4.3,2.444,0.41400003
0,31098.027,22087.0,4.3,2.441,0.41199994
1,31098.027,22087.0,4.3,2.438,0.40700006
1,31098.027,22087.0,4.3,2.456,0.4039998
1,31098.027,22087.0,4.3,2.434,0.41799998
0,31098.027,22087.0,4.3,2.422,0.43799996
1,31098.027,22087.0,4.3,2.402,0.4230001
1,31098.027,22087.0,4.3,2.416,0.39900017
0,31098.027,22087.0,4.3,2.426,0.38899994
0,31098.027,22170.3,4.4,2.435,0.41199994
1,31098.027,22170.3,4.4,2.45,0.41999984
1,31098.027,22170.3,4.4,2.475,0.4380002
1,31098.027,22170.3,4.4,2.472,0.411
1,31098.027,22170.3,4.4,2.46,0.39499998
1,31098.027,22170.3,4.4,2.448,0.4000001
1,31098.027,22170.3,4.4,2.425,0.39300013
1,31098.027,22170.3,4.4,2.43,0.40299988
1,31098.027,22170.3,4.4,2.42,0.3929999
1,31098.027,22170.3,4.4,2.431,0.38199997
1,31098.027,22170.3,4.4,2.443,0.37800002
1,31098.027,22170.3,4.4,2.417,0.38699985
0,31098.027,22170.3,4.4,2.418,0.36899996
1,31098.027,22170.3,4.4,2.403,0.35299993
0,31098.027,22170.3,4.4,2.441,0.37400007
1,31098.027,22170.3,4.4,2.459,0.37399983
1,31098.027,22170.3,4.4,2.46,0.35299993
