Variable,VIF,Status
KR_Spread_10Y_3Y,5.205853922156792,Watch
US_UNRATE,4.377597057787187,Good
KR_Interest_Rate_3Y,3.5475257473188595,Good
US_GDP,2.3103206791376003,Good
US_M2,2.1818402672423303,Good
